year,MaxLABIL01_,MaxLABIL02_,MaxLABIL04_,MaxLABIL06_,MaxLABIL07_,MaxLABIL10_,MaxLABIL11_,MaxLABIL13_,MaxLABIL14_,MaxLABIL16_
1994,2462.915771484375,2218.298828125,2471.39013671875,2311.4033203125,2184.734375,1799.113525390625,2387.334228515625,1978.52734375,2459.431396484375,1970.8065185546875
1995,2451.00830078125,2172.219482421875,2411.466064453125,2177.37548828125,2039.44384765625,1777.5140380859375,2454.724853515625,1886.1822509765625,2382.590087890625,1818.6502685546875
1996,2491.695068359375,2160.54638671875,2045.49462890625,1373.410888671875,1911.6473388671875,1852.878173828125,2359.837646484375,1413.2442626953125,2490.787353515625,1284.67333984375
1997,2489.9921875,2102.06884765625,2481.12548828125,2395.970947265625,2062.849853515625,2103.7763671875,2418.887451171875,1748.6563720703125,2484.672119140625,1996.444091796875
1998,2489.75341796875,2398.421630859375,2369.742431640625,2424.2998046875,1953.4713134765625,2035.2054443359375,2474.5888671875,2006.0299072265625,2078.593505859375,1634.6494140625
1999,2432.975341796875,2270.677734375,2423.03076171875,2412.52099609375,1972.0797119140625,1757.83984375,2072.16650390625,1592.1082763671875,2435.8876953125,2013.9129638671875
2000,2425.115966796875,2272.86669921875,2309.5625,1912.0269775390625,1961.1922607421875,2417.359375,2344.3232421875,1662.54833984375,1955.45654296875,2008.5953369140625
2001,2480.882568359375,2200.508544921875,2349.61767578125,2314.9482421875,1849.48828125,1986.23291015625,2335.47509765625,1510.9056396484375,1210.524658203125,2006.4556884765625
2002,2348.83154296875,2292.544677734375,2490.075927734375,2298.018310546875,1662.0159912109375,1505.3199462890625,2487.79931640625,1840.256103515625,1788.5908203125,1839.8565673828125
2003,2490.047119140625,1920.4241943359375,2131.2080078125,2452.075927734375,2418.137939453125,1809.1650390625,2456.483154296875,1651.511474609375,1649.4295654296875,1335.175048828125
2004,2444.508056640625,2463.308837890625,2496.337646484375,2218.8662109375,1980.174560546875,1951.5618896484375,2462.760498046875,1794.7703857421875,2460.7353515625,1818.5872802734375
2005,2394.033935546875,2466.529296875,2485.657470703125,2487.29443359375,2193.869873046875,2302.1083984375,2434.9619140625,2301.26611328125,2157.432861328125,1776.145751953125
2006,2472.619140625,2301.9755859375,2435.8994140625,2207.590087890625,2013.29638671875,2080.57763671875,2348.824951171875,1925.05615234375,2340.361083984375,2422.36328125
