year,RAOIARBIL01_,RAOIARBIL02_,RAOIARBIL04_,RAOIARBIL06_,RAOIARBIL07_,RAOIARBIL10_,RAOIARBIL11_,RAOIARBIL13_,RAOIARBIL14_,RAOIARBIL16_
1951,0.9907153844833374,0.96629798412323,0.990554928779602,0.9034943580627441,0.9824694395065308,0.9771413207054138,0.9766451120376587,0.9905984997749329,0.9903820157051086,0.990607500076294
1952,0.9859787225723267,0.8519960641860962,0.990606963634491,0.7086037397384644,0.9735003709793091,0.8858662843704224,0.8782171607017517,0.8346267342567444,0.7683752179145813,0.8751572370529175
1953,0.9809240698814392,0.9366551637649536,0.9690797328948975,0.8260452151298523,0.9808852076530457,0.8946171402931213,0.9590785503387451,0.819021999835968,0.7580632567405701,0.8970487713813782
1954,0.9906731247901917,0.9899174571037292,0.9902307987213135,0.9520267248153687,0.9904111623764038,0.9439954161643982,0.9652462601661682,0.9804441332817078,0.97679203748703,0.9870543479919434
1955,0.9904280304908752,0.9900103807449341,0.9908519983291626,0.9375848770141602,0.9900396466255188,0.976557195186615,0.9739688634872437,0.9474834203720093,0.9906649589538574,0.9908791780471802
1956,0.9905772805213928,0.9905905723571777,0.9902296662330627,0.8843448758125305,0.9901607036590576,0.990729808807373,0.9447644948959351,0.8712607622146606,0.9727393388748169,0.9870693683624268
1957,0.9561727643013,0.9904606342315674,0.9307606220245361,0.7786622047424316,0.9831298589706421,0.9715093970298767,0.9321118593215942,0.9655886292457581,0.9901018738746643,0.9903079867362976
1958,0.9906033277511597,0.9560912251472473,0.9584294557571411,0.7893422245979309,0.9830489158630371,0.9196580648422241,0.8892065286636353,0.9072252511978149,0.8557201027870178,0.9907035827636719
1959,0.9904239773750305,0.9903953075408936,0.9530277848243713,0.7612298727035522,0.9864959716796875,0.9304908514022827,0.9513078331947327,0.9719656109809875,0.9560779929161072,0.9908861517906189
1960,0.9428207874298096,0.854004442691803,0.9719132781028748,0.8224322199821472,0.9906745553016663,0.9318300485610962,0.8856540322303772,0.9097176194190979,0.81687331199646,0.8894334435462952
1961,0.966650664806366,0.9903894066810608,0.9908146858215332,0.9713112711906433,0.9906178712844849,0.9627495408058167,0.8514961004257202,0.9899669885635376,0.8966582417488098,0.976630449295044
1962,0.990508496761322,0.9906730651855469,0.9910882711410522,0.8182532787322998,0.990807056427002,0.9798992872238159,0.8528728485107422,0.9905749559402466,0.9185336232185364,0.9907556176185608
1963,0.9724997878074646,0.9906852841377258,0.9905204772949219,0.9712806344032288,0.9880160093307495,0.9915482997894287,0.9295321106910706,0.9729622602462769,0.9194294214248657,0.9902827739715576
1964,0.9906092286109924,0.9584072828292847,0.9712430834770203,0.7777202129364014,0.9571868181228638,0.9579287767410278,0.9505062103271484,0.974928617477417,0.7388748526573181,0.8948681354522705
1965,0.9789341688156128,0.9905321598052979,0.9883501529693604,0.9768772721290588,0.9906895160675049,0.9907929301261902,0.889335036277771,0.990791916847229,0.9022063612937927,0.9657610654830933
1966,0.9563558101654053,0.9909992814064026,0.9909018278121948,0.9722460508346558,0.9731153249740601,0.9833793044090271,0.9025821089744568,0.9903479218482971,0.9334907531738281,0.9573261737823486
1967,0.9846113324165344,0.9573127627372742,0.9904919266700745,0.9440190196037292,0.9698259830474854,0.936793863773346,0.9420700669288635,0.9906131625175476,0.9883789420127869,0.9601576328277588
1968,0.9901396036148071,0.9218097925186157,0.990688681602478,0.9232869744300842,0.9746488332748413,0.9838212728500366,0.840373694896698,0.982248842716217,0.7566991448402405,0.9558305144309998
1969,0.9271608591079712,0.9173674583435059,0.9904049634933472,12343.3505859375,0.9828009009361267,0.9467992186546326,0.9267508387565613,0.9732605814933777,0.7344454526901245,0.9906509518623352
1970,0.9905182719230652,0.9414005875587463,0.8926931023597717,0.9906996488571167,0.9884126782417297,0.922889232635498,0.9538642764091492,0.990757167339325,0.9485687613487244,0.9906206727027893
1971,0.9906269907951355,0.9576956629753113,0.9903952479362488,0.9348304271697998,0.98685222864151,0.9675416946411133,0.9304313659667969,0.9810550808906555,0.7231617569923401,0.9908187985420227
1972,0.9895914793014526,0.9878583550453186,0.9910078644752502,0.9015713334083557,0.950334906578064,0.9905049800872803,0.9199104309082031,0.9857597947120667,0.7254496216773987,0.9898901581764221
1973,0.8785772323608398,0.9834972620010376,0.9901328682899475,0.947539746761322,0.9907584190368652,0.9902744293212891,0.9601125121116638,0.9844961166381836,0.9431384801864624,0.990894615650177
1974,0.9905055165290833,0.6722760796546936,0.9174615144729614,0.9265435338020325,0.9905154705047607,0.9906197786331177,0.9178842902183533,0.990594208240509,0.6626119017601013,0.9904009699821472
1975,0.9773089289665222,0.9900569319725037,0.960203230381012,0.9666668772697449,0.9902881979942322,0.9905820488929749,0.9001908898353577,0.9905897378921509,0.9557892084121704,0.9903498888015747
1976,0.9359054565429688,0.9907159209251404,0.990237832069397,0.9545058608055115,0.9879202246665955,0.9888455867767334,0.9351939558982849,0.9890145063400269,0.9679167866706848,0.9906684160232544
1977,0.9425829648971558,0.9902905821800232,0.9904434084892273,0.9690216183662415,0.9751547574996948,0.7832074761390686,0.9146941304206848,0.9906743764877319,0.9690337181091309,0.9905308485031128
1978,0.9902594685554504,0.9898979067802429,0.9905927777290344,0.9896907806396484,0.9893985390663147,0.925959050655365,0.9322137236595154,0.9903016090393066,0.9844442009925842,0.9908624887466431
1979,0.9906653165817261,0.9704345464706421,0.9789325594902039,0.9902157187461853,0.9269281029701233,0.9434675574302673,0.9083089232444763,0.9907570481300354,0.966126024723053,0.9906806349754333
1980,0.9904584288597107,0.9716600179672241,0.9642677903175354,0.9806115031242371,0.9907832145690918,0.9907485842704773,0.7968131899833679,0.9904701709747314,0.7801218628883362,0.9903520345687866
1981,0.9822045564651489,0.9822098612785339,0.9819892644882202,0.9809991717338562,0.9908439517021179,0.9904786348342896,0.8722379803657532,0.9808560609817505,0.6984153985977173,0.9906488060951233
1982,0.9701683521270752,0.990772008895874,0.9902867674827576,0.5963472723960876,0.9881197214126587,0.9910574555397034,0.9230702519416809,0.9898465871810913,0.964431643486023,0.9903503656387329
1983,0.9836946725845337,0.9535666704177856,0.9506857991218567,0.8898649215698242,0.9689252376556396,0.9905272126197815,0.819593608379364,0.9653830528259277,0.9123600721359253,0.99072265625
1984,0.9755210876464844,0.9062519073486328,0.9817445278167725,0.925188422203064,0.9900169372558594,0.9527612328529358,0.9487167000770569,0.9900557994842529,0.9152022004127502,0.9907022714614868
1985,0.9749661684036255,0.9354732036590576,0.9723564982414246,0.8381892442703247,0.9903833866119385,0.9837997555732727,0.9608396291732788,0.9905228018760681,0.9323244094848633,0.9904809594154358
1986,0.9904240369796753,0.9746150374412537,0.9905033707618713,0.9776923060417175,0.9904935956001282,0.8171497583389282,0.9716201424598694,0.9906160831451416,0.9674186110496521,0.990411102771759
1987,0.9907902479171753,0.9907048940658569,0.9895097017288208,0.9901236891746521,0.9910640120506287,0.911911129951477,0.9417545795440674,0.9898484945297241,0.9907118678092957,0.9911113381385803
1988,0.9909157156944275,0.9910040497779846,0.9759929776191711,0.9307466745376587,0.9904012084007263,0.9684877991676331,0.9553871750831604,0.9905389547348022,0.9906939268112183,0.9905925393104553
1989,0.9908252358436584,0.9903907775878906,0.9730716943740845,0.990402340888977,0.962802529335022,0.9900577664375305,0.9689642786979675,0.9903474450111389,0.9902329444885254,0.9900092482566833
1990,0.9904358386993408,0.9903168678283691,0.9657203555107117,0.9861300587654114,0.9908376932144165,0.9908705353736877,0.9891089200973511,0.989957332611084,0.9904590249061584,0.9904440641403198
1991,0.9705495238304138,0.9758795499801636,0.980586051940918,0.9830799698829651,0.9668968319892883,0.9902960658073425,0.968595564365387,0.9680159091949463,0.990776777267456,0.9902568459510803
1992,0.9813097715377808,0.9903929829597473,0.9746868014335632,0.9911096096038818,0.9906443953514099,0.9900011420249939,0.9908046126365662,0.9638020396232605,0.9909636974334717,0.9907594323158264
