year,AOIARBIL01_,AOIARBIL02_,AOIARBIL04_,AOIARBIL06_,AOIARBIL07_,AOIARBIL10_,AOIARBIL11_,AOIARBIL13_,AOIARBIL14_,AOIARBIL16_
1998,1.6616153717041016,0.555938720703125,0.6436956524848938,0.6586371660232544,1.1984294652938843,0.7568002343177795,2.362863779067993,0.9905659556388855,0.9229590892791748,0.36116981506347656
1999,2.1097617149353027,0.8372719883918762,1.0348899364471436,0.9551759958267212,1.2868766784667969,1.0806907415390015,2.617117166519165,1.1010035276412964,1.0260405540466309,0.7609778046607971
2000,1.7396619319915771,0.6214141845703125,0.8140485286712646,0.5389179587364197,1.2936298847198486,1.0230786800384521,2.1796252727508545,0.9912179112434387,0.9032729864120483,0.49093595147132874
2001,2.119664430618286,0.4753367602825165,0.6466280817985535,0.6565462350845337,0.9858394861221313,1.0681568384170532,1.9060426950454712,0.8901100754737854,1.176689863204956,0.42687925696372986
2002,1.681588053703308,0.6747637987136841,1.1795079708099365,0.8685914874076843,0.9131839871406555,0.736157238483429,1.8922157287597656,0.8099813461303711,1.3207156658172607,0.45652341842651367
2003,1.5698574781417847,0.5450885891914368,0.8090749382972717,0.7086600065231323,0.9429844617843628,0.6464983224868774,1.1537898778915405,0.6594078540802002,0.9656567573547363,0.1573387086391449
2004,1.9351016283035278,0.8196056485176086,1.3395752906799316,0.9809156656265259,1.1931260824203491,0.7399766445159912,1.6104050874710083,0.9834192395210266,1.2716810703277588,0.7205888032913208
2005,1.9823602437973022,1.0025299787521362,1.8622030019760132,1.1832072734832764,1.8589015007019043,0.7597241997718811,1.536373496055603,1.0491496324539185,1.6933001279830933,0.8376065492630005
2006,1.8169658184051514,0.5842921137809753,1.0177854299545288,0.9427505731582642,1.128869891166687,0.724250853061676,1.2966065406799316,0.5980406403541565,1.01332688331604,0.44544440507888794
2007,1.8127161264419556,0.6390870213508606,1.182724952697754,0.9162470698356628,1.2061809301376343,0.8882908225059509,1.4469900131225586,0.5316131114959717,1.120872139930725,0.6271733641624451
2008,1.5964546203613281,0.5442404747009277,1.0567612648010254,0.6359231472015381,1.1353627443313599,0.8376967310905457,1.326286792755127,0.5592835545539856,0.8091703653335571,0.5406124591827393
2009,1.3094305992126465,0.4970521330833435,0.8267278671264648,0.5087341070175171,0.9840714931488037,0.7700170874595642,1.1816904544830322,0.3613853454589844,0.8019219040870667,0.39848825335502625
2010,2.2950761318206787,0.6943867206573486,1.2551485300064087,0.9069975018501282,1.553647756576538,0.8767178058624268,2.5075342655181885,0.5532574653625488,1.14309561252594,0.7077842354774475
2011,1.9422744512557983,0.473150372505188,1.2030030488967896,0.8190913796424866,0.8868488669395447,1.2646396160125732,1.7615958452224731,0.6602513194084167,0.9537412524223328,0.5201317071914673
2012,1.785545825958252,0.7809683680534363,1.075671672821045,0.7726982831954956,1.0114367008209229,1.2344532012939453,1.2670162916183472,0.6064143180847168,1.169480800628662,0.5359103679656982
2013,1.227922797203064,0.4314686357975006,0.5364677906036377,0.28758111596107483,0.8045304417610168,0.872874915599823,0.8573735356330872,0.28471601009368896,0.3796977400779724,0.10744983702898026
2014,1.102455496788025,0.2666608393192291,0.3443261981010437,0.5277330279350281,0.6616251468658447,0.8679434657096863,0.8451712131500244,0.10228049755096436,0.5943856239318848,0.23517614603042603
2015,2.0741934776306152,0.5781471729278564,0.803385853767395,0.7878867983818054,1.0457186698913574,1.1854206323623657,1.3338401317596436,0.4765218198299408,0.7706592082977295,0.5147694945335388
2016,1.9957622289657593,0.4574795961380005,0.968861997127533,0.6053935885429382,1.2036774158477783,0.7985674738883972,1.192023515701294,0.4480709731578827,0.7479573488235474,0.2805187404155731
2017,2.49346923828125,0.5040732026100159,1.5055603981018066,1.1550884246826172,1.937530517578125,1.2513717412948608,1.7580175399780273,0.33586427569389343,1.3642592430114746,0.1816030591726303
2018,2.0283634662628174,0.5966734290122986,0.993009090423584,0.9041590094566345,1.6489181518554688,1.385244369506836,1.3818080425262451,0.5008249282836914,1.1705232858657837,0.34958338737487793
2019,2.2345008850097656,0.46673154830932617,1.0643210411071777,0.7148259282112122,1.2558046579360962,1.4354252815246582,1.6893446445465088,0.33587273955345154,0.9514448642730713,0.33806541562080383
2020,1.8709255456924438,0.5319353938102722,0.6974490880966187,0.5993291735649109,1.0196545124053955,1.457356333732605,1.2387102842330933,0.40045279264450073,0.7113878726959229,0.3593333065509796
2021,1.7146508693695068,0.6375945806503296,0.95329350233078,0.5305670499801636,1.2343552112579346,2.155306577682495,1.4482862949371338,0.5579298734664917,0.8750380277633667,0.3728487193584442
2022,1.2750964164733887,0.27823367714881897,0.7320292592048645,0.3593815565109253,0.6758027076721191,0.9652487635612488,0.8889225721359253,0.1836615651845932,0.5698725581169128,0.1700170785188675
2023,1.1315321922302246,0.1995132714509964,0.35914766788482666,0.27107590436935425,0.6529111266136169,0.8087496161460876,0.7962706089019775,0.17467179894447327,0.4226697087287903
