year,RCTA*BIL01_,RCTA*BIL02_,RCTA*BIL04_,RCTA*BIL06_,RCTA*BIL07_,RCTA*BIL10_,RCTA*BIL11_,RCTA*BIL13_,RCTA*BIL14_,RCTA*BIL16_
1997,51.55308151245117,45.88215637207031,53.29579162597656,40.291969299316406,44.66233444213867,12.815661430358887,29.788549423217773,26.205442428588867,34.24498748779297,49.08634567260742
1998,52.81450653076172,51.93301773071289,57.416900634765625,44.438880920410156,46.0650520324707,18.957263946533203,31.844505310058594,23.082828521728516,39.566349029541016,49.913143157958984
1999,50.52633285522461,50.87412643432617,53.37274932861328,38.13771057128906,41.23141860961914,18.717430114746094,29.33203125,23.041303634643555,36.44628143310547,52.48756408691406
2000,48.0789909362793,45.58798599243164,47.56776428222656,40.69982147216797,38.85354995727539,15.87999153137207,24.49295425415039,24.92675018310547,19.645427703857422,49.420204162597656
2001,48.684661865234375,44.054466247558594,54.9400749206543,41.55298614501953,41.66351318359375,14.262931823730469,28.979572296142578,20.690322875976562,17.479881286621094,48.780189514160156
2002,50.03636169433594,47.48387908935547,52.757999420166016,40.53712844848633,41.78843307495117,17.145418167114258,33.289939880371094,19.518421173095703,23.716646194458008,54.42039108276367
2003,53.047401428222656,47.47056579589844,51.340431213378906,36.97073745727539,42.88465881347656,14.805900573730469,30.25494956970215,17.158357620239258,19.678457260131836,48.37990951538086
2004,47.71723937988281,48.3348388671875,46.72088623046875,35.145809173583984,43.699424743652344,15.762444496154785,30.791467666625977,15.373453140258789,27.877180099487305,52.317710876464844
2005,51.11158752441406,44.82671356201172,48.8691520690918,31.73862075805664,45.34571838378906,13.683476448059082,30.055158615112305,19.602964401245117,32.32847213745117,46.06026077270508
2006,50.067378997802734,49.17906951904297,52.99580764770508,39.42218017578125,43.78131866455078,18.23243522644043,30.938091278076172,21.265670776367188,23.38433837890625,52.88460922241211
2007,49.66520690917969,44.42329406738281,51.22415542602539,34.23102569580078,45.44338607788086,14.577319145202637,29.975610733032227,15.88174819946289,34.92691421508789,46.56331253051758
2008,48.90164566040039,50.50303268432617,53.73207092285156,38.67792510986328,50.462162017822266,15.943904876708984,33.272743225097656,17.064327239990234,28.98843765258789,55.54737091064453
