year,MinLABIL01_,MinLABIL02_,MinLABIL04_,MinLABIL06_,MinLABIL07_,MinLABIL10_,MinLABIL11_,MinLABIL13_,MinLABIL14_,MinLABIL16_
1990,40.66481399536133,40.07020568847656,41.25385665893555,24.150344848632812,31.182764053344727,40.311866760253906,14.799705505371094,39.880008697509766,40.4818115234375,40.637081146240234
1991,40.7109260559082,40.07741928100586,40.0025749206543,20.333892822265625,24.2582950592041,40.16148376464844,11.103086471557617,34.3712158203125,40.08331298828125,40.49677658081055
1992,40.29500961303711,40.506919860839844,41.33427429199219,23.917003631591797,29.030725479125977,41.56729507446289,12.120975494384766,29.54079246520996,40.3117790222168,41.93975067138672
1993,40.63175582885742,40.01858139038086,40.11631393432617,24.147815704345703,20.31063461303711,40.848968505859375,11.429034233093262,48.09481430053711,40.01052474975586,43.743751525878906
1994,40.14551544189453,41.27452850341797,40.0272216796875,20.57881736755371,35.11784744262695,40.19732666015625,11.902789115905762,34.79352569580078,40.10066223144531,40.25141906738281
1995,40.25529098510742,41.270938873291016,40.019187927246094,21.76828384399414,24.416179656982422,40.3443717956543,12.407638549804688,42.86282730102539,40.16530990600586,40.22442626953125
1996,40.118099212646484,41.183319091796875,41.85933303833008,33.644065856933594,35.703590393066406,40.0838623046875,14.621170043945312,56.5717658996582,40.00241470336914,42.902286529541016
1997,40.02370834350586,40.25985336303711,40.20265579223633,25.333219528198242,32.20408248901367,40.07836151123047,11.253305435180664,39.54813766479492,40.27991485595703,40.19554901123047
1998,40.15453338623047,40.848392486572266,40.98030090332031,27.90535545349121,42.22232437133789,40.01019287109375,12.376224517822266,38.24421691894531,40.30720520019531,41.21702575683594
1999,40.259159088134766,40.05118942260742,40.22956848144531,24.877561569213867,33.86457061767578,40.14887619018555,12.550840377807617,31.4710750579834,40.00147247314453,40.19872283935547
2000,40.103118896484375,40.021705627441406,40.1993293762207,26.939546585083008,25.659090042114258,40.317909240722656,11.29116153717041,30.663053512573242,40.18172836303711,40.36927032470703
2001,40.06947708129883,40.54008483886719,40.00248336791992,24.416107177734375,33.52265930175781,40.188716888427734,12.764299392700195,30.942535400390625,40.00267791748047,41.758113861083984
2002,40.17658996582031,40.267539978027344,40.64089584350586,28.312700271606445,26.02506446838379,40.54291915893555,13.831499099731445,35.75214767456055,40.14385986328125,40.772430419921875
2003,40.32868576049805,40.1473503112793,40.19600296020508,23.05411720275879,27.66935920715332,40.425750732421875,11.016292572021484,43.13825988769531,40.03650665283203,42.39838790893555
2004,40.59760284423828,40.14030838012695,40.59697341918945,27.13235092163086,22.207008361816406,40.44462966918945,13.57822036743164,42.90113830566406,40.02116775512695,41.029502868652344
2005,10.631667137145996,40.238216400146484,40.19141387939453,23.17600440979004,20.378280639648438,40.08345031738281,15.66248893737793,66.99557495117188,40.57249450683594,41.15681457519531
2006,12.462857246398926,43.16337203979492,40.24961853027344,27.157060623168945,20.75830078125,40.15699005126953,11.309715270996094,29.934526443481445,40.14369201660156,40.55613327026367
2007,10.040059089660645,40.0188102722168,40.27867126464844,23.143617630004883,22.679201126098633,40.30398178100586,13.507706642150879,35.45118713378906,40.06169509887695,43.341102600097656
2008,13.651711463928223,40.297969818115234,41.66252517700195,24.576522827148438,22.494504928588867,40.068119049072266,17.430950164794922,27.34981918334961,40.63631057739258,48.2919807434082
