year,MinLABIL01_,MinLABIL02_,MinLABIL04_,MinLABIL06_,MinLABIL07_,MinLABIL10_,MinLABIL11_,MinLABIL13_,MinLABIL14_,MinLABIL16_
2009,10.84354305267334,40.11726379394531,40.70328903198242,23.18384552001953,21.52252197265625,40.26447296142578,11.868849754333496,37.898956298828125,40.0174560546875,42.932376861572266
2010,10.598753929138184,40.10138702392578,40.13331985473633,23.672636032104492,21.19009017944336,40.02949523925781,12.210897445678711,33.41568374633789,40.52067565917969,40.700626373291016
2011,10.35556411743164,41.12764358520508,40.10191345214844,24.549211502075195,25.560388565063477,40.303531646728516,12.096980094909668,60.93729782104492,40.7521858215332,41.3731803894043
2012,10.860139846801758,40.0614013671875,40.68525314331055,23.589588165283203,20.97060775756836,40.090972900390625,13.441519737243652,18.56282615661621,40.34388732910156,41.73002624511719
2013,10.308673858642578,40.22695541381836,46.37696075439453,26.146434783935547,21.74361801147461,40.137413024902344,22.625423431396484,22.866777420043945,41.470069885253906,60.029483795166016
2014,14.736204147338867,40.0060920715332,40.80033874511719,25.205177307128906,21.574989318847656,40.050174713134766,15.08747673034668,41.46998596191406,40.64524459838867,40.858123779296875
2015,10.19140911102295,40.60823059082031,40.04978561401367,24.02565574645996,21.905607223510742,40.36310958862305,14.098479270935059,63.70695114135742,41.946773529052734,44.52968978881836
2016,10.151212692260742,40.09925842285156,40.04920959472656,23.54280662536621,20.782575607299805,40.068199157714844,14.522644996643066,18.978336334228516,43.76682662963867,54.55076217651367
2017,10.037612915039062,40.56203079223633,40.397239685058594,23.297443389892578,21.841442108154297,40.68980026245117,16.428234100341797,37.35375213623047,40.37430191040039,94.63504028320312
2018,10.485515594482422,40.27121353149414,40.44330596923828,23.021522521972656,20.04083251953125,40.06686782836914,13.090478897094727,19.709556579589844,41.954959869384766,48.31449508666992
2019,10.012401580810547,40.507423400878906,40.3703498840332,23.154375076293945,20.105932235717773,40.585899353027344,11.00758171081543,47.97702407836914,42.4229850769043,53.92064666748047
2020,10.102934837341309,40.90684127807617,41.49092483520508,23.496456146240234,20.562400817871094,40.19670104980469,13.277595520019531,36.55533218383789,40.57337951660156,42.009971618652344
2021,10.353632926940918,40.03825378417969,40.094303131103516,24.372276306152344,20.02796173095703,40.01881790161133,11.965608596801758,32.74002456665039,40.191261291503906,44.575584411621094
2022,11.179831504821777,40.97425079345703,40.319091796875,24.371143341064453,21.532291412353516,40.55000305175781,18.483278274536133,33.44041061401367,42.464088439941406,43.662261962890625
2023,11.298456192016602,43.66649627685547,41.33563232421875,28.69631004333496,22.780689239501953,40.10205078125,14.163436889648438,122.20744323730469,44.26723098754883
