year,RWDBIL01_,RWDBIL02_,RWDBIL04_,RWDBIL06_,RWDBIL07_,RWDBIL10_,RWDBIL11_,RWDBIL13_,RWDBIL14_,RWDBIL16_
1964,0.5297778844833374,0.6621012687683105,0.5439471006393433,0.5838109850883484,0.6675766110420227,0.5947844982147217,0.6056526899337769,0.5636951327323914,0.5265939235687256,0.6275942325592041
1965,0.496336966753006,0.5886719822883606,0.499367892742157,0.5834748148918152,0.5807720422744751,0.573184072971344,0.6172317266464233,0.5884949564933777,0.591315507888794,0.530636191368103
1966,0.5258629322052002,0.6237111687660217,0.504259467124939,0.6765508651733398,0.5926603674888611,0.6020272970199585,0.6705906391143799,0.5578949451446533,0.4709746837615967,0.6164273619651794
1967,0.531669020652771,0.6096312403678894,0.553693950176239,0.6923113465309143,0.6207564473152161,0.5881056189537048,0.6804345846176147,0.6237965822219849,0.5205594897270203,0.5655010342597961
1968,0.5567266941070557,0.6806913614273071,0.5105535984039307,0.6879789233207703,0.5909117460250854,0.59260094165802,0.6466132402420044,0.5602915287017822,0.5540667772293091,0.5934566855430603
1969,0.4605958163738251,0.7299845814704895,0.6206472516059875,0.6252391934394836,0.6800821423530579,0.627650797367096,0.7184504270553589,0.5848419666290283,0.5801340937614441,0.6847119927406311
1970,0.5447106957435608,0.6245161890983582,0.5373359322547913,0.5221353769302368,0.5394561886787415,0.4445391297340393,0.6195293664932251,0.5880175828933716,0.5836273431777954,0.5956701040267944
1971,0.47708916664123535,0.7819355130195618,0.48954349756240845,0.550194501876831,0.5541397333145142,0.6569094061851501,0.6734291911125183,0.5408388376235962,0.519832968711853,0.6232815384864807
1972,0.5655320286750793,0.6761732697486877,0.5909061431884766,0.6062095165252686,0.530879020690918,0.5493156909942627,0.6997315287590027,0.516180694103241,0.5843260884284973,0.5957895517349243
1973,0.5647274851799011,0.694322943687439,0.6635481119155884,0.6999903917312622,0.6112338304519653,0.7094952464103699,0.6952194571495056,0.6132805347442627,0.5199491381645203,0.6138896942138672
1974,0.48159220814704895,0.47721779346466064,0.5307028293609619,0.6059889793395996,0.5677650570869446,0.5282763242721558,0.6366362571716309,0.5644680857658386,0.4671562612056732,0.4617820382118225
1975,0.4982224702835083,0.5099766254425049,0.47506171464920044,0.6778438091278076,0.536289393901825,0.6202724575996399,0.6757397651672363,0.5507687330245972,0.4481489956378937,0.4597092568874359
1976,0.5306296348571777,0.6730119585990906,0.5737881064414978,0.6826398968696594,0.48741716146469116,0.5552563667297363,0.645730197429657,0.6286788582801819,0.4948054552078247,0.5717258453369141
1977,0.39912527799606323,0.4737664759159088,0.39803481101989746,0.4676097333431244,0.4400642216205597,0.4636945426464081,0.549620509147644,0.48461103439331055,0.3474619686603546,0.3890535533428192
1978,0.4856370985507965,0.6585386991500854,0.5601304173469543,0.6745115518569946,0.5465925335884094,0.7442945837974548,0.6867899894714355,0.5721119046211243,0.45809024572372437,0.6228802800178528
1979,0.47778260707855225,0.5769970417022705,0.5435768961906433,0.5430775284767151,0.5635054111480713,0.6481228470802307,0.6575844883918762,0.5882267355918884,0.4090435206890106,0.5995211005210876
1980,0.5081208348274231,0.7310441136360168,0.6189681887626648,0.6446517109870911,0.566277265548706,0.7166191935539246,0.4339917004108429,0.5948647856712341,0.3950049877166748,0.5206480622291565
1981,0.5521841049194336,0.6091329455375671,0.6709571480751038,0.55950927734375,0.6172120571136475,0.7577179074287415,0.6229337453842163,0.5715234875679016,0.40094611048698425,0.5762172341346741
1982,0.4685523808002472,0.5347962975502014,0.4561005234718323,-999,0.5030049681663513,0.6707772612571716,0.43578600883483887,0.49943381547927856,0.3970295190811157,0.4585845172405243
1983,0.5225781798362732,0.5319048762321472,0.5502827763557434,0.7317408323287964,0.5646944046020508,0.6528453826904297,0.6044252514839172,0.6082947254180908,0.41474649310112,0.48967862129211426
1984,0.4879562258720398,0.4127446711063385,0.5442875027656555,0.5969949960708618,0.5299218893051147,0.7044918537139893,0.6199102997779846,0.5198025703430176,0.45820796489715576,0.48502546548843384
1985,0.47337621450424194,0.6671833395957947,0.579257607460022,0.7644915580749512,0.5572649836540222,0.7507044076919556,0.7264882922172546,0.5927345752716064,0.6246100664138794,0.6651673913002014
1986,0.5494425892829895,0.6271849274635315,0.5079724788665771,0.6616313457489014,0.5750221610069275,0.6983426809310913,0.705800473690033,0.5598388314247131,0.6616236567497253,0.542500376701355
1987,0.4173470437526703,0.5606809258460999,0.479502409696579,0.5912042856216431,0.4922637343406677,0.7584800124168396,0.7076682448387146,0.6001811623573303,0.5468941926956177,0.4978592097759247
1988,0.44011053442955017,0.5717196464538574,0.4631446301937103,0.5163349509239197,0.5478684902191162,0.7353654503822327,0.7237077951431274,0.4860742390155792,0.5261383652687073,0.4782719910144806
1989,0.42474907636642456,0.5402693152427673,0.49387240409851074,0.5972984433174133,0.5434178709983826,0.7534129023551941,0.7536554336547852,0.5155962109565735,0.48642852902412415,0.4562442898750305
1990,0.41486236453056335,0.47928860783576965,0.4877311885356903,0.5477977395057678,0.47436171770095825,0.7521199584007263,0.6516279578208923,0.5228245854377747,0.4715690016746521,0.4826669991016388
1991,0.42206063866615295,0.36840617656707764,0.37989741563796997,0.565340518951416,0.4775509536266327,0.7643578052520752,0.6246833801269531,0.45246878266334534,0.595248818397522,0.4114319980144501
1992,0.47027456760406494,0.7546882033348083,0.6185730695724487,0.658693790435791,0.5115960240364075,0.656162440776825,0.7819650769233704,-999,0.5377544164657593,0.6638081073760986
