year,DradBIL01_,DradBIL02_,DradBIL04_,DradBIL06_,DradBIL07_,DradBIL10_,DradBIL11_,DradBIL13_,DradBIL14_,DradBIL16_
2000,28.447364807128906,25.20209312438965,28.87452507019043,18.980134963989258,30.88556671142578,12.864163398742676,16.32607650756836,36.75889205932617,18.6901798248291,28.346878051757812
2001,30.09958839416504,23.711341857910156,31.9613094329834,24.56917953491211,33.92988967895508,12.78795337677002,18.518632888793945,29.038249969482422,17.517839431762695,26.79901123046875
2002,32.46565246582031,26.508073806762695,37.06763458251953,25.498620986938477,33.0594596862793,15.667540550231934,23.831892013549805,33.36469268798828,22.72460174560547,28.166593551635742
2003,33.340065002441406,25.682720184326172,33.737648010253906,25.354446411132812,35.89893341064453,12.872527122497559,21.959672927856445,33.176631927490234,19.765520095825195,19.07416534423828
2004,30.3369140625,31.017738342285156,36.17310333251953,32.0558967590332,32.587833404541016,13.331779479980469,22.73725700378418,34.18113708496094,25.49161148071289,34.01536178588867
2005,31.807086944580078,29.71002960205078,38.75346374511719,22.584911346435547,33.39847183227539,13.628819465637207,21.144634246826172,39.72624969482422,27.664934158325195,32.24944305419922
2006,32.27478790283203,29.49783706665039,32.817474365234375,26.758241653442383,28.86283302307129,14.361820220947266,20.11863136291504,32.82558059692383,21.293495178222656,29.646068572998047
2007,30.04956817626953,27.550762176513672,38.199928283691406,24.466920852661133,33.98341369628906,14.307662010192871,18.041948318481445,34.41298294067383,31.198909759521484,32.454566955566406
2008,33.6856689453125,29.447399139404297,36.07023239135742,23.2045841217041,31.20591926574707,15.642860412597656,25.368968963623047,30.887039184570312,22.9540958404541,30.953752517700195
2009,32.11947250366211,25.581768035888672,35.28573989868164,24.340139389038086,32.04998016357422,13.485702514648438,19.94272804260254,27.611095428466797,27.86491584777832,30.324674606323242
2010,31.190128326416016,29.24913215637207,37.244937896728516,24.267793655395508,32.5496940612793,14.624822616577148,18.458171844482422,33.14641189575195,32.82036590576172,33.434391021728516
2011,31.18297576904297,32.26066970825195,36.971229553222656,27.481643676757812,28.0826358795166,14.496573448181152,20.492904663085938,38.667179107666016,31.009864807128906,33.104454040527344
2012,29.752470016479492,30.82587432861328,38.046226501464844,25.422597885131836,32.733394622802734,16.411558151245117,24.310487747192383,34.406768798828125,35.26478958129883,33.091819763183594
2013,30.961772918701172,25.99888801574707,32.40209197998047,20.370622634887695,29.372451782226562,14.005681991577148,25.833715438842773,28.844934463500977,22.44792938232422,19.902753829956055
2014,25.535564422607422,22.514915466308594,29.951641082763672,19.299121856689453,29.58748435974121,14.466802597045898,15.764528274536133,11.630768775939941,34.570133209228516,24.282438278198242
2015,25.73882484436035,25.195528030395508,33.84119415283203,21.708797454833984,33.4149169921875,14.817538261413574,19.567258834838867,33.93088912963867,35.03813171386719,31.97779655456543
2016,29.001420974731445,29.94520378112793,38.053340911865234,21.15386199951172,30.40887451171875,14.094504356384277,19.6278018951416,29.474170684814453,29.514745712280273,29.235254287719727
2017,29.85041046142578,26.92049217224121,34.81418228149414,21.548969268798828,27.23769187927246,17.093219757080078,21.331695556640625,39.711387634277344,30.98828887939453,27.392166137695312
2018,29.566944122314453,27.869117736816406,36.31913757324219,20.94174575805664,26.524568557739258,16.697261810302734,19.986549377441406,34.6646614074707,32.13658142089844,31.037466049194336
2019,27.132400512695312,25.9511661529541,35.036956787109375,19.960058212280273,22.53468132019043,15.614171028137207,19.415454864501953,32.21343994140625,29.512672424316406,30.814136505126953
2020,29.858013153076172,30.76363754272461,37.818359375,22.920635223388672,26.497289657592773,17.002506256103516,25.257822036743164,32.88903045654297,30.9562931060791,30.81507682800293
2021,35.05390930175781,29.42855453491211,35.687957763671875,21.749980926513672,26.45520782470703,19.18739128112793,23.088985443115234,38.49354934692383,29.924663543701172,28.674863815307617
2022,28.192031860351562,23.539857864379883,35.88859558105469,20.138376235961914,27.606239318847656,18.855478286743164,20.032920837402344,29.388612747192383,32.884620666503906,24.40834617614746
2023,32.748416900634766,27.37502670288086,31.956710815429688,21.776329040527344,29.8177547454834,15.760619163513184,19.998058319091797,25.780109405517578,35.054019927978516
