year,Ks*BIL01_,Ks*BIL02_,Ks*BIL04_,Ks*BIL06_,Ks*BIL07_,Ks*BIL10_,Ks*BIL11_,Ks*BIL13_,Ks*BIL14_,Ks*BIL16_
1990,0.02410769316306833,0.019083704900827298,0.02023880600019778,0.014846628900707412,0.014298396588949523,0.0038138400624587575,0.011845883532775485,0.011605979886433127,0.012109773219411153,0.013883014414424601
1991,0.02350384631336105,0.016913409281751075,0.019891617972914197,0.014166505507266884,0.012267658641920087,0.0048184946827056875,0.01299736626073499,0.013139968668235646,0.006709157302948224,0.01279596846144854
1992,0.019942975218191827,0.009732744719863186,0.016291091372888953,0.012039433794160661,0.010442320378142158,0.006139017391892475,0.011623047516873946,0.00022463441231547593,0.009708598111857746,0.004204995579234454
1993,0.02159792512399722,0.017375143758739008,0.02004999469741121,0.0009072485405380497,0.011288480642473056,0.0020641278639224538,0.007662121152526937,0.005760178260629884,0.004811146032279398,0.010506441537352782
1994,0.0235453580833776,0.019131161443631844,0.02338462836694615,0.016699909214505232,0.01560580595597966,0.002332058260891476,0.012765288392315735,0.01113183399633301,0.01194245255973276,0.017487934574568695
1995,0.02316486704728742,0.020139982724420868,0.022347684848604298,0.014651865992876502,0.01579764628752314,0.0011850009411117457,0.011122367847417991,0.01037823616198899,0.011408712739153754,0.01644859059473923
1996,0.02179050079042887,0.020616097270587032,0.019960770718832847,0.009219753278115177,0.013811739771934298,0.002219528790477424,0.009068336193763316,0.007008292595147502,0.011840244189615285,0.009357412122472562
1997,0.02357153034328935,0.019057935852329858,0.023641740815528042,0.014586966752769957,0.013901040351070851,0.0022145623392049204,0.010521253044813572,0.00865433568988725,0.010676582722952807,0.016181692715824918
1998,0.023206209299914814,0.019799408819000292,0.023044515323991,0.016105909718729813,0.013920854472526462,0.0026069418179586776,0.010547029538634331,0.007613368834652284,0.01256613851209177,0.014649810523898762
1999,0.020353560630855503,0.01946842629514892,0.019089649984069732,0.011827475849019773,0.010856347560827347,0.002211998626576393,0.008210721087494403,0.005651910389368691,0.009949160439596896,0.0162662918150138
2000,0.01997070705171989,0.017949559666566604,0.017199636364322275,0.013038877979345144,0.010727774380508832,0.0022546707085748952,0.005340239534712969,0.007043190220395266,0.003590438561484193,0.01491346682240381
2001,0.021417053448882332,0.016806815910862336,0.021152373367189798,0.014313949188750001,0.011435878459710357,0.0017159593989983695,0.009237760974990062,0.00518628861304262,0.0028612964250986227,0.01522286620558766
2002,0.02132211415285493,0.018872942791468682,0.022488370711041112,0.014683152819759687,0.011800249910930634,0.0029537352180041263,0.010425341361684371,0.005536190163355609,0.0049156840652749105,0.017596402578216833
2003,0.022684349166082973,0.0181942546938298,0.021311397769019236,0.012823534146354334,0.012958960806284128,0.002539764449635877,0.009919911276121117,0.005335152619819885,0.003969116079955366,0.010705070346897256
2004,0.019650208361361155,0.0214880921861168,0.02176428423755462,0.01395702059698411,0.013360757644314224,0.003125990803414971,0.010434974645485252,0.005165818577403282,0.007060473727190483,0.018609396078826293
2005,0.01931643725840256,0.020538514972262594,0.02457912162479983,0.011345946660821362,0.014358729700822076,0.0024668404878380587,0.009631896928968063,0.007478579648783756,0.010147570117516594,0.015490338687021703
2006,0.020088920261345743,0.02125292871295735,0.020450881679977415,0.013832680382990965,0.013618617389513752,0.003920124482742327,0.009471817566951493,0.0072486921363846355,0.004617171811746635,0.017110367107989688
2007,0.020872663861831998,0.019442069752157978,0.02075611995042087,0.012359913801735602,0.014813037213084187,0.0032437383627056133,0.009490209448871327,0.005668313178586049,0.009341384248429965,0.01544215368992922
2008,0.021007658071283297,0.02100974969294913,0.02326668808077232,0.012647254987608755,0.015073610716006006,0.003325143998982213,0.011512824465765504,0.00576795876562693,0.007188386450986196,0.01826788739883399
2009,0.02019655777299373,0.02001580490039883,0.023258926402973158,0.014197499534553785,0.016111996677953044,0.0025434062755263515,0.008580184334551698,0.004533745665634602,0.010766015478728526,0.01621352027304451
2010,0.019833380273654878,0.021792520812214843,0.023825692103632574,0.009900056565683994,0.016154607594826044,0.003505184666512844,0.00853908878164786,0.00758475719828772,0.01371600364678756,0.015329706217391867
2011,0.020941784392585653,0.022162990072419547,0.023350812946180757,0.010083698103768027,0.013316116676288564,0.002100618437058367,0.011935879431971108,0.009223395531193291,0.011016540929391066,0.017503183257055258
2012,0.021455959871117314,0.022990881414884118,0.023248495111612692,0.011883411359596655,0.01569460273866867,0.0031385511914589596,0.012708102210014385,0.005653854957150374,0.015768108634635004,0.01779863679418298
2013,0.02363664428164233,0.018454838397717745,0.020204390839086893,0.012689541377110774,0.016432399056166745,0.0021088125062881232,0.013362511085837293,0.0044314588365348545,0.010852291755074357,0.008133025698011859
2014,0.016878427621208378,0.01661615203183286,0.02176767984723755,0.01066813231444977,0.014538155052239187,0.0026186481938518043,0.007672175930352123,0.0004544873083196379,0.015442678105695053,0.014652982521403882
2015,0.01745719477317102,0.016015684282732704,0.0237226812132546,0.009902034504798745,0.016442017244993157,0.0031596196401017618,0.011468319163040688,0.004690808437119432,0.017362683374538685,0.01478609637720881
2016,0.01747749614621104,0.02024749916922846,0.027532978268507924,0.011550122102275743,0.01611384570476599,0.0027000653765009383,0.010644640243357172,0.005921000057270649,0.014272512674718416,0.016693521252803656
2017,0.019758981720839328,0.019541302721764554,0.024708560081926758,0.009395849873621548,0.016006859458099317,0.003912269883319843,0.011154621773595191,0.006639101267924423,0.01509533582605767,0.013064608171477832
2018,0.017055878457718176,0.018489120080987808,0.02173199874569872,0.008237288219669377,0.014415110307826698,0.004173359140982615,0.010555163009431993,0.005444715951148755,0.015426363560124319,0.01715657077847596
2019,0.015526309464632317,0.01929032920617087,0.02242226889147788,0.010146882650038602,0.012014859498515069,0.0039803396506541576,0.009476170132325544,0.0053334841261761705,0.013759300578268645,0.01591216757443792
2020,0.016532489300082644,0.020406383636977922,0.025551343237104934,0.010551451268946304,0.01454863756013177,0.004461209768723798,0.012666328588248154,0.005969933845906697,0.014746929036682437,0.014358557075583346
2021,0.015782128836012883,0.01849889762085301,0.02294401998357575,0.010418028949840074,0.013796082821511367,0.004074592846118767,0.01065485055076091,0.005130198269967776,0.012372420296710006,0.010748154925319494
2022,0.01216016368930942,0.017946886941357307,0.024101078905152337,0.011420449932579109,0.01662673787340653,0.004876423538594978,0.010670737553361549,0.0038234205074262257,0.008221004608488942,0.012816936512877347
2023,0.012201828026370758,0.017883125180810894,0.02242653085546628,0.011040117114577794,0.017903361967201062,0.0027409452360737667,0.009951344458221874,0.0030770694131143778,0.008792126603860745
