year,Ks*BIL01_,Ks*BIL02_,Ks*BIL04_,Ks*BIL06_,Ks*BIL07_,Ks*BIL10_,Ks*BIL11_,Ks*BIL13_,Ks*BIL14_,Ks*BIL16_
1966,0.017920841171436684,0.014874295397640614,0.016936180838658717,0.01081020723107284,0.011767985652661347,0.011859914350627599,0.011055699937081288,0.010337587029913905,0.010334612788602326,0.011271160868597233
1967,0.01694184597933962,0.012693609404845521,0.01735628950315941,0.009654950123556034,0.011669615980789068,0.01232875271791726,0.009490554852574211,0.010299961779270237,0.00762432314702477,0.011324672878468158
1968,0.016412711679929057,0.00829636833873028,0.018303414830917943,0.00994126266043744,0.011955189737523738,0.012421571994891401,0.013491699876855227,0.0108782603989408,0.00844933361895586,0.01269882703376563
1969,0.01478049222375832,0.006104657401730394,0.013626736024750763,0.012249451908064682,0.009649462260475854,0.012927365046640786,0.010042352027422749,0.009177577418243418,0.007234029309131996,0.007759595143577659
1970,0.018722715422256515,0.009553179497103083,0.017683594717305403,0.014996638370397808,0.013684710018931028,0.017703959112466246,0.016423494234600478,0.01323795709976847,0.006443170323527854,0.012944050371362382
1971,0.01648018711360975,0.00429019793162165,0.01737438619513029,0.012227082428513515,0.013625470016427799,0.007392556713814632,0.012037796491544794,0.011604256702203023,0.010607783529304467,0.010356379573343717
1972,0.01641903995931014,0.009277862275020376,0.017847454833795632,0.005138885041205935,0.01245423910953156,0.006943843039349072,0.011409361406898822,0.011560357990756895,0.005151559452517656,0.010091024196809285
1973,0.015026699395794572,0.01179917696802871,0.015514391347082832,0.007813782518233206,0.012512161168213696,0.006089574032308796,0.012019348043199556,0.011112790467695838,0.007684711092606404,0.01077152418198019
1974,0.018015746056480045,0.012392026578457036,0.015838945936033997,0.010977296649176403,0.010704566053575936,0.007561274831135233,0.012942184967865573,0.01095090809719658,0.010888384037110111,0.011168765920325483
1975,0.02116151927597592,0.011870082621050758,0.018021088398847897,0.009177370531047887,0.01441483529632916,0.007468150470124342,0.009519762734741897,0.012668050102739614,0.013323800563456254,0.014602577968142447
1976,0.021727967913561505,0.01401279335873602,0.018038378775923587,0.011843159741958863,0.014675573489193303,0.006611533538488055,0.014335809078407681,0.011923184040823813,0.013518865998027119,0.01446931722796646
1977,0.022549701461853918,0.013781582899043696,0.0192178754391444,0.013930959128162576,0.014124255931414661,0.006413173783129126,0.013307113441163202,0.012593965433777304,0.014491584828777264,0.0136239149926303
1978,0.024062038945311705,0.014375617479454234,0.021146640762509536,0.014055025217431722,0.012234986389028783,0.006303127509050419,0.014814495877830385,0.01135163896546417,0.011635632261717802,0.012386072314198873
1979,0.02365372682118148,0.017617631401707752,0.02236202224294798,0.01581462278002827,0.010854944229355313,0.006243427610298708,0.015485944848027733,0.01194351082858088,0.014834272998382409,0.013156492132837525
1980,0.023961664073905767,0.012825257129506424,0.019079841293712502,0.013778826721710323,0.012087979015257181,0.005384753019665854,0.009790696755500292,0.011910173157086609,0.016594512039886485,0.014386365661090243
1981,0.02093213654192977,0.014236006455070602,0.014949940914038342,0.012924837677953632,0.01063154683272894,0.00538487600002447,0.008021495006585644,0.008457816920298082,0.015984146695451073,0.012554458653916111
1982,0.023176582380625126,0.01552686023635322,0.016605604981296502,0.006382629875595828,0.010974200300963929,0.006427071068823469,0.009980892756497673,0.010349915611542058,0.012563844672400348,0.014032110827317465
1983,0.019755510902551093,0.015381287430096278,0.01676832148661819,0.005595660929918846,0.009602308235233484,0.006105339170136496,0.009359309576928643,0.009646647115292364,0.012231569286185896,0.014043950380230307
1984,0.02385748363691563,0.015996643964582526,0.019328363437498348,0.012890702921141443,0.012665855888051488,0.0068876815678636785,0.010295296307385075,0.011113993133741057,0.008402707361393457,0.01341435671984299
1985,0.02249724965211543,0.0091962998058416,0.016448256543422586,0.0064356492216596315,0.010238192610573252,0.004811432879357834,0.0072704207150399635,0.010783702970151788,0.007323181554937865,0.008909923701524701
1986,0.020199021398725217,0.012443426945646253,0.018326001475989815,0.008754895853772869,0.010802568707100365,0.005106314217722783,0.008073612773193071,0.012905753282523712,0.0094356420414925,0.009955822980112506
1987,0.023148446548921377,0.01628045488358501,0.014130694685377473,0.012006306972727341,0.011510456412208093,0.004340904487202155,0.00796810158449145,0.008017308829582058,0.009785191956549569,0.010722037307168602
1988,0.020133559431371618,0.01375072977700701,0.019706761058907844,0.013478683103771075,0.010787896098829653,0.003978687381010411,0.009128299613822199,0.012170758504342075,0.009825036775918698,0.011270489277115013
1989,0.02131794313312257,0.016271782609785023,0.01809033535574556,0.01291128669419005,0.011126992126937818,0.0041130843627427745,0.009810452486152126,0.011797867134905077,0.01106313925956956,0.013106442367412109
