year,CWTpiBIL01_,CWTpiBIL02_,CWTpiBIL04_,CWTpiBIL06_,CWTpiBIL07_,CWTpiBIL10_,CWTpiBIL11_,CWTpiBIL13_,CWTpiBIL14_,CWTpiBIL16_
1863,2.564868211746216,2.973255157470703,2.984318256378174,2.746443510055542,3.2181434631347656,0,2.368593692779541,2.5830132961273193,2.9960994720458984,2.6415178775787354
1864,2.546187400817871,2.1573665142059326,2.501596450805664,2.7498087882995605,2.078939199447632,0,2.5479938983917236,1.9146208763122559,2.6004137992858887,2.3511011600494385
1865,2.9746217727661133,3.140859365463257,3.340000867843628,3.253760814666748,3.473299980163574,4.241988182067871,2.7354061603546143,3.697364091873169,4.198691368103027,2.824655532836914
1866,3.2659013271331787,2.93323016166687,3.204566478729248,3.319906711578369,4.15110969543457,3.8191561698913574,2.8606815338134766,3.8028807640075684,3.7119977474212646,3.0433757305145264
1867,2.914689064025879,3.1890666484832764,3.1659133434295654,3.5533559322357178,4.481826305389404,3.711002826690674,3.0955073833465576,3.7384145259857178,3.4872183799743652,3.308370590209961
1868,3.004483938217163,2.9865384101867676,2.910186767578125,2.9588398933410645,3.8084311485290527,3.53023624420166,3.107992649078369,3.3667168617248535,3.1449851989746094,3.017922878265381
1869,2.884587287902832,3.1823887825012207,3.1550378799438477,3.178917646408081,3.730335235595703,3.433835983276367,2.9015302658081055,3.3797903060913086,3.324497699737549,2.880859851837158
1870,2.8500025272369385,3.2332024574279785,3.111499786376953,3.254173755645752,3.9128761291503906,3.4862468242645264,3.023045301437378,3.4343273639678955,3.343468189239502,3.1548612117767334
1871,2.812443971633911,3.170253276824951,3.1266119480133057,3.264068841934204,3.674987554550171,3.24627947807312,2.885847806930542,3.268091917037964,3.058051586151123,2.9802961349487305
1872,3.155731201171875,4.006439208984375,3.290658473968506,3.7026755809783936,4.008788108825684,3.2638468742370605,3.51859188079834,3.643821954727173,3.5288584232330322,3.026437997817993
1873,3.343388319015503,3.671170949935913,3.509793758392334,3.657074451446533,3.8399910926818848,3.901110887527466,3.1808831691741943,3.4360623359680176,3.2335400581359863,3.0414185523986816
1874,3.8079614639282227,4.079229831695557,4.174690246582031,3.6345019340515137,4.498064994812012,4.512267112731934,3.2959229946136475,3.5710501670837402,3.571096420288086,3.1728789806365967
1875,3.1265273094177246,3.2507987022399902,3.18391489982605,2.706103563308716,3.5494863986968994,3.6224217414855957,2.6447670459747314,3.095932722091675,3.0052287578582764,2.683314323425293
1876,3.157996654510498,3.814789295196533,3.531543016433716,3.262661933898926,3.9022321701049805,3.5200629234313965,3.1107778549194336,2.8497543334960938,3.4104788303375244,3.075853109359741
1877,2.890911817550659,3.690521240234375,3.6391804218292236,3.007302761077881,3.987647533416748,3.353792428970337,3.0430471897125244,2.6314570903778076,3.241595983505249,2.990145206451416
1878,3.1495068073272705,3.763286828994751,3.4690279960632324,3.1875829696655273,3.5555684566497803,3.358046293258667,2.926018714904785,2.5545811653137207,3.1652896404266357,3.1507210731506348
1879,3.4860403537750244,4.162950038909912,3.73525071144104,3.1679155826568604,3.8570690155029297,3.6133551597595215,3.3575775623321533,2.7828638553619385,3.319282293319702,3.5183045864105225
1880,3.515254497528076,4.636233329772949,4.343870639801025,3.667954444885254,4.486059188842773,3.760021924972534,3.3401262760162354,3.1055946350097656,4.026519775390625,3.864424705505371
1881,5.139537334442139,3.920748233795166,3.8634555339813232,3.1140854358673096,4.072685718536377,3.3202009201049805,3.0657129287719727,2.8132126331329346,3.050985336303711,3.263641834259033
1882,3.731227397918701,4.666481971740723,4.907712459564209,4.164773464202881,5.357431411743164,4.383500099182129,3.8238234519958496,3.7389116287231445,4.232791900634766,4.172296047210693
1883,3.7119956016540527,3.3753554821014404,3.7832789421081543,3.0937821865081787,3.4979777336120605,3.5008788108825684,2.934211492538452,3.1763594150543213,3.4547839164733887,3.3389055728912354
1884,3.1902849674224854,3.4104816913604736,3.3715078830718994,3.316967010498047,3.943160057067871,3.756032943725586,3.027693748474121,3.232691764831543,3.455122470855713,3.3821277618408203
1885,3.1232244968414307,2.9294228553771973,3.0633397102355957,3.0668280124664307,3.5898120403289795,3.5416977405548096,3.277693748474121,3.2131025791168213,3.142543077468872,3.249319314956665
1886,2.5156052112579346,2.333604097366333,2.4855329990386963,2.5679383277893066,3.073529005050659,3.074392318725586,3.0797038078308105,2.6658854484558105,2.4950811862945557,2.684469699859619
1887,3.6824848651885986,3.5702264308929443,3.0712409019470215,2.9880874156951904,3.309457540512085,4.007335662841797,3.9743852615356445,3.594212770462036,3.487352132797241,2.932892084121704
1888,3.2644057273864746,3.921464204788208,3.253831148147583,3.9283976554870605,4.626083850860596,3.507659673690796,3.925739049911499,3.627539873123169,3.5189621448516846,3.4686155319213867
1889,5.388749122619629,3.312483310699463,3.084758996963501,3.39188289642334,4.098029136657715,3.53448486328125,3.821809768676758,3.1565937995910645,3.648491621017456,3.5218069553375244
1890,3.0915727615356445,3.0191826820373535,3.2029778957366943,3.280303478240967,3.6910877227783203,3.3951995372772217,3.534560441970825,3.093245267868042,3.322500467300415,3.425321578979492
1891,3.137727975845337,3.162909507751465,3.4131736755371094,4.4865803718566895,4.264594554901123,3.4793946743011475,3.3109569549560547,3.1912622451782227,3.659221649169922,3.814359426498413
1892,3.164623260498047,2.8391811847686768,3.0747902393341064,3.709806203842163,3.575012683868408,3.045212507247925,3.304037570953369,2.971365451812744,2.977125883102417,3.1385951042175293
1893,3.1328282356262207,2.7525928020477295,3.132735013961792,3.222825288772583,3.4269418716430664,3.3871405124664307,3.4134607315063477,3.560385227203369,3.169600486755371,3.0901811122894287
1894,3.3470160961151123,3.5533511638641357,3.9274652004241943,4.427610874176025,4.040975093841553,3.6818671226501465,4.465086936950684,3.8752994537353516,4.808305740356445,3.478414535522461
1895,3.8555150032043457,3.613553524017334,3.444810390472412,4.530580043792725,3.931722402572632,3.01328706741333,4.6064229011535645,3.585659980773926,3.5399234294891357,3.925501823425293
1896,3.2072184085845947,2.576841115951538,2.994940757751465,3.8868703842163086,2.9769632816314697,3.0673036575317383,3.5151429176330566,3.0610673427581787,3.3198740482330322,3.2594783306121826
1897,3.4759888648986816,3.3893351554870605,3.3855481147766113,4.188523769378662,4.093148708343506,4.13546895980835,3.9849517345428467,3.628953218460083,3.9874489307403564,3.4752490520477295
1898,3.405956745147705,3.3284571170806885,3.3019495010375977,3.9766833782196045,3.9963862895965576,4.1366400718688965,3.9769654273986816,3.451331615447998,3.222658157348633,3.7189483642578125
1899,3.3293583393096924,3.4329819679260254,3.5673604011535645,4.338021755218506,3.6950790882110596,4.061803340911865,4.27767276763916,3.4161975383758545,3.732645034790039,3.1946299076080322
1900,3.5453035831451416,3.337888240814209,3.4672136306762695,4.2976155281066895,4.191688060760498,4.813344955444336,4.263627529144287,3.8394899368286133,3.8001902103424072,3.299252986907959
1901,3.399714231491089,3.138476848602295,3.6874513626098633,4.15878438949585,3.6725218296051025,4.383486270904541,4.942347526550293,3.495236873626709,3.7975847721099854,3.0086658000946045
1902,4.013355255126953,3.507823944091797,4.195657253265381,4.395145893096924,4.4454779624938965,5.160758018493652,4.804379940032959,4.396519184112549,4.402368068695068,3.230677366256714
1903,3.9900002479553223,3.281459331512451,4.388670444488525,4.271269798278809,3.974191188812256,5.103402614593506,4.257391452789307,3.759188652038574,4.5697784423828125,3.340219497680664
1904,3.49652099609375,3.7788121700286865,4.0226640701293945,4.009348392486572,3.948446035385132,4.179019451141357,3.5364766120910645,3.2600550651550293,3.9080233573913574,3.2875399589538574
1905,2.5944082736968994,2.3197920322418213,2.8843140602111816,3.0103864669799805,2.6077756881713867,3.723271608352661,2.8642356395721436,2.4110825061798096,2.871758460998535,2.1752328872680664
1906,2.8534512519836426,2.8007023334503174,3.2458865642547607,3.4964468479156494,2.994281768798828,3.4333019256591797,2.7289462089538574,3.025141477584839,3.237365484237671,2.5054197311401367
1907,3.6302788257598877,3.3962647914886475,4.816456317901611,3.944932460784912,3.659528970718384,4.819454669952393,3.4444000720977783,3.651193618774414,3.7620158195495605,3.36846923828125
1908,3.4738926887512207,3.1533117294311523,3.8624343872070312,3.9000401496887207,3.9153671264648438,4.8177266120910645,3.76011061668396,3.501525640487671,3.731135845184326,3.1229336261749268
1909,3.916940450668335,3.6658592224121094,3.353785514831543,3.792147636413574,3.574730634689331,4.515532970428467,3.672029733657837,3.4973180294036865,4.501046657562256,2.9230196475982666
1910,3.08998703956604,2.5586981773376465,3.1185615062713623,3.4009323120117188,3.133281707763672,3.5204453468322754,2.692336082458496,3.13211727142334,3.2734408378601074,2.3930556774139404
1911,3.5574731826782227,3.8196725845336914,3.7898788452148438,4.227363109588623,4.114169597625732,4.3199462890625,3.698669672012329,3.87018084526062,3.8796651363372803,3.9836578369140625
1912,3.9696309566497803,3.3573641777038574,4.3321967124938965,4.33219575881958,4.252041816711426,4.642430782318115,3.7569849491119385,3.5717506408691406,4.314173698425293,3.4320178031921387
1913,3.9320709705352783,4.000990867614746,4.269460201263428,4.166250705718994,3.8650364875793457,5.506296634674072,4.398950576782227,3.8451426029205322,4.659090042114258,3.3949244022369385
1914,3.7110607624053955,3.599331855773926,4.526889324188232,4.041674613952637,4.142269611358643,4.262732982635498,3.3149614334106445,3.5972678661346436,4.372151851654053,3.588353395462036
1915,3.66686749458313,3.292344093322754,3.9289321899414062,4.029107093811035,3.580334424972534,3.3977608680725098,3.06937313079834,3.353963613510132,4.038815975189209,3.321582317352295
1916,3.7662625312805176,3.880408763885498,4.201786518096924,4.101375102996826,4.074565887451172,3.3854804039001465,3.699118137359619,3.8434977531433105,4.572403430938721,4.549961090087891
1917,3.6458613872528076,4.208052158355713,4.106417655944824,4.05884313583374,3.872694492340088,3.1917128562927246,3.861936092376709,3.6849589347839355,5.798123359680176,4.103359222412109
1918,3.8950905799865723,3.7682125568389893,4.3282952308654785,4.238135814666748,4.224684238433838,3.540083408355713,4.087797164916992,3.9445972442626953,4.9154839515686035,4.0617218017578125
1919,3.8025803565979004,3.380983829498291,4.3644585609436035,3.950305461883545,4.4194655418396,4.8623785972595215,3.3813605308532715,3.497004747390747,5.063547611236572,2.895413398742676
1920,2.9799842834472656,2.5833446979522705,3.2504727840423584,3.6623148918151855,2.8592476844787598,4.100880146026611,2.5029525756835938,2.9792141914367676,3.227205753326416,2.5492777824401855
1921,3.9761388301849365,3.1033060550689697,3.5406627655029297,4.518345355987549,3.844614028930664,4.703583240509033,3.685683250427246,4.085087299346924,3.8288745880126953,2.879474639892578
1922,3.466010808944702,2.7932286262512207,3.364328622817993,3.5756995677948,3.322843074798584,3.999268054962158,2.8331074714660645,3.2349724769592285,3.4688377380371094,2.888815402984619
1923,4.044735908508301,3.3697423934936523,4.463243007659912,3.9885880947113037,4.359928607940674,4.366271018981934,3.7370944023132324,3.9607343673706055,4.085224151611328,3.55765438079834
1924,3.8106350898742676,3.4047327041625977,4.175498008728027,4.3090620040893555,3.46826171875,4.058608055114746,3.1986453533172607,3.1506659984588623,3.4254119396209717,3.3738789558410645
1925,3.3342132568359375,3.6392526626586914,4.125945568084717,3.7274134159088135,3.65364670753479,4.118392467498779,3.2400240898132324,3.419903039932251,3.4649837017059326,3.3203952312469482
1926,3.3719441890716553,3.3972747325897217,3.993565559387207,3.6442136764526367,3.7835845947265625,4.414953231811523,3.841418981552124,3.33638072013855,3.7711379528045654,3.4167962074279785
1927,3.616002082824707,3.8542277812957764,4.721992492675781,4.31877326965332,4.090282917022705,4.516718864440918,3.6423113346099854,3.9312963485717773,4.2199788093566895,3.7981088161468506
1928,3.863581895828247,3.61948823928833,4.497830390930176,4.180474758148193,3.823843240737915,4.737998008728027,3.583569049835205,3.779215097427368,4.301594257354736,3.618748188018799
1929,4.157156944274902,3.9975318908691406,4.696174621582031,4.252780914306641,4.570253372192383,3.1847755908966064,4.510155200958252,4.338906764984131,5.496186256408691,3.8173868656158447
1930,3.1199681758880615,3.584700584411621,3.99027419090271,4.072866439819336,3.5811171531677246,3.1920223236083984,3.0727484226226807,3.3189101219177246,4.321196556091309,3.4548113346099854
1931,4.234447479248047,3.651008367538452,4.863927841186523,3.743072986602783,4.174585819244385,2.6491594314575195,3.870593547821045,3.845921039581299,4.377156734466553,3.741910457611084
1932,3.776369571685791,3.748257637023926,4.435042381286621,4.268614768981934,4.013317108154297,2.704005241394043,3.6004655361175537,3.9932608604431152,4.341036796569824,3.928408622741699
1933,4.885252475738525,4.614781379699707,5.105166435241699,4.0613203048706055,5.16428804397583,2.4780497550964355,4.233852863311768,4.6104254722595215,5.137301921844482,4.3530144691467285
1934,4.747450828552246,4.416511535644531,5.614065647125244,4.126301288604736,5.05161714553833,2.3314828872680664,4.548121929168701,4.785336017608643,5.644835472106934,4.3519158363342285
1935,3.756007432937622,4.198800086975098,5.048635959625244,3.8191299438476562,4.147344589233398,2.317424774169922,4.099052429199219,3.952056407928467,4.313675403594971,4.016824722290039
1936,3.385897636413574,3.1595041751861572,4.301983833312988,3.5859909057617188,3.469642162322998,2.509448289871216,3.7727603912353516,2.552032947540283,3.397808313369751,3.63162899017334
1937,4.602780342102051,4.5789103507995605,5.336221218109131,3.9946401119232178,4.584224700927734,2.633697032928467,4.05959415435791,4.487952709197998,4.489289283752441,4.600969314575195
1938,5.041864395141602,4.773807048797607,5.3818182945251465,3.9005520343780518,4.562972545623779,2.5333895683288574,4.624892711639404,4.540821075439453,4.645837783813477,5.194924831390381
1939,4.7959885597229,5.49721622467041,4.807662010192871,4.287975311279297,4.433483123779297,3.0503573417663574,4.128819465637207,5.391899108886719,5.4745354652404785,4.9076666831970215
1940,4.692366123199463,5.465663909912109,5.182486057281494,4.408795356750488,4.488153457641602,3.1552882194519043,4.6247358322143555,5.119884014129639,5.262404918670654,5.081753253936768
1941,5.580324649810791,4.805623531341553,5.648440361022949,3.9353833198547363,4.340475559234619,3.768862724304199,4.487939834594727,4.81440544128418,4.1435866355896,4.308610916137695
1942,4.146126747131348,4.853854179382324,4.171955585479736,4.471696853637695,3.7117063999176025,4.588875770568848,3.8677480220794678,3.853546619415283,4.822640419006348,4.259245872497559
1943,4.2599053382873535,5.138242244720459,4.670210838317871,3.839200973510742,3.7263357639312744,4.784550189971924,3.8880813121795654,4.465663433074951,3.736762046813965,4.066849708557129
1944,5.066780090332031,5.30695915222168,4.646424770355225,5.209757328033447,3.700530529022217,4.798896312713623,3.9733166694641113,4.799782752990723,4.5154128074646,3.566938638687134
1945,4.684115409851074,4.451151371002197,4.797451019287109,-999,3.7419567108154297,5.611063480377197,4.5589823722839355,4.620567321777344,4.616355895996094,3.7742996215820312
1946,3.984377861022949,3.4342243671417236,3.7044248580932617,4.430136680603027,4.0230607986450195,5.730783462524414,4.208945274353027,4.080143928527832,4.289639472961426,3.480722665786743
1947,3.988286018371582,3.891392230987549,4.230454444885254,4.965593338012695,3.8624536991119385,5.5576324462890625,3.913921594619751,4.028054237365723,4.543668270111084,3.2973310947418213
1948,4.445167064666748,3.7217929363250732,3.9763641357421875,4.2874755859375,3.921801805496216,4.860981464385986,3.8394594192504883,3.8589985370635986,4.803094863891602,3.150543689727783
1949,4.577033996582031,3.3109405040740967,3.5010104179382324,3.871859312057495,3.5642287731170654,4.507172107696533,3.720357894897461,3.6605851650238037,4.87263822555542,2.9076998233795166
1950,3.5570902824401855,3.26747989654541,2.625361204147339,2.9194366931915283,3.1819491386413574,4.520988941192627,3.124971628189087,3.6665287017822266,4.049952030181885,2.5759546756744385
1951,4.4233503341674805,4.29057502746582,4.055028438568115,4.559449195861816,4.502178192138672,5.1564459800720215,4.431544780731201,4.794259548187256,4.989235877990723,3.852308988571167
1952,3.606583833694458,3.703097343444824,4.4670796394348145,4.169881343841553,3.957136869430542,5.488426208496094,5.001405239105225,4.643445014953613,5.248744487762451,2.9248311519622803
1953,3.5975029468536377,3.7727136611938477,4.596318244934082,3.973174571990967,3.8246841430664062,5.197793006896973,4.123427867889404,4.505341529846191,5.321202278137207,2.9543118476867676
1954,3.6841018199920654,3.992920398712158,3.62221622467041,4.033609867095947,3.640542984008789,4.4803853034973145,3.8145806789398193,4.184546947479248,4.818108081817627,3.4869942665100098
1955,3.963669776916504,4.060897350311279,3.766719341278076,4.342557430267334,3.469299554824829,4.560027122497559,4.360755920410156,4.387377738952637,4.406874656677246,3.766666889190674
1956,4.153275966644287,4.346709728240967,4.2648210525512695,4.702893257141113,4.049652099609375,4.958374500274658,4.470870494842529,4.88961124420166,5.462704181671143,3.6543989181518555
1957,3.9365429878234863,3.5984933376312256,3.270456075668335,3.9173524379730225,3.7212729454040527,4.3305487632751465,3.939579725265503,3.79850172996521,5.235119819641113,2.9955906867980957
1958,3.8087832927703857,4.295129299163818,4.076905250549316,4.9896674156188965,3.9141266345977783,4.717180252075195,4.625653266906738,4.926334381103516,5.521931171417236,3.6251602172851562
1959,3.9245166778564453,3.877915859222412,3.955031394958496,4.618729591369629,3.9836177825927734,4.803051948547363,4.565278053283691,5.241677284240723,6.637121200561523,3.2834527492523193
1960,3.8177502155303955,4.056272506713867,3.838609457015991,4.273636341094971,3.905885934829712,4.601133823394775,5.114603519439697,4.716109275817871,5.494933128356934,3.2399661540985107
1961,3.7048184871673584,3.6459505558013916,2.8421273231506348,3.8116679191589355,3.0788636207580566,5.157108306884766,4.413640022277832,3.550675868988037,5.033524036407471,2.938714027404785
1962,3.9464681148529053,4.007431507110596,3.0993242263793945,4.915010929107666,4.441756725311279,4.452789306640625,4.13505220413208,5.393318176269531,6.1825408935546875,3.207658290863037
1963,3.9190733432769775,3.944138288497925,3.5085501670837402,4.475039005279541,4.303456783294678,4.196174144744873,4.640977382659912,4.922965049743652,5.716414928436279,3.2221264839172363
1964,3.9880242347717285,4.075146675109863,3.9142282009124756,4.8932085037231445,4.289457321166992,4.103915214538574,4.145439624786377,4.984584331512451,5.442850112915039,3.91633939743042
1965,3.66821551322937,3.3182973861694336,3.1248552799224854,3.7074363231658936,3.738440752029419,3.5756866931915283,3.9352145195007324,4.364456653594971,5.239782333374023,3.0169551372528076
1966,3.718454122543335,3.934828042984009,3.4406845569610596,4.071896553039551,3.6545255184173584,4.04201078414917,4.142135143280029,4.541912078857422,4.51478385925293,3.6640546321868896
1967,4.081806659698486,4.1603169441223145,3.734004259109497,4.650763511657715,4.005281925201416,4.2958879470825195,4.3844895362854,4.805625915527344,5.033969402313232,3.361091136932373
1968,4.4159650802612305,5.613958358764648,3.960934638977051,5.024696350097656,4.450692176818848,4.13662576675415,4.199383735656738,5.074915885925293,5.568150520324707,3.8800952434539795
1969,4.398157596588135,5.925973892211914,4.434114456176758,5.093575477600098,4.871236324310303,4.347644805908203,5.1930694580078125,5.277964115142822,5.743371486663818,5.158550262451172
1970,3.5882532596588135,4.226179599761963,3.2757604122161865,4.2363457679748535,3.4818217754364014,3.2547802925109863,4.093053817749023,4.83648681640625,5.364334583282471,3.2379612922668457
1971,3.747568130493164,5.943233013153076,3.862450361251831,4.937700271606445,3.78448486328125,3.9150826930999756,4.504157543182373,4.189489841461182,4.882848262786865,4.293623924255371
1972,3.9841103553771973,4.6882853507995605,3.939648389816284,5.477357864379883,3.7231976985931396,3.8831734657287598,5.370778560638428,4.821778774261475,5.534341335296631,3.720341682434082
1973,3.5496878623962402,4.47788667678833,4.224742412567139,5.167612552642822,3.9094505310058594,3.9534225463867188,4.460638523101807,5.054769515991211,4.675368785858154,3.649123430252075
1974,3.743131160736084,4.1478495597839355,4.6600236892700195,5.75648832321167,4.3815016746521,4.145933628082275,4.817222595214844,5.330184459686279,4.620685577392578,3.9134509563446045
1975,3.3871288299560547,3.9278159141540527,3.87788462638855,5.4077582359313965,3.8202199935913086,3.8125412464141846,4.899619102478027,4.615608215332031,4.384791374206543,3.4169015884399414
1976,3.518141984939575,3.9532179832458496,3.640305519104004,5.147871017456055,3.781724691390991,3.789703607559204,4.322528839111328,4.845799922943115,4.13024377822876,3.5188822746276855
1977,3.171189546585083,3.092130422592163,2.90242600440979,4.553159236907959,3.5945944786071777,3.585925340652466,3.8526883125305176,3.473180055618286,3.568152904510498,2.785074234008789
1978,3.4620578289031982,4.467687606811523,3.9642040729522705,5.116390705108643,4.35235071182251,4.172382831573486,4.862336158752441,4.345422744750977,4.514883041381836,4.5503740310668945
1979,3.770538330078125,3.902412176132202,3.6793036460876465,4.901623725891113,4.797379493713379,4.043551921844482,4.779747009277344,4.5968017578125,3.8996827602386475,4.042050838470459
1980,3.9466633796691895,4.557050704956055,4.238078594207764,4.967983722686768,4.564519882202148,4.174793243408203,4.329133033752441,4.663883686065674,3.9411158561706543,3.4700608253479004
1981,3.9948461055755615,3.767970085144043,4.163211822509766,4.860472202301025,4.8245673179626465,4.621212959289551,4.0145263671875,4.609699249267578,3.592273473739624,3.643381118774414
1982,3.18331241607666,3.0903773307800293,2.701024055480957,4.196207046508789,3.950401544570923,4.131790637969971,2.697585105895996,3.020199775695801,3.409097909927368,2.9179952144622803
1983,3.9022536277770996,3.632000684738159,3.9797041416168213,5.621654987335205,4.835119247436523,4.1236114501953125,4.207197666168213,4.737701892852783,4.0005998611450195,3.64420747756958
1984,3.6599295139312744,3.338963508605957,3.5539095401763916,4.301833629608154,4.30167818069458,3.9187002182006836,3.5764377117156982,3.7409722805023193,3.074666976928711,3.5108723640441895
1985,4.171515941619873,5.524377346038818,4.623379707336426,6.235075950622559,4.965470314025879,5.231168270111084,5.235382556915283,4.474184036254883,6.197757244110107,5.291953086853027
1986,4.338405132293701,3.6393213272094727,3.292888641357422,4.510469913482666,4.263669967651367,4.326752662658691,4.53527307510376,4.163161277770996,5.095685005187988,3.5936200618743896
1987,3.3429830074310303,3.644732713699341,2.337702751159668,3.607877254486084,3.781872272491455,4.751880645751953,3.672971725463867,3.516998291015625,4.244750499725342,3.157081365585327
1988,3.5480406284332275,4.367761611938477,3.3760483264923096,4.252303123474121,4.3713555335998535,4.741518974304199,4.12582540512085,3.711310625076294,4.853677749633789,3.6639671325683594
1989,3.3851988315582275,3.662296772003174,3.537029266357422,3.9313743114471436,4.321094512939453,4.11601448059082,4.318238735198975,3.8251595497131348,4.40490198135376,2.5620288848876953
1990,3.2381677627563477,3.1729774475097656,2.9249186515808105,3.778129816055298,3.9111526012420654,4.273904800415039,3.738208532333374,3.7997376918792725,4.563929080963135,3.096285581588745
1991,3.5210676193237305,3.3581440448760986,3.1801345348358154,4.425909996032715,4.196323871612549,4.16742467880249,3.983788251876831,3.7606849670410156,5.780320644378662,3.5907769203186035
1992,3.3094983100891113,3.791856050491333,2.922708511352539,4.004430770874023,4.115729331970215,3.608581066131592,4.702248573303223,-999,4.012515544891357,2.705103635787964
1993,3.5380921363830566,3.8739073276519775,3.1544504165649414,3.551835775375366,4.665953159332275,4.153637886047363,4.7657575607299805,3.7978174686431885,4.491018772125244,2.7039003372192383
1994,3.541806936264038,3.548250436782837,3.0714945793151855,4.1832051277160645,4.158644199371338,4.25612211227417,3.9980733394622803,4.132479190826416,4.668934345245361,2.9969828128814697
1995,3.615203619003296,3.5683767795562744,3.1310930252075195,4.095365047454834,4.147798538208008,4.761356353759766,4.882126808166504,3.79738187789917,4.763606071472168,3.0194735527038574
1996,2.941387414932251,3.188377857208252,2.448575973510742,3.0627036094665527,3.67525315284729,4.075924396514893,4.256170272827148,3.567124605178833,3.4974169731140137,2.4289770126342773
1997,3.659383535385132,3.4473929405212402,3.0795609951019287,4.354246616363525,4.172362327575684,5.084821701049805,5.085658073425293,4.47952127456665,4.738563060760498,3.330131769180298
1998,3.319767713546753,3.3727102279663086,2.944413423538208,3.7633817195892334,3.949294090270996,4.139355182647705,5.120864391326904,4.636903762817383,4.012345790863037,2.4866182804107666
1999,3.486398220062256,3.3266708850860596,3.307631015777588,4.483870983123779,4.294098854064941,4.263641357421875,4.70375919342041,3.7620344161987305,5.057328224182129,2.9959471225738525
2000,3.6530821323394775,3.572532892227173,3.625818967819214,4.049621105194092,4.65066385269165,4.555675029754639,6.042799472808838,4.088827610015869,6.675583839416504,2.8473596572875977
2001,3.997015953063965,4.002601623535156,3.1283769607543945,4.282870292663574,4.152467250823975,4.991142749786377,5.342634201049805,4.495410919189453,6.644979476928711,2.966916084289551
2002,3.4658215045928955,3.6194913387298584,3.355306625366211,4.698577880859375,4.060828685760498,3.801354169845581,4.712230205535889,4.327225208282471,6.756394386291504,2.6767983436584473
2003,3.3044683933258057,3.675088882446289,3.137559652328491,4.381492614746094,4.058365821838379,4.234708309173584,4.468242645263672,4.159680366516113,6.468440055847168,2.9334757328033447
2004,3.658905029296875,3.4386825561523438,3.537529468536377,4.331058502197266,4.282498359680176,4.4026641845703125,4.94680118560791,4.4003801345825195,6.173496723175049,2.749168634414673
