year,CWTbaBIL01_,CWTbaBIL02_,CWTbaBIL04_,CWTbaBIL06_,CWTbaBIL07_,CWTbaBIL10_,CWTbaBIL11_,CWTbaBIL13_,CWTbaBIL14_,CWTbaBIL16_
1988,3.5674290657043457,4.370866775512695,3.4284424781799316,4.233879566192627,4.431401252746582,4.648498058319092,4.195154190063477,3.711981773376465,4.8144612312316895,3.590708017349243
1989,3.3885815143585205,3.664278984069824,3.612630844116211,4.0062384605407715,4.333221435546875,4.168068885803223,4.352004528045654,3.7885842323303223,4.43563985824585,2.6101012229919434
1990,3.276336908340454,3.1759426593780518,2.9469821453094482,3.8550758361816406,3.936474561691284,4.2459869384765625,3.8022680282592773,3.9388835430145264,4.370136260986328,3.1609599590301514
1991,3.5088071823120117,3.3651466369628906,3.1475462913513184,4.452495098114014,4.115936279296875,4.21158504486084,4.018374919891357,3.7386677265167236,5.816379070281982,3.3632092475891113
1992,3.3573718070983887,3.8585052490234375,2.9393715858459473,4.0891828536987305,4.212646484375,3.544469118118286,4.720265865325928,3.946049451828003,4.114902973175049,3.1889681816101074
1993,3.5088865756988525,4.076632022857666,3.2667460441589355,3.442370891571045,4.601097106933594,4.104828834533691,4.740695953369141,4.15186071395874,4.6985039710998535,2.848465919494629
1994,3.5183019638061523,3.4951913356781006,3.1006765365600586,4.208259105682373,4.176835536956787,4.357283115386963,4.0775980949401855,4.184708118438721,4.631781578063965,2.9863405227661133
1995,3.6468517780303955,3.6550397872924805,3.153599739074707,4.245412349700928,4.0815911293029785,5.065554618835449,4.921540260314941,3.867351531982422,4.764580726623535,2.9863369464874268
1996,2.9473459720611572,3.178881883621216,2.386793375015259,3.026688575744629,3.669761896133423,4.00281286239624,4.282531261444092,3.9074082374572754,3.5327460765838623,2.4065048694610596
1997,3.6776821613311768,3.585191011428833,3.107470750808716,4.385439872741699,4.0880537033081055,5.09829568862915,5.143181324005127,4.440494537353516,4.651026248931885,3.30263090133667
1998,3.330329179763794,3.4506423473358154,2.947948455810547,3.7927165031433105,3.897400140762329,4.019449234008789,5.1460280418396,4.574927806854248,4.01946496963501,2.6134567260742188
1999,3.484630584716797,3.366018056869507,3.36425518989563,4.385550022125244,4.20808219909668,4.223880767822266,4.731474876403809,3.754399299621582,5.033071517944336,3.0192995071411133
