year,Dh2BIL01_,Dh2BIL02_,Dh2BIL04_,Dh2BIL06_,Dh2BIL07_,Dh2BIL10_,Dh2BIL11_,Dh2BIL13_,Dh2BIL14_,Dh2BIL16_
2008,34.48389434814453,33.52359390258789,34.986000061035156,28.553936004638672,29.376829147338867,21.7856388092041,29.455116271972656,31.412187576293945,26.06390953063965,30.94474220275879
2009,33.217498779296875,32.03891372680664,35.05091094970703,29.46990966796875,30.422428131103516,20.145456314086914,26.7066650390625,30.089670181274414,30.498159408569336,30.5368595123291
2010,34.040306091308594,33.92855453491211,35.958492279052734,28.7022705078125,30.912384033203125,20.579635620117188,25.528549194335938,33.0887336730957,32.08076095581055,32.124778747558594
2011,34.29197311401367,34.54330825805664,35.805259704589844,28.94303321838379,29.60077667236328,20.000946044921875,27.89194679260254,35.597843170166016,29.18163299560547,32.95079803466797
2012,33.8884162902832,34.44068908691406,35.59592819213867,29.356611251831055,31.28398895263672,22.006223678588867,30.26369285583496,34.24046325683594,32.59199523925781,32.37776565551758
2013,34.70279312133789,31.51785659790039,33.24100112915039,26.645532608032227,31.119518280029297,19.34492301940918,30.760366439819336,30.418787002563477,27.19647216796875,23.93678855895996
2014,30.661840438842773,30.053604125976562,33.11819839477539,26.497194290161133,30.76946258544922,19.841064453125,24.797393798828125,16.728466033935547,33.69390106201172,28.29056739807129
2015,31.442272186279297,30.73569107055664,35.73060607910156,28.551368713378906,31.909574508666992,21.652624130249023,27.97368812561035,31.06200408935547,33.95337677001953,31.67232322692871
2016,32.693939208984375,32.19242477416992,37.427833557128906,27.890993118286133,31.159807205200195,19.6919002532959,27.531036376953125,30.58540153503418,30.759592056274414,30.41820526123047
2017,33.076595306396484,31.47025489807129,35.933387756347656,27.128908157348633,30.05669593811035,21.94563102722168,27.71807861328125,35.57732391357422,32.10171127319336,29.454092025756836
2018,31.163597106933594,31.634769439697266,33.53996276855469,26.740774154663086,28.433956146240234,22.55331802368164,26.805883407592773,33.771270751953125,31.9073486328125,31.987340927124023
2019,31.329362869262695,31.284975051879883,33.900840759277344,27.002216339111328,26.52529525756836,22.150436401367188,26.12647247314453,31.66553497314453,30.324588775634766,30.683218002319336
2020,32.43123245239258,33.01803970336914,36.3714714050293,28.470823287963867,28.632030487060547,24.806610107421875,29.993907928466797,32.87969970703125,31.451887130737305,29.565221786499023
2021,33.95659637451172,32.836978912353516,34.891761779785156,28.0394287109375,28.445592880249023,24.19566535949707,28.401058197021484,33.44077682495117,30.532976150512695,29.07457733154297
2022,31.486379623413086,30.352306365966797,34.817176818847656,27.928232192993164,29.57081413269043,24.670228958129883,27.676515579223633,30.979625701904297,32.45232391357422,27.17461395263672
2023,32.58696746826172,30.87029266357422,33.303443908691406,28.632015228271484,30.486562728881836,23.371871948242188,27.56415557861328,28.310848236083984,33.959739685058594
