year,Dh2BIL01_,Dh2BIL02_,Dh2BIL04_,Dh2BIL06_,Dh2BIL07_,Dh2BIL10_,Dh2BIL11_,Dh2BIL13_,Dh2BIL14_,Dh2BIL16_
1997,35.09201431274414,33.20531463623047,35.5379753112793,30.58891487121582,29.804182052612305,19.010360717773438,28.863895416259766,30.657941818237305,28.65070343017578,30.60922622680664
1998,34.777740478515625,31.145050048828125,33.09846115112305,30.324491500854492,29.468889236450195,18.52338218688965,27.448654174804688,31.331911087036133,29.208744049072266,28.343263626098633
1999,32.45948028564453,31.431045532226562,31.09151268005371,27.081789016723633,26.51432228088379,17.77197265625,26.25562286376953,26.95237922668457,26.512882232666016,29.28467559814453
2000,32.55343246459961,31.20468521118164,30.622539520263672,26.711414337158203,27.957033157348633,18.346179962158203,21.94236183166504,29.678382873535156,21.584415435791016,29.044252395629883
2001,33.663848876953125,30.711549758911133,32.28952407836914,29.364883422851562,28.55820655822754,17.025287628173828,26.293243408203125,27.11023712158203,20.557491302490234,29.36821746826172
2002,34.14567565917969,32.184478759765625,34.78691101074219,30.05510902404785,28.845779418945312,20.195890426635742,27.651195526123047,29.452360153198242,23.868942260742188,29.986007690429688
2003,34.140411376953125,31.631511688232422,34.05928421020508,29.66798210144043,30.013736724853516,19.256425857543945,27.64204216003418,30.562698364257812,23.09708595275879,24.48967933654785
2004,32.89128112792969,34.45814895629883,35.69322204589844,33.24538803100586,29.552995681762695,20.487157821655273,28.184616088867188,31.783584594726562,26.3369197845459,32.475799560546875
2005,32.242408752441406,34.44068145751953,37.7458381652832,29.185747146606445,30.14479637145996,19.895891189575195,27.330289840698242,34.763465881347656,29.381546020507812,31.473262786865234
2006,32.86504364013672,33.97578430175781,32.698333740234375,30.11890983581543,29.02240562438965,21.461036682128906,26.54098892211914,31.75787925720215,23.255962371826172,30.46269416809082
2007,32.91506576538086,33.52605438232422,34.37591552734375,29.59259605407715,30.797557830810547,21.637531280517578,25.882793426513672,32.53271484375,28.30179214477539,31.404348373413086
