year,rTSRBIL01_,rTSRBIL02_,rTSRBIL04_,rTSRBIL06_,rTSRBIL07_,rTSRBIL10_,rTSRBIL11_,rTSRBIL13_,rTSRBIL14_,rTSRBIL16_
1996,0.9085100293159485,1.2251609563827515,0.6324864029884338,1.061375617980957,0.9364291429519653,1.75717031955719,1.5917760133743286,1.157066822052002,1.4422717094421387,0.7567058205604553
1997,1.1040652990341187,1.4087318181991577,0.9024205207824707,1.3460848331451416,1.022881269454956,2.465360403060913,1.6635258197784424,1.1114914417266846,1.3906644582748413,1.0849409103393555
1998,0.8975685834884644,1.3368901014328003,0.8284764885902405,1.3233574628829956,0.9181446433067322,1.5489262342453003,1.9005789756774902,0.8224589228630066,1.2928940057754517,0.7483903765678406
1999,0.9463599920272827,1.08384108543396,1.01836359500885,1.5943900346755981,1.1975380182266235,1.426544427871704,1.421370029449463,0.6961979866027832,1.6270569562911987,0.8555490970611572
2000,1.2455103397369385,1.6103485822677612,1.494827389717102,2.0284578800201416,1.2813173532485962,1.869916319847107,2.1756680011749268,0.6298139691352844,2.411939859390259,0.9935333132743835
2001,1.1940056085586548,1.97348952293396,1.0313810110092163,1.6853634119033813,0.8746122121810913,2.060157537460327,2.251641035079956,1.0321239233016968,2.3837194442749023,0.9214968085289001
2002,0.9448994398117065,1.577366828918457,0.9608632326126099,1.637831449508667,0.8342071175575256,1.7312984466552734,1.6608322858810425,0.8441718816757202,1.7373602390289307,0.7601000666618347
2003,0.955576479434967,1.7784267663955688,1.0670889616012573,1.6950223445892334,0.8929640054702759,2.108299732208252,1.9064465761184692,0.7524937987327576,1.9346884489059448,0.8313405513763428
2004,1.1193093061447144,1.319794774055481,1.2375942468643188,0.9673559665679932,1.1286559104919434,2.0470690727233887,1.9098044633865356,0.9538931846618652,1.4987304210662842,0.6346441507339478
2005,1.0459065437316895,1.9461067914962769,1.2934443950653076,2.4413044452667236,1.1699321269989014,1.9991705417633057,2.0377933979034424,0.49288761615753174,1.2072006464004517,0.8642413020133972
2006,0.9502331018447876,1.1645901203155518,1.1567890644073486,1.4716781377792358,1.2718054056167603,1.7159473896026611,1.738559365272522,0.8713945746421814,1.7188431024551392,0.6593624353408813
2007,1.2553704977035522,2.0411276817321777,1.091320514678955,2.1374456882476807,1.1846586465835571,1.9004464149475098,2.2287838459014893,1.0592448711395264,1.011091709136963,0.7097824215888977
2008,0.7376194596290588,0.9549195170402527,0.8340829610824585,1.4146981239318848,0.8733011484146118,1.5402870178222656,1.2748407125473022,1.01807701587677,1.4193130731582642,0.6632727980613708
2009,0.8522208333015442,1.3415383100509644,0.7687760591506958,1.2701292037963867,0.9180172681808472,2.016456127166748,1.9543884992599487,1.1921844482421875,1.2960330247879028,0.5817593932151794
2010,1.302137017250061,1.492482304573059,1.1103407144546509,2.024038314819336,1.3191767930984497,2.0566022396087646,2.2632274627685547,1.0096080303192139,0.8042247891426086,0.6340522170066833
2011,1.2267616987228394,1.0064436197280884,1.0669186115264893,1.4958219528198242,1.568398356437683,1.7776105403900146,2.2425622940063477,0.6334376931190491,0.8857455849647522,0.6494243741035461
2012,1.2474027872085571,1.1133285760879517,0.7396209239959717,1.5865833759307861,1.0429860353469849,1.4859349727630615,1.5777077674865723,0.8965417742729187,0.5755017995834351,0.5681670904159546
2013,0.8749759197235107,1.2020119428634644,0.7175971269607544,1.0845619440078735,1.2666442394256592,1.7355763912200928,0.9603947401046753,0.6771912574768066,0.9138124585151672,0.9286639094352722
2014,1.3859012126922607,1.5438652038574219,0.7872511148452759,1.8081562519073486,1.2740440368652344,1.629842758178711,2.0791003704071045,3.3654425144195557,0.515853762626648,0.6719171404838562
2015,1.3741092681884766,1.6035891771316528,1.065767526626587,2.2066164016723633,1.1192272901535034,1.8065096139907837,2.345221996307373,0.5981569886207581,0.5198276042938232,0.5261287093162537
2016,1.0193438529968262,0.7751810550689697,0.9749911427497864,1.9124808311462402,1.4755470752716064,1.8580878973007202,2.1752023696899414,1.047688364982605,0.6582291722297668,0.40296465158462524
2017,1.1056020259857178,1.4598898887634277,1.3709704875946045,1.8576674461364746,1.5971401929855347,1.5391675233840942,1.6318093538284302,0.49372607469558716,1.028132677078247,0.7992256879806519
2018,1.0779563188552856,1.3249253034591675,0.8937541246414185,1.8927174806594849,1.4409340620040894,1.637572169303894,2.0147652626037598,0.9344594478607178,0.6116597652435303,0.45506566762924194
2019,1.1539554595947266,1.2619209289550781,0.8966416716575623,2.4137461185455322,1.7599982023239136,1.9526325464248657,2.013352870941162,0.7451512813568115,0.6292516589164734,0.45391419529914856
2020,1.0710835456848145,0.8861141800880432,0.6797118782997131,2.055338144302368,1.5246421098709106,1.8195931911468506,1.6356995105743408,0.7258748412132263,0.5612944960594177,0.5233003497123718
2021,0.7815818786621094,1.4857430458068848,1.080579400062561,2.2696001529693604,1.63424551486969,1.696489930152893,2.133335590362549,0.44122564792633057,0.6673740744590759,0.5932261347770691
2022,1.0257508754730225,1.265454888343811,0.7282931208610535,1.8622100353240967,1.295207142829895,1.3759400844573975,1.6966753005981445,1.7167365550994873,0.5730613470077515,0.8985106348991394
2023,0.6832818388938904,0.9145970940589905,0.6507331728935242,1.28584885597229,1.1577719449996948,1.7952724695205688,1.8808341026306152,1.3153594732284546,0.6672676205635071
