year,TB2BIL01_,TB2BIL02_,TB2BIL04_,TB2BIL06_,TB2BIL07_,TB2BIL10_,TB2BIL11_,TB2BIL13_,TB2BIL14_,TB2BIL16_
1870,0.13592563569545746,0.21649719774723053,0.14124929904937744,0.10333067178726196,0.7078814506530762,0.15390600264072418,0.20654752850532532,0.34488198161125183,0.1851176917552948,0.18755415081977844
1871,0.10866367071866989,0.2859663963317871,0.09949313849210739,0.08180949836969376,0.5636810064315796,0.18481631577014923,0.1654663383960724,0.2927601933479309,0.10657906532287598,0.13314253091812134
1872,0.15651221573352814,0.7706363797187805,0.14599303901195526,0.4347383379936218,0.49017074704170227,0.2065242975950241,0.36302003264427185,0.41912955045700073,0.2658599019050598,0.17266233265399933
1873,0.1849411129951477,0.45909538865089417,0.15294571220874786,0.32330188155174255,0.3856271505355835,0.30979031324386597,0.28477755188941956,0.2541699707508087,0.17336627840995789,0.13325335085391998
1874,0.26000139117240906,0.5725662708282471,0.21005727350711823,0.33136796951293945,0.5114601850509644,0.4430541396141052,0.1986379623413086,0.29045286774635315,0.3049734830856323,0.11460978537797928
1875,0.07926681637763977,0.2064599096775055,0.07608737796545029,0.09070650488138199,0.1818511188030243,0.15223851799964905,0.09115153551101685,0.12147592753171921,0.10281877964735031,0.05561290681362152
1876,0.19512073695659637,0.5918030142784119,0.23034174740314484,0.3169793486595154,0.422887921333313,0.3330206274986267,0.22420825064182281,0.32919740676879883,0.3479747474193573,0.19050469994544983
1877,0.10325877368450165,0.5761657357215881,0.19663821160793304,0.17471610009670258,0.4405874013900757,0.19889788329601288,0.1458957940340042,0.18449975550174713,0.22591613233089447,0.10822480916976929
1878,0.15271593630313873,0.4193892776966095,0.19209936261177063,0.171829491853714,0.2584672272205353,0.16650037467479706,0.1401132494211197,0.1330905705690384,0.15780344605445862,0.09688465297222137
1879,0.217829629778862,0.5043903589248657,0.18221810460090637,0.13693217933177948,0.3063172399997711,0.21030960977077484,0.21532724797725677,0.15402176976203918,0.1524289846420288,0.18499386310577393
1880,0.22145220637321472,0.9666933417320251,0.40086957812309265,0.3728960454463959,0.7287920117378235,0.3046388030052185,0.2300850749015808,0.2248477339744568,0.4799955189228058,0.32969871163368225
1881,0.2564736008644104,0.727628231048584,0.2395385503768921,0.1914466917514801,0.643842339515686,0.1367669552564621,0.18867012858390808,0.2471034824848175,0.13164812326431274,0.11031832545995712
1882,0.29852283000946045,0.7329168915748596,0.4595845639705658,0.5210952162742615,1.20140540599823,0.4974896013736725,0.44738754630088806,0.48505133390426636,0.5425861477851868,0.41184449195861816
1883,0.1302410513162613,0.16466432809829712,0.12221059203147888,0.09778337925672531,0.24623209238052368,0.2037096917629242,0.10225432366132736,0.24012084305286407,0.18763858079910278,0.09502137452363968
1884,0.1027039885520935,0.266266793012619,0.14122378826141357,0.1928027719259262,0.3306361734867096,0.2375759482383728,0.13626335561275482,0.2394207864999771,0.13869866728782654,0.1279021054506302
1885,0.09925337135791779,0.08956970274448395,0.06571093201637268,0.0881766825914383,0.18717774748802185,0.17675818502902985,0.13218237459659576,0.20379184186458588,0.080353282392025,0.10099376738071442
1886,0.055209774523973465,0.06338769197463989,0.06331510096788406,0.06275183707475662,0.12771925330162048,0.09688273817300797,0.0915975421667099,0.13228842616081238,0.05990206077694893,0.06601954251527786
1887,0.22217977046966553,0.2654738426208496,0.11396820843219757,0.1322338879108429,0.2193761169910431,0.32116320729255676,0.30590689182281494,0.3836526870727539,0.2322104573249817,0.0981251671910286
1888,0.11532405018806458,0.7887182831764221,0.17352084815502167,0.53510981798172,1.0994186401367188,0.20291054248809814,0.4148571491241455,0.6871873736381531,0.31772342324256897,0.19570524990558624
1889,0.375891774892807,0.3925473392009735,0.13876037299633026,0.2416159063577652,0.5348852872848511,0.2088792324066162,0.2703755497932434,0.25653550028800964,0.2862108647823334,0.13336186110973358
1890,0.09876729547977448,0.1435157209634781,0.10344724357128143,0.12955866754055023,0.1946132481098175,0.14133065938949585,0.15056398510932922,0.18548263609409332,0.06043810769915581,0.11322079598903656
1891,0.10963509231805801,0.2995331585407257,0.15234406292438507,0.4408140182495117,0.41187021136283875,0.16920891404151917,0.14634452760219574,0.1712404191493988,0.1438957005739212,0.18491806089878082
1892,0.07725142687559128,0.16006428003311157,0.08628162741661072,0.22233206033706665,0.210653617978096,0.09945154190063477,0.12730611860752106,0.1195298358798027,0.07248928397893906,0.09065663814544678
1893,0.10387697070837021,0.13244104385375977,0.11382373422384262,0.18798226118087769,0.20566120743751526,0.20133550465106964,0.17677122354507446,0.4090675115585327,0.16058243811130524,0.09537231177091599
1894,0.1648229956626892,0.38887640833854675,0.16682012379169464,0.6106582283973694,0.4595795273780823,0.28711211681365967,0.4213091731071472,0.5996947884559631,0.5594210624694824,0.1601637899875641
1895,0.21879325807094574,0.5601648688316345,0.24246186017990112,0.7648025155067444,0.5789937973022461,0.1336192488670349,0.44867396354675293,0.6257187724113464,0.22066953778266907,0.2512732446193695
1896,0.09826813638210297,0.09316135197877884,0.07477889209985733,0.1406279057264328,0.14370107650756836,0.11510343849658966,0.1434294879436493,0.2123153954744339,0.09910500794649124,0.08561307936906815
1897,0.2516137659549713,0.5372610688209534,0.19955013692378998,0.5317479372024536,0.8205589652061462,0.4107154905796051,0.38718006014823914,0.5135208368301392,0.30032119154930115,0.19967752695083618
1898,0.15133275091648102,0.4094359576702118,0.14934921264648438,0.2528561055660248,0.7730759382247925,0.24444086849689484,0.3197416067123413,0.4560402035713196,0.11818548291921616,0.14460618793964386
1899,0.10386060178279877,0.2924390733242035,0.17779381573200226,0.3299734592437744,0.30472198128700256,0.2141597867012024,0.3862963616847992,0.2733515501022339,0.18783847987651825,0.12474052608013153
1900,0.16026438772678375,0.23407147824764252,0.18957968056201935,0.5420286655426025,0.6399422883987427,0.34091916680336,0.4421371817588806,0.6195763349533081,0.2544644773006439,0.12332434952259064
1901,0.12064734101295471,0.19927053153514862,0.1598595231771469,0.25019922852516174,0.24510852992534637,0.21548332273960114,0.39796072244644165,0.2908622920513153,0.23717717826366425,0.10017485171556473
1902,0.24745570123195648,0.3505246639251709,0.25105905532836914,0.46946603059768677,0.6209248900413513,0.37221381068229675,0.26925230026245117,0.4681550860404968,0.35549548268318176,0.1514151245355606
1903,0.2647209167480469,0.24956084787845612,0.395530641078949,0.31390661001205444,0.3976430296897888,0.30397161841392517,0.3682484030723572,0.2905036509037018,0.4345310628414154,0.17655891180038452
1904,0.1505156010389328,0.32613569498062134,0.3084045350551605,0.3286489248275757,0.4422188997268677,0.20400595664978027,0.2683352530002594,0.21031932532787323,0.26759910583496094,0.2722397744655609
1905,0.0439869724214077,0.04155565798282623,0.055271491408348083,0.08742670714855194,0.05718709155917168,0.10494166612625122,0.07239508628845215,0.058735717087984085,0.05859765782952309,0.03806888312101364
1906,0.07104533910751343,0.06130823865532875,0.07831429690122604,0.12339949607849121,0.08490818738937378,0.11240308731794357,0.07992193102836609,0.08845233917236328,0.08577995747327805,0.049358442425727844
1907,0.15072688460350037,0.17177124321460724,0.42599689960479736,0.2069544643163681,0.2321355640888214,0.2517183721065521,0.19564874470233917,0.17575962841510773,0.2333821803331375,0.19369974732398987
1908,0.18645252287387848,0.09125907719135284,0.23256061971187592,0.2307455688714981,0.37407922744750977,0.339653879404068,0.3443920910358429,0.24599921703338623,0.1931764930486679,0.12183946371078491
1909,0.229596346616745,0.2412230521440506,0.1584848314523697,0.2225700467824936,0.2976124882698059,0.31036755442619324,0.23410175740718842,0.25066667795181274,0.38483667373657227,0.11181844770908356
1910,0.060978978872299194,0.04881579801440239,0.07251527160406113,0.11751824617385864,0.09988149255514145,0.11960969865322113,0.07418572902679443,0.08761340379714966,0.08214369416236877,0.05267643928527832
1911,0.15742886066436768,0.20003223419189453,0.26002976298332214,0.44291236996650696,0.609270453453064,0.24026088416576385,0.41536399722099304,0.3491861820220947,0.2710250914096832,0.33368974924087524
1912,0.23079043626785278,0.14942988753318787,0.357361763715744,0.50339275598526,0.6564027070999146,0.2412346750497818,0.5014216303825378,0.3763691484928131,0.3544020354747772,0.21448937058448792
1913,0.19987016916275024,0.265777051448822,0.37284815311431885,0.43483206629753113,0.7969055771827698,0.5157580375671387,0.516042947769165,0.32833996415138245,0.45270153880119324,0.1694943904876709
1914,0.16359475255012512,0.1292193979024887,0.37402471899986267,0.2304365634918213,0.9440773129463196,0.22812575101852417,0.3350275456905365,0.17782635986804962,0.2319498360157013,0.1717107892036438
1915,0.11779694259166718,0.14443039894104004,0.227197527885437,0.2067975252866745,0.2965265214443207,0.1252279430627823,0.12956248223781586,0.10916953533887863,0.24231019616127014,0.151778906583786
1916,0.1774217039346695,0.19090840220451355,0.3058808743953705,0.3025442957878113,0.6927076578140259,0.13881373405456543,0.32537996768951416,0.24735546112060547,0.44317999482154846,0.35565415024757385
1917,0.11968082189559937,0.2527233958244324,0.23294326663017273,0.22697466611862183,0.4676256477832794,0.11427374184131622,0.35573816299438477,0.16759003698825836,0.6353691220283508,0.257053405046463
1918,0.2057165652513504,0.196509450674057,0.273218035697937,0.2796514332294464,0.6388415694236755,0.19218826293945312,0.4785207509994507,0.28711023926734924,0.535565972328186,0.3209041357040405
1919,0.19989700615406036,0.22947221994400024,0.3171541690826416,0.18489308655261993,1.0213276147842407,0.42595911026000977,0.30028894543647766,0.23158983886241913,0.5834398865699768,0.1022808626294136
1920,0.08255667239427567,0.04437275975942612,0.07496882230043411,0.09465783089399338,0.09930643439292908,0.13004076480865479,0.05225703865289688,0.08792468905448914,0.07120239734649658,0.07278646528720856
1921,0.253568559885025,0.1391582041978836,0.26252245903015137,0.18534132838249207,0.6805799603462219,0.46045243740081787,0.4209316372871399,0.45906156301498413,0.4115974009037018,0.11324360966682434
1922,0.08743671327829361,0.05521823838353157,0.08600936084985733,0.10698813199996948,0.16430038213729858,0.15224044024944305,0.11191049963235855,0.08989614993333817,0.10163383930921555,0.10640087723731995
1923,0.2414095401763916,0.1320115476846695,0.2708085775375366,0.3803999423980713,1.000486969947815,0.2609730064868927,0.3406238257884979,0.3123960793018341,0.3969224989414215,0.2325744479894638
1924,0.13450442254543304,0.27184319496154785,0.17637605965137482,0.320073664188385,0.42605286836624146,0.14617910981178284,0.251595675945282,0.08586066961288452,0.1325974464416504,0.17050866782665253
1925,0.1411648690700531,0.17952434718608856,0.23879374563694,0.24238403141498566,0.7665871381759644,0.22821886837482452,0.21238480508327484,0.3081572353839874,0.18061262369155884,0.1717280000448227
1926,0.15492424368858337,0.23002131283283234,0.2433238923549652,0.1590680629014969,0.6641515493392944,0.2631816267967224,0.41820287704467773,0.21142277121543884,0.24142716825008392,0.21952851116657257
1927,0.14026930928230286,0.2303057610988617,0.30258288979530334,0.3043716847896576,0.7416573166847229,0.29196321964263916,0.2811807096004486,0.2058812826871872,0.32573240995407104,0.2967458665370941
1928,0.17665094137191772,0.2781509459018707,0.24074696004390717,0.2670099437236786,0.4531073570251465,0.2618160545825958,0.1943574845790863,0.21953289210796356,0.3242838382720947,0.1806650161743164
1929,0.2123112827539444,0.2588087022304535,0.18950800597667694,0.25488799810409546,0.8467792272567749,0.06487582623958588,0.42887941002845764,0.2883690297603607,0.7087547183036804,0.25216779112815857
1930,0.0676707774400711,0.2178047150373459,0.441831111907959,0.10324642807245255,0.2903631925582886,0.10825499147176743,0.09890646487474442,0.14667344093322754,0.26762697100639343,0.14696653187274933
1931,0.2551708221435547,0.2302691638469696,0.5797572135925293,0.11803389340639114,0.6846854090690613,0.07167752832174301,0.3518706262111664,0.35532116889953613,0.43355774879455566,0.22332514822483063
1932,0.1547555774450302,0.33929362893104553,0.494526207447052,0.15508484840393066,0.35800468921661377,0.07547271996736526,0.2970535159111023,0.3008204996585846,0.275288850069046,0.3126815855503082
1933,0.46282723546028137,0.44311362504959106,0.7607003450393677,0.19750964641571045,1.2715953588485718,0.05559910833835602,0.5877141952514648,0.5154285430908203,0.7201293110847473,0.42260023951530457
1934,0.38157522678375244,0.3658547103404999,0.7886372208595276,0.19080804288387299,0.9201862812042236,0.07493221759796143,0.47633108496665955,0.6638563871383667,1.0062954425811768,0.3716765344142914
1935,0.20985296368598938,0.22009120881557465,0.5768026113510132,0.09152304381132126,0.6213657855987549,0.07318001240491867,0.314441055059433,0.3556029498577118,0.4329003095626831,0.24342453479766846
1936,0.16665205359458923,0.12700322270393372,0.5696560144424438,0.1178378313779831,0.4535537362098694,0.1732793003320694,0.39821282029151917,0.05513507500290871,0.16781066358089447,0.13098818063735962
1937,0.37116894125938416,0.393740177154541,0.9328390955924988,0.10835347324609756,0.7923032641410828,0.14483118057250977,0.3536906838417053,0.4172171652317047,0.4166540801525116,0.34025970101356506
1938,0.5279707908630371,0.2799253761768341,0.44421085715293884,0.13024450838565826,0.6304448843002319,0.14655238389968872,0.35267022252082825,0.5981245636940002,0.6501457095146179,0.39409396052360535
1939,0.4106729030609131,0.7138205170631409,0.6277599334716797,0.20311559736728668,0.5832625031471252,0.14447619020938873,0.33106374740600586,0.9895182847976685,0.7923356294631958,0.46220651268959045
1940,0.3927505910396576,0.5883783102035522,0.6133649945259094,0.2401382476091385,0.5609341859817505,0.1029256209731102,0.36678287386894226,0.6829128265380859,0.6964866518974304,0.4647744596004486
1941,0.5973089337348938,0.29948821663856506,1.1295268535614014,0.10699056088924408,0.6320078372955322,0.21959634125232697,0.5168219208717346,0.7436544895172119,0.21737264096736908,0.30590859055519104
1942,0.21024855971336365,0.35499265789985657,0.35905855894088745,0.16349519789218903,0.41512197256088257,0.329181045293808,0.4417159855365753,0.2781682312488556,0.09535448998212814,0.23237599432468414
1943,0.2841283679008484,0.60222989320755,0.4912478029727936,0.11256249994039536,0.3525138795375824,0.3638429641723633,0.22951580584049225,0.4824497699737549,0.1247970387339592,0.288271963596344
1944,0.41028496623039246,0.568719208240509,0.5589272379875183,0.152120441198349,0.33066320419311523,0.3347095549106598,0.30851975083351135,0.6345823407173157,0.28029176592826843,0.28762373328208923
1945,0.2645745575428009,0.6007691621780396,0.3997017741203308,0.35741153359413147,0.28909358382225037,0.3905887305736542,0.23354876041412354,0.4326612949371338,0.22149208188056946,0.2751951217651367
1946,0.1629660278558731,0.15425147116184235,0.14697548747062683,0.39211001992225647,0.3724316656589508,0.36048826575279236,0.20129616558551788,0.30085238814353943,0.1936511993408203,0.18230433762073517
1947,0.1409752368927002,0.254616379737854,0.2798590362071991,0.3952861428260803,0.3156226575374603,0.2592526078224182,0.153922900557518,0.19589900970458984,0.15397578477859497,0.10886229574680328
1948,0.2330974042415619,0.1747206598520279,0.18893221020698547,0.23684842884540558,0.3010476529598236,0.1899331510066986,0.13115185499191284,0.18451924622058868,0.29255518317222595,0.08846988528966904
1949,0.21217143535614014,0.09435456246137619,0.13154859840869904,0.1788400560617447,0.23556581139564514,0.12108824402093887,0.14440402388572693,0.14144477248191833,0.3820483684539795,0.06309226155281067
1950,0.14526626467704773,0.08099126070737839,0.07203669100999832,0.1097688302397728,0.1867939978837967,0.20981428027153015,0.0962359681725502,0.24550895392894745,0.2808920443058014,0.06812668591737747
1951,0.33737713098526,0.418357789516449,0.238778755068779,0.4856851100921631,0.9043488502502441,0.4248347878456116,0.43181952834129333,0.7841455936431885,0.5939589142799377,0.31591901183128357
1952,0.21094128489494324,0.2407161146402359,0.6492292881011963,0.2969427704811096,0.8008642196655273,0.3160625696182251,0.6760349273681641,0.17749276757240295,0.32469698786735535,0.09696298092603683
1953,0.16639363765716553,0.4605824947357178,0.6730997562408447,0.3244004547595978,0.6623983979225159,0.23741179704666138,0.46933332085609436,0.21665392816066742,0.1882621794939041,0.09180635958909988
1954,0.12805120646953583,0.23716843128204346,0.13163314759731293,0.2131127417087555,0.3864431381225586,0.1489410549402237,0.18467533588409424,0.17980338633060455,0.27718397974967957,0.15395942330360413
1955,0.15922342240810394,0.22338101267814636,0.18122543394565582,0.32141348719596863,0.3244295120239258,0.27626803517341614,0.2538311779499054,0.22791804373264313,0.19132950901985168,0.2317596971988678
1956,0.2085312306880951,0.2624269723892212,0.322938472032547,0.4005275070667267,0.5203249454498291,0.3405298888683319,0.27824610471725464,0.21413421630859375,0.4953464865684509,0.22243911027908325
1957,0.12049440294504166,0.1436711996793747,0.09068752080202103,0.19170264899730682,0.2724578082561493,0.17023620009422302,0.16379307210445404,0.15165430307388306,0.41342318058013916,0.11319079995155334
1958,0.1423012614250183,0.3254978656768799,0.2901478707790375,0.5234494805335999,0.4516085386276245,0.3014563024044037,0.37716764211654663,0.2505250573158264,0.367838978767395,0.19386664032936096
1959,0.17341062426567078,0.31529948115348816,0.21550732851028442,0.43193718791007996,0.35912513732910156,0.26859384775161743,0.21725784242153168,0.33773207664489746,0.9232324361801147,0.142904132604599
1960,0.30803725123405457,0.34866249561309814,0.4007748067378998,0.2906930446624756,0.5430800318717957,0.3927241563796997,0.5485888719558716,0.26585853099823,0.2791652977466583,0.13745543360710144
1961,0.1702606976032257,0.2124376744031906,0.07680891454219818,0.27090445160865784,0.20583482086658478,0.472470760345459,0.34654825925827026,0.13046352565288544,0.1811019480228424,0.1039966270327568
1962,0.17974622547626495,0.2406778484582901,0.08064346760511398,0.36706510186195374,0.5065053105354309,0.21631042659282684,0.20143385231494904,0.47707992792129517,0.6191722750663757,0.09979021549224854
1963,0.17305879294872284,0.20265476405620575,0.14721031486988068,0.20568950474262238,0.4726063013076782,0.18923409283161163,0.24498972296714783,0.39589905738830566,0.48728853464126587,0.09554176032543182
1964,0.1812698096036911,0.3241579532623291,0.3049834966659546,0.5582294464111328,0.4852920472621918,0.23373495042324066,0.22147449851036072,0.4698609411716461,0.2744923532009125,0.2794637680053711
1965,0.11066282540559769,0.14037860929965973,0.09618961811065674,0.1490744948387146,0.24345161020755768,0.11816442012786865,0.17206192016601562,0.23069678246974945,0.31646621227264404,0.08567510545253754
1966,0.1847640722990036,0.28219684958457947,0.19308353960514069,0.39424076676368713,0.33305519819259644,0.2074417620897293,0.28493133187294006,0.3222741484642029,0.21342071890830994,0.19809284806251526
1967,0.21700553596019745,0.3831476867198944,0.2555193603038788,0.5672675967216492,0.37976980209350586,0.29808342456817627,0.24610956013202667,0.43074122071266174,0.2644900381565094,0.14769580960273743
1968,0.24723923206329346,1.1347196102142334,0.3755698502063751,0.5753020644187927,0.44870126247406006,0.27914685010910034,0.25848105549812317,0.48641878366470337,0.37874481081962585,0.35928860306739807
1969,0.25395146012306213,1.4575453996658325,0.6578881144523621,0.8023051023483276,0.6852916479110718,0.3689281642436981,0.41653627157211304,0.5405354499816895,0.5018673539161682,0.6484604477882385
1970,0.1348595768213272,0.2903895974159241,0.11956486850976944,0.2694101631641388,0.20215433835983276,0.09506236761808395,0.175198495388031,0.3068576753139496,0.4382406771183014,0.10472216457128525
1971,0.20022614300251007,1.0204066038131714,0.3006579279899597,0.6068956255912781,0.33386197686195374,0.4040791988372803,0.33674752712249756,0.2779991328716278,0.25484082102775574,0.3484068214893341
1972,0.19922690093517303,0.6218942999839783,0.2744215428829193,0.3569665253162384,0.43375399708747864,0.42945659160614014,0.43316450715065,0.37973859906196594,0.4995678961277008,0.22205054759979248
1973,0.15098027884960175,0.4010629653930664,0.3905157148838043,0.6057892441749573,0.3105679452419281,0.41033634543418884,0.2739374339580536,0.49549511075019836,0.38103413581848145,0.2322700470685959
1974,0.21035535633563995,0.267372190952301,0.7495392560958862,0.952379584312439,0.8107419610023499,0.3432314693927765,0.489007830619812,0.624031126499176,0.3339541256427765,0.40043744444847107
1975,0.08946149051189423,0.27315258979797363,0.25670191645622253,0.47046542167663574,0.3106616735458374,0.29768839478492737,0.271812379360199,0.27620890736579895,0.2736891508102417,0.14376167953014374
1976,0.11255770176649094,0.1549275815486908,0.16059185564517975,0.4031030237674713,0.21761272847652435,0.20241257548332214,0.20459286868572235,0.3265484571456909,0.2775588929653168,0.15392336249351501
1977,0.12330985069274902,0.11921022832393646,0.0795930027961731,0.450603187084198,0.4588318169116974,0.2466517686843872,0.24378976225852966,0.10229344666004181,0.1693689078092575,0.08149386197328568
1978,0.07343804836273193,0.2016759067773819,0.15803736448287964,0.37177929282188416,0.42146366834640503,0.3371119201183319,0.30659183859825134,0.3098858594894409,0.3067321479320526,0.3869193494319916
1979,0.09088572859764099,0.17108629643917084,0.14007095992565155,0.3251376748085022,0.3927265703678131,0.34701797366142273,0.2683182656764984,0.30362242460250854,0.1550549417734146,0.24941763281822205
1980,0.11437686532735825,0.3541460633277893,0.25216567516326904,0.37265709042549133,0.37848591804504395,0.33098500967025757,0.13256888091564178,0.3903656303882599,0.14902664721012115,0.193153977394104
1981,0.16492629051208496,0.15673522651195526,0.34185704588890076,0.38650888204574585,0.53788822889328,0.3446618914604187,0.37967637181282043,0.5250230431556702,0.06492850184440613,0.2606426775455475
1982,0.08264763653278351,0.07839469611644745,0.05633530765771866,0.15333929657936096,0.21907715499401093,0.4918108284473419,0.0538601391017437,0.12422027438879013,0.08838478475809097,0.08106247335672379
1983,0.16672171652317047,0.1940205991268158,0.31920579075813293,0.7241339087486267,0.7044957280158997,0.31674498319625854,0.33952343463897705,0.40346604585647583,0.3293267488479614,0.2396080493927002
1984,0.14474192261695862,0.08711617439985275,0.17690807580947876,0.2591898739337921,0.3258701264858246,0.32559219002723694,0.31667181849479675,0.16771620512008667,0.09224622696638107,0.2360595166683197
1985,0.2640220820903778,0.6257953643798828,0.34398844838142395,1.053709864616394,0.6938610672950745,0.5199283361434937,0.5871924757957458,0.35065504908561707,0.8540542721748352,0.7664803862571716
1986,0.1909978836774826,0.1238025650382042,0.09415247291326523,0.26987892389297485,0.29822829365730286,0.26524218916893005,0.4266822636127472,0.19886183738708496,0.41433462500572205,0.23850980401039124
1987,0.10601123422384262,0.22400756180286407,0.043315015733242035,0.22121986746788025,0.23267309367656708,0.39607274532318115,0.43826156854629517,0.15731842815876007,0.37971049547195435,0.15520267188549042
1988,0.14499786496162415,0.3930259048938751,0.1406204253435135,0.2910453975200653,0.44602498412132263,0.476876437664032,0.5068235397338867,0.1978895217180252,0.5267141461372375,0.30301591753959656
1989,0.13494209945201874,0.160577192902565,0.194539874792099,0.2595503330230713,0.3952310383319855,0.3456898331642151,0.46810585260391235,0.17281562089920044,0.3289257884025574,0.055915240198373795
1990,0.1068849042057991,0.0694829523563385,0.06616616249084473,0.1680910587310791,0.1196058839559555,0.39875128865242004,0.17426422238349915,0.10984013229608536,0.3316812217235565,0.09543833881616592
1991,0.17722952365875244,0.14377665519714355,0.12660285830497742,0.45209836959838867,0.318635493516922,0.39948973059654236,0.5298398733139038,0.1426626741886139,0.40752431750297546,0.2388940155506134
1992,0.10246007144451141,0.09298581629991531,0.06360523402690887,0.20166176557540894,0.1764845848083496,0.28111883997917175,0.6841769218444824,0.5170465707778931,0.37187039852142334,0.07575709372758865
1993,0.13224497437477112,0.16161642968654633,0.07962528616189957,0.24763290584087372,0.466715008020401,0.41138750314712524,0.572841227054596,0.21194376051425934,0.24162155389785767,0.06133411079645157
1994,0.10471846163272858,0.11383561044931412,0.06866455078125,0.19688238203525543,0.21989764273166656,0.4265812933444977,0.2562844157218933,0.1665840446949005,0.3155163526535034,0.07112764567136765
1995,0.11732446402311325,0.11621879786252975,0.0826684907078743,0.2322404682636261,0.24485379457473755,0.5461264252662659,0.44675126671791077,0.14970663189888,0.3371615707874298,0.08377719670534134
