year,cTSRBIL01_,cTSRBIL02_,cTSRBIL04_,cTSRBIL06_,cTSRBIL07_,cTSRBIL10_,cTSRBIL11_,cTSRBIL13_,cTSRBIL14_,cTSRBIL16_
1998,0.7240980863571167,0.9526124596595764,0.6941430568695068,0.9746394157409668,0.9353951215744019,1.2794482707977295,1.6834359169006348,0.8627183437347412,1.0712029933929443,0.657323956489563
1999,0.8327245712280273,0.8698610663414001,0.8506633639335632,1.3825312852859497,1.2588738203048706,1.2462689876556396,1.3360792398452759,0.8362237811088562,1.4967355728149414,0.7874050140380859
2000,0.9848117828369141,1.0929561853408813,1.0807121992111206,1.4719102382659912,1.3094578981399536,1.4754873514175415,1.9804803133010864,0.7869508266448975,2.0667648315429688,0.7821916341781616
2001,0.9781792163848877,1.2506319284439087,0.777570366859436,1.2840192317962646,0.9705733060836792,1.6989328861236572,1.860554814338684,1.0932129621505737,2.0687668323516846,0.7698429226875305
2002,0.8024322986602783,1.0465662479400635,0.7978706955909729,1.3624953031539917,0.9365038871765137,1.2984517812728882,1.4298324584960938,0.8929596543312073,1.6565325260162354,0.6889395713806152
2003,0.7662748694419861,1.0711547136306763,0.7761396765708923,1.3021482229232788,0.9612859487533569,1.5527842044830322,1.5149098634719849,0.7890808582305908,1.7167760133743286,0.6594751477241516
2004,0.9022992849349976,0.897836446762085,0.911959707736969,0.9355757236480713,1.1633813381195068,1.5084002017974854,1.5460968017578125,0.8419050574302673,1.4787203073501587,0.6127631664276123
2005,0.8742548823356628,1.2128156423568726,0.9341819286346436,1.8919821977615356,1.1079604625701904,1.5157784223556519,1.6219974756240845,0.617474377155304,1.2052308320999146,0.7809040546417236
2006,0.8006357550621033,0.7652655839920044,0.8622090220451355,1.1129599809646606,1.1836919784545898,1.221108317375183,1.3875914812088013,0.7927253842353821,1.5322996377944946,0.590034544467926
2007,0.9570801258087158,1.1258918046951294,0.8246338367462158,1.6445916891098022,1.0746148824691772,1.39579439163208,1.8130708932876587,0.8577507138252258,1.040825605392456,0.6505745053291321
2008,0.6436116099357605,0.7299337983131409,0.6907362937927246,1.1267001628875732,0.8519628643989563,1.165709137916565,1.069478154182434,0.8192539215087891,1.2251712083816528,0.6051768660545349
2009,0.718647837638855,0.9261111617088318,0.6453209519386292,1.0210336446762085,0.8528692722320557,1.450457215309143,1.5379284620285034,0.8454831838607788,1.047196626663208,0.570631206035614
2010,1.0362333059310913,0.955987274646759,0.8634031414985657,1.5794850587844849,1.1643251180648804,1.5553416013717651,1.977653980255127,0.7721719741821289,0.820120096206665,0.5974009037017822
2011,0.9870677590370178,0.7019829154014587,0.8068390488624573,1.3255068063735962,1.2941126823425293,1.3264487981796265,1.8625001907348633,0.637322723865509,0.9322050213813782,0.5951849818229675
2012,0.9906282424926758,0.7727465033531189,0.6543962955474854,1.2108869552612305,0.9177000522613525,1.1510519981384277,1.1842652559280396,0.7241678237915039,0.6177650690078735,0.5231294631958008
2013,0.7239487767219543,0.7678481936454773,0.617297887802124,0.8443239331245422,1.0448119640350342,1.2720106840133667,0.765160858631134,0.6177133917808533,0.742119312286377,0.6862618327140808
2014,1.1014670133590698,0.9850103259086609,0.6371150016784668,1.382114052772522,1.0422297716140747,1.2862123250961304,1.5213069915771484,1.4335918426513672,0.5562213063240051,0.5805217623710632
2015,1.122085690498352,1.0017051696777344,0.7793020009994507,1.6435788869857788,1.0636221170425415,1.3236554861068726,1.6905372142791748,0.671524167060852,0.5505108833312988,0.5092906355857849
2016,0.9148589372634888,0.6181745529174805,0.7727164626121521,1.3457289934158325,1.2393255233764648,1.4186030626296997,1.663125991821289,0.7453837394714355,0.6459220051765442,0.41036224365234375
2017,0.9548638463020325,1.0581861734390259,1.0532194375991821,1.5770889520645142,1.445639967918396,1.2439194917678833,1.3264163732528687,0.5458167195320129,0.9989038109779358,0.6880468726158142
2018,0.9170730710029602,0.9077108502388,0.7651124596595764,1.5089746713638306,1.297952651977539,1.2909696102142334,1.4968816041946411,0.6624646782875061,0.6273225545883179,0.4661119282245636
2019,1.0079022645950317,0.8805297613143921,0.7775649428367615,1.7288788557052612,1.405786156654358,1.4734324216842651,1.6370292901992798,0.6282429099082947,0.6320042014122009,0.4749990999698639
2020,0.9180220365524292,0.6573663949966431,0.6351511478424072,1.4100881814956665,1.169848918914795,1.3048155307769775,1.2593704462051392,0.669781506061554,0.5526981353759766,0.5441000461578369
2021,0.743362307548523,1.0058329105377197,0.8693459630012512,1.4793897867202759,1.296073079109192,1.2991077899932861,1.6945164203643799,0.5711573362350464,0.6777108311653137,0.5888450145721436
2022,0.9197091460227966,0.9481186866760254,0.6458204984664917,1.2700138092041016,1.0279490947723389,1.087630271911621,1.2992713451385498,1.1600677967071533,0.6111777424812317,0.717751681804657
2023,0.6696707606315613,0.6999194025993347,0.5334326028823853,0.8558816909790039,0.9298194050788879,1.2175301313400269,1.3177546262741089,0.9469195604324341,0.6829331517219543
