year,cTSRBIL01_,cTSRBIL02_,cTSRBIL04_,cTSRBIL06_,cTSRBIL07_,cTSRBIL10_,cTSRBIL11_,cTSRBIL13_,cTSRBIL14_,cTSRBIL16_
1861,0.5653369426727295,0.5385533571243286,0.6234153509140015,0.5673294067382812,1.0567033290863037,0,0.5829814672470093,0.6313736438751221,0.6249322295188904,0.6585667729377747
1862,0.8888970613479614,0.884018063545227,0.9879769682884216,0.9570915102958679,1.317132830619812,0,0.9880437254905701,0.9860172867774963,0.9161155223846436,0.8482451438903809
1863,0.6185746192932129,0.7663761377334595,0.6600508689880371,0.5762439966201782,0.9680687785148621,0,0.6403399109840393,0.689323365688324,0.777495265007019,0.6321127414703369
1864,0.7717467546463013,0.7724641561508179,0.7359097599983215,0.9947079420089722,0.6781442165374756,0,1.0752248764038086,0.6324235796928406,0.822162389755249,0.6986745595932007
1865,0.8572021126747131,1.0858088731765747,0.8416390419006348,0.9524340629577637,1.6372759342193604,0.9911710023880005,0.9756752252578735,1.6158562898635864,1.5706778764724731,0.8037559390068054
1866,0.9909119606018066,0.8032690286636353,0.9190502762794495,0.8456928133964539,1.8113492727279663,0.7385997772216797,1.0757665634155273,1.856856346130371,1.170819878578186,0.9085790514945984
1867,0.892734169960022,0.9069082736968994,0.9251247644424438,0.9534844160079956,2.4603326320648193,0.7090073823928833,1.2548298835754395,1.7652809619903564,0.90533846616745,1.0497585535049438
1868,1.0371531248092651,0.8351563811302185,0.8439731597900391,0.6221742033958435,1.5761970281600952,0.6665341258049011,1.1661959886550903,1.4319987297058105,0.843502402305603,0.850462019443512
1869,0.8450421690940857,1.044535517692566,0.797877848148346,0.6549198031425476,1.7130355834960938,0.6976610422134399,0.929269552230835,1.3333746194839478,0.8551598787307739,0.8954581618309021
1870,0.7457606196403503,0.869663655757904,0.8001717925071716,0.6412543654441833,1.630391240119934,0.78926682472229,1.0451536178588867,1.232431411743164,0.847138524055481,0.8376127481460571
1871,0.7000072598457336,1.131407380104065,0.7611616849899292,0.5951854586601257,1.4755607843399048,0.7836921215057373,0.9179436564445496,1.1658719778060913,0.690818190574646,0.7559971809387207
1872,0.8806828260421753,1.7041374444961548,0.8370542526245117,1.289656639099121,1.5925780534744263,0.9174280166625977,1.28902268409729,1.3629779815673828,1.0447933673858643,0.8402923345565796
1873,0.8994953632354736,1.3599822521209717,0.8305664658546448,1.1125892400741577,1.3192307949066162,1.0449048280715942,1.1091961860656738,1.0644071102142334,0.9245615005493164,0.7856006622314453
1874,1.0586295127868652,1.6261731386184692,1.0276410579681396,1.316737413406372,1.6002380847930908,1.3610589504241943,0.9894133806228638,1.1452267169952393,1.1521239280700684,0.7735617756843567
1875,0.6528686285018921,1.0621651411056519,0.6607890725135803,0.6993038654327393,1.004149317741394,0.9363340139389038,0.7088685035705566,0.7978236675262451,0.7484523057937622,0.5783394575119019
1876,0.8779473900794983,1.449735164642334,0.9078174829483032,1.1415351629257202,1.3377258777618408,1.1300112009048462,0.9164939522743225,1.0689278841018677,1.0802088975906372,0.9141760468482971
1877,0.6849883794784546,1.334456205368042,0.8625469207763672,0.853401243686676,1.3706220388412476,0.9083912968635559,0.8872488737106323,0.8981539607048035,0.8746799826622009,0.7055927515029907
1878,0.8420237898826599,1.4504239559173584,0.886884331703186,0.9408833384513855,1.1137672662734985,0.9025730490684509,0.8961114287376404,0.8162441849708557,0.7872918248176575,0.7363367676734924
1879,1.0512396097183228,1.518362045288086,0.940251350402832,0.8407226204872131,1.3292012214660645,0.9828448295593262,1.0292704105377197,0.8689679503440857,0.8108147382736206,0.9484112858772278
1880,0.864966869354248,1.8470916748046875,1.1619495153427124,1.1851738691329956,1.6591706275939941,1.1118563413619995,1.009702205657959,0.9577353000640869,1.2894911766052246,1.0813674926757812
1881,1.150105357170105,1.6869899034500122,0.8885515332221985,0.9283394813537598,1.6988400220870972,0.7676239013671875,0.9218794107437134,0.9820572137832642,0.6745392680168152,0.6767627596855164
1882,1.0557066202163696,1.774399757385254,1.2518123388290405,1.5502488613128662,2.2685344219207764,1.368916630744934,1.4262933731079102,1.4252886772155762,1.399848461151123,1.2815444469451904
1883,0.8644160032272339,0.9639866352081299,0.8441014289855957,0.7142292857170105,1.195918321609497,1.0140031576156616,0.7776873707771301,1.0623730421066284,0.9636824727058411,0.731508195400238
1884,0.7124643325805664,1.1646333932876587,0.7695587873458862,0.9258226752281189,1.2583986520767212,1.0610463619232178,0.8507691621780396,1.038273811340332,0.7316672801971436,0.8053638339042664
1885,0.7191503643989563,0.66622394323349,0.6043015122413635,0.6845942735671997,0.9812079668045044,0.9718496203422546,0.8449670076370239,0.9788197875022888,0.6551473736763,0.7240656614303589
1886,0.5786710381507874,0.6469916105270386,0.6352269649505615,0.6258776783943176,0.8620615005493164,0.7408710718154907,0.7223954796791077,0.8361079096794128,0.6087618470191956,0.6076667904853821
1887,0.9919757843017578,1.1983165740966797,0.8211889266967773,0.820225179195404,1.1341187953948975,1.1603206396102905,1.220022201538086,1.3286961317062378,0.9568864703178406,0.7559418082237244
1888,0.646797239780426,1.8496440649032593,0.8214744329452515,1.43260657787323,2.0078158378601074,0.8559731245040894,1.2115886211395264,1.5747408866882324,0.8697850108146667,0.814379096031189
1889,1.3674037456512451,1.3269823789596558,0.7899719476699829,1.0372167825698853,1.6701891422271729,0.9230190515518188,1.079134225845337,1.0641026496887207,0.8957011699676514,0.776508629322052
1890,0.781053364276886,0.9889914989471436,0.7762402296066284,0.9067350029945374,1.0960042476654053,0.8919397592544556,1.001172661781311,0.9879751205444336,0.5601460337638855,0.7884352803230286
1891,0.6720930933952332,1.2680225372314453,0.7857806086540222,1.3125039339065552,1.358121633529663,0.9149395823478699,0.8424132466316223,0.9174990653991699,0.7245387434959412,0.8584057688713074
1892,0.682372510433197,1.0584896802902222,0.6687105298042297,1.03696870803833,1.046747088432312,0.7454379796981812,0.8757962584495544,0.7930957078933716,0.5212666988372803,0.6882017850875854
1893,0.7359299659729004,0.9936648011207581,0.7927126288414001,1.0211502313613892,1.0367108583450317,1.0719494819641113,0.98927903175354,1.3686020374298096,0.7986264824867249,0.7766873240470886
1894,0.8126700520515442,1.4458719491958618,0.8700454235076904,1.5530575513839722,1.3970867395401,1.1259822845458984,1.2450660467147827,1.5079576969146729,1.6724853515625,0.7566741108894348
1895,1.0493816137313843,1.7243844270706177,0.9805704355239868,1.6620879173278809,1.7251657247543335,0.8583207130432129,1.4013407230377197,1.6370152235031128,0.9060729146003723,0.9554742574691772
1896,0.7759515643119812,0.768314778804779,0.7086214423179626,0.8723700642585754,0.9188403487205505,0.8585727214813232,0.9430760145187378,1.0714484453201294,0.7686389088630676,0.7017521262168884
1897,0.9879233241081238,1.5613917112350464,0.8164121508598328,1.361768364906311,1.7522900104522705,1.2560060024261475,1.1704424619674683,1.6038485765457153,1.0171200037002563,0.8069625496864319
1898,0.7793661952018738,1.419212818145752,0.7672960758209229,0.9751426577568054,1.8628123998641968,1.0218496322631836,1.0887701511383057,1.4257416725158691,0.6537662148475647,0.7337383031845093
1899,0.7881835103034973,1.3414192199707031,0.8642055988311768,1.4233406782150269,1.3306376934051514,1.1131969690322876,1.3595269918441772,1.2304494380950928,0.8343989253044128,0.7219140529632568
1900,0.8572545051574707,1.106081485748291,0.8174798488616943,1.3255257606506348,1.8323711156845093,1.1819511651992798,1.357534646987915,1.5852222442626953,0.9920238256454468,0.7356957197189331
1901,0.7408012747764587,0.9753856658935547,0.8285461664199829,1.1378270387649536,1.1305967569351196,0.9913198351860046,1.2622240781784058,1.1366651058197021,1.01544988155365,0.6985685229301453
1902,0.9350296258926392,1.0429025888442993,0.8937210440635681,1.285593032836914,1.641693115234375,1.2233507633209229,0.9621339440345764,1.3961341381072998,1.138163685798645,0.7727970480918884
1903,1.0226742029190063,0.9557915329933167,1.3094234466552734,1.185716986656189,1.4010028839111328,1.1947699785232544,1.0744380950927734,1.1368695497512817,1.3134377002716064,0.9471767544746399
1904,0.7892253994941711,1.137832760810852,0.9582250714302063,1.1294547319412231,1.507336139678955,0.9157673120498657,0.8764786720275879,0.9188907742500305,0.9553519487380981,0.8841571807861328
1905,0.547968864440918,0.5768446326255798,0.5946144461631775,0.7424713373184204,0.6340804100036621,0.8593722581863403,0.7162311673164368,0.6054625511169434,0.6256046891212463,0.4940459132194519
1906,0.6447718143463135,0.6624213457107544,0.7261373996734619,0.8377894759178162,0.7641328573226929,0.7613295316696167,0.6732529997825623,0.7441050410270691,0.6410996913909912,0.5788975358009338
1907,0.7977466583251953,0.8226764798164368,1.2565977573394775,0.995913565158844,1.1095526218414307,0.9992777109146118,0.85521000623703,0.9087979197502136,0.8341572284698486,0.8853261470794678
1908,0.9642091989517212,0.7444937229156494,1.053356409072876,1.0661243200302124,1.5022045373916626,1.2528090476989746,1.2975316047668457,1.0194928646087646,0.9791603684425354,0.8366227149963379
1909,1.004018783569336,1.1612393856048584,0.9762048721313477,1.2456821203231812,1.401126503944397,1.139966607093811,0.9456440210342407,1.1168911457061768,1.2712879180908203,0.8447224497795105
1910,0.5877786874771118,0.5822805166244507,0.6318646669387817,0.9161804914474487,0.7868801355361938,0.8076117038726807,0.6862214803695679,0.7284587621688843,0.7137479186058044,0.5378836393356323
1911,0.7725605964660645,0.9691310524940491,0.9898809790611267,1.218873381614685,1.6448160409927368,0.9594002962112427,1.07864511013031,1.1578956842422485,0.979132890701294,1.2634059190750122
1912,0.9224372506141663,0.8492388129234314,1.0585912466049194,1.3461158275604248,1.6881530284881592,1.009965181350708,1.2483079433441162,1.1846191883087158,1.1458709239959717,0.9226222634315491
1913,1.0398609638214111,1.1224223375320435,1.3284956216812134,1.501631736755371,1.9035426378250122,1.4517621994018555,1.5327732563018799,1.3189643621444702,1.2885286808013916,0.9862493276596069
1914,0.7856371402740479,0.8167158961296082,1.2403854131698608,0.9228041172027588,1.6737810373306274,0.9567000865936279,1.0587528944015503,0.9004877805709839,1.0658026933670044,1.0666965246200562
1915,0.7813809514045715,0.743965744972229,0.9678141474723816,1.020198941230774,1.1997908353805542,0.6937988996505737,0.7659226655960083,0.786548376083374,0.9283696413040161,0.9064757227897644
1916,0.8697171807289124,0.9478183388710022,1.0037133693695068,1.0920144319534302,1.7052451372146606,0.7087637186050415,1.185313105583191,1.0067986249923706,1.2568892240524292,1.3100690841674805
1917,0.7751749753952026,1.0763545036315918,1.0319592952728271,1.0425419807434082,1.3531265258789062,0.6081501245498657,1.34945547580719,0.9095996618270874,1.7352399826049805,1.2049180269241333
1918,0.9139932990074158,0.9776308536529541,0.9969199895858765,0.9812493920326233,1.750479817390442,0.8487926125526428,1.5053750276565552,1.0403835773468018,1.3536368608474731,1.2270771265029907
1919,0.9505184888839722,0.8996220231056213,1.1070985794067383,0.9227145314216614,2.1862454414367676,1.2080256938934326,1.1934922933578491,1.0966562032699585,1.4259892702102661,0.8906140923500061
1920,0.6517219543457031,0.5252945423126221,0.6487650275230408,0.7355676889419556,0.763626754283905,0.9056023359298706,0.5688178539276123,0.6845084428787231,0.6297515630722046,0.6093431115150452
1921,1.0819218158721924,0.8569259643554688,1.2168314456939697,1.0980963706970215,1.9017668962478638,1.2624707221984863,1.511460542678833,1.6164690256118774,1.3988887071609497,0.9015617966651917
1922,0.6461607813835144,0.6130177974700928,0.7293513417243958,0.7431277632713318,0.9694457650184631,0.8888218402862549,0.7546601891517639,0.6945768594741821,0.7272979617118835,0.7647258043289185
1923,0.9979799389839172,0.7406293153762817,0.971382200717926,1.0680252313613892,2.0344223976135254,0.9834986925125122,1.2753697633743286,1.106033444404602,1.1246446371078491,1.065833568572998
1924,0.8127322793006897,0.8209149241447449,0.8021200895309448,1.0945414304733276,1.2069404125213623,0.8634898066520691,1.0819696187973022,0.6639144420623779,0.7434147000312805,0.8688379526138306
1925,0.8143364787101746,1.090657114982605,0.9479134678840637,0.9017235040664673,1.563126802444458,0.9650642275810242,1.0781147480010986,0.9672760367393494,0.7756162881851196,0.9260555505752563
1926,0.8016785979270935,1.0026156902313232,0.8603382706642151,0.791743278503418,1.5832232236862183,1.0849441289901733,1.3072532415390015,1.0107338428497314,0.9876457452774048,1.0208306312561035
1927,0.7973930239677429,1.049275517463684,1.0615708827972412,1.1481223106384277,1.6038649082183838,1.0469342470169067,1.277640700340271,0.993135392665863,1.0502798557281494,1.1812713146209717
1928,0.86934894323349,1.0434478521347046,1.0782406330108643,1.0485717058181763,1.365427017211914,1.149203896522522,1.1030915975570679,1.0052828788757324,1.2512199878692627,1.0274320840835571
1929,0.9138408303260803,1.101293683052063,0.7892526984214783,0.849372923374176,1.7521438598632812,0.5408540368080139,1.4271163940429688,1.0805797576904297,1.5747873783111572,1.0952346324920654
1930,0.6108761429786682,0.9821640253067017,1.1968181133270264,0.6481389999389648,1.1279534101486206,0.6044160723686218,0.7901306748390198,0.7690200209617615,1.002445936203003,0.9630703926086426
1931,0.9773890972137451,1.1360292434692383,1.6776279211044312,0.6634029746055603,1.702463150024414,0.5170071125030518,1.3330280780792236,1.203574299812317,1.2000439167022705,1.0627312660217285
1932,0.7875378131866455,0.9471472501754761,1.4013749361038208,0.7426701188087463,1.1193959712982178,0.5243675708770752,1.1312077045440674,1.0650932788848877,0.9723484516143799,0.9640992283821106
1933,1.3327853679656982,1.5035139322280884,1.7545396089553833,0.7932927012443542,2.132192373275757,0.466569721698761,1.5869057178497314,1.4245994091033936,1.61744225025177,1.2074551582336426
1934,1.300952672958374,1.4700000286102295,1.9408904314041138,0.8633518218994141,2.1476075649261475,0.523584246635437,1.5123794078826904,1.6791504621505737,1.8910768032073975,1.3651858568191528
1935,0.9224032759666443,1.0952476263046265,1.5396672487258911,0.6211471557617188,1.519354224205017,0.47863295674324036,1.2124924659729004,1.0631980895996094,1.1441253423690796,1.048818826675415
1936,0.8590120077133179,0.7576091885566711,1.3059027194976807,0.7571199536323547,1.307250738143921,0.6868306994438171,1.1961631774902344,0.6155569553375244,0.8001863360404968,0.8131089806556702
1937,1.155375599861145,1.2137386798858643,1.8569327592849731,0.6061893701553345,1.772060513496399,0.6279439330101013,1.3862767219543457,1.2839330434799194,1.0474305152893066,1.0293142795562744
1938,1.3471052646636963,1.2664422988891602,1.5146750211715698,0.7113428115844727,1.7788292169570923,0.6632155776023865,1.362148404121399,1.6366827487945557,1.5012401342391968,1.300494909286499
1939,1.212721824645996,1.808314561843872,1.5272250175476074,0.7783458828926086,1.504005789756775,0.7477887868881226,1.2411413192749023,2.0602455139160156,1.601131558418274,1.2588586807250977
1940,1.1838551759719849,1.39732027053833,1.4786550998687744,0.7897432446479797,1.501081109046936,0.6657050848007202,1.3672338724136353,1.626238465309143,1.4418302774429321,1.2634408473968506
1941,1.4204044342041016,0.978401780128479,2.026111602783203,0.5912988185882568,1.564467191696167,0.9196422100067139,1.5334527492523193,1.6113799810409546,0.7425426840782166,0.9430555701255798
1942,0.978308916091919,1.117476224899292,1.0893534421920776,0.736899197101593,1.3377128839492798,1.1715832948684692,1.3173350095748901,1.059855341911316,0.6558116674423218,0.8512973785400391
1943,1.0773299932479858,1.568092703819275,1.437303900718689,0.5908905863761902,1.1958082914352417,1.2494529485702515,1.0657685995101929,1.421034574508667,0.6219289302825928,1.0913927555084229
1944,1.226128339767456,1.3230159282684326,1.3655585050582886,0.8234142661094666,1.0022563934326172,1.1669318675994873,1.1249109506607056,1.5341264009475708,0.9173551797866821,0.9788024425506592
1945,1.112640142440796,1.617084264755249,1.4237576723098755,1.772441029548645,1.0091010332107544,1.2926863431930542,1.1264744997024536,1.4755048751831055,0.9055255055427551,1.0277390480041504
1946,0.903407633304596,0.716046929359436,0.9539493322372437,1.4444586038589478,1.2933681011199951,1.2511886358261108,1.0241992473602295,1.2544223070144653,0.9124608039855957,0.8975657820701599
1947,0.8374021649360657,0.975676953792572,1.0827370882034302,1.3367208242416382,1.1686547994613647,1.0838021039962769,0.8996444940567017,0.9669361114501953,0.7736749649047852,0.7432140707969666
1948,0.9832185506820679,0.8426284193992615,0.9538717269897461,1.0441843271255493,1.1179627180099487,0.9265878796577454,0.8662424087524414,0.8915335536003113,1.0214616060256958,0.6895836591720581
1949,0.9680628180503845,0.7259976267814636,0.8305416703224182,1.0203825235366821,1.066030502319336,0.8176289796829224,0.9160706400871277,0.8832751512527466,1.332478404045105,0.6090789437294006
1950,0.8908566832542419,0.7697364091873169,0.7457737922668457,0.9128192067146301,1.1827560663223267,1.0608948469161987,0.8538511395454407,1.0371586084365845,1.1944687366485596,0.7172451615333557
1951,1.1251890659332275,1.4419480562210083,1.1458979845046997,1.4977980852127075,1.9557788372039795,1.3696807622909546,1.3780025243759155,1.8529993295669556,1.4612840414047241,1.2240091562271118
1952,0.7866672277450562,0.943726122379303,1.524405837059021,0.9587864875793457,1.6250450611114502,1.077831745147705,1.6218421459197998,0.8258972764015198,1.0003806352615356,0.5895723104476929
1953,0.780231237411499,1.162845492362976,1.2521289587020874,0.8990253806114197,1.4467852115631104,0.979234516620636,1.3201225996017456,0.8437713980674744,0.926795244216919,0.5539746880531311
1954,0.8453441858291626,1.1946362257003784,0.8867732882499695,1.1711324453353882,1.3805797100067139,0.8681812286376953,1.0762628316879272,0.9054340124130249,1.141474962234497,0.9837755560874939
1955,0.8650939464569092,1.21384596824646,1.0444626808166504,1.1812150478363037,1.3028149604797363,1.0896812677383423,1.153624176979065,1.017043113708496,0.9709565043449402,1.0839983224868774
1956,0.8966177105903625,1.1723085641860962,1.1344846487045288,1.249035358428955,1.4691832065582275,1.210971474647522,1.175186038017273,0.9520835280418396,1.448612928390503,0.984875500202179
1957,0.7703261971473694,1.0586966276168823,0.6680670380592346,0.9635542035102844,1.1471651792526245,0.9836987257003784,0.9121161699295044,0.8255412578582764,1.2846018075942993,0.7940340638160706
1958,0.7659639120101929,1.2501728534698486,1.128948450088501,1.3812696933746338,1.3381166458129883,1.1549694538116455,1.3265795707702637,0.9637965559959412,1.069800853729248,0.9734540581703186
1959,0.813565194606781,1.16611909866333,1.0934691429138184,1.2596893310546875,1.2112360000610352,1.1814959049224854,1.1072263717651367,1.1969993114471436,1.9150211811065674,0.8378158211708069
1960,0.9495788812637329,1.0112265348434448,1.160376787185669,0.886597752571106,1.4080802202224731,1.1348809003829956,1.5417429208755493,0.932031512260437,0.948102593421936,0.6561347842216492
1961,0.8989746570587158,1.1974577903747559,0.7509216070175171,1.0860354900360107,1.0777757167816162,1.422411561012268,1.3787813186645508,0.8306705355644226,0.9565282464027405,0.8052738308906555
1962,0.9143540263175964,1.15592622756958,0.821943998336792,1.3631110191345215,1.5217970609664917,1.0972810983657837,1.0526167154312134,1.4592046737670898,1.7619613409042358,0.8410375714302063
1963,0.9273542761802673,1.2021571397781372,1.0272064208984375,1.0440571308135986,1.4134305715560913,1.0234440565109253,1.1167880296707153,1.2802624702453613,1.5451478958129883,0.7843179702758789
1964,0.885715663433075,1.457181453704834,1.135247826576233,1.3496721982955933,1.4951869249343872,1.0364819765090942,0.964532732963562,1.3582570552825928,0.9631763100624084,1.166165828704834
1965,0.7550488114356995,0.922119140625,0.7181834578514099,0.9029333591461182,1.0352740287780762,0.8060224056243896,0.9667513370513916,1.056557059288025,1.2620030641555786,0.7484281659126282
1966,0.9525554180145264,1.3731616735458374,1.0902745723724365,1.3817496299743652,1.2969064712524414,1.0763063430786133,1.2213413715362549,1.2227203845977783,0.9554810523986816,1.0718212127685547
1967,1.0120446681976318,1.4353548288345337,1.1891415119171143,1.5041966438293457,1.3906350135803223,1.2884587049484253,1.2117102146148682,1.37906014919281,1.107458472251892,0.9892227649688721
1968,1.0255391597747803,2.106729507446289,1.2533091306686401,1.4674630165100098,1.3675442934036255,1.1329431533813477,1.1391490697860718,1.3661211729049683,1.1392097473144531,1.1319295167922974
1969,0.9554536938667297,2.472792625427246,1.715255618095398,1.5567861795425415,1.6715104579925537,1.1761068105697632,1.4982256889343262,1.3930375576019287,1.3389352560043335,1.7074964046478271
1970,0.7757057547569275,1.2383830547332764,0.801577627658844,1.074010968208313,0.9497967958450317,0.6540806889533997,0.9510148167610168,1.1509547233581543,1.3714741468429565,0.7812870144844055
1971,0.915866494178772,2.2712104320526123,1.2717535495758057,1.3932833671569824,1.210737943649292,1.1480165719985962,1.3043875694274902,1.0707002878189087,0.9252652525901794,1.353403091430664
1972,1.0046223402023315,1.7728904485702515,1.2415876388549805,1.2771977186203003,1.3202701807022095,1.2546604871749878,1.4716626405715942,1.2528960704803467,1.3261351585388184,1.0630885362625122
1973,0.918018639087677,1.3879103660583496,1.4528050422668457,1.7668308019638062,1.2394130229949951,1.2162989377975464,1.1883405447006226,1.5045137405395508,1.2309010028839111,1.0811532735824585
1974,0.9359706044197083,0.9602407813072205,1.6563001871109009,1.7697465419769287,1.791919231414795,1.3272663354873657,1.3754572868347168,1.5753179788589478,1.0475666522979736,1.2005022764205933
1975,0.681760847568512,1.1631441116333008,1.079917073249817,1.5522488355636597,1.157313585281372,1.135290503501892,1.3019790649414062,1.1188358068466187,0.9562814235687256,0.8774778842926025
1976,0.7170965671539307,1.129672646522522,0.9057640433311462,1.4562002420425415,0.960762619972229,0.9807642698287964,1.021294116973877,1.2184728384017944,1.0941624641418457,0.8991581201553345
1977,0.7198562026023865,0.7573207020759583,0.6603413820266724,1.312760591506958,1.1103901863098145,1.0936776399612427,1.035468339920044,0.7005598545074463,0.6751741766929626,0.5669247508049011
1978,0.6969665288925171,1.290717601776123,1.0111573934555054,1.4753475189208984,1.2188385725021362,1.2211880683898926,1.2832280397415161,1.1667855978012085,1.0016838312149048,1.3411470651626587
1979,0.716884195804596,1.0378055572509766,0.9176591038703918,1.1357513666152954,1.2436649799346924,1.226237177848816,1.1586753129959106,1.1312960386276245,0.7284577488899231,1.1589446067810059
1980,0.7822083234786987,1.4903621673583984,1.237465262413025,1.3078778982162476,1.2426245212554932,1.1805576086044312,0.6904125809669495,1.3029438257217407,0.7283671498298645,0.9802359342575073
1981,0.9315442442893982,1.2205040454864502,1.3901782035827637,1.1817097663879395,1.5746010541915894,1.4229187965393066,1.032476544380188,1.4174821376800537,0.5471885800361633,1.192858338356018
1982,0.7498982548713684,0.824085533618927,0.6395818591117859,0.8634629249572754,1.03236985206604,1.4029548168182373,0.4999862611293793,0.7511502504348755,0.5809840559959412,0.7937214970588684
1983,0.8907378911972046,1.0221457481384277,1.2586792707443237,1.9725786447525024,1.6284198760986328,1.271152138710022,1.0824912786483765,1.346391201019287,1.0176922082901,1.0040346384048462
1984,0.8298966288566589,0.6460323333740234,1.0038743019104004,1.1070952415466309,1.148821473121643,1.1774098873138428,1.079092264175415,0.9742175340652466,0.6286888718605042,0.9913145899772644
1985,0.9464133977890015,1.8916816711425781,1.284658432006836,2.1965560913085938,1.5588059425354004,1.6215144395828247,1.6018577814102173,1.2362982034683228,1.913800597190857,1.8156635761260986
1986,0.9461386799812317,1.0343072414398193,0.7546511888504028,1.3000037670135498,1.2069125175476074,1.1719722747802734,1.383468747138977,1.0863157510757446,1.5193604230880737,1.016378402709961
1987,0.7408382296562195,1.2587379217147827,0.5750938653945923,1.2621194124221802,1.0121523141860962,1.3972203731536865,1.366555094718933,0.910794734954834,1.2624213695526123,0.9991109371185303
1988,0.7501036524772644,1.5020121335983276,0.8415782451629639,1.1075254678726196,1.3213741779327393,1.4635580778121948,1.412617564201355,0.9195142984390259,1.3780945539474487,1.0626325607299805
1989,0.7874618172645569,1.175419569015503,0.9648689031600952,1.2144571542739868,1.2722325325012207,1.3550934791564941,1.411786437034607,1.0115129947662354,1.155503749847412,0.6906543374061584
1990,0.7073986530303955,0.7487118244171143,0.6587002277374268,1.0205587148666382,0.7812478542327881,1.3614336252212524,1.0931446552276611,0.8650190234184265,1.0329140424728394,0.8376873731613159
1991,0.8169147968292236,0.9446476101875305,0.7070978879928589,1.5608712434768677,1.02773916721344,1.3849481344223022,1.445631742477417,0.8530387282371521,1.3358713388442993,1.009093999862671
1992,0.8221830129623413,1.1168031692504883,0.7690893411636353,1.2110310792922974,0.9401350021362305,1.0987080335617065,1.815564751625061,1.4945068359375,1.1514519453048706,0.897522509098053
1993,0.8899438381195068,1.2230466604232788,0.8389630913734436,1.3434191942214966,1.4109033346176147,1.430367350578308,1.7458611726760864,1.0558737516403198,1.5109144449234009,0.8162521123886108
1994,0.7494184374809265,0.9756689667701721,0.6929810047149658,1.0592085123062134,1.0076266527175903,1.4326533079147339,1.1368290185928345,0.9301429986953735,1.2718453407287598,0.766000509262085
1995,0.7263117432594299,1.002719521522522,0.7463817000389099,1.1644930839538574,1.0015287399291992,1.6587719917297363,1.50222647190094,0.920860230922699,1.2207087278366089,0.7932400107383728
1996,0.7151997089385986,0.8774930238723755,0.5179166197776794,0.7680832147598267,0.9017000198364258,1.311059594154358,1.2858526706695557,1.0088638067245483,1.080543041229248,0.6388020515441895
1997,0.8664352893829346,0.9665608406066895,0.7313550114631653,1.148167610168457,1.0390825271606445,1.8791677951812744,1.511313557624817,1.0493907928466797,1.274872064590454,0.922740638256073
