;X1966.1990;X1967.1991;X1968.1992;X1969.1993;X1970.1994;X1971.1995;X1972.1996;X1973.1997;X1974.1998;X1975.1999;X1976.2000;X1977.2001;X1978.2002;X1979.2003;X1980.2004;X1981.2005;X1982.2006;X1983.2007;X1984.2008;X1985.2009;X1986.2010;X1987.2011;X1988.2012;X1989.2013;X1990.2014;X1991.2015;X1992.2016;X1993.2017;X1994.2018;X1995.2019;X1996.2020
X3.curr.jun;0.338661595;0.385645472;0.409978223;0.458156863;0.497733388;0.473047688;0.42706882;0.415367442;0.396500979;0.436534509;0.364001012;0.354977574;0.347991731;0.411480488;0.469390317;0.439162309;0.451583134;0.408378194;0.391330781;0.411656988;0.408137526;0.407289057;0.520091931;0.521313756;0.513566296;0.499490109;0.44172806;0.405494513;0.343638755;0.379154239;0.299823486
X3.curr.jul;0.633895484;0.666898615;0.651825135;0.64869589;0.657227324;0.560235345;0.544119378;0.622826551;0.651137983;0.663891139;0.627713696;0.655829703;0.636742641;0.641222314;0.660366911;0.580817709;0.609939003;0.642360934;0.615124085;0.629993581;0.624329843;0.493746042;0.505532835;0.489312279;0.470999357;0.524604471;0.459316517;0.40421485;0.388318698;0.355498008;0.352430067
X3.curr.aug;0.578298031;0.621278739;0.632947421;0.659158968;0.677692667;0.619969927;0.595704055;0.636872906;0.635946579;0.662328817;0.591338864;0.60611165;0.605572059;0.644929572;0.698546758;0.638118775;0.650792771;0.664140511;0.642705282;0.656255963;0.648133968;0.61403858;0.673587214;0.647971553;0.655985879;0.689921223;0.577685858;0.546814276;0.497647761;0.5072483;0.455647315
X3.curr.sep;0.57776599;0.633064769;0.643787058;0.6456407;0.700074105;0.57691833;0.484220197;0.517424881;0.488666486;0.500682046;0.429158446;0.402294431;0.385313353;0.455615193;0.479526294;0.364894831;0.35541672;0.396820703;0.38540509;0.351918694;0.355839862;0.275868027;0.386401203;0.369787782;0.383098429;0.387899953;0.267817585;0.21046949;0.18226772;0.190593992;0.130169203
