;X1966.1990;X1967.1991;X1968.1992;X1969.1993;X1970.1994;X1971.1995;X1972.1996;X1973.1997;X1974.1998;X1975.1999;X1976.2000;X1977.2001;X1978.2002;X1979.2003;X1980.2004;X1981.2005;X1982.2006;X1983.2007;X1984.2008;X1985.2009;X1986.2010;X1987.2011;X1988.2012;X1989.2013;X1990.2014;X1991.2015;X1992.2016;X1993.2017;X1994.2018;X1995.2019;X1996.2020
X3.curr.jun;0.695125128;0.690391246;0.703091273;0.712251954;0.7246025;0.714221215;0.7123335;0.684982815;0.594851084;0.583497722;0.52683388;0.514556586;0.462288931;0.417821479;0.325133281;0.33549812;0.323103015;0.389748811;0.459151434;0.362230528;0.388772069;0.381275428;0.397639288;0.399680842;0.39724576;0.411100693;0.381180836;0.381250286;0.330977151;0.392586445;0.237156737
X3.curr.jul;0.544721237;0.454360482;0.468470444;0.47424116;0.462936392;0.467721266;0.482907753;0.508444998;0.481363881;0.341696713;0.318597456;0.34605001;0.312226732;0.209106086;0.106620953;0.12080055;0.130726411;0.137084431;0.145886587;0.094669636;0.01627427;0.154781743;0.12632911;0.110700818;0.149339839;0.137933295;0.133668827;0.193297834;0.20842236;0.198119864;0.166303352
X3.curr.aug;0.739387652;0.685867649;0.709007803;0.717872026;0.711924955;0.702534044;0.702715582;0.693217963;0.625683469;0.553831486;0.516540194;0.53111048;0.493466212;0.402961059;0.284982072;0.301173679;0.295779038;0.336230639;0.392085413;0.314228801;0.260522381;0.353315467;0.337807332;0.324555514;0.35215935;0.348979562;0.344382119;0.372208173;0.340052745;0.406393316;0.269701474
X3.curr.sep;0.635048239;0.569031738;0.618398617;0.619440407;0.609188153;0.584973019;0.60365033;0.577986746;0.571678832;0.53814034;0.505822514;0.509117287;0.471590945;0.422348042;0.308777094;0.307765403;0.297956918;0.3280904;0.259158703;0.156798156;0.140579904;0.267431013;0.269559913;0.259715383;0.189391454;0.194432017;0.171528446;0.097178096;0.138748037;0.202210501;0.099424815
