year,MinRWAPA06_,MinRWAPA07_,MinRWAPA08_,MinRWAPA09_,MinRWAPA10_,MinRWAPA11_,MinRWAPA13_,MinRWAPA15_,MinRWAPA17_,MinRWAPA19_
1941,272.796875,469.296875,489.6640625,471.7265625,496.8828125,184.5859375,206.4609375,474.6171875,147.015625,815.421875
1942,253.5703125,381.7109375,379.046875,380.984375,366.2265625,278.421875,326.1484375,521.34375,109.3125,894.1015625
1943,343.1796875,380.078125,375.6015625,434.15625,355.2578125,274.4296875,356.3046875,564.7734375,157.2578125,999.0859375
1944,0,377.2265625,276,478.0546875,364.421875,294.421875,428.921875,522.6953125,119.203125,846.03125
1945,-123.9296875,443.8046875,408.8984375,409.359375,348.0625,289.5,471.09375,469.671875,122.5546875,907.046875
1946,353.15625,402.359375,361.515625,257.2421875,269.9609375,263.9140625,371.703125,423.109375,142.5859375,898.71875
1947,321.9921875,340.3125,381.5546875,449.5703125,409.15625,260.71875,345.234375,417.484375,189.1328125,1162.8203125
1948,285.3828125,394.90625,396.6796875,606.3984375,342.5859375,348.7734375,411.2734375,385.140625,238.65625,1315.140625
1949,301.4765625,310.65625,424.1953125,523.9453125,393.140625,324.875,340.3046875,550.6875,177.6640625,1147.4140625
1950,324.2578125,369.953125,348.1953125,386.828125,354.3125,250.9765625,313.8125,505.28125,146.5,1159.671875
1951,334.234375,336.0078125,370.7265625,337.7109375,398.8984375,270.453125,235.15625,268.046875,194.6171875,1097.375
1952,366.6953125,431.7265625,408.2578125,356.03125,392.109375,214.2265625,317.0234375,428.625,66.109375,1038.609375
1953,384.2109375,386.15625,313.609375,378.3515625,337.3515625,261.3203125,326.75,417.71875,59.8515625,1693.0625
1954,296.3828125,400.9140625,447.4609375,338.5,440.9609375,403.1640625,374.421875,494.7265625,174.9375,1283.6640625
1955,330.15625,308.3984375,390.21875,313.9296875,350.0234375,250.609375,438.3984375,450.140625,115.921875,863.8046875
1956,309.4921875,338.53125,308.8203125,284.2578125,335.9609375,250.28125,293.3671875,382.25,164.140625,1064.125
1957,403.53125,413.171875,360.296875,329.328125,352.140625,442.5390625,283.34375,371.875,218.8984375,1009.2109375
1958,348.40625,326.8046875,314.515625,311.03125,315.515625,303.234375,269.859375,294.6875,169.5,1090.140625
1959,363.6796875,279.8671875,396.359375,336.3671875,344.5234375,359.4375,324.2109375,381.921875,107.1328125,1363.328125
1960,488.046875,456.71875,419.4375,351.875,409.765625,359.4375,231.3203125,310.171875,192.6953125,941.0546875
1961,326.953125,250.2265625,306.0234375,208.6015625,235.1875,200.171875,245.625,337.0546875,97.8515625,726.4921875
1962,303.4375,241.640625,239.8828125,206.2265625,266.265625,287.765625,202.53125,499.09375,74.046875,668.921875
1963,430.328125,173.03125,178.3046875,185.8125,216.7734375,161.359375,200.7578125,469.9375,113.21875,1167.109375
1964,226.96875,406.7109375,390.1015625,242.3984375,417.7890625,243.53125,219.3046875,1181.8515625,368.4609375,839.734375
1965,240.0390625,251.125,259.4765625,227.0234375,217.3125,222.765625,254.5703125,669.78125,218.109375,-0.015625
1966,178.1171875,233.0546875,273.5859375,214.515625,272.6015625,196.15625,126.8515625,1201.34375,326.1640625,897.8046875
1967,415.40625,200.46875,296.9765625,168.8828125,256.984375,200.2890625,62.8359375,945.9140625,216.1640625,907.1171875
1968,290.0546875,215.5703125,278.265625,211.8671875,258.984375,154.8671875,166.2265625,1077.359375,172.03125,574.78125
1969,335.5859375,238.421875,254.7109375,48.359375,182.6328125,184.65625,50.4609375,834.46875,161.7421875,575.203125
1970,351.046875,243.6875,318.53125,308.2421875,284.359375,151.6328125,21.546875,825,238.4765625,772.921875
1971,293.234375,217.203125,250.1796875,0,199.203125,233.03125,55.6328125,1019.03125,217.5546875,772.75
1972,335.8125,227.8984375,352.2578125,0,319.59375,174.5,51.0625,1043.7421875,252.3203125,826.109375
1973,427.609375,295.1484375,370.296875,0,272.0546875,206.4765625,35.796875,1303.140625,227.15625,685.4375
1974,282.0546875,195.453125,276.90625,-833.7265625,246.2734375,126.375,5.4765625,989.78125,213.3203125,608.5859375
1975,278.9921875,245.328125,342.7734375,100.1953125,238.953125,157.90625,124.328125,1403.1015625,204.8046875,763.71875
1976,467.359375,234.4375,236.953125,248.5390625,176.7734375,186.0234375,60.09375,1403.875,290.71875,711.9453125
1977,358.0546875,269.4609375,231.578125,204.65625,126.0625,126.359375,85.9296875,998.4765625,315.375,567.2421875
1978,231.6640625,244.6875,236.5703125,277.53125,152.9375,127.0859375,41.359375,853.2890625,285.7421875,610.1875
1979,450.3515625,346.3359375,367.84375,267.3984375,181.8125,197.4140625,48.7109375,1166.1171875,277.46875,785.6796875
1980,325.9140625,253.078125,277.265625,212.2109375,138.4453125,127.015625,19.40625,1053.1953125,197.1328125,670.0703125
1981,374.015625,315.7890625,284.1875,211.3046875,79.6171875,167.15625,83.4140625,1221.1171875,177.2265625,726.65625
1982,340,288.1171875,242.8515625,188.7734375,31.484375,192.4296875,115.9140625,1280.46875,92.5625,668.9453125
1983,289.9609375,312.8828125,262.15625,183.0234375,157.15625,185.3046875,98.2109375,1427.328125,162.7109375,841.4296875
1984,186.453125,247.6015625,148.8203125,120.2109375,170.0390625,162.15625,58.2109375,1121.46875,171.5390625,741.3203125
1985,190.296875,268.2578125,199.296875,185.59375,181.5703125,127.3984375,130.828125,782.890625,166.7421875,759.984375
1986,112.546875,206.390625,141.953125,186.546875,93.625,68.6015625,66.2578125,591.65625,103.7265625,389.328125
1987,141.734375,152.8828125,79.6875,194.46875,64.1640625,127.1171875,46.7578125,597.546875,105.53125,275.1953125
1988,227.9609375,212.484375,55.9140625,112.2421875,51.90625,104.875,63.7578125,634.8359375,163.7421875,371.296875
1989,234.8125,221.90625,169.65625,153.734375,14.9296875,153.5078125,8.0859375,540.2890625,320.5546875,674.15625
1990,182.2734375,216.546875,144.921875,135.234375,70.5546875,212.2265625,185.0703125,429.8828125,239.71875,632.75
1991,153.1875,173.7578125,124.8671875,165.359375,46.078125,162.2265625,195.203125,442.6953125,121.8046875,596.375
1992,127.1328125,160.0390625,36.6640625,43.796875,60.421875,123.4375,99.484375,326.71875,62.171875,350.7734375
1993,78.6171875,143.25,18.390625,13.796875,6.3359375,120.5234375,93.984375,315.734375,116.3828125,534.5
1994,117.3515625,155.09375,65.3125,5.40625,65.5859375,113.4921875,91.4609375,337.484375,159.5546875,463.203125
1995,163.140625,181.640625,115.046875,33.140625,21.65625,143.7265625,127.578125,380.078125,117.578125,380.1875
1996,130.90625,117.96875,89.9765625,95.03125,51.5625,94.15625,55.1796875,396.0703125,96.65625,348.375
1997,153.828125,184.3359375,138.546875,79.078125,39.859375,72.8515625,95.453125,432.859375,152.7734375,462.0078125
1998,191.984375,202.8828125,106.0859375,25.671875,42.6171875,113.2734375,166.5859375,326.3515625,166.828125,526.7890625
1999,189.7109375,167.921875,46.40625,142.703125,50.5703125,107.2421875,179.140625,600.5078125,178.9921875,510.7109375
2000,269.7265625,215.671875,139.625,93.7734375,2.9140625,152.234375,228.1875,615.1640625,328.140625,668.9765625
2001,238.7734375,263.8671875,100.171875,83.0625,144.359375,166.0703125,221.8515625,588.8203125,199.0703125,562.625
2002,141.7421875,188.34375,93.1484375,50.40625,143.3359375,192.625,206.390625,449.2734375,211.640625,587.9296875
2003,187.2265625,256.359375,131.7734375,74.375,151.375,183.3046875,155.8515625,433.6015625,270.8828125,617.40625
2004,283.328125,296.640625,166.65625,52.640625,129.4375,279.1640625,256.75,541.7265625,285.1640625,724.265625
2005,255.3828125,265.640625,123.21875,16.3515625,152.953125,255.7109375,148.078125,535.1328125,200.0859375,579.296875
2006,301.3125,308.5234375,169.75,108.9921875,153.9453125,336.265625,174.8046875,515.7421875,384.9453125,672.4765625
2007,346.5234375,272.578125,89.9375,69.8203125,161.0390625,237.421875,160.1015625,530.125,434.6484375,689.90625
2008,432.8359375,334.109375,89.4921875,97.21875,211.5234375,249.1875,235.9609375,490.203125,658.625,631.4296875
2009,437.484375,314.703125,118.5859375,137.4453125,214.4375,249.7109375,157.390625,523.03125,719.1875,523.0078125
2010,489.890625,345.671875,100.96875,69.0390625,0,222.671875,141.78125,445.3203125,810.53125,611.7578125
2011,357.765625,420.78125,37.0703125,65.8671875,-127.6171875,214.8359375,158.5,472.9609375,912.1328125,635.765625
2012,306.0546875,367.2578125,34.7109375,-10.1484375,165.3203125,185.6484375,55.8515625,421.09375,735.359375,402.140625
2013,398.59375,318.703125,20.8984375,104.2890625,214.2109375,216.5625,149.6328125,384.8203125,730.6875,536.40625
2014,494.8828125,358.5859375,78.3359375,32.7109375,159,245.2890625,133.7578125,308.6875,537.375,515.90625
2015,516.171875,292.625,59.9296875,70.7890625,154.5078125,228.96875,204.6640625,295.6171875,512.9375,468.5703125
2016,752.28125,350.1015625,36.328125,82.65625,180.765625,331.0703125,164.828125,358.8203125,532.515625,542.4453125
2017,1013.2421875,448.625,73.7890625,34.9375,224.921875,247.5078125,232.4765625,373.59375,495.0390625,573.9296875
2018,984.65625,308.453125,10.953125,68.921875,67.28125,110.9296875,105.75,215.484375,323.6953125,465.8671875
2019,709.96875,351.4140625,-0.09375,-3.9765625,89.1328125,283.328125,150.8984375,141.2890625,289.5,374.21875
2020,1035.3515625,332.390625,21.4296875,-7.140625,129.0625,228.7265625,140.7578125,262.90625,469.890625,391.78125
2021,961.984375,356.6015625,28.0703125,46.9765625,138.484375,309.796875,66.171875,227.0625,449.625,519.8046875
2022,802.8359375,415.9296875,0,-2.2109375,165.75,360.7109375,171.3671875,287.7578125,441.40625,635.3125
