year,MaxRWAPA06_,MaxRWAPA07_,MaxRWAPA08_,MaxRWAPA09_,MaxRWAPA10_,MaxRWAPA11_,MaxRWAPA13_,MaxRWAPA15_,MaxRWAPA17_,MaxRWAPA19_
1946,499.9765625,502.8671875,516.3203125,423.703125,449.515625,363.109375,501.4453125,490.5078125,224.984375,981.2890625
1947,414.5,408.421875,509.34375,557.9609375,531.9296875,327.1015625,425.109375,480.7109375,311.5625,1324.7890625
1948,369.890625,569.90625,479.359375,681.5625,449.59375,441.25,526.4453125,547.71875,297.1328125,1461.078125
1949,372.5,476.9375,490.515625,617.015625,495.640625,428.3125,478.3125,661.21875,269.2421875,1219.3359375
1950,372.1171875,487.6484375,450.8828125,468.0703125,537.9453125,331.125,400.640625,699.234375,290.2890625,1260.609375
1951,386.7109375,420.9609375,417.6953125,413.5390625,501.4609375,359.609375,304.0078125,472.9609375,257.2265625,1233.5859375
1952,415.03125,538.1328125,501.671875,403.84375,447.765625,314.25,391.515625,529.390625,182.53125,1149.3828125
1953,496.5078125,527.5390625,398.25,417.796875,377.6015625,335.0703125,420.5234375,507.28125,261.578125,1874.15625
1954,368.8125,456.578125,515.7734375,433.8984375,508.234375,510.953125,453.765625,578.1953125,233.71875,1381.4609375
1955,416.3828125,361.0625,462.1328125,364.1953125,420.203125,332.40625,486.40625,606.8984375,179.9296875,962.7578125
1956,406.015625,424.9609375,365.3515625,347.8125,410.140625,321.7890625,388.7890625,494.59375,231.1328125,1149.6953125
1957,510.6796875,576.515625,456.96875,479.171875,471.8359375,527.296875,344.9140625,521.46875,311.390625,1122.6875
1958,446.4296875,437.46875,397.9765625,476.0078125,414.1484375,377.9296875,356.171875,419.7890625,228.0546875,1209.9140625
1959,449.125,403.9765625,465.1953125,415.015625,445.6015625,471.8984375,467.671875,529.3125,176.8203125,1713.328125
1960,570.84375,530.7421875,515.046875,404.2109375,538.9453125,430.5234375,313.0625,449.78125,297.8828125,999.484375
1961,401.0625,319.0078125,369.3359375,297.171875,295.390625,293.515625,327.8984375,413.8359375,171.28125,789.6796875
1962,384.0390625,285.828125,291.4609375,248.8125,309.5859375,372.5703125,305.0703125,624.078125,132.71875,794.46875
1963,489.125,214.421875,233.4375,233.4765625,276.40625,269.6484375,291.1640625,556.140625,229.8046875,1328.6328125
1964,340.859375,497.703125,452.953125,324.6796875,468.4375,344.7109375,281.6640625,1367.65625,488.6953125,1014.484375
1965,333.1015625,327.296875,318.2734375,331.1328125,311.0703125,297.921875,324.796875,852.8125,298.5546875,73.9375
1966,239.1875,284.8359375,361.515625,269.2578125,356.6796875,281.1953125,290.96875,1315.59375,413.3203125,990.4765625
1967,520.9765625,274.2421875,368.609375,244.046875,358.28125,281.546875,141.5234375,1142.8828125,312,987.859375
1968,349.4921875,295.609375,362.125,300.484375,334.3671875,236.0546875,285.171875,1183.9765625,223.8515625,676.1171875
1969,440.609375,328.703125,318.6484375,162.515625,237.90625,260.7734375,128.4140625,966.65625,255.484375,706.609375
1970,434.1875,315.3046875,402.984375,482.1953125,379.1875,221.453125,132.1171875,1004.640625,405.5859375,893.7265625
1971,342.0390625,260.546875,337.2109375,0,266.6875,298.8046875,123.046875,1102.1484375,339.703125,864.0546875
1972,386.609375,281.53125,435.015625,0,381.3046875,232.1015625,131.6875,1195.25,324.6796875,1045.4453125
1973,527.046875,418.9609375,488.1640625,0,367.0390625,278.9609375,98.484375,1401.3203125,333.2265625,902.5546875
1974,399.28125,292.671875,369.28125,125.9140625,341.6875,226.2890625,88.0078125,1082.4140625,323.796875,707.7578125
1975,395.1640625,336.625,409.8515625,276.78125,355.7109375,219.703125,228.4609375,1465.484375,292.7890625,861.0234375
1976,585.03125,286.2578125,367.046875,380.2109375,269.46875,314.140625,146.75,1504.6875,356.5078125,790.1171875
1977,482.546875,325.7109375,311,247.28125,178.2578125,204.6484375,151.7421875,1112.2734375,390.203125,658.9453125
1978,331.5,295.0546875,302.6015625,360.78125,223.3515625,232.3203125,122.8203125,936.8671875,356.625,680.4609375
1979,514.09375,421.203125,449.59375,335.78125,320.7421875,362.3828125,144.46875,1284.3125,378.9453125,875.5390625
1980,441.6015625,338.0703125,344.609375,306.34375,204.6171875,183.1953125,83.6796875,1231.875,247.03125,738.5546875
1981,449.8515625,367.890625,364.4296875,261.7578125,177.4921875,238.109375,186.2890625,1332.75,221.8046875,799.875
1982,422.5078125,382.671875,321.3671875,233.34375,101.1796875,278.890625,211.1484375,1357.65625,134.1484375,758.265625
1983,398.375,438.671875,365.65625,242.3359375,251.28125,262.1953125,169.8984375,1535.96875,222.0859375,1010.65625
1984,305.203125,340.90625,244.078125,196.734375,244.15625,265.078125,144.53125,1190.0390625,268.0859375,914.515625
1985,279.1796875,312.03125,265.25,314.734375,237.2734375,211.078125,197.5390625,969.8828125,254.1875,902.1328125
1986,172.765625,253.328125,181.109375,262.1640625,138.1640625,167.046875,125.265625,758.890625,207.8046875,492.4453125
1987,195.2734375,200.6953125,172.296875,267.5234375,123.6796875,174.875,96.359375,662.9296875,167.7421875,605.671875
1988,324.5625,282.4765625,179.65625,199.3828125,115.71875,177.0390625,104.1328125,707.765625,265.4453125,595.0546875
1989,322.828125,311.34375,293.78125,227.1953125,83.0859375,246.5859375,125.421875,634.640625,466.609375,749.5625
1990,240.90625,270.53125,235.9765625,193.171875,206.8671875,307.109375,306.8671875,516.828125,373.171875,713.1484375
1991,237.28125,226.7421875,168.6953125,232.046875,148.203125,250.3515625,244.4140625,557.8203125,213.1015625,692.296875
1992,201.75,208.234375,142.234375,110.8828125,151.546875,162.6640625,169.734375,379.6015625,111.9296875,414.859375
1993,163.8984375,221.0546875,101.7265625,105.25,104.328125,189.171875,177.9140625,422.0078125,169.3828125,621.2734375
1994,224.03125,216.5703125,125.6484375,76.4140625,174.5625,195.2734375,204.7421875,487.1484375,224.1953125,606.203125
1995,238.515625,250.765625,188.6796875,134.390625,77.2890625,184.6015625,237.578125,544.59375,207.0234375,473.203125
1996,196.546875,186.5078125,137.3828125,206.890625,124.171875,155.6953125,120.578125,523.53125,157.921875,454.2734375
1997,245.40625,295.8125,190.8359375,161.328125,124.640625,130.9375,174.9375,531.7734375,256.640625,564.6875
1998,301.25,275.3984375,194.15625,121.484375,126.0234375,184.4375,252.484375,458.890625,281.125,631.46875
1999,295.65625,219.171875,198.625,209.8046875,122.703125,184.296875,286.875,793.2265625,354.734375,662.234375
2000,325.8828125,289.5625,301.2421875,202.3515625,62.234375,245.453125,299.671875,679.25,412.7265625,782.4140625
2001,335.9765625,354.9375,196.46875,174.140625,204.84375,278.9140625,333.3125,723.5625,419.9140625,670.4296875
2002,200.375,244.0546875,182.3203125,164.9375,226.5703125,294.25,269.0625,497.9140625,323.3203125,667.34375
2003,236.9296875,367.359375,194.59375,166.2421875,216.359375,292.2109375,200.875,536.8359375,377.9609375,769.21875
2004,393.8984375,392.9921875,274.546875,133.0546875,190.265625,376.484375,346.1640625,638.0625,360.296875,853.828125
2005,357.046875,356.65625,256.0234375,80.890625,247.65625,327.1015625,269.9140625,667.859375,286.8515625,667.109375
2006,381.671875,362.5234375,242.71875,201.578125,239.8828125,382.5859375,302.859375,591.6171875,493.390625,807.5078125
2007,428.5078125,333.34375,164.1796875,169.3046875,205.5234375,309.0078125,221.734375,602.296875,554.4296875,812.953125
2008,572.265625,484.5390625,139.125,198.484375,332.953125,333.5625,286.0546875,572.8046875,758.7890625,732.703125
2009,525.296875,461.375,206.0078125,202.8515625,316.3828125,349,209.03125,580.9296875,801.6171875,577.609375
2010,565.2421875,422.5703125,199.6015625,177.2421875,0,292.84375,243.40625,559.8125,924.3125,747.9609375
2011,512.765625,564.8125,111.0234375,111.4609375,264.7578125,296.6171875,226.9375,565.46875,989.625,759
2012,410.5546875,469.0859375,99.6640625,83.515625,269.7578125,278.421875,168.1484375,503.7265625,809.3125,468.0078125
2013,508.4375,427.8125,99.1484375,160.4921875,277.84375,341.7265625,215.8125,430.6484375,835.1171875,599.203125
2014,593.8203125,469.59375,116.5390625,76.3984375,228.40625,320.453125,250.125,394.9453125,635.6171875,598.625
2015,592.53125,371.71875,113.703125,170.125,200.640625,321.3984375,298.265625,381.3515625,594.34375,528.78125
2016,839.4296875,400.4296875,81.6796875,136.125,248.5703125,400.5234375,229.546875,451.4140625,658.9375,651.1796875
2017,1101.7109375,541.0625,125.8359375,84.03125,291.6953125,351,340.6953125,443.0859375,603.484375,689.6953125
2018,1129.2734375,380.0703125,52.78125,147.6171875,125.8828125,215.265625,169.6875,291.5,449.2265625,533.390625
2019,844.171875,413.75,43.3828125,88.4375,138.5,389.6015625,237.1875,173.671875,381.2109375,485.0625
2020,1174.8203125,489.8125,90.4375,48.6328125,210.390625,333.4296875,298.2734375,357.65625,518.375,491.765625
2021,1132.8046875,463.1953125,75.6640625,113.1953125,252.3203125,375.96875,273.0234375,349.1875,562.5859375,604.6953125
2022,874.90625,471.1953125,0,131.65625,228.1015625,499.484375,261.34375,358.1875,589.4375,691.2890625
