year,MaxRWAPA06_,MaxRWAPA07_,MaxRWAPA08_,MaxRWAPA09_,MaxRWAPA10_,MaxRWAPA11_,MaxRWAPA13_,MaxRWAPA15_,MaxRWAPA17_,MaxRWAPA19_
1814,466.515625,425.6015625,585.984375,790.90625,315.8515625,415.2578125,513.0390625,186.53125,316.8515625,205.4375
1815,349.5234375,279.2265625,506.8046875,658.2109375,268,497.6484375,594.234375,137.828125,365.8515625,152.484375
1816,367.671875,362.7890625,542.0625,531.96875,340.0859375,449.359375,417,213.046875,353.9453125,154.3125
1817,277.546875,344.6484375,450.9921875,638.5859375,328.9921875,605.6171875,329.78125,214.8515625,235.8515625,159.2421875
1818,434.8515625,565.921875,582.03125,749.6171875,492.7578125,624.75,341.9609375,124.75,183.125,266.921875
1819,464.609375,467.8984375,531.9140625,866.984375,568.4375,489.671875,274.2890625,168.828125,171.40625,317.3671875
1820,382.4375,287.109375,458.109375,537.3046875,582.015625,344.1484375,296.1015625,114.4296875,265.65625,231.609375
1821,373.5234375,253.765625,537.2734375,531.671875,532.78125,379.015625,351.5546875,137.0625,310.90625,185.2265625
1822,336.78125,367.734375,508.5859375,652.8203125,701.1953125,405.1875,137.8671875,109.5703125,164.703125,180.328125
1823,362.9453125,504.25,566.265625,657.1328125,657.921875,493.1484375,276.0390625,92.390625,273.796875,169.2890625
1824,331.640625,536.8125,778.5703125,989.796875,883.9453125,472.8046875,335.28125,145.8359375,276.390625,186.1171875
1825,269.6328125,462.5625,644.5625,1045.609375,737.40625,415.8359375,296.390625,207.296875,291.8359375,167.96875
1826,660.9609375,0,1115.0703125,1284.34375,886.28125,741.890625,173.2421875,162.1953125,255.5625,252.6015625
1827,611.40625,0,986.7421875,995.2890625,717.96875,696.8984375,162.8828125,159.140625,161.296875,236.90625
1828,508.734375,0,801.6015625,557.2265625,613.578125,529.171875,126.2109375,112.7109375,271,218.8125
1829,553.75,1771.3359375,893.1171875,818.6953125,899.921875,670.1328125,172.5703125,157.9375,309.2890625,310.3515625
1830,528.9375,632.1328125,762.5625,829.8203125,616.21875,540.3984375,79.2109375,130.3828125,159.8671875,232.90625
1831,0,708.6328125,979.6953125,842.09375,573.3984375,621.8984375,147.1484375,128.1953125,261.53125,307.71875
1832,541.4609375,633.046875,656.2421875,690.828125,568.3984375,416.8828125,232.8828125,173.8359375,291.625,264.28125
1833,599.4609375,824.703125,772.8203125,795.09375,706.6796875,491.0859375,175.8515625,217.953125,333.453125,254.15625
1834,655.765625,498.9765625,770.9609375,856.765625,444.6640625,505.6796875,82.6953125,113.3515625,347,210.4375
1835,525.2265625,544.0625,677.953125,722.015625,490.4765625,446.828125,167.9296875,223.125,447.1953125,213.5078125
1836,481.0859375,452.28125,610.3515625,723.296875,391.953125,395.25,251.2734375,174.046875,520.8046875,200.703125
1837,512.296875,588.0546875,434.5859375,479.7890625,225.5390625,323.6953125,347.2890625,218.3828125,411.71875,141.9140625
1838,640.90625,488.453125,506.375,533.53125,340.734375,435.734375,298.0859375,155.140625,346.9765625,189.6171875
1839,457.1484375,316.046875,460.890625,541.3203125,349.984375,237.375,473.5078125,270.921875,257.0390625,187.859375
1840,484.5390625,511.921875,1021.6484375,777.34375,507.4921875,408.15625,592.6953125,183.453125,388.734375,322
1841,414.953125,451.34375,889.1328125,377.2890625,364.6640625,427.6953125,406.5234375,131.734375,300.9140625,266.5625
1842,433.484375,481.453125,953.015625,590.7109375,492.2109375,489.46875,394.125,192.265625,516.6484375,252.3671875
1843,365.296875,440.7421875,742.75,415.1796875,391.03125,325.4609375,431.125,131.78125,287.75,203.953125
1844,369.328125,384.9453125,497.1171875,560.9296875,369.65625,323.0078125,470.7421875,92.0234375,249.9140625,159.2890625
1845,489.0546875,340.3984375,973.5625,844.7890625,478.3125,447.3984375,354.1328125,149.9609375,256.421875,206.8984375
1846,517.75,310.3125,829.046875,598.6328125,400.0703125,453.1796875,345.765625,131.234375,209.1875,221.9140625
1847,473.453125,219.984375,787.9453125,548.9765625,425.8671875,304.84375,251.984375,173.2578125,314.5703125,239.140625
1848,452.171875,166.65625,659.5078125,413.8984375,417.125,304.46875,244.5625,156.0625,293.1484375,270.09375
1849,857.9453125,122.859375,927.6796875,591.03125,579.96875,483.1328125,217.8828125,234.2734375,480.78125,260.7265625
1850,878.296875,182.0859375,931.6796875,562.5390625,688.46875,471.046875,138.25,255.9453125,201.21875,355.390625
1851,740.9765625,245.7421875,1056.6171875,734.765625,622.75,409.234375,287.1015625,342.609375,478.671875,318.7890625
1852,619.5390625,233.2890625,913.2578125,690.140625,646.09375,426.6015625,150.0859375,291.2265625,514.953125,331.984375
1853,708.9453125,250.59375,874.9921875,555.0546875,498.1640625,474.6328125,238.0078125,351.4140625,509.640625,376.6015625
1854,728.375,159.5546875,889.671875,584.359375,537.140625,531.640625,234.71875,383.234375,576.5234375,438.1328125
1855,693.125,115.4140625,712.390625,573.9375,606.6953125,402.75,120.3828125,304.21875,523.53125,365.5546875
1856,746.3046875,222.90625,682.84375,520.9609375,541.046875,311.8359375,284.8125,320.265625,507.296875,353.0859375
1857,654.234375,331.1953125,705.171875,497.8984375,430.7421875,280.9921875,204.5078125,256.6796875,507.390625,363.3359375
1858,737.125,222.90625,789.5859375,632.265625,530.046875,382.828125,271.3671875,216.7265625,562.703125,434.09375
1859,567.421875,276.1875,754.1796875,671.3984375,645.890625,390.421875,246.703125,223.7109375,629.0078125,514.0625
1860,460.71875,240.3984375,746.1875,560.40625,623.7109375,598.3515625,271.15625,266.8046875,649.25,448.1875
1861,440.2109375,158.1953125,782.953125,804.3046875,746.9375,473.7578125,385.09375,298.140625,752.9140625,463.640625
1862,321.9453125,315.78125,670.9140625,509.0234375,750.875,316.0546875,346.1640625,235.8828125,538.3203125,458.7734375
1863,304.1875,220.890625,533.484375,488.7421875,567.5625,400.3125,372.2421875,228.25,480.8984375,538.3203125
1864,485.6875,155.5,904.4921875,711.4296875,799.3828125,423.953125,414.609375,337.09375,363.1796875,524.1953125
1865,430.1796875,199.8125,633.53125,677.4765625,598.109375,446.8515625,285.203125,205.7421875,276.2890625,472.5859375
1866,277.796875,180.7265625,480.7734375,635.765625,567.359375,411.9375,324.953125,160.1640625,400.953125,384.609375
1867,261.109375,286.109375,526.1484375,570.046875,590.234375,343.5234375,312.234375,191.5,366.3828125,479.109375
1868,399.40625,182.296875,546.1015625,537.71875,643.3671875,412.921875,256.90625,155.4921875,207.5625,687.7890625
1869,399.1875,277.25,656.8515625,600.3671875,759.3359375,442.8515625,185.4609375,195.03125,280.0703125,641.578125
1870,451.21875,249.171875,571.203125,499.234375,719.4296875,409.1953125,201.15625,270.125,242.9453125,532.1171875
1871,363.640625,112.8828125,524.875,588.765625,613.0390625,329.5859375,220.921875,325.0859375,304.2421875,422.2734375
1872,271.9375,269.2890625,406.65625,475.7578125,550.2421875,273.890625,203.3125,307.2421875,229.828125,546.921875
1873,364.1953125,278.234375,553.96875,608.4296875,631.9453125,319.6171875,224.6640625,341.5625,215.1640625,599.375
1874,261,272.8984375,400.6953125,433.1171875,457.1328125,307.4609375,222.953125,175.1328125,175.1953125,455.703125
1875,338.8203125,261.78125,645.2265625,524.4296875,594.0078125,357.3359375,115.0078125,255.6953125,185.4375,518.8359375
1876,373.2109375,172.9375,728.3671875,927.3984375,649.984375,364.296875,265.4609375,330.046875,164.046875,611.3515625
1877,253.1796875,207.3984375,591.75,661.671875,656.390625,512.78125,124,335.5078125,194.3828125,516.7734375
1878,262.7421875,319.5703125,459.9921875,534.3046875,571.609375,377.609375,149.2109375,314.328125,188.0390625,537.53125
1879,167.6640625,268.5078125,424.9921875,451.1015625,507.5625,315.8359375,218.78125,304.6328125,217.65625,556.7421875
1880,185.4921875,186.5625,414.25,615.53125,421.96875,230.875,222.046875,230.5390625,157.34375,377.5703125
1881,177.8828125,197.3359375,470.6796875,442.8125,442.5234375,246.0546875,197.5546875,270.78125,150.2734375,390.796875
1882,230.234375,170.9921875,507.984375,343.8515625,511.5390625,330.9609375,257.453125,289.8515625,189.484375,505.234375
1883,224.8203125,200.953125,531.78125,534.484375,529.3828125,325.890625,224.2890625,312.890625,193.046875,502.078125
1884,258.1328125,308.7421875,496.59375,484.09375,500.25,315.171875,134.1015625,273.59375,218.1875,470.703125
1885,362.3671875,368.921875,605.140625,480.4609375,568.6953125,343.84375,110.671875,384.859375,159.203125,557.4296875
1886,281.015625,337.140625,541.3984375,577.3359375,613.796875,386.0546875,208.890625,298.6328125,157.2265625,623.8515625
1887,249.5390625,276.8125,539.6328125,538.9296875,592.546875,327.7578125,191.53125,221.0390625,186.2734375,450.3203125
1888,177.09375,325.09375,514.6484375,420.7734375,616.2109375,326.765625,143.015625,334.8125,144.328125,401.6015625
1889,237.0546875,320.078125,567.234375,529.09375,487.8671875,308.8359375,114.1640625,494.9375,94.265625,518.34375
1890,220.546875,361.5078125,885.6640625,549.4609375,647.9453125,361.65625,81.1171875,361.265625,86.09375,667.6328125
1891,224.109375,418.8359375,841.6328125,858.8046875,763.3359375,311.3671875,155.7578125,343.6328125,54.59375,656.0703125
1892,141.5703125,239.4765625,563.390625,531.7578125,423.515625,187.5625,147.7890625,198.609375,138.359375,417.0234375
1893,226.1796875,220.53125,646.7421875,476.796875,512.9375,218.9140625,199.5546875,326.3203125,160.390625,508.9765625
1894,231.5546875,381.6328125,909.6640625,682.875,696.75,284.5078125,193.296875,280.578125,77.28125,706.8828125
1895,229.7734375,396.9453125,925.6640625,591.1328125,584.9765625,539.28125,125.046875,324.28125,68,591.7890625
1896,174.6640625,302.9765625,916.3515625,606.921875,550.3203125,388.890625,124,381.015625,124.1640625,640.65625
1897,172.8359375,261.1328125,701.1640625,523.671875,513.265625,273.1953125,144.3515625,393.578125,130.4609375,416.3046875
1898,189.8828125,352.015625,993.671875,741.71875,698.90625,398.21875,190.953125,463.4609375,131.2421875,472.1171875
1899,192.78125,431.4375,737.734375,587.9140625,586.796875,307.3203125,203.921875,446.0390625,121.46875,431.9609375
1900,105.7265625,231.359375,514.9921875,556.078125,436.1171875,238.1015625,119.140625,362.875,81.2578125,436.015625
1901,261.921875,413.828125,834.125,611.5625,745.6328125,372.25,192.609375,472.8125,148.5234375,628.40625
1902,142.09375,335.0625,728.0390625,743.7578125,583.71875,267.8984375,169.1328125,397.109375,170.9375,548
1903,124.21875,262.59375,422.9375,417.921875,410.0078125,214.421875,208.6171875,429.890625,115.3515625,477.390625
1904,254.9375,434.90625,693.3203125,598.6328125,567.3046875,261.6640625,143.859375,528.578125,163.9140625,781.8125
1905,174,355.1015625,546.8125,598.4296875,572.28125,310.3515625,199.0078125,536.2421875,139.21875,895.6328125
1906,172.8828125,521.453125,583.5,692.1953125,597.0859375,338.9453125,165.28125,432.625,142.890625,1010.3359375
1907,175.984375,542.8125,543.96875,746.5703125,500.859375,284.640625,136.796875,427.140625,170.828125,877.2578125
1908,157.21875,389.8203125,536.4453125,702.7734375,420.5546875,303.140625,168.75,477.5390625,204.7265625,659.5390625
1909,164.4453125,774.0078125,532.0390625,670.3203125,522.8203125,297.953125,194.4453125,466.2109375,69.0390625,614.4921875
1910,115.328125,289.3046875,336.90625,320.2265625,326.078125,296.046875,196.1640625,366.484375,83.8828125,483.1171875
1911,49.3671875,367.25,386.7890625,443.8046875,374.2734375,302.7890625,193.4375,453.796875,82.28125,567.5546875
1912,182.0546875,442.9609375,515.640625,523.359375,436.3515625,236.859375,226.4921875,473.6875,100.703125,568.234375
1913,112.9296875,346.359375,493.4765625,612.3046875,471.140625,259.0546875,147.640625,459.9921875,164.015625,560.0546875
1914,106.203125,445.359375,618.8828125,586.6171875,538.59375,271.4296875,142.9453125,400.6484375,179.71875,556.75
1915,238.3984375,475.5859375,600.640625,738.78125,542.5546875,349.109375,87.90625,523.234375,175.125,619.4140625
1916,215.203125,411.6953125,560.5390625,703.375,525.828125,302.4296875,113.8125,542.4921875,143.359375,660.1875
1917,133.078125,350.2578125,475.5,802.265625,494.046875,246.6484375,190.4140625,448.7421875,161.5234375,470.828125
1918,141.1640625,293.0625,424.640625,595.8828125,445.9609375,307.203125,156.3515625,412.609375,166.9765625,473.8203125
1919,173.3671875,439.109375,594.578125,684.7734375,591.484375,290.359375,204.7890625,569.9296875,153.921875,593.0234375
1920,181.8203125,476,580.2265625,666.8203125,544.5234375,350.1328125,159.859375,440.328125,160.890625,601.6875
1921,191.5625,498.7109375,693.5390625,710.59375,546.15625,258.6015625,177.765625,938.9375,200.3203125,602.703125
1922,216.6953125,546.1171875,705.40625,687.921875,624.0546875,353.640625,161.1640625,781.21875,188.4765625,708.9453125
1923,233.234375,720.578125,789.5625,688.0234375,653.109375,361.125,179.8828125,636.4453125,190.640625,651.7109375
1924,324.9453125,879.1796875,760.9765625,855.03125,721.765625,322.7265625,178.7421875,855.4765625,197.4453125,897.59375
1925,324.4140625,711.328125,777.5703125,810.9375,775.25,353.1171875,160.6171875,751.375,161.515625,883.5
1926,225.1875,520.9140625,674.0703125,635.15625,728.8125,291.765625,208.734375,626.6796875,162.5390625,739.625
1927,319.96875,680.8515625,677.65625,820.8125,939.8125,291.3046875,0,836.6171875,325.0234375,857.84375
1928,192.3125,514.7578125,581.03125,632.78125,630.3203125,274.46875,0,435.0078125,234.09375,836.546875
1929,163.9296875,450.71875,885.859375,522.0625,549.484375,286.40625,71.2578125,476.984375,228.6875,809.0078125
1930,224.890625,699.984375,738.28125,831.4375,677.15625,323.65625,380.03125,677.4375,284.6953125,1166.5
1931,367.4375,560.421875,676.859375,736.4296875,648.7734375,374.7734375,456.796875,452.078125,287.7890625,1022.8046875
1932,283.5390625,568.890625,722.5546875,613.34375,673.7734375,267.453125,339.6328125,592.9453125,319.6328125,1071.375
1933,272.8203125,487.7578125,626.796875,689.234375,548.859375,312.5390625,245.015625,401.5234375,302.765625,916.203125
1934,283.0625,456,784.53125,677.3515625,570.5,485.7890625,264.5703125,585.2109375,286.421875,1429.2421875
1935,295.328125,588.71875,784.9453125,791.1171875,548.5703125,373.0625,272.2265625,818.5234375,256.96875,1289.1328125
1936,251.34375,614.7265625,671.4609375,649.3671875,575.1484375,452.6640625,289.9765625,737.25,187.8359375,1298.2109375
1937,279.9765625,724.6796875,771.984375,922.703125,643.3828125,481.796875,336.6015625,840.3515625,159.8828125,1420.1484375
1938,246.078125,646.71875,598.15625,568.8984375,592.703125,393.9921875,297.390625,676.703125,144.5625,967.484375
1939,266.6015625,588.5234375,531.5859375,584.234375,538.2734375,396.921875,234.9140625,789.0703125,154.5703125,709.453125
1940,293.1640625,500.3046875,486.2109375,496.5,510.171875,649.6328125,225.5234375,717.0859375,225.796875,976.7890625
1941,395.3671875,581.7734375,540.34375,538.4921875,571.8203125,430.515625,290.2265625,650.71875,228.578125,940.7109375
1942,364.78125,467.1484375,459.625,487.1796875,471.9453125,356.328125,459.625,594.9921875,176.9609375,1217.9296875
1943,499.0703125,491.53125,487.5546875,632.3671875,436.9921875,375.265625,442.4921875,654.21875,246.6328125,1206.046875
1944,0,481.2734375,454.328125,592.734375,477.921875,366.890625,495.5859375,573.6328125,188.2734375,959.6640625
1945,173.390625,523.7109375,575.2109375,478.84375,468.1328125,345.6484375,571.1484375,559.40625,171.2265625,1061.0546875
