year;MLAAPA06_;MLAAPA07_;MLAAPA08_;MLAAPA09_;MLAAPA10_;MLAAPA11_;MLAAPA13_;MLAAPA15_;MLAAPA17_;MLAAPA19_;aver
1907;351.2661438;376.7026978;469.1045532;656.977356;431.2638245;476.8249817;289.4631348;381.1911316;478.946106;587.1018066;449.8841736
1908;300.3129883;390.4704895;429.874115;555.2226563;403.8483276;441.3057556;420.3034973;324.1825562;450.5466003;464.7480774;418.0815064
1909;354.9617615;464.4439697;506.889679;642.7758789;446.1589661;525.3850098;323.2295532;349.2541809;340.3928528;562.5793457;451.6071198
1910;279.1022339;352.5493469;453.0177612;475.4187927;399.3484802;447.1726685;423.9048767;333.9572449;385.3148193;488.7562256;403.854245
1911;174.6873322;330.6593628;425.5512085;476.0327148;385.9451904;443.5394897;442.6019592;340.7032776;377.968689;463.9359131;386.1625137
1912;336.3366699;406.2182617;509.1405334;623.8278809;418.7072144;474.7893066;448.0134277;423.8276367;351.3274231;454.1952209;444.6383575
1913;267.5998535;343.0391541;430.5865173;592.8312988;387.8082886;472.1209106;398.7505798;392.3032837;399.4309387;522.5377197;420.7008545
1914;313.9877014;403.9388123;517.8768311;681.840271;460.456604;531.7593994;387.7298889;417.6061401;379.0577393;604.3685913;469.8621979
1915;391.9457703;354.3055725;501.2470093;674.8671265;460.8761902;551.2424316;270.4014587;453.3033142;411.3480835;608.5689697;467.8105927
1916;391.1485901;293.1543884;506.1034851;635.2926025;436.0012512;475.8468018;260.9179993;461.9692078;414.0304871;539.3309937;441.3795807
1917;364.4014587;345.5528259;464.8501282;651.9763794;452.9851685;415.1500854;425.4154968;425.0914612;392.9883423;516.6854248;445.5096771
1918;376.0423584;393.3352966;511.4363403;625.8809814;482.7654114;463.2756042;346.3332214;453.3025818;436.7347107;575.6130371;466.4719543
1919;352.3001099;351.3854675;438.2398071;568.0844727;484.36026;478.6786194;469.5448608;488.6162109;409.8168945;530.0842285;457.1110931
1920;346.0773315;269.8314514;445.5842896;565.8879395;403.5696716;470.7493286;428.0001831;397.7495117;388.8067017;500.096405;421.6352814
1921;402.8786621;438.4062805;526.8688965;570.5471802;498.0595398;479.8624878;404.287384;411.0649109;434.0099792;542.1792603;470.8164581
1922;444.9820557;360.6612244;512.9475708;556.0083618;483.5639954;541.8342285;390.2390137;422.4298096;440.4805603;655.0988159;480.8245636
1923;474.2983704;488.8036194;577.4989624;605.5395508;547.5217285;579.2518921;475.1914063;424.6427917;473.0324707;699.1054077;534.48862
1924;423.6644287;329.885376;499.0531921;511.42099;410.9204102;450.8470459;422.1495361;467.1825867;444.2065125;619.8664551;457.9196533
1925;455.2280884;335.09552;536.8243408;613.0864868;490.7448425;491.5719604;349.0835876;501.1720581;471.6611633;625.5635986;487.0031647
1926;414.2173157;330.2993469;553.2507935;555.1270142;452.9823914;438.8721619;478.9628601;436.6351929;457.2397766;568.7786865;468.636554
1927;475.9009094;402.9386902;547.4247437;592.2741699;516.6704102;491.5896912;0;482.8863831;462.6714172;648.3018188;462.0658234
1928;492.5766907;292.5697327;581.949707;621.1827393;506.2376404;453.9810181;0;414.5585022;453.5258789;684.5460205;450.112793
1929;457.8764648;378.6123352;472.4187317;580.1199951;550.8233643;499.8620911;82.43920898;550.1343994;535.5523071;694.7910156;480.2629913
1930;470.3369751;318.198822;544.6773682;621.4807739;518.9671631;476.6672668;496.929657;502.8131104;528.27771;692.354248;517.0703095
1931;543.824646;383.9897766;473.7629089;626.0609741;534.7894287;528.3309937;517.7263184;428.4368896;488.1148376;660.164856;518.520163
1932;438.9141541;272.4118347;460.4732056;529.7792969;491.7673035;459.3519897;581.5802002;561.2017822;518.8696899;651.0253906;496.5374847
1933;389.3347778;271.6738586;452.7402954;559.760376;485.6326904;453.4373779;555.9186401;366.993042;516.5634766;642.8875122;469.4942047
1934;438.5697632;331.2288513;387.559082;504.236969;450.6891785;457.9796448;557.7831421;422.8549194;452.3980408;683.814209;468.71138
1935;432.9132385;364.3398132;434.6243286;575.0960083;526.6774902;450.4255371;505.8632507;303.7959595;502.4247742;645.2246704;474.1385071
1936;514.6417236;501.7838745;472.3294983;594.2514038;590.3688965;526.0735474;578.8643799;421.0457764;491.7030945;666.7685547;535.783075
1937;481.815155;321.4181824;506.1295166;502.444397;549.8114014;522.9506836;579.2538452;473.1282654;439.9446411;619.4485474;499.6344635
1938;453.4326172;285.0410461;399.8663025;414.138916;476.7600098;438.5635681;504.9181213;450.2545166;466.605957;584.4778442;447.4058899
1939;451.009552;363.9875793;507.5176392;560.9967651;559.3823242;466.1376343;449.1416931;429.0326843;446.468811;631.6021118;486.5276794
1940;411.7411804;308.7957764;487.4999695;545.413147;526.5952759;325.0878906;423.250824;442.0232544;510.0353394;658.2554932;463.8698151
1941;408.8581848;370.2384033;457.6983337;488.5619812;479.5349731;447.0072632;511.2368469;378.1050415;483.4264832;656.5668945;468.1234405
1942;392.6253662;316.5734253;437.5621033;477.1889648;426.1821899;416.9786072;541.2315674;358.6065063;447.5838318;748.6218262;456.3154388
1943;403.9349976;379.2466736;497.454834;478.9646301;449.4701843;380.902832;468.0747986;410.6813354;536.9795532;590.8873901;459.6597229
1944;0;338.3141785;546.7130127;542.6274414;527.0455933;461.1514587;502.7798462;429.0535583;522.1444702;682.2253418;455.2054901
1945;187.2147522;551.0111694;502.4975891;522.4134521;529.2107544;470.5417175;546.364563;526.1012573;540.7938232;707.0722046;508.3221283
1946;380.4328918;248.6246948;488.0252686;466.2150269;467.6329956;450.0170593;549.5919189;433.7143555;539.7050781;608.8452759;463.2804565
1947;461.4581604;439.8547668;505.4595642;514.8779907;479.980835;439.0906982;493.7415771;476.8286133;503.88797;661.1160278;497.6296204
1948;526.9833374;324.76474;519.2468872;515.1257935;504.3514099;443.1167297;481.5189819;398.0022583;549.5065308;683.2404175;494.5857086
1949;471.7998352;472.7221375;586.5953369;610.0758667;599.5402222;472.8883972;567.1625977;474.0378113;585.6124878;665.0467529;550.5481445
1950;447.1340027;508.70578;533.8451538;520.6474609;623.4273682;451.3138428;587.5704346;514.140625;610.1265869;615.3624878;541.2273743
1951;416.0365906;331.8681335;534.5161743;552.3578491;561.9229736;412.6596069;562.6591797;419.4013672;554.0316772;569.2459106;491.4699463
1952;556.5981445;452.8399048;533.5646973;490.4283142;492.7332764;448.7554932;557.1152344;394.0339966;504.789978;641.355957;507.2214996
1953;605.2861328;527.3301392;492.8976746;535.1977539;511.4841309;491.2138367;524.4032593;446.4770203;504.0707092;608.1914063;524.6552063
1954;493.4827576;411.4286499;469.723053;452.2001038;451.6886292;426.0923767;613.2333984;439.5643005;462.4023132;617.0953369;483.6910919
1955;546.3238525;463.9532776;486.6092529;485.0441284;564.5057373;420.9394836;643.3133545;484.4995117;560.883667;647.5406494;530.3612915
1956;582.8617554;438.5908813;484.938324;476.7315369;513.3737793;439.6048889;583.4262695;457.6760254;559.7199707;660.3503418;519.7273773
1957;524.4015503;398.1719666;444.6445923;419.5611877;404.8821106;390.321228;569.6243286;420.9388733;476.1138611;652.7376709;470.1397369
1958;576.0999146;413.4743958;459.7940979;476.8319092;513.114502;392.240509;666.1068115;367.8389282;554.4009399;590.1444092;501.0046417
1959;559.6517944;365.0753784;478.6662292;467.703125;514.9797363;351.1530457;632.0482178;294.4715881;463.4539795;692.5380859;481.974118
1960;484.4532166;399.9875183;377.4423523;409.7458496;469.9826355;415.9458618;577.9423218;167.1702423;457.5470886;697.0758057;445.7292893
1961;456.6497192;408.7023926;476.0819702;447.2599182;465.9497681;382.7556458;602.9314575;330.2183228;469.6952209;702.2288818;474.2473297
1962;512.5791626;535.3384399;566.6471558;500.8057861;572.1418457;534.2164307;504.8603821;427.3995972;501.6149597;575.6821899;523.128595
1963;520.3208618;485.0167236;480.0877075;531.8206787;568.9483643;478.9161072;514.0875244;407.8938599;508.7683411;612.1177979;510.7977966
1964;427.1193848;484.0950012;537.9854736;462.6601868;504.7344055;419.8557129;552.4246216;491.9717407;518.6072998;681.3060303;508.0759857
1965;550.8495483;505.5683594;503.5878906;477.3937378;525.1155396;412.8345032;632.0244141;359.3348389;568.0695801;530.0701904;506.4848602
1966;432.8596802;435.3864136;425.9153442;459.826355;468.1046753;402.4980774;516.5289307;478.6083679;553.1635132;622.8354492;479.5726807
1967;486.4048462;401.269928;435.3687744;456.5282288;432.1039124;407.6097717;488.9272461;395.3922729;479.4909058;654.0974121;463.7193298
1968;481.7414246;505.9375305;535.756958;593.4297485;561.7203979;443.3207703;532.357666;449.1008911;565.6439209;686.7434082;535.5752716
1969;458.258728;526.7766724;499.795166;419.9078674;496.4767761;429.3870239;334.9518127;516.2120361;535.1161499;672.5701294;488.9452362
1970;465.4136047;497.9654846;473.2531128;528.9099121;512.8734741;386.6091614;250.0866852;408.946228;579.7296143;629.9758911;473.3763168
1971;518.2144775;463.5882874;462.3077393;0;533.3395386;437.1619263;373.7883911;363.5899048;526.5031738;663.8010864;434.2294525
1972;582.9370117;494.6738281;429.8069763;0;518.7145996;433.1612854;350.5283203;403.5064087;594.6801758;661.6972656;446.9705872
1973;484.9850769;425.2324829;324.910553;0;447.210083;405.2887268;347.8656311;448.6769409;513.6190186;689.5154419;408.7303955
1974;442.0941162;421.9177856;347.9658508;301.0623474;404.4884033;408.3717957;326.5211487;424.1078186;531.2213135;581.2672729;418.9017853
1975;525.8963623;524.3679199;458.7848816;432.0711975;551.8481445;444.1600647;475.0415039;594.4398804;543.7473755;713.5142822;526.3871613
1976;519.265625;411.8526611;423.9431458;434.5721741;493.1392517;388.0147705;434.3752747;569.7572021;476.0316772;681.9888916;483.2940674
1977;539.1951904;461.291748;472.8381958;457.3270264;448.8977661;415.0571899;481.8810425;576.1813354;469.3096313;701.102356;502.3081482
1978;544.5385742;484.133606;520.7627563;410.5562134;518.7283936;466.031189;369.4837036;539.7467041;581.0411987;676.8709717;511.1893311
1979;575.4798584;459.5310669;517.7304077;417.0859375;491.7711182;477.537262;343.5272827;569.3912964;521.8301392;683.8393555;505.7723725
1980;527.9744873;369.3911133;480.7409058;421.5561523;498.4518433;414.1192627;355.2254028;539.5831299;536.6712036;583.3994751;472.7112976
1981;554.7993774;414.0606995;532.8013916;452.9260254;463.2010498;432.5413818;436.8050232;657.9196167;482.6127625;608.7473755;503.6414703
1982;634.0479126;418.1290588;480.4131165;435.0203857;245.0376129;422.6590271;487.3167114;550.1645508;394.9858398;676.0665283;474.3840744
1983;603.557373;463.3050537;494.7442322;420.1897278;478.4216003;446.5493164;424.6316528;554.0435181;466.7047119;706.303772;505.8450958
1984;571.9805298;451.6237183;436.6264038;411.4297485;526.6070557;419.4902039;350.71698;466.4145203;493.8530273;632.1679077;476.0910095
1985;517.1101074;424.440033;402.5083313;374.342865;518.4846802;372.0484314;480.9251709;362.0653687;512.5563354;631.9909668;459.647229
1986;508.3642273;435.6659851;453.3467712;446.4532166;444.5436401;389.9325256;363.9039612;395.1427612;524.2010498;597.0114136;455.8565552
1987;509.0492249;355.87854;384.8304443;448.1682129;422.0411377;409.8486938;281.7050171;402.1485901;484.096344;409.5453796;410.7311584
1988;477.6595764;426.6263733;291.6198425;433.2749329;352.0647278;366.268158;358.3717346;401.9911804;513.6954346;536.5644531;415.8136414
1989;564.7370605;448.2453308;450.3239746;421.3933105;233.6552429;361.9432373;317.1867676;336.3474731;495.0869141;593.1556396;422.2074951
1990;587.5415039;460.9710388;377.5529785;436.0290527;410.2800293;435.4265747;475.0809937;385.844574;484.563324;557.3189087;461.0608978
1991;538.196228;452.7000122;420.0752258;421.0394287;368.0850525;468.3330688;572.7516479;446.123291;503.3009644;619.4019165;481.0006836
1992;538.6002808;483.0436401;399.4742737;331.3068542;410.9089966;442.6090088;530.3178101;456.5666504;465.4301453;640.6162109;469.8873871
1993;403.6604919;395.7532349;320.9625549;320.107666;370.9074402;367.7281189;438.9429626;321.6097107;401.7748718;549.1473999;389.0594452
1994;431.8140869;427.3344727;320.3090515;267.099884;363.2464905;380.2220154;422.746521;344.1272278;491.9789429;537.5058594;398.6384552
1995;517.84552;482.5470276;407.462616;355.4154968;271.8551331;423.4302368;595.5556641;464.1912231;522.6915283;568.8241577;460.9818604
1996;518.3880615;429.1627808;340.0690613;353.4915161;327.8117065;408.62677;405.7915955;411.2603455;460.4932556;521.7624512;417.6857544
1997;475.2176514;410.4743652;374.9397583;394.4943237;317.1467285;355.7692871;448.7884216;407.3833008;398.3795166;427.2939148;400.9887268
1998;562.9624023;471.2767639;385.9690247;370.9485168;332.4931641;424.2286682;562.8556519;338.3892517;490.0206909;570.8464966;450.9990631
1999;534.2703247;444.7732239;380.4583435;428.0359192;355.7232666;386.7973328;629.6945801;507.466095;496.0247498;471.7600403;463.5003876
2000;496.6365662;420.5215759;405.9689941;388.8618469;230.6961212;352.7023621;505.9064636;391.0026855;410.2726135;513.5802612;411.614949
2001;522.7109375;434.3475037;360.2183533;432.232605;467.1137695;351.9732056;499.5900574;396.1283569;465.7598877;491.6585388;442.1733215
2002;488.1086121;440.3312378;347.8467102;392.0232544;500.039032;373.8320007;593.6086426;373.7884827;557.7816772;544.2467041;461.1606354
2003;504.7035522;426.9379578;387.0780334;389.788147;468.1089172;385.3732605;508.3431091;374.5280151;484.545166;570.2052002;449.9611359
2004;518.9440308;469.6786499;426.9155579;338.9890137;536.6641235;443.9959717;575.9884644;436.0933838;474.6735229;544.4743652;476.6417084
2005;564.3942261;417.516571;391.1615601;319.4136658;539.7730103;435.0120239;565.7511597;393.1238098;512.9542847;516.6331177;465.5733429
2006;555.5657349;435.7017822;454.4649048;366.6008301;531.2752075;511.6557922;469.6844177;415.6802063;449.3251648;529.4401245;471.9394165
2007;563.5740967;467.3685303;473.1636353;367.1466675;478.4241333;478.4057312;527.7975464;429.2321777;476.1532593;542.9763184;480.4242096
2008;626.1203003;505.5406494;400.8182373;383.5022888;447.3903198;441.8532104;557.7191772;431.2853394;539.7460327;581.756958;491.5732513
2009;590.2758179;418.0257263;441.9671936;460.0735168;648.5982666;463.2234802;525.5112305;468.4962769;490.9862366;555.47229;506.2630035
2010;504.4091187;384.5755005;369.3451233;352.6416016;0;408.0250549;531.9046021;367.1010132;379.0999146;499.5533447;379.6655274
2011;530.9959106;391.1250305;307.8152161;404.7134705;312.8716431;431.2848816;484.9566956;339.7814636;417.704895;489.3240662;411.0573273
2012;487.864563;451.4936829;334.4532471;275.427887;585.3161011;437.3335876;531.2272949;411.8441467;482.4324951;479.480835;447.687384
2013;442.7951965;337.319397;225.705658;455.3545227;518.9700317;398.0346985;492.0630798;345.5202026;477.4996338;483.9576721;417.7220093
2014;483.8330994;390.2518005;361.4750061;350.7253723;442.562561;421.2606506;466.4886475;300.6535034;455.1511536;471.0233765;414.3425171
2015;618.3248291;458.3193665;378.7586365;388.5770264;571.4959717;503.8690186;558.3822632;374.4065857;622.684021;624.3414307;509.9159149
2016;482.1886902;378.035675;289.4457703;459.914978;461.2607727;395.1845703;414.664032;338.9525757;464.5795898;538.6677856;422.289444
2017;597.1705322;456.1695862;357.3763123;350.8253174;490.9874268;481.0486145;558.2409058;371.420166;524.4866333;628.8612671;481.6586762
2018;501.9652405;366.752594;214.3610992;343.7444153;395.643219;356.5179749;426.7412415;298.4638672;480.3491821;496.1100769;388.0648911
2019;463.4713135;386.9764709;239.1882935;289.7169189;457.5988159;367.8787231;576.5136719;314.4505005;472.3722534;519.3942261;408.7561188
2020;503.9159546;348.9984436;299.2385559;264.6351929;476.1364136;331.1056519;549.4033813;363.859375;476.1011658;489.6934204;410.3087555
2021;532.1740112;365.3428955;292.6820068;332.6036987;428.7360535;359.7173157;496.640564;318.1920471;433.2219238;538.4447021;409.7755218
2022;622.5473022;416.2286072;0;290.8730164;446.4681702;423.2663879;517.9557495;360.924408;479.3833313;585.111145;414.2758118
