year;CWTtanAPA06_;CWTtanAPA07_;CWTtanAPA08_;CWTtanAPA09_;CWTtanAPA10_;CWTtanAPA11_;CWTtanAPA13_;CWTtanAPA15_;CWTtanAPA17_;CWTtanAPA19_;aver
1916;3.203882694;3.533825636;2.493240356;3.279288769;0;2.026051998;2.227252483;3.40004015;2.547833681;3.106421232;2.5817837
1917;3.287888765;3.525454521;2.70689106;3.444818258;0;2.11995697;2.312788725;3.437648058;2.725723743;3.279541254;2.684071136
1918;2.854087114;3.27367425;2.443665266;3.021014929;0;2.005604744;2.334167242;3.17330265;2.640643835;3.03490901;2.478106904
1919;2.981293201;3.46760416;2.892656803;3.199441433;0;1.996905088;2.594297647;3.325870514;2.428976536;3.36715579;2.625420117
1920;3.104310989;3.768007994;2.748298407;3.2020154;0;2.096264124;2.348519087;3.183047771;2.3695755;3.394014597;2.621405387
1921;3.421807051;3.489506006;2.806528091;3.453129053;0;1.99013257;2.482323408;3.918956041;2.64580369;3.15408349;2.73622694
1922;3.294798136;3.98920083;2.717710495;3.501363039;0;2.096533775;2.476697206;3.917956114;2.56060648;2.960830212;2.751569629
1923;3.330278397;3.451022148;2.66793561;3.167674303;0;2.174730539;2.359595537;3.189125776;2.648193598;2.81338644;2.580194235
1924;4.019891739;4.342883587;2.924115181;3.798440933;0;2.495299816;2.379072428;4.008308411;2.702026844;3.264853716;2.993489265
1925;3.736533403;3.994645119;2.708448887;3.202153444;0;2.214129448;2.533003569;3.370314837;2.571346998;3.061511993;2.73920877
1926;3.376111507;4.094544888;2.732248306;3.241072416;0;2.3711164;2.715812206;3.732159376;2.684113741;3.339855671;2.828703451
1927;3.671854973;3.909887552;2.500124216;3.476526499;0;2.169634342;0;3.681221247;2.98772192;2.964063406;2.536103415
1928;3.419074059;4.471308708;2.566696405;3.27463913;0;2.223532915;0;3.438463926;2.683632612;3.150938272;2.522828603
1929;3.369526863;3.760375738;2.559632301;3.106954813;0;2.203795433;2.493869305;3.317610979;2.619311333;2.956722021;2.638779879
1930;3.787955999;4.517699242;2.685110331;3.68418169;0;2.439163923;3.14221859;3.54475379;2.857869864;3.030693531;2.968964696
1931;3.569299221;4.090818882;2.467000008;3.023879766;0;2.144269705;2.68591547;2.899703264;2.780200243;2.739119053;2.640020561
1932;3.95045495;4.068113804;2.712668419;3.271067142;0;2.201537132;2.593310118;3.508921146;2.668486357;2.891124964;2.786568403
1933;3.611351252;4.302308559;2.760669947;3.231486559;0;2.255151272;2.472753763;3.328632116;2.730891466;3.053394794;2.774663973
1934;3.712776423;4.197059155;3.087641954;3.340909719;0;2.38546443;2.313349247;3.600324154;2.722504139;2.996886253;2.835691547
1935;3.997682333;4.251959324;3.164846897;3.406147003;0;2.44395709;2.579068899;4.933987141;2.544770479;3.263352871;3.058577204
1936;3.457462072;3.580374002;2.638381004;3.282552004;0;2.173191786;2.345792055;3.942902803;2.403086662;2.820815802;2.664455819
1937;3.68682456;4.976604462;2.964130878;3.508585453;0;2.315340042;2.411501646;3.748780966;2.562031031;2.842738628;2.901653767
1938;3.359642744;4.693088055;2.909961939;2.686384201;0;2.238568783;2.496914864;4.123330116;2.312946558;2.541942835;2.736278009
1939;3.633023262;4.616169453;2.835464239;2.951489687;0;2.269826651;2.523487091;4.499771595;2.396213531;2.644298553;2.836974406
1940;3.949315071;4.037555695;2.550760269;2.679681063;0;2.935932159;2.851828814;3.803302526;2.594889164;2.897930622;2.830119538
1941;3.72166729;3.78870368;2.800561428;3.03460145;0;2.611082792;2.388412237;3.899589062;2.514556408;2.970349312;2.772952366
1942;4.190683842;3.919487238;2.844895124;2.856030464;0;2.805563688;2.812981844;4.467256546;2.706739664;3.175516367;2.977915478
1943;4.002994537;3.815063477;2.687567711;2.761771202;0;2.748695135;2.738668442;4.014672756;2.523336172;3.542081356;2.883485079
1944;0;3.540472746;2.590979338;2.803901196;0;2.676281691;2.846692085;3.961565495;2.404596806;3.032414436;2.385690379
1945;4.66855669;3.157904625;2.669433117;2.618728876;0;2.626470327;2.590711117;3.33355546;2.338955879;2.933787107;2.69381032
1946;4.21781826;3.813423634;2.911963463;2.834203482;0;2.492959976;2.499732733;3.4951756;2.550357342;3.0380404;2.785367489
1947;3.713194609;2.995297432;2.817109585;2.973064661;0;2.547572374;2.720517874;3.596678019;2.820663929;3.207802773;2.739190125
1948;3.453652143;3.793939352;2.813667059;3.202712297;0;2.710346699;2.620279789;4.010269165;2.764414072;3.198367834;2.856764841
1949;3.776463032;3.126052618;2.623636246;2.932875633;0;2.621908426;2.492462873;3.722143412;2.743579626;2.867639303;2.690676117
1950;3.718728542;3.240875483;2.796770811;2.88679719;0;2.580911398;2.175870419;3.475638866;2.843976259;3.189929008;2.690949798
1951;3.978985786;3.62779665;2.64756918;2.641312838;0;2.522333384;2.161857128;3.322675467;2.696818113;3.179156542;2.677850509
1952;3.563910961;3.099294186;2.647476912;2.931252241;0;2.393770218;2.346578121;3.505184412;2.310648441;3.212234974;2.601035047
1953;3.913864136;2.969955444;2.638485432;2.85374403;0;2.549982548;2.429785013;3.57049489;2.489523888;3.502351999;2.691818738
1954;3.396427155;3.19537425;2.905918121;2.894777775;0;2.778889418;2.45877409;3.622334719;2.515039444;3.358268738;2.712580371
1955;3.343785763;3.153348684;2.844015837;2.800092459;0;2.511893511;2.573816299;3.693424463;2.362906218;2.974159479;2.625744271
1956;3.555069447;3.129940987;2.580769539;2.632339954;0;2.543750286;2.22574091;3.616678238;2.419011831;2.804668427;2.550796962
1957;3.732336283;3.043239117;2.59282136;2.731621027;0;2.631831884;2.212383986;3.520817757;2.647473335;3.097108603;2.620963335
1958;3.670458555;2.969256878;2.855571508;2.727938414;0;2.542631149;2.347653627;3.817961693;2.440393209;3.464684725;2.683654976
1959;3.799216032;3.193511009;2.963793755;2.832658291;0;2.911416054;2.439543486;4.738025665;2.446623325;2.890005112;2.821479273
1960;3.815791368;3.017215729;3.039892912;2.819375753;0;2.680082083;2.32595253;4.583235264;2.424655437;2.977782488;2.768398356
1961;3.697360992;2.768388271;2.650417328;2.313460827;0;2.387334347;2.165073633;3.578341722;2.259683132;3.013665915;2.483372617
1962;3.809429407;2.71227026;2.380667925;2.443367243;0;2.403239012;2.33424139;3.218426943;2.269058466;3.026094913;2.459679556
1963;3.623544693;2.754712105;2.227318764;2.45660615;0;2.445203066;2.484345913;3.184604883;2.306539536;3.101025581;2.458390069
1964;3.315493584;2.912508249;2.638834;2.598438501;0;2.476409912;2.322862387;3.276929617;2.683216095;2.97170639;2.519639874
1965;3.107495308;2.483687639;2.198894501;2.459456444;0;2.333666563;2.478022099;3.807743788;2.246238947;2.267711401;2.338291669
1966;2.956954241;2.616550207;2.403146744;2.450365782;0;2.50966239;2.021982431;3.389131069;2.574389219;3.1032269;2.402540898
1967;3.224365711;2.668435574;2.647752047;2.649816513;0;2.466357946;1.953155756;3.89003706;2.434713125;2.88242197;2.48170557
1968;3.213524818;2.663255453;2.286977768;2.378290892;0;2.401245594;1.902658105;3.810669661;2.273494244;2.612639189;2.354275572
1969;3.403100252;2.558687449;2.215988874;2.391089201;0;2.383595943;1.773944259;3.535172939;2.30867815;2.557937145;2.312819421
1970;3.336448908;2.540434122;2.393247128;2.690462112;0;2.254207373;1.785082698;4.849798679;2.337239027;2.556933403;2.474385345
1971;3.313148737;2.543766499;2.43716979;0;0;2.400904179;1.846760035;5.420000076;2.391287565;2.713978529;2.306701541
1972;3.256572485;2.278392315;2.567854404;0;0;2.147681952;1.745746851;4.50729847;2.19530201;2.696091175;2.139493966
1973;3.400977373;2.922754526;3.055093765;0;0;2.453297138;1.776275277;3.817925453;2.662361383;2.817767859;2.290645278
1974;3.404773235;2.373780012;2.627509117;2.43330121;0;2.281415224;1.78661871;3.176118612;2.491406202;3.045975208;2.362089753
1975;2.781124115;2.609902143;2.825859785;2.319027901;0;2.426356554;2.073762417;2.682272673;2.428489923;2.586379051;2.273317456
1976;3.779836178;2.629445076;2.406033039;2.722966433;0;2.571063042;1.731130481;2.486285925;3.019603252;2.648857117;2.399522054
1977;3.160777569;2.445039749;2.202663183;2.544677019;0;2.201189756;1.911944628;2.423048019;2.65062809;2.354556561;2.189452457
1978;2.805292606;2.309991598;2.158715248;2.611376524;0;2.229827881;1.758216381;2.684772253;2.37339592;2.60842824;2.154001665
1979;3.528116226;2.552339554;2.51529932;2.644333601;0;2.458965778;1.799703002;3.183369637;2.653419495;2.885900259;2.422144687
1980;3.312656641;2.685369253;2.628148556;2.451169491;0;2.354958057;1.656613469;3.227108002;2.552058697;3.044078112;2.391216028
1981;3.168174982;2.399230003;2.384239674;2.422653437;0;2.367097139;1.944991946;2.965895891;2.470285416;2.793533087;2.291610157
1982;2.890055418;2.670787811;2.392329454;2.295571327;0;2.382872581;2.042929173;3.134685755;2.319543839;2.582471609;2.271124697
1983;3.138510227;2.625764132;2.387815952;2.181035757;0;2.346681118;1.791241288;3.32339406;2.603811741;2.831811666;2.323006594
1984;2.669810772;2.322364807;2.155078411;2.186527729;0;2.240974188;1.973792911;4.084699154;2.476010323;2.725221634;2.283447993
1985;2.758672714;2.457737207;2.319782257;2.440561056;0;2.252515316;1.875469089;4.436930656;2.432436466;2.93656826;2.391067302
1986;2.456742048;2.293546915;1.922451973;2.57503438;0;2.068744183;1.816526413;3.949195623;2.281466246;2.435130358;2.179883814
1987;2.76561904;2.554232121;1.842461467;2.348274946;0;2.188822031;1.723601818;3.702528477;2.49945879;2.843984365;2.246898305
1988;2.839570522;2.404532433;2.096528053;2.335463524;0;2.108973265;1.690748096;3.925323009;2.480587959;3.014091969;2.289581883
1989;2.793230534;2.572844744;2.252797842;2.324616194;0;2.349234819;1.881406426;4.444240093;3.201393604;3.169309855;2.498907411
1990;2.601895332;2.378398895;2.210103035;2.305644989;0;2.26760149;2.061917067;3.742932081;2.718963385;3.090172529;2.33776288
1991;2.560952425;2.302633524;1.907330751;2.385802984;0;2.150473595;1.924994588;3.506946564;2.493895292;2.814646482;2.204767621
1992;2.488180876;2.324712038;1.896172166;2.043443918;0;2.116879225;1.761710286;3.243875265;2.346039534;2.442931414;2.066394472
1993;2.489137173;2.478603125;1.791414618;1.901162624;0;2.159380198;1.786449552;3.716246128;2.58531642;2.961389303;2.186909914
1994;2.630833149;2.553283691;1.950781226;1.8046875;0;2.154396534;1.863835573;3.74110961;2.697715044;2.744407177;2.21410495
1995;2.66066432;2.290818453;2.131844521;2.090173244;0;2.164571047;1.877031684;3.187899828;2.364444971;2.550637007;2.131808507
1996;2.73688364;2.508190155;1.920706391;1.984252453;0;2.15679574;1.807192683;3.673397303;2.579687119;2.686639786;2.205374527
1997;2.71292758;2.552975178;2.030259848;1.96720624;0;1.950353503;1.946201682;3.755486965;2.798380852;3.226789713;2.294058156
1998;2.660801411;2.346140623;1.991864443;2.063243866;0;2.090225935;1.936316013;3.61123991;2.447816849;2.613867283;2.176151633
1999;2.816443682;2.37987566;2.121685982;2.150662184;0;2.16209197;2.137957811;3.670318604;3.097666502;3.101793766;2.363849616
2000;3.002570868;2.561953783;2.228749275;2.114430428;0;2.404021502;2.318594933;3.909919977;3.332949162;3.230704784;2.510389471
2001;3.005485535;2.581012964;2.074805737;2.087707996;0;2.425277472;2.274018526;4.109881401;3.285809994;3.253298521;2.509729815
2002;2.742578745;2.389775515;2.097245216;2.183187723;0;2.482977867;2.067980528;3.744520187;2.672859192;3.028673887;2.340979886
2003;3.010476112;2.516211748;2.196839809;2.073096037;0;2.453292847;2.111463308;3.55016613;3.157834291;3.092943668;2.416232395
2004;3.114206791;2.507022619;2.415697813;1.98115921;0;2.561758995;2.395812988;3.603838444;2.996088743;3.275393724;2.485097933
2005;2.948246956;2.589687824;2.249613047;2.06230402;0;2.505284786;2.071054935;4.00841713;2.774103165;2.966836214;2.417554808
2006;3.279109478;2.699752569;2.403043032;2.337094307;0;2.481967688;2.350399494;3.776355982;3.747443676;3.183671713;2.625883794
2007;3.44468689;2.539942503;2.139295101;2.27065134;0;2.456452131;2.083397865;3.49174881;3.313368082;2.93000555;2.466954827
2008;3.272104979;2.673577547;2.130367279;2.524907112;0;2.339804649;2.048364401;3.651051044;3.522660494;2.628823042;2.479166055
2009;3.598172188;2.818322897;2.193101168;2.485792398;0;2.502505541;2.178352356;3.862193584;3.76265645;2.826280594;2.622737718
2010;3.69964695;2.757572174;2.100531101;2.151092052;0;2.442734003;2.060377121;3.694127083;3.65368247;3.029718637;2.558948159
2011;3.345474958;3.007904768;1.735012293;2.044541836;3.084121943;2.469093561;2.149478197;3.921249151;3.907622814;3.24635148;2.8910851
2012;3.493407726;2.780933857;1.823295832;1.953591108;2.755300045;2.327127457;1.918744445;3.588343382;3.428863764;2.934634924;2.700424254
2013;3.998094082;2.966515541;1.850169301;2.034867048;2.675724745;2.457380772;2.132662296;3.903575897;3.729526281;3.217108965;2.896562493
2014;3.657235622;2.816869736;1.965957522;1.98972249;2.685143948;2.47378397;1.930673122;3.710811138;3.584666252;3.071444988;2.788630879
2015;3.412750483;2.813374519;1.968562841;2.100288153;2.735382795;2.46764493;2.193727732;3.509538174;2.979267597;2.533699274;2.67142365
2016;3.927299023;2.880675316;1.895090103;2.249552011;2.626507044;2.783156633;2.218824863;3.592690945;3.472901821;2.962458134;2.860915589
2017;3.64581275;2.846802711;1.940382361;2.133034706;2.617761135;2.369776964;2.218439102;3.419340372;3.132302761;2.74914813;2.707280099
2018;4.090338707;2.869896412;1.777604938;2.106276035;2.290840149;2.332802534;2.232684135;3.753028393;3.215393066;3.029887915;2.769875228
2019;4.267590046;2.995995998;1.788425207;1.978785634;2.431610107;2.712319851;2.157553196;3.313637257;3.04847002;2.646076679;2.7340464
2020;4.050227642;2.87279892;1.773780465;1.915663719;2.587709427;2.607818365;2.152543068;3.68759203;3.34864974;2.698236465;2.769501984
2021;4.17277956;2.888131857;1.810319424;2.046866179;2.526357174;2.70786047;2.198910236;3.770606995;3.686755896;3.112281561;2.892086935
2022;3.378225327;2.858609676;0;2.024659872;2.73279357;2.801250219;2.317641497;3.728943586;3.627100229;3.243153572;2.671237755
