year,KhAPA06_,KhAPA07_,KhAPA08_,KhAPA09_,KhAPA10_,KhAPA11_,KhAPA13_,KhAPA15_,KhAPA17_,KhAPA19_
1697,0,0,0,5.061001902529715e-10
1698,2.3714554219769102e-9,0,0,4.011023824746542e-9
1699,5.9780696240632396e-9,0,0,1.3127733700073642e-8
1700,1.7815528968981678e-8,0,0,2.3924396776360585e-8
1701,4.50702834023886e-8,0,0,1.573459921298925e-8
1702,7.037354105367287e-8,0,0,1.8034254094342536e-8
1703,6.223283631885275e-8,0,0,1.2074396547920972e-8
1704,7.011030707795943e-8,0,0,1.775680070028485e-8
1705,7.551402403022358e-8,0,0,4.4103386035578314e-8,0,0,6.052653960045674e-10
1706,8.238625654863099e-8,0,5.612223994342153e-8,5.04085147074148e-8,0,0,7.942659713265356e-9
1707,8.097353684002296e-8,0,8.791723676191297e-8,5.127443342798753e-8,0,0,1.615118949680176e-8
1708,4.2402450961271006e-8,0,5.4276106239562943e-8,3.272033591426375e-8,0,0,2.264440894506245e-8
1709,2.8486755006735176e-8,0,6.5318185416611e-9,2.1257636527836493e-8,0,0,4.909180098111718e-8
1710,3.4585567818291975e-8,0,1.9991197121982962e-8,3.713246801107193e-8,0,0,2.957799050687399e-8
1711,4.1018916135788346e-8,0,4.6411636711622464e-8,6.649761153653786e-8,0,0,2.3117077661855765e-8
1712,2.2994032317015177e-8,0,3.773925509033579e-8,5.268713319521267e-8,0,2.220538321125136e-8,9.901796575275551e-9
1713,2.8223844560580257e-8,0,2.389184309081664e-8,4.614167534109261e-8,0,1.4365341823621012e-8,5.709665170090205e-9
1714,1.7263845894774082e-8,0,2.0763174534741248e-8,3.8951572405674796e-8,0,4.973655986727879e-9,8.929181643374737e-9
1715,2.979593270042108e-8,0,1.6070438472548516e-8,4.328725018032838e-8,0,1.50704312935216e-8,1.8795691091833578e-8
1716,3.183617630964438e-8,0,2.2885267283032494e-8,4.9004993977152463e-8,0,1.0466274939715399e-8,6.956127474836335e-9
1717,1.5685859320832854e-8,0,1.6654438238851067e-8,4.120599894371335e-8,0,6.503851855913784e-9,1.648750222853598e-8
1718,1.7328543839040228e-8,0,2.3318294858341504e-8,6.489573571866147e-8,0,9.217337151993411e-9,1.3913391943196316e-8
