;X1966.1990;X1967.1991;X1968.1992;X1969.1993;X1970.1994;X1971.1995;X1972.1996;X1973.1997;X1974.1998;X1975.1999;X1976.2000;X1977.2001;X1978.2002;X1979.2003;X1980.2004;X1981.2005;X1982.2006;X1983.2007;X1984.2008;X1985.2009;X1986.2010;X1987.2011;X1988.2012;X1989.2013;X1990.2014;X1991.2015;X1992.2016;X1993.2017;X1994.2018;X1995.2019;X1996.2020;X1997.2021
X3.curr.jun;-0.031249275;-0.010872799;-0.043771874;0.009683821;-0.016727862;-0.134485881;-0.064138816;-0.107251489;-0.197974369;-0.201870061;-0.175048677;-0.084644354;-0.089819341;-0.104240448;-0.094743086;-0.167636176;0.055659961;0.127430089;0.126314739;0.068852015;0.005418997;0.200719323;0.160657955;0.216767506;0.189470825;0.143796682;0.127550784;0.01021757;-0.108288163;-0.113409601;0.033447834;-0.006623068
X3.curr.jul;0.367653387;0.406450419;0.470094841;0.495873639;0.478247507;0.486319808;0.516982122;0.503019445;0.378166385;0.370241311;0.458405557;0.490037151;0.451030644;0.496951335;0.585904171;0.625003965;0.541903776;0.525881353;0.390111603;0.315515032;0.390822147;0.428764846;0.36690301;0.430155765;0.484912089;0.360971801;0.400481612;0.264340786;0.324251459;0.278801359;0.217372251;0.108806801
X3.curr.aug;0.178071824;0.216425375;0.244359268;0.270581945;0.252554768;0.201268142;0.258978184;0.209401881;0.065418917;0.041880131;0.120197226;0.209365181;0.184257431;0.244972328;0.30824268;0.279209347;0.407300414;0.485338054;0.383436134;0.283086172;0.304040259;0.440153978;0.374082136;0.446854783;0.479571499;0.364764089;0.391958817;0.190934003;0.171592861;0.136277546;0.180075977;0.069749291
X3.curr.sep;0.249586224;0.302318639;0.272405599;0.331763923;0.305988719;0.259833301;0.290361717;0.22941928;0.184469078;0.152141788;0.218930862;0.310897464;0.307993285;0.370234463;0.40741096;0.416989931;0.51683883;0.620695579;0.454674857;0.495966945;0.487487947;0.520969448;0.479825836;0.555432488;0.59812376;0.553167044;0.56490946;0.406556241;0.350986995;0.293855167;0.274762303;0.112561002
