;X1966.1990;X1967.1991;X1968.1992;X1969.1993;X1970.1994;X1971.1995;X1972.1996;X1973.1997;X1974.1998;X1975.1999;X1976.2000;X1977.2001;X1978.2002;X1979.2003;X1980.2004;X1981.2005;X1982.2006;X1983.2007;X1984.2008;X1985.2009;X1986.2010;X1987.2011;X1988.2012;X1989.2013;X1990.2014;X1991.2015;X1992.2016;X1993.2017;X1994.2018;X1995.2019;X1996.2020;X1997.2021
X3.curr.jun;0.309442486;0.462474057;0.446785997;0.517522323;0.569940624;0.55645167;0.529816075;0.503977523;0.525955458;0.52115912;0.422341226;0.399390047;0.454571396;0.477773696;0.538007088;0.511425365;0.541186272;0.467974204;0.388356343;0.411388224;0.403760054;0.37973932;0.471522917;0.474982034;0.485466886;0.490743321;0.46572418;0.437212319;0.409142368;0.409722119;0.36991756;0.392852053
X3.curr.jul;0.674701858;0.606693527;0.58346704;0.608324996;0.59371623;0.580061827;0.570517648;0.617981136;0.593307181;0.648845305;0.634332802;0.647107733;0.658101406;0.651266242;0.67341857;0.615510863;0.599600847;0.657545345;0.59997284;0.591744317;0.583726959;0.452141636;0.491144554;0.530686237;0.477768414;0.495244789;0.459470505;0.428576268;0.41316846;0.382295252;0.377618474;0.367365288
X3.curr.aug;0.580902733;0.646003359;0.616386709;0.673510145;0.701633108;0.688630818;0.673396401;0.690131547;0.699813505;0.702708064;0.63492243;0.630453045;0.671829136;0.695720216;0.740151582;0.69190919;0.695213528;0.708296286;0.633028928;0.635152359;0.626061648;0.574600142;0.634996726;0.645824401;0.63905983;0.67472465;0.592354796;0.571871323;0.558196249;0.547805931;0.519749589;0.516328478
X3.curr.sep;0.555836995;0.61457887;0.592228591;0.635049053;0.685827367;0.658366886;0.583705893;0.581105941;0.570073724;0.574514961;0.520678466;0.476789585;0.519865686;0.554368335;0.559198572;0.483588114;0.491599128;0.522659936;0.463781016;0.480588458;0.453758349;0.348698751;0.43473547;0.45606582;0.446739761;0.452806473;0.360967941;0.336146005;0.325890577;0.30779272;0.250856052;0.269768981
