;X1966.1990;X1967.1991;X1968.1992;X1969.1993;X1970.1994;X1971.1995;X1972.1996;X1973.1997;X1974.1998;X1975.1999;X1976.2000;X1977.2001;X1978.2002;X1979.2003;X1980.2004;X1981.2005;X1982.2006;X1983.2007;X1984.2008;X1985.2009;X1986.2010;X1987.2011;X1988.2012;X1989.2013;X1990.2014;X1991.2015;X1992.2016;X1993.2017;X1994.2018;X1995.2019;X1996.2020;X1997.2021
X3.curr.jun;0.459154461;0.48264479;0.475217141;0.464867871;0.444960487;0.482534445;0.459145606;0.433743872;0.432225469;0.357364578;0.358760898;0.409598949;0.450977471;0.457505585;0.404238531;0.304149708;0.312793934;0.293115316;0.31438217;0.298299602;0.366526422;0.35361313;0.38473109;0.3974419;0.236957736;0.15557613;0.266020197;0.319017908;0.463924333;0.600424751;0.53146091;0.650842796
X3.curr.jul;0.604384425;0.660425975;0.601423555;0.610442394;0.581036444;0.557139982;0.598340641;0.592509445;0.577444261;0.50909897;0.508023185;0.57565268;0.576771657;0.552659518;0.522938323;0.545926874;0.51687022;0.522661504;0.521263911;0.476316918;0.473881952;0.460764019;0.517121736;0.57264716;0.451254158;0.47913727;0.434425989;0.470249569;0.077573343;0.019611229;0.040452845;0.043844001
X3.curr.aug;0.65576647;0.70507642;0.657372615;0.677196857;0.647084069;0.652128148;0.661965115;0.657046275;0.641098554;0.562665369;0.567299019;0.612583466;0.63740873;0.634541737;0.585935891;0.534606134;0.524415895;0.518808993;0.533952533;0.48149948;0.518035049;0.484902262;0.530550626;0.558423602;0.396576891;0.346979405;0.414937443;0.474221233;0.45345441;0.548996065;0.501441809;0.580287189
X3.curr.sep;0.417905424;0.491077625;0.45161064;0.470729261;0.413592603;0.428838014;0.484797977;0.49174841;0.490536957;0.434451182;0.417488714;0.489754413;0.494668276;0.477733149;0.437878938;0.429429412;0.451685934;0.421339328;0.448459116;0.396818934;0.439812856;0.397472639;0.453940321;0.47248973;0.277406945;0.244682139;0.245813815;0.307052231;0.342439366;0.55170321;0.470931184;0.564041082
