year;MLACHO01_;MLACHO03_;MLACHO04_;MLACHO05_;MLACHO07_;MLACHO14_;MLACHO15_;MLACHO16_;MLACHO17_;MLACHO19_;aver
1508;0;0;0;278.9522705;;;;;;;69.73806763
1509;0;0;0;371.7319031;;;;;;;92.93297577
1510;0;0;0;354.7963867;;;;;;;88.69909668
1511;0;0;0;303.7549438;;;;;;;75.93873596
1512;0;0;0;367.1688843;;;;;;;91.79222107
1513;0;0;0;388.0435181;;;;;;;97.01087952
1514;0;0;0;294.723877;;;;;;;73.68096924
1515;0;0;0;313.1637268;;;;;;;78.2909317
1516;0;0;0;317.565918;;;;;;;79.39147949
1517;0;0;0;393.9995728;;;;;;;98.49989319
1518;0;0;0;367.2017212;;;;;;;91.8004303
1519;0;92.97862244;244.8329468;402.2996216;;;;;;;185.0277977
1520;0;125.9408569;299.3504944;355.6659546;;;;;;;195.2393265
1521;0;151.1825256;0;434.1434937;;;;;;;146.3315048
1522;0;164.3600769;0;387.2705078;;;;;;;137.9076462
1523;0;178.030365;283.4516296;330.0852051;;;;;;;197.8917999
1524;0;172.5307922;333.9752502;296.7328186;;;;;;;200.8097153
1525;0;183.0310059;354.3173218;400.6504822;;;;;;;234.4997025
1526;0;161.468277;309.5682678;340.2549744;;;;;;;202.8228798
1527;0;181.8500671;286.8863525;336.7182922;0;0;149.6137848;;;;136.4383567
1528;0;159.0414429;305.9501038;303.0161438;0;0;142.2592773;;;;130.0381383
1529;0;207.169693;305.4947205;400.7058411;0;0;140.6815338;;;;150.5788269
1530;0;190.8615417;232.7121429;274.6110229;0;0;136.0556793;;;;119.1771981
1531;0;225.9998932;292.8857727;301.2819214;0;0;184.380188;;;;143.506825
1532;0;240.9490662;334.5434265;311.3796387;0;0;226.3652954;;;;159.0339181
1533;0;244.0256195;304.5395813;351.374115;0;0;275.120575;;;;167.8656987
1534;0;238.6743011;299.6135559;343.1339111;0;0;303.9052734;;;;169.3324345
