year;MLACHO01_;MLACHO03_;MLACHO04_;MLACHO05_;MLACHO07_;MLACHO14_;MLACHO15_;MLACHO16_;MLACHO17_;MLACHO19_;aver
1535;0;223.0407104;272.2693787;324.0023193;0;0;290.0720825;;;;158.4834987
1536;0;312.9251099;283.1274719;341.6727295;0;0;322.6254578;;;;180.0501099
1537;0;295.2113342;295.26297;308.1664429;0;0;260.6397705;;;;165.6115025
1538;0;297.3334961;319.2127686;315.5597229;0;0;295.266571;;;;175.3389369
1539;0;316.3273621;260.9544678;321.5180054;0;0;296.2928772;;;;170.7275303
1540;0;283.1653442;284.3892822;347.2924805;0;0;262.6419678;;;;168.212725
1541;0;234.5603027;257.4842224;316.9312744;0;0;284.3327942;;;;156.186942
1542;0;220.3227997;196.5326691;173.1285706;0;0;228.7902985;;;;116.9677625
1543;0;203.6276093;251.0348053;311.6095886;0;0;247.9891357;;;;144.8944484
1544;0;273.5716248;281.1966248;348.8603516;0;0;319.1210022;;;;174.6785148
1545;0;243.8509979;270.8773499;329.0224609;0;0;301.2992554;;;;163.5785806
1546;0;231.3456116;226.6623383;247.7523193;0;0;304.7310486;;;;144.3559025
1547;0;268.3067627;305.8140259;387.8135986;0;0;255.7754364;;;;173.9585462
1548;0;300.1250916;288.3567505;353.9613037;0;0;251.9146271;;;;170.622539
1549;0;327.2677612;294.3600464;331.1967163;0;0;271.4501343;;;;174.8963797
1550;0;309.6669922;292.5153809;359.7831726;0;0;317.9234009;;;;182.8412781
1551;0;324.4340515;292.2553406;327.0886536;0;0;337.2409668;;;;183.0027161
1552;0;330.7904663;306.5447693;380.5238953;0;0;283.8578796;;;;185.9595729
1553;0;261.4374084;274.2533569;313.9482727;0;0;371.3710022;;;;174.4300058
1554;0;336.2891541;343.6367798;322.6540222;0;0;309.7430725;;;;187.4747184
1555;0;365.9503174;321.0785828;343.0458984;0;0;286.5619507;;;;188.0909642
1556;0;380.9399719;371.1684875;347.4029846;0;0;306.4715576;;;;200.8547145
1557;0;247.6792908;222.2810364;307.9890747;0;0;318.1447449;;;;156.5848781
1558;0;314.8921509;349.1278992;376.6528931;0;0;370.5210266;;;;201.5991385
1559;0;357.4180908;328.0777588;309.4837341;0;0;366.4089355;;;;194.4840742
1560;0;266.2207031;265.268158;312.816803;0;0;344.9282532;;;;169.8905596
1561;0;316.5966187;372.855957;362.2203979;0;0;338.2702637;;;;198.5633196
1562;0;293.1908875;297.7132263;267.6500549;0;0;345.4638367;;;;172.0025722
1563;0;396.3276978;357.032959;353.7948914;0;0;355.0384521;;;;208.8848572
1564;0;367.0004883;321.2941284;340.2535706;0;0;369.9264832;;;;199.7820958
1565;0;309.1092224;316.4064331;323.3780518;0;0;369.9641724;278.2658081;;;199.640461
1566;0;270.4976501;292.9675293;337.1972046;0;0;293.4808044;242.0437622;;;179.5233688
1567;0;434.6733093;344.2026062;340.7069092;0;0;282.1460571;271.3659973;;;209.1368599
1568;0;406.471405;379.2220764;383.7460022;0;0;275.3256836;262.4625549;;;213.4034653
1569;0;329.0171204;315.7515259;311.5924683;0;0;285.7401123;321.1532288;;;195.4068069
1570;0;287.1488037;431.6925049;374.3239441;0;0;353.1207886;292.3482361;;;217.3292847
1571;0;293.3756104;307.7364807;303.6334534;0;0;277.1855469;293.8537292;;;184.4731026
1572;0;141.7902985;222.7742615;159.2693481;0;0;314.6730652;286.3444519;;;140.6064281
1573;0;296.5542297;357.8614502;378.0446472;0;0;344.9653015;234.1030884;;;201.4410896
1574;0;373.8203735;418.2876587;331.8856201;0;0;367.5728149;305.5071106;;;224.6341972
1575;0;288.9294128;351.3447266;350.0578308;0;0;359.8240051;277.8132629;;;203.4961548
1576;0;210.2827301;277.6840515;264.133667;0;0;352.8360291;316.9728394;;;177.7386646
1577;0;342.811676;392.2658081;356.2832031;0;0;339.618042;318.6331787;;;218.7014885
1578;0;375.6213989;404.3270264;301.5204163;0;0;412.9378052;300.024231;;;224.3038597
1579;0;309.9005737;423.6775818;386.630127;0;0;263.8016052;242.5317383;;;203.3177032
1580;0;238.4858246;180.9876099;242.6664429;0;0;316.0235901;333.2676697;;;163.9288921
1581;0;341.7625122;425.8776855;354.7799072;0;0;385.6215515;390.5992126;;;237.3301086
1582;0;402.9308167;439.2557373;374.0129395;0;0;336.1724854;276.4903259;;;228.6077881
1583;0;392.5534668;453.5584717;314.582489;0;0;386.1791687;357.1173706;;;237.9988708
1584;0;409.6755676;0;380.6883545;0;0;366.9892273;296.7123108;;;181.7581825
1585;0;342.5180359;0;99.59844971;0;0;321.2045288;209.4202728;;;121.5926609
1586;0;498.5752258;0;363.3110657;0;0;365.0893555;368.0769348;259.1006775;;206.0170288
1587;0;453.0811768;0;370.774231;0;0;338.7559509;406.7006531;292.4180603;;206.8588969
1588;0;395.5458069;0;338.8687439;0;73.44073486;416.3449707;310.2976685;364.5349121;;211.0036485
1589;0;368.0056763;0;297.7035217;0;84.55442047;416.9760132;237.963501;313.2389832;;190.9380129
1590;0;408.4117432;0;369.0087585;0;85.20911407;367.1970825;370.5003662;299.9672546;;211.1438132
1591;0;508.6143494;0;379.2553406;0;94.83999634;308.0038147;413.7532654;314.0917053;;224.2842746
1592;0;390.7820435;0;354.2226868;0;89.0585022;397.7695618;372.7700806;378.5623474;;220.3516914
1593;0;441.1076965;0;360.3706055;0;92.8351593;482.6979065;338.1430359;284.03302;;222.131936
1594;0;479.6956177;0;413.0725403;0;114.3824081;382.9250183;371.7510681;294.6782837;;228.5005485
1595;0;497.9739075;0;406.0062866;0;111.1184311;525.0615845;372.5716553;334.9380188;;249.7410982
1596;0;396.7614136;0;408.9256287;0;120.0106964;392.3825684;350.5024719;368.2477417;;226.3145023
1597;0;427.8906555;0;194.9612732;0;134.6904602;248.5875092;303.0958862;370.6992188;;186.6583337
1598;0;378.2572937;0;422.1591187;0;106.7068024;367.9906921;380.7792053;277.160614;;214.7837474
1599;0;423.3685303;0;380.5270996;0;143.6173096;435.5065308;403.8962402;363.6691589;;238.9538744
1600;0;361.1111755;0;420.5157166;0;147.3908081;389.3224182;375.8795776;348.2779541;;226.9441833
1601;0;366.7550659;0;350.065918;0;136.9636841;381.0796509;345.8921509;358.1751099;;215.4368422
1602;0;284.4518127;0;424.057251;0;138.8349915;451.1694641;392.6419678;308.3956909;;222.1723531
1603;0;281.6558228;0;422.7596741;0;128.2622986;414.4615479;393.3783264;320.7422791;;217.9177721
1604;0;297.0848389;0;357.769043;0;149.4376678;472.4378967;388.2070923;352.6202087;;224.1729719
1605;0;228.531189;0;231.7105103;0;160.8671875;177.2604065;243.4806976;358.9124146;;155.6402673
1606;0;302.9460449;0;447.6187439;0;139.5131683;410.5690002;378.3108521;226.5780792;;211.7262099
1607;0;344.0869141;0;438.1661987;0;158.0870056;514.447937;381.0299683;350.9593506;;242.9752638
1608;0;309.8915405;0;414.3338318;0;135.1526337;492.5941162;326.9576721;358.6867371;;226.4018368
1609;0;284.5091553;0;309.7264099;0;148.9114838;470.220459;318.3057861;321.6632385;;205.9262814
1610;0;282.52771;0;414.9473267;0;137.9338989;239.071167;323.1669006;268.8305664;;185.1641744
1611;0;286.8327332;0;399.9544983;0;140.3659515;439.418396;251.708252;288.1508179;;200.7145165
1612;0;263.4816895;0;369.2084045;0;147.2992096;526.9634399;318.0752869;307.3136597;;214.7046322
1613;0;311.3692932;0;434.5480042;0;163.914032;472.1086121;367.3443909;280.2858887;;225.5078023
1614;0;313.1235657;0;317.1831055;0;153.3250275;491.3988647;317.37323;323.586792;;212.8878428
1615;0;323.8106995;0;449.3517761;0;181.2476349;433.6126404;362.4247131;280.8215027;;225.6965519
1616;0;317.8841553;0;387.6350098;0;184.6605988;596.673645;395.2496338;308.2073669;126.2401962;231.6550606
1617;0;332.0120239;0;300.1341553;0;196.9724579;468.9619446;295.781189;291.3224182;219.4824219;210.4666611
1618;0;352.9188232;0;494.7785339;0;181.7154236;465.9827881;289.4670715;194.3537598;214.4212036;219.3637604
1619;0;266.5308533;0;297.7651978;0;194.0399933;540.8191528;180.3630676;281.1753845;207.3706512;196.8064301
1620;0;280.8509827;0;218.9711456;0;154.9588165;491.0882568;220.4985046;130.5293427;211.3046417;170.8201691
1621;0;376.6072998;0;461.4187317;0;220.4812012;486.4925232;403.944519;316.7084351;261.4630737;252.7115784
1622;0;302.817627;0;329.3428955;0;200.7821045;350.677063;299.0921936;177.766983;273.7931824;193.4272049
1623;0;297.3811951;0;447.3156433;0;203.8755493;423.1238403;349.8591309;310.2070007;285.7387085;231.7501068
1624;0;311.5826416;0;448.3851929;0;210.8602905;478.1852112;313.7344666;299.6069946;287.7962646;235.0151062
1625;0;349.5101624;0;430.0048523;0;194.5587616;440.738739;344.9664612;308.7094727;249.9898224;231.8478271
1626;0;477.562561;0;464.557373;0;210.3754425;423.3444824;382.8431091;332.5987244;307.4752502;259.8756943
1627;0;447.056488;0;297.1617126;0;225.7988586;441.8823853;342.3455811;254.9595184;320.2348328;232.9439377
1628;0;404.4062195;0;273.1270142;0;166.3127136;512.7219238;334.7495117;267.633667;286.9707031;224.5921753
1629;0;343.4558411;0;301.6983643;0;193.0109711;482.1228943;332.5956726;271.3278809;293.3899536;221.7601578
1630;0;314.9862976;0;428.3986511;0;188.5697327;466.1226196;359.9013062;282.0933533;234.3636932;227.4435654
1631;0;396.2419434;0;404.9798279;0;194.5053406;461.5792847;355.0110168;286.7663879;299.890564;239.8974365
1632;0;396.6213989;0;220.1569214;0;183.4266205;435.4408264;304.1529541;199.7047882;307.0976257;204.6601135
1633;0;452.0568237;0;294.309906;0;204.592514;435.7901306;370.6371155;277.0265808;356.2033386;239.0616409
1634;0;453.0971985;0;285.0316162;0;244.9324188;439.7911072;315.3643188;181.4775543;327.0987244;224.6792938
1635;0;413.1690369;0;209.1019135;0;222.6921539;473.5229797;314.2188721;168.2752838;294.5074158;209.5487656
1636;0;364.1314392;0;261.5054932;0;197.2673187;459.0635071;306.5376892;177.5794983;288.6800842;205.476503
1637;0;367.5300293;0;301.8563843;0;201.3358917;500.2206116;295.9277039;220.7974243;313.2235413;220.0891586
1638;0;410.1542664;0;306.7315063;0;222.9950409;501.2423401;315.2456055;330.0939941;302.4578552;238.8920609
1639;0;479.9028015;0;385.0362244;0;214.5523529;492.1397705;275.2410889;272.2510071;375.5752258;249.4698471
1640;0;527.1691895;0;350.0726929;0;246.9647369;485.2363586;415.9859619;306.9731445;381.8210754;271.422316
1641;0;483.3638306;0;389.8167114;0;244.9458771;401.0135803;353.9578857;243.8578339;328.4340515;244.5389771
1642;0;302.7835083;0;326.5439453;0;111.9822464;533.3901367;188.7426147;332.2476501;270.2484436;206.5938545
1643;0;270.0352783;0;170.7119598;0;127.241272;344.8058167;209.5805054;302.7628479;124.7240677;154.9861748
1644;0;469.4981995;0;376.2766418;0;191.482605;307.1690063;327.7704773;274.3128662;276.5238342;222.303363
1645;0;149.4179382;0;168.3190918;0;214.2854614;464.1030884;134.6201477;268.2122192;184.4541473;158.3412094
1646;0;452.6732483;0;325.4529419;0;227.4796295;301.3394775;312.2714233;285.2276917;289.9709167;219.4415329
1647;0;501.1758118;0;352.178894;0;201.0726929;450.1934204;365.2312012;317.1147766;321.1083984;250.8075195
1648;0;482.3517761;0;313.2683105;0;194.9803314;370.0799255;358.1270752;280.0510254;320.1384583;231.8996902
1649;0;478.8399963;0;392.5387268;0;175.4022369;488.7423401;381.6138916;131.8500671;324.9143982;237.3901657
1650;0;459.4378662;0;339.9545288;0;117.9878616;552.3242188;309.2860718;278.2525635;324.3012085;238.1544319
1651;0;397.1377563;0;152.8487549;0;198.1978912;413.7693176;281.9302673;299.7110901;306.6190796;205.0214157
1652;0;432.4111633;0;358.7114563;0;140.1904755;323.3614807;360.0084534;293.0426941;325.8311768;223.35569
1653;0;133.5980072;0;381.2367554;0;136.7906189;492.6914673;410.024292;72.98961639;326.1438599;195.3474617
1654;0;295.440033;0;359.9512634;0;157.560791;464.3237915;321.0227356;230.11409;317.3983459;214.581105
1655;0;470.7224731;0;393.2590942;0;181.0821686;495.7727356;329.6134033;281.8462219;340.2662964;249.2562393
1656;0;427.8747559;0;381.0426331;0;147.5997314;442.5773926;421.7532349;236.2766724;313.4987183;237.0623138
1657;0;409.9729004;0;394.8614197;0;170.0601196;507.8220215;418.4470215;261.764801;396.6728821;255.9601166
1658;0;507.8110352;0;417.0881653;0;130.5534668;367.3144226;372.1831055;245.1687927;395.5352783;243.5654266
1659;0;405.1221619;0;366.7930298;0;199.3591156;326.4143677;362.1071167;267.1975403;344.5682068;227.1561539
1660;0;511.5405579;0;383.9259338;0;239.910202;415.1691589;378.5211487;310.3875427;407.2183533;264.6672897
1661;0;285.898407;0;82.92448425;0;197.1093903;458.100769;320.0933228;125.5498962;341.887146;181.1563416
1662;0;365.9335327;0;300.3973389;0;186.2617645;520.3812866;363.098175;210.4089661;366.3859558;231.286702
1663;0;450.440094;0;424.272644;0;154.1284485;406.4014282;397.2489014;297.9858093;356.5914917;248.7068817
1664;49.8586235;475.1202087;0;450.1103516;0;167.4886627;497.7818298;437.6750488;319.3627319;341.4880371;273.8885494
1665;135.7194977;394.3363037;0;373.7735596;0;218.3031311;426.5931702;400.0534363;270.5210266;325.6509399;254.4951065
1666;163.8659668;485.7043457;0;368.5233765;0;298.6510925;216.6388092;409.5284119;278.8925781;420.1552734;264.1959854
1667;195.3807983;421.361084;230.396759;398.9257507;0;253.385788;428.1345215;325.1489563;288.8147888;399.4527893;294.1001236
1668;177.7390442;349.254364;303.6684875;203.8187866;0;242.3236847;387.0081482;392.3110046;214.8643188;392.4222107;266.3410049
1669;176.4910126;437.6732178;349.2083435;403.516571;0;280.8920593;486.0011902;410.8854065;236.711731;414.5294495;319.5908981
1670;200.6360931;495.9075317;345.9732971;439.6461487;0;256.0398254;412.9955444;435.6133118;286.1281433;409.3970337;328.2336929
1671;210.2689819;422.909668;342.7261047;314.5304871;0;311.0744629;340.603363;428.4651489;303.3244934;431.5445251;310.5447235
1672;239.8022308;461.2268372;330.2288513;447.756134;0;298.9707642;223.4716187;454.2467346;274.60672;539.0946655;326.9404556
1673;280.2390747;483.326355;371.5542908;441.8951416;0;340.9161682;373.7886963;515.4616089;300.9107361;565.3535767;367.3445648
1674;322.3014526;584.7207031;383.5006409;468.4238892;0;345.5021973;441.4403687;499.7352905;288.17276;511.754425;384.5551727
1675;240.7764893;278.8473816;370.308075;226.9880676;0;296.0093384;363.8508606;295.1728516;232.4745483;380.5629883;268.4990601
1676;152.5686493;410.6410217;296.8503418;299.7545471;0;198.1224823;421.548584;299.8614197;292.2581787;509.8160706;288.1421295
1677;242.4251404;557.4121094;321.2124023;477.3929138;0;286.2401733;395.2905273;445.8608398;322.7653503;485.1078491;353.3707306
1678;300.7199402;486.4299927;404.2078857;454.4627075;0;336.6114502;435.3903503;454.9258423;153.7504883;443.3919983;346.9890656
1679;321.0627747;505.4641724;517.1915894;399.4295959;0;406.7026367;449.105072;466.9424438;310.1974792;360.8906555;373.698642
1680;205.4999084;420.5534668;168.7702332;264.96521;0;258.7151489;398.0395203;250.0295868;125.2623978;294.7747498;238.6610222
1681;284.5498962;536.6438599;331.5949402;224.6984253;0;293.1772156;433.7633972;398.9683533;228.8692474;419.7417297;315.2007065
1682;262.0140381;333.668335;406.9018555;455.4296875;0;318.5585022;342.8425293;406.360199;298.8496094;456.7226868;328.1347443
1683;341.4179993;437.5344238;289.7080383;313.1964111;0;238.8123474;336.7913513;305.8518677;219.7499847;389.8782654;287.2940689
1684;306.8040466;81.96984863;406.0911865;383.7802429;0;386.0203857;392.1013794;393.5724182;282.5314636;437.0899353;306.9960907
1685;272.0476074;386.7996826;339.3575134;352.7128296;0;350.1867676;442.3647766;410.4020081;232.9972534;397.9309387;318.4799377
1686;337.1947937;545.8289795;364.300293;435.5949707;0;386.197998;386.052124;419.2521362;294.6982117;502.7383728;367.185788
1687;299.9657593;427.8911743;353.6766968;378.0711365;0;341.2695923;430.6055908;337.3914185;272.9315796;390.9761658;323.2779114
1688;223.89534;364.7664185;290.5466003;340.0597534;0;232.5696564;437.0776978;266.9336548;225.724411;407.1290588;278.8702591
1689;358.4803162;474.5518188;307.7580872;435.8853455;0;293.6156921;378.3679199;325.8504333;290.5407104;438.7337341;330.3784058
1690;326.1438599;284.9414063;141.3932953;174.6482239;37.87771225;305.8093872;409.6378784;198.6894073;131.293457;227.0827332;223.7517361
1691;358.0477295;517.227417;348.4366455;446.3928833;91.07209778;245.9503784;462.2203064;401.3916626;298.9708557;463.5933838;363.330336
1692;306.7140198;475.2396851;76.63515472;166.3787231;105.2057648;344.2207642;460.832489;346.2875977;214.107254;387.9949036;288.3616356
1693;387.4859619;471.1832581;330.8751526;352.5996094;108.9918594;222.8936005;469.1361389;315.0432129;273.8135071;527.2150879;345.9237389
1694;259.8452148;437.3038025;356.9466553;479.2365417;139.0611115;237.035675;540.4093018;301.4742737;255.1876526;382.4147644;338.8914993
1695;266.5762329;296.1035156;268.162323;46.01304245;135.7214661;135.6760712;492.3193054;384.0080566;196.3609924;441.8940735;266.2835079
1696;71.60875702;133.9660034;104.4308472;332.0982666;135.991745;219.9161682;237.6694794;218.669281;278.9165955;559.2025146;229.2469658
1697;302.6668701;516.5716553;362.5513916;455.0132446;137.5547943;241.2520905;477.5107422;370.052063;291.0200806;284.9854431;343.9178375
1698;172.6200409;153.7655792;134.2546997;298.1694031;0;188.0216827;454.0043335;197.7314453;289.7638855;126.2221375;201.4553207
1699;266.447113;503.7307434;340.7315063;412.0051575;136.6932068;308.952301;401.628479;401.1875916;260.5932617;382.8798828;341.4849243
1700;362.0239868;580.34375;332.5446472;359.3109741;136.5494232;387.0968933;390.1898804;459.2063599;256.1198425;505.3673401;376.8753098
1701;374.5993652;406.0937805;370.9673157;432.0195923;118.3493347;298.1975708;474.8535767;361.9938354;310.9667664;441.2158203;358.9256958
1702;392.2102966;434.3076477;374.8794861;410.2266235;132.2371063;335.6804504;399.2889709;363.542572;300.5629578;511.6324158;365.4568527
1703;349.282074;472.813385;359.894104;348.256897;180.4376526;347.071106;432.727417;430.129364;279.7683105;563.5713501;376.395166
1704;413.6472168;578.4328613;404.6894836;437.0580444;134.1231842;421.648407;392.9448547;551.2915649;319.3753967;593.0709229;424.6281937
1705;361.6343384;548.7310791;389.1303711;392.8400879;177.7640076;321.5429688;462.4299011;509.9074707;302.9371033;512.434082;397.935141
1706;330.915802;522.2835083;346.3143005;393.4790649;185.6306763;340.9559021;407.5141602;486.6021118;303.5684814;477.2245483;379.4488556
1707;356.6055298;592.3235474;381.6752014;467.735321;234.0124969;406.3823853;305.6973877;506.6513672;307.9920654;505.2681274;406.434343
1708;368.0988464;556.1065674;370.5954285;441.649292;226.9758911;417.9595337;379.9356079;561.5605469;331.7252502;561.2700806;421.5877045
1709;343.8319397;421.1271362;352.4951477;415.7102661;202.7124634;385.7565613;486.2533569;454.3382263;139.6331635;408.2588806;361.0117142
1710;368.7533875;563.8690186;385.462677;499.9178772;245.7886505;307.3922424;323.6356812;512.1766357;198.846344;525.4550781;393.1297592
1711;330.7867432;402.2180481;332.5498962;109.3553391;205.3884735;351.2093201;485.0400696;441.4609985;337.3964539;385.1283569;338.0533699
1712;407.9388123;586.9133911;365.2944336;429.9044495;234.615509;425.6807861;378.0558777;505.7209473;360.1055603;470.6542969;416.4884064
1713;314.776001;505.1786194;318.3524475;383.9898682;234.1662903;349.7305603;391.0042419;407.3047485;262.8375854;392.0264587;355.9366821
1714;381.1549683;529.7352295;393.7774353;470.6703186;230.2168427;410.9085083;402.6691895;443.8219604;271.211731;427.3618774;396.1528061
1715;470.989624;636.1596069;380.101593;420.0230408;230.6344147;475.9667053;344.9335327;433.9317627;310.4130554;425.9365234;412.9089859
1716;461.2256775;531.4837646;312.5140991;390.8837585;193.9476013;459.4735413;403.7642822;378.1453552;257.940033;390.8086243;378.0186737
1717;309.7763672;355.3336487;279.1164551;227.3314819;262.8003235;307.8410034;374.7366333;322.4555664;203.1247253;314.6583557;295.7174561
1718;397.8650818;446.4073181;393.6983643;316.2225342;258.6410522;447.8378601;455.2778625;423.6430664;292.3182373;356.2507935;378.816217
1719;420.6133118;504.915802;411.9451904;436.0512085;215.6505432;487.5161743;495.9176636;487.8117981;290.5025024;387.0390015;413.7963196
1720;478.559845;605.5270386;427.3182983;461.6521912;166.5976868;518.3726807;442.4260864;496.520752;310.5579224;416.5962219;432.4128723
1721;477.4907837;582.4926147;422.0942993;438.3186951;228.5598145;491.8240662;478.5290833;491.9072876;345.0968323;426.8049316;438.3118408
1722;462.4638672;558.4221191;420.4877014;396.8365479;234.2681427;475.6072388;509.694519;430.4448547;295.3892517;431.1998291;421.4814072
1723;545.1655273;574.984314;378.0865784;447.6060486;240.4664917;447.4128113;477.34552;520.46875;292.5480042;460.0587769;438.4142822
1724;473.016449;506.7187805;447.8239746;408.704895;253.636734;453.5024719;440.9758911;429.6969604;286.9136047;428.7455444;412.9735306
1725;410.5948792;440.223938;328.5945129;362.7041016;252.3222046;331.7994995;407.0589294;403.4455566;288.9294739;358.0170593;358.3690155
1726;453.7010498;536.6399536;361.1471863;446.4300842;286.7862244;441.788269;443.9229736;447.184021;275.1880188;410.3499451;410.3137726
1727;385.9649658;408.1894531;363.4128113;429.4562683;272.7268982;379.5332642;413.2615967;378.2415161;268.6387024;408.3461304;370.7771606
1728;394.1736145;507.9146118;351.0543213;482.5764771;246.5458984;453.0288696;443.4776917;428.2178345;297.9248047;448.2600098;405.3174133
1729;408.8406677;497.6333008;573.9292603;412.0169983;242.9960785;430.3484497;475.5406189;429.1289673;245.882019;467.2216797;418.353804
1730;339.4239807;139.5782166;207.4863739;165.0960388;237.0036316;331.5701904;402.756012;319.9570618;139.2730408;338.0138245;262.0158371
1731;330.1916504;517.9304199;367.844635;302.8815002;243.9424438;381.4098816;256.9079895;433.6940002;302.6074219;458.5882874;359.599823
1732;303.6809998;521.213501;338.4535828;386.4034424;268.9532471;361.710144;455.8580017;403.5816956;237.2832642;375.9356079;365.3073486
1733;439.8389893;543.9318848;420.5317993;400.2376404;200.8200836;476.0818176;506.7288208;503.4065552;304.665741;468.7021484;426.494548
1734;475.5226746;559.5444336;393.9372253;450.0402527;256.0009766;440.5376282;508.9338074;428.0474548;325.5917969;479.9038696;431.806012
1735;476.2717896;564.6278076;436.4512024;484.3417053;266.7555542;459.1560364;475.4045715;499.0073242;384.902771;455.4891052;450.2407867
1736;450.2015991;565.1571045;313.0708313;441.4179688;302.8795776;441.8122559;477.1199951;508.7035217;326.903717;522.0180664;434.9284637
1737;310.9287415;433.4818115;283.1322021;286.5253296;306.8011475;297.6434021;528.9221191;287.5351563;245.8769684;365.1521301;334.5999008
1738;421.2333984;754.2811279;396.6310425;391.2835083;333.5021667;409.0802917;422.8545227;533.0788574;332.4638672;479.401062;447.3809845
1739;448.7549438;723.4766235;389.2827759;473.8054504;286.9155579;495.701416;374.9688416;510.8641968;337.6293945;504.5037537;454.5902954
1740;383.4487915;491.7948914;305.0773926;325.4773254;223.8241425;369.4511108;474.0623169;452.2056274;130.1043396;338.3334045;349.3779343
1741;501.7779846;599.9108276;418.1539612;419.7191772;318.8689575;463.1934509;439.3739624;508.6170959;298.0599365;446.5544128;441.4229767
1742;485.2401733;651.795105;436.2583618;430.4564819;364.5359497;503.5395508;469.6282349;482.2689209;295.8078308;553.1983643;467.2728973
1743;348.7471008;659.0169067;349.3921509;365.8170776;256.3501587;434.2414856;366.6244812;365.42276;277.5098267;408.7527161;383.1874664
1744;425.1421814;566.4264526;382.0721741;381.7841492;320.9103394;385.5324402;440.4116211;395.6349792;316.9796448;400.0475769;401.4941559
1745;460.3422852;693.039856;435.0505371;475.7252808;322.8303223;437.7995605;473.0540161;429.1968994;280.3407898;454.3841553;446.1763702
1746;426.2438049;633.8093262;399.3262329;407.7703857;260.8468018;480.0222168;484.4775696;427.0652466;283.3473511;461.8082886;426.4717224
1747;418.3134155;639.4699097;419.356781;426.5442505;290.6094971;460.1551208;474.2481995;418.7690125;263.1703186;398.5257874;420.9162292
1748;498.0917664;680.046875;403.5527649;476.561554;337.5920105;537.8583984;517.8226318;463.1021423;310.4463501;496.2426453;472.1317139
1749;425.2538452;642.0802002;372.5772095;454.5556946;342.1264038;539.5558472;493.6900635;413.0313721;322.1473999;506.0610962;451.1079132
1750;312.3443298;465.5612183;366.0029907;423.7893066;325.8714905;473.5888672;346.3136902;428.2475586;291.9592285;507.0426331;394.0721313
1751;481.5376587;548.6411743;462.0709839;453.19104;386.6168213;493.8482971;495.977417;449.4259949;386.3750916;473.8260193;463.1510498
1752;548.8334961;802.6901245;410.7962036;319.1471863;355.3760376;497.9690247;567.2332153;418.4243164;304.2915955;520.5386353;474.5299835
1753;472.0873108;488.7106323;340.6710815;308.9139709;335.2471313;483.9578552;334.7962036;447.9695435;285.5090637;445.3004456;394.3163239
1754;368.332428;491.9275208;329.2745972;328.8380737;452.6879272;480.6295166;445.020813;368.9060974;313.4473572;385.5441589;396.460849
1755;406.8418274;638.3829346;0;377.6209412;255.9340363;542.4423828;524.7386475;410.5628052;266.3275146;553.2271118;397.6078201
1756;372.8693237;655.4138794;288.4842529;392.193512;404.0798035;499.5285339;412.9302063;335.8143005;265.0781555;540.7730103;416.7164978
1757;400.1797791;697.2080688;282.2498779;504.7241211;341.588562;644.8616943;312.7884216;432.9563904;236.3676605;621.8762817;447.4800858
1758;440.09198;637.4485474;346.9114685;439.1401672;369.7129822;585.0712891;406.0663757;384.0796814;279.9732361;632.2828369;452.0778564
1759;382.5944824;528.7855835;320.0620117;368.2043457;145.5677338;422.2060547;326.2371826;339.1560059;314.45755;509.0287781;365.6299728
1760;440.9485168;614.9455566;368.9033203;381.5584106;306.0997925;546.2758179;386.9351807;374.4622803;301.4436646;513.9375;423.551004
1761;546.8917847;564.711792;432.0535278;369.0670471;314.4506531;472.5889282;499.9165955;379.1999817;291.0679016;455.4720154;432.5420227
1762;443.741394;227.7064972;285.7855225;86.82436371;231.5270233;78.22926331;455.9537659;154.4226074;65.98651886;128.5516357;215.8728592
1763;560.7171021;626.1942749;343.4476318;466.2585754;373.5008545;559.1546631;458.5597839;510.526062;377.3996277;567.0895996;484.2848175
1764;403.2253418;499.7674561;306.2223206;411.4155273;329.9677124;416.7172241;466.1230164;294.442688;330.3775635;428.995575;388.7254425
1765;468.9039001;558.1801758;428.4607544;413.2037354;365.0272217;491.333252;489.6869507;452.0709839;386.1246338;526.1054688;457.9097076
1766;504.1837769;516.9072266;341.3487549;430.3443909;354.0592041;573.9347534;397.9326172;439.4221497;307.4847717;552.2825928;441.7900238
1767;420.5336609;485.8526306;331.709137;391.7046204;335.2595215;581.1810913;418.6450806;423.5332947;315.7402039;436.6740417;414.0833282
1768;438.3611755;543.8518066;397.3079834;372.789032;373.9293823;552.3853149;471.3512573;445.4791565;279.6572571;451.7012329;432.6813599
1769;381.9666443;487.5080566;367.8529358;388.8994446;300.5929565;413.672699;467.0228577;395.0610046;276.1500244;367.605896;384.633252
