;X1966.1990;X1967.1991;X1968.1992;X1969.1993;X1970.1994;X1971.1995;X1972.1996;X1973.1997;X1974.1998;X1975.1999;X1976.2000;X1977.2001;X1978.2002;X1979.2003;X1980.2004;X1981.2005;X1982.2006;X1983.2007;X1984.2008;X1985.2009;X1986.2010;X1987.2011;X1988.2012;X1989.2013;X1990.2014;X1991.2015;X1992.2016;X1993.2017;X1994.2018;X1995.2019;X1996.2020
X3.curr.jun;0.56391313;0.583494314;0.593587458;0.544135445;0.507879895;0.515112504;0.501049017;0.489997453;0.479294863;0.386115482;0.393185821;0.463781934;0.462286096;0.446889889;0.409127322;0.318096788;0.318230812;0.328817818;0.321490277;0.331414353;0.402007731;0.395362426;0.409541974;0.398349542;0.246834141;0.146940837;0.256735656;0.218546371;0.34944545;0.533767937;0.35731868
X3.curr.jul;0.488196901;0.546226965;0.514998483;0.542333624;0.525215188;0.508840154;0.575249646;0.557001272;0.549305213;0.490283993;0.478365928;0.57036667;0.561013727;0.552395417;0.514891774;0.550783119;0.537396458;0.553579287;0.538014973;0.519021627;0.50988651;0.47946015;0.532007291;0.58189764;0.4783984;0.52598333;0.494680142;0.511077131;0.127668617;0.077903548;0.122815834
X3.curr.aug;0.65020059;0.69973694;0.683038067;0.688634519;0.655942309;0.648808648;0.683219431;0.668595276;0.657912305;0.574397803;0.569892515;0.642021043;0.63169023;0.626256831;0.587760855;0.545371812;0.540347499;0.557917848;0.550227589;0.527599284;0.567132046;0.530847377;0.552662618;0.570645724;0.427631271;0.375388271;0.428299589;0.425635666;0.376500334;0.51198322;0.381322726
X3.curr.sep;0.418211511;0.513929663;0.484835282;0.490154562;0.425643;0.425561952;0.511003109;0.499768361;0.502218894;0.43554142;0.404776952;0.515565663;0.485781013;0.477385917;0.442164268;0.44954228;0.446818514;0.455414001;0.444548088;0.428603282;0.475778035;0.426839627;0.464296368;0.485658709;0.309470714;0.273125478;0.274427278;0.256309543;0.269199659;0.512439984;0.289316667
