year,RCTA*KHA_03_,RCTA*KHA_06_,RCTA*KHA_09_,RCTA*KHA_12_,RCTA*KHA_14_,RCTA*KHA_15_,RCTA*KHA_16_,RCTA*KHA_17_,RCTA*KHA_19_,RCTA*KHA_20_
1743,0,32.218196868896484,26.208982467651367,0,42.023990631103516,0,0,0,0,23.55327033996582
1744,0,23.099851608276367,13.081696510314941,0,40.31223678588867,0,9.201042175292969,0,0,19.104969024658203
1745,0,24.450950622558594,9.748529434204102,0,42.63458251953125,0,0,0,0,29.63540267944336
1746,16.210676193237305,37.58859634399414,8.32023811340332,0,43.230953216552734,0,6.394338607788086,0,0,27.401874542236328
1747,32.14496994018555,22.38776206970215,9.203615188598633,0,43.837867736816406,0,26.928560256958008,0,0,24.36162757873535
1748,23.22995948791504,31.818544387817383,11.1690034866333,0,45.0693473815918,0,13.225870132446289,0,0,26.43767738342285
1749,20.560182571411133,31.18951988220215,13.966108322143555,0,42.017120361328125,0,18.327774047851562,0,0,25.200847625732422
1750,26.680429458618164,27.322031021118164,10.730879783630371,0,43.21005630493164,0,22.81446075439453,0,0,22.032712936401367
1751,24.501710891723633,32.13202667236328,16.186716079711914,0,42.63352966308594,0,26.62396240234375,0,0,27.992586135864258
1752,24.44312286376953,31.646591186523438,17.29954719543457,0,41.02552795410156,0,23.486173629760742,0,0,23.112380981445312
1753,22.620132446289062,21.43883514404297,15.51768970489502,0,34.45505905151367,0,20.944608688354492,0,0,26.099117279052734
1754,25.569562911987305,26.713550567626953,14.466954231262207,0,42.793643951416016,0,30.8990478515625,0,0,29.179100036621094
1755,25.5292911529541,21.771743774414062,24.722471237182617,0,42.64341735839844,0,32.25701141357422,0,0,28.126222610473633
1756,29.067039489746094,18.508037567138672,22.35713768005371,0,43.45297622680664,0,29.547367095947266,0,0,30.67225456237793
1757,21.006103515625,22.638395309448242,16.45425796508789,0,39.236183166503906,0,19.167570114135742,0,0,22.956634521484375
1758,25.432279586791992,21.608325958251953,18.138427734375,0,42.94243240356445,0,30.563159942626953,0,0,26.52266502380371
1759,28.67038917541504,13.498494148254395,16.609060287475586,0,36.98698425292969,0,24.848222732543945,0,0,24.89337921142578
1760,32.62246322631836,16.52975845336914,14.012194633483887,0,19.37260627746582,0,30.95398712158203,0,0,32.07033157348633
1761,30.924821853637695,23.275869369506836,19.357574462890625,21.73870277404785,37.22211456298828,0,30.5371150970459,0,0,20.407135009765625
1762,28.782699584960938,28.359315872192383,10.08548355102539,28.543739318847656,36.77261734008789,0,28.479276657104492,0,0,21.059389114379883
1763,25.13231658935547,26.900259017944336,8.000276565551758,33.443687438964844,41.40730667114258,0,26.536195755004883,0,0,16.99527359008789
1764,35.20714569091797,30.254478454589844,14.449512481689453,50.30100631713867,42.47262954711914,0,29.425609588623047,0,0,25.64447784423828
1765,28.838056564331055,27.457868576049805,20.0584774017334,44.07543182373047,40.717002868652344,0,22.523351669311523,0,0,21.956146240234375
1766,20.55901336669922,31.875459671020508,16.07649803161621,27.21219825744629,37.32061004638672,0,24.49589729309082,0,0,21.441110610961914
1767,31.7047176361084,31.93279457092285,22.213571548461914,6149.15673828125,38.404510498046875,0,34.8966178894043,0,0,22.621713638305664
1768,30.024259567260742,29.124204635620117,20.46518898010254,46.792266845703125,39.33343505859375,0,34.29600524902344,0,0,25.587451934814453
1769,40.6983642578125,33.31357955932617,26.250158309936523,50.76316452026367,41.754703521728516,0,33.58766174316406,0,0,25.342185974121094
1770,29.79465675354004,25.25225830078125,18.07746696472168,45.34029006958008,35.33829116821289,0,25.431638717651367,0,0,21.001174926757812
1771,40.1463737487793,37.492286682128906,20.95233154296875,51.52119827270508,37.92805480957031,0,35.66074752807617,0,0,36.17928695678711
1772,39.79768753051758,30.219165802001953,17.115638732910156,49.549049377441406,40.69842529296875,0,32.8758659362793,0,0,25.79342269897461
1773,44.88774490356445,38.8537483215332,31.89339828491211,54.16351318359375,43.71290588378906,0,42.2671012878418,0,0,30.24306297302246
1774,35.93461990356445,33.126163482666016,25.52197265625,49.019309997558594,39.63948059082031,0,34.61758041381836,0,0,25.279190063476562
1775,30.741456985473633,33.112037658691406,23.331369400024414,45.51868438720703,36.83499526977539,0,27.80827522277832,0,0,20.289138793945312
1776,38.171260833740234,33.124305725097656,24.219980239868164,47.09576416015625,38.95077896118164,0,35.965728759765625,0,0,21.309144973754883
1777,38.000831604003906,37.34027099609375,27.870994567871094,47.145545959472656,37.544715881347656,0,32.1490592956543,0,0,19.719900131225586
1778,36.10451889038086,34.10000991821289,25.832443237304688,44.071502685546875,35.06501770019531,0,27.56817054748535,0,0,22.774654388427734
