year,TB2KHA_03_,TB2KHA_06_,TB2KHA_09_,TB2KHA_12_,TB2KHA_14_,TB2KHA_15_,TB2KHA_16_,TB2KHA_17_,TB2KHA_19_,TB2KHA_20_
1721,0,0.21293631196022034,0.3047894835472107,0,0.2684205174446106,0.13895875215530396,0,0,0,0.3389773964881897
1722,0,0.2321295440196991,0.4141899049282074,0,0.17363281548023224,0.22915111482143402,0,0,0,0.3825894892215729
1723,0,0.24279572069644928,0.1770581752061844,0,0.11310531198978424,0.1984858512878418,0,0,0,0.28214216232299805
1724,0,0.6098755598068237,0.30943650007247925,0,0.24782122671604156,0.2602696716785431,0,0,0,0.4894624650478363
1725,0,0.32295873761177063,0.2901991903781891,0,0.23546035587787628,0.22056667506694794,0,0,0,0.4306863248348236
1726,0,0.4092160165309906,0.3899652063846588,0,0.28997138142585754,0.23705516755580902,0,0,0,0.48118722438812256
1727,0,0.4762245714664459,0.551393985748291,0,0.2529115378856659,0.25899025797843933,0,0,0,0.5086544752120972
1728,0,0.4563920497894287,0.4107474386692047,0,0.20094728469848633,0.5057192444801331,0,0,0,0.5245480537414551
1729,0,0.2504473328590393,0.2937883734703064,0,0.18892717361450195,0.23783297836780548,0,0,0,0.47786396741867065
1730,0,0.2486993372440338,0.2790375053882599,0,0.1965300291776657,0.2979440987110138,0,0,0,0.5881342887878418
1731,0,0.06851783394813538,0.06864871084690094,0,0.05615638941526413,0.18787860870361328,0,0,0,0.13089106976985931
1732,0,0.14014023542404175,0.1304607093334198,0,0.07948758453130722,0.1183805838227272,0,0,0,0.24749623239040375
1733,0,0.3252667486667633,0.15539714694023132,0,0.09782326966524124,0.5015262365341187,0,0,0,0.409969687461853
1734,0,0.4863049387931824,0.40203234553337097,0,0.28161174058914185,0.7079505324363708,0,0,0,0.9153700470924377
1735,0,0.42913076281547546,0.2822195589542389,0,0.1363360434770584,0.24450038373470306,0,0,0,0.4250378906726837
1736,0,0.22194506227970123,0.2097727358341217,0,0.14513134956359863,0.4370744824409485,0,0,0,0.479158490896225
1737,0,0.3518555462360382,0.28822633624076843,0,0.0953880324959755,0.9328600764274597,0,0,0,0.4914948344230652
1738,0,0.12135311961174011,0.09684070944786072,0,0.08721856772899628,0.1343166083097458,0,0,0,0.20676767826080322
1739,0,0.2515564262866974,0.17717516422271729,0,0.06944643706083298,0.6789451241493225,0,0,0,0.649795413017273
1740,-999,0.47001296281814575,0.31647220253944397,0,0.10812725126743317,0.4743342995643616,0,0,0,0.6002178192138672
1741,-999,0.1224583312869072,0.11977296322584152,0,0.09089398384094238,0.11601438373327255,0,0,0,0.47190260887145996
1742,-999,0.1907607913017273,0.14316391944885254,0,0.21411091089248657,0.09360958635807037,0,0,0,0.15015669167041779
1743,-999,0.3772179186344147,0.5333783030509949,0,0.10783860087394714,0.8190773725509644,0,0,0,0.8333036303520203
1744,-999,0.6187551617622375,0.5890842080116272,0,0.1323135942220688,1.1351348161697388,-999,0,0,1.214476227760315
1745,-999,0.3074491024017334,0.6562978029251099,0,0.07939398288726807,0.3954105079174042,-999,0,0,0.4054758548736572
1746,0.28775227069854736,0.16663363575935364,0.7071905732154846,0,0.09759118407964706,0.36153408885002136,0.14620386064052582,0,0,0.6281738877296448
1747,0.14580969512462616,0.9319095015525818,0.7696205973625183,0,0.08137441426515579,1.5152920484542847,0.23694679141044617,0,0,1.7876654863357544
1748,0.22048765420913696,0.1661321520805359,0.5645988583564758,0,0.09348021447658539,0.40105006098747253,0.19995008409023285,0,0,0.4365308880805969
1749,0.34195199608802795,0.1699969470500946,0.7172859907150269,0,0.14215761423110962,0.30000191926956177,0.22388368844985962,0,0,0.6310675144195557
1750,0.34219399094581604,0.5664098858833313,1.624845266342163,0,0.10744522511959076,0.4809463620185852,0.4311211407184601,0,0,1.018930435180664
1751,0.3032858371734619,0.20707187056541443,0.3566986322402954,0,0.11745420098304749,0.29684215784072876,0.23919956386089325,0,0,0.46340876817703247
1752,0.6637026071548462,0.46336108446121216,0.8016093969345093,0,0.17305859923362732,0.6598480939865112,0.3270166516304016,0,0,1.2188289165496826
1753,0.2689986824989319,0.7186352014541626,1.2081998586654663,0,0.12068677693605423,0.8209855556488037,0.39757344126701355,0,0,0.7483114004135132
1754,0.1570182889699936,0.17403365671634674,0.25937655568122864,0,0.07649209350347519,0.3551810681819916,0.13891197741031647,0,0,0.2169622778892517
1755,0.2370118349790573,0.21259362995624542,0.27948251366615295,0,0.12171542644500732,0.3446170687675476,0.14203310012817383,0,0,0.31363171339035034
1756,0.18891896307468414,0.1840290129184723,0.3255164921283722,0,0.09145660698413849,0.5770264863967896,0.18937581777572632,0,0,0.5168219804763794
1757,0.733642041683197,0.537646472454071,1.069446325302124,0,0.2944638729095459,0.8486020565032959,0.7354863882064819,0,0,1.409862756729126
1758,0.3786556124687195,0.17708899080753326,0.32626527547836304,0,0.14981012046337128,0.21748337149620056,0.2377483993768692,0,0,0.7963981032371521
1759,0.39937448501586914,0.4867229759693146,0.751118540763855,0,0.2602182626724243,0.34007784724235535,0.4321269392967224,0,0,0.8279319405555725
1760,0.13791339099407196,0.43965333700180054,0.34321463108062744,0,0.21651814877986908,0.07384604215621948,0.29436734318733215,0,0,0.1892014741897583
1761,0.248149111866951,0.6988722681999207,0.754867672920227,0.3424662947654724,0.08795750886201859,0.66249680519104,0.37128350138664246,0,0,0.7464367747306824
1762,0.42693430185317993,0.7324373126029968,0.31684228777885437,0.3324331045150757,0.17805887758731842,0.6439076066017151,0.37969568371772766,0,0,0.7967832088470459
1763,0.6660797595977783,0.6597371101379395,1.378126859664917,0.30206605792045593,0.11302020400762558,0.5381726026535034,0.4523252248764038,0,0,1.2903324365615845
1764,0.16738568246364594,0.11610334366559982,0.4082691967487335,0.07057997584342957,0.08750596642494202,0.1370321661233902,0.23064033687114716,0,0,0.41680365800857544
1765,0.47973957657814026,0.6029630899429321,0.6717260479927063,0.24626466631889343,0.12573273479938507,0.61021888256073,0.650677502155304,0,0,1.0432571172714233
1766,0.8513261675834656,0.5766732096672058,0.6991545557975769,0.6295114159584045,0.2866576910018921,0.34456977248191833,0.5885595083236694,0,0,1.2816470861434937
1767,0.5733237266540527,0.5110481977462769,0.46493667364120483,0.12457289546728134,0.1884719431400299,0.3116527497768402,0.35664230585098267,0,0,1.4397763013839722
1768,0.3709084391593933,0.31950342655181885,0.4365219473838806,0.16466307640075684,0.2004643827676773,0.31945398449897766,0.3625282943248749,0,0,0.839964747428894
1769,0.2840489149093628,0.2297687977552414,0.3825920820236206,0.0978117287158966,0.10869485884904861,0.230815589427948,0.37247124314308167,0,0,0.7813565731048584
1770,0.3536337912082672,0.4918583035469055,0.4270764887332916,0.20206180214881897,0.2481105476617813,0.32776427268981934,0.61670982837677,0,0,0.8339810967445374
1771,0.11941619962453842,0.0751367062330246,0.1706339567899704,0.06626641750335693,0.11126551032066345,0.06150222197175026,0.09529048204421997,0,0,0.1183532252907753
1772,0.18229535222053528,0.09270752966403961,0.21923045814037323,0.09069216251373291,0.10210522264242172,0.0874248743057251,0.15481974184513092,0,0,0.3460833430290222
1773,0.07909908890724182,0.0649537667632103,0.11033572256565094,0.047484029084444046,0.05954021215438843,0.05223546177148819,0.08822467178106308,0,0,0.10928885638713837
1774,0.4207898676395416,0.17185571789741516,0.23614439368247986,0.09127553552389145,0.1557580679655075,0.1837707757949829,0.28634509444236755,0,0,0.5394983291625977
1775,0.4686565101146698,0.3163776099681854,0.5144887566566467,0.18587839603424072,0.1810750514268875,0.31594976782798767,0.507500171661377,0,0,1.1949810981750488
1776,0.15336689352989197,0.1456966996192932,0.3085809350013733,0.1351681798696518,0.12558972835540771,0.1706007719039917,0.23957733809947968,0,0,0.9654454588890076
1777,0.3056432008743286,0.15726472437381744,0.26227226853370667,0.13791604340076447,0.1764296144247055,0.21527238190174103,0.3546190559864044,0,0,1.0303423404693604
1778,0.29006725549697876,0.21285933256149292,0.3353612720966339,0.19749248027801514,0.2923819124698639,0.4254893660545349,0.46478208899497986,0,0,1.1197110414505005
1779,0.18487714231014252,0.17719432711601257,0.2374812513589859,0.1188756600022316,0.10936547815799713,0.18618543446063995,0.2642964720726013,0,0,0.7041508555412292
1780,0.10456202179193497,0.07667509466409683,0.1246594712138176,0.07325103133916855,0.07079210132360458,0.10980150103569031,0.1340475082397461,0,0,0.33653542399406433
1781,0.2168072909116745,0.1371864378452301,0.18925443291664124,0.09560860693454742,0.1355443000793457,0.1790585070848465,0.3402104079723358,0,0,0.278408020734787
1782,0.3459089994430542,0.2155659943819046,0.4571949541568756,0.18136633932590485,0.2848050892353058,0.21652312576770782,0.2644546627998352,0,0,0.5242986679077148
1783,0.09569671750068665,0.06518556922674179,0.09501663595438004,0.0534052737057209,0.07500824332237244,0.07750523835420609,0.13163015246391296,0,0,0.1728426218032837
1784,0.8313656449317932,0.3769090473651886,0.5771781802177429,0.2955693006515503,0.16024601459503174,0.6215932965278625,0.6514789462089539,0,0,1.0669186115264893
1785,0.5283246040344238,0.22812028229236603,0.5681243538856506,0.2997044324874878,0.21634188294410706,0.5529955625534058,0.4399152100086212,0,0,1.3224589824676514
1786,0.10326384007930756,0.13308842480182648,0.31346991658210754,0.11758746206760406,0.08515377342700958,0.14882010221481323,0.25875499844551086,0,0,0.20410795509815216
1787,0.2478123903274536,0.20069767534732819,0.16071197390556335,0.09060586988925934,0.13300438225269318,0.29093748331069946,0.32168325781822205,0,0,0.419521689414978
1788,0.1776794195175171,0.13740023970603943,0.13365617394447327,0.07769446074962616,0.08521415293216705,0.1927875280380249,0.23764050006866455,0,0,0.20868569612503052
1789,0.3086135983467102,0.29830044507980347,0.19431838393211365,0.18085592985153198,0.12385068833827972,0.4499083459377289,0.4499250650405884,0,0,0.6955753564834595
1790,0.19660146534442902,0.13785116374492645,0.16295018792152405,0.208922877907753,0,0.25161704421043396,0.17553125321865082,0,0,0.4934038817882538
1791,0.296601265668869,0.283075213432312,0.3313569724559784,0.4336836040019989,0,0.4846661388874054,0.3535003960132599,0,0,0.8053503632545471
1792,0.288234144449234,0.1407260000705719,0.2681717276573181,0.22551223635673523,0,0.3305746614933014,0.2379123419523239,0,0.15977482497692108,0.7390738129615784
1793,0.48137572407722473,0.3371066153049469,0.39656490087509155,0.2320934534072876,0,0.7670853734016418,0.4848942160606384,0,0.14510956406593323,1.1205835342407227
1794,0.3397996723651886,0.41053202748298645,0.4280432462692261,0.27587226033210754,0.13847583532333374,0.8748093247413635,0.3097768723964691,0,0.1321837306022644,1.1087895631790161
1795,0.22750365734100342,0.18842457234859467,0.27721861004829407,0.18934941291809082,0.09636028110980988,0.16106770932674408,0.16655132174491882,0,0.13703660666942596,0.3987087607383728
1796,0.14854077994823456,0.13232438266277313,0.1805534064769745,0.10860102623701096,0.0955263152718544,0.24349434673786163,0.1781751662492752,0,0.07861004769802094,0.43162208795547485
1797,0.1418968290090561,0.10520033538341522,0.13493965566158295,0.0578075647354126,0.07058721780776978,0.29738253355026245,0.10544438660144806,0,0.09178286790847778,0.20048822462558746
1798,0.11272203922271729,0.06445274502038956,0.11536471545696259,0.06847811490297318,0.07637520134449005,0.12022300064563751,0.3215445280075073,0,0.10740996897220612,0.26176220178604126
1799,0.12168915569782257,0.08309459686279297,0.0993286743760109,0.057504307478666306,0.05976304039359093,0.1335671842098236,0.04173746705055237,0,0.08779141306877136,0.20514968037605286
1800,0.15161149203777313,0.22873200476169586,0.17252296209335327,0.12063459306955338,0.10421780496835709,0.13579608500003815,-999,0,0.2238471657037735,0.33745476603507996
1801,0.169916570186615,0.09727150201797485,0.1478012204170227,0.07448011636734009,0.09338200837373734,0.19771119952201843,-999,0,0.17436997592449188,0.47655797004699707
1802,0.14611050486564636,0.09637001901865005,0.15696437656879425,0.059273913502693176,0.16364282369613647,0.13082319498062134,-999,0,0.11000502854585648,0.2418687641620636
1803,0.24234366416931152,0.26828694343566895,0.13612613081932068,0.2239665985107422,0.07197350263595581,0.3863375186920166,-999,0,0.1939591020345688,0.7211598753929138
1804,0.5022517442703247,0.33339813351631165,0.3257673680782318,0.12704914808273315,0.11273267865180969,0.5492925047874451,-999,0,0.206247940659523,0.9245496988296509
1805,0.28369736671447754,0.2165982723236084,0.25789007544517517,0.1409887671470642,0.10337752103805542,0.09412188827991486,-999,0,0.1309823840856552,0.5262611508369446
1806,0.445291131734848,0.43414536118507385,0.338459312915802,0.24395260214805603,0.10237434506416321,0.29295146465301514,-999,0,0.2543099820613861,0.9607977867126465
1807,0.2177456021308899,0.09584035724401474,0.1936766654253006,0.0729900449514389,0.25200748443603516,0.07050327956676483,-999,0,0.08910521864891052,0.4054187536239624
1808,0.3575505316257477,0.1762131303548813,0.272830605506897,0.19709086418151855,0.16645896434783936,0.484518826007843,-999,0,0.13112317025661469,0.582397997379303
1809,0.16430489718914032,0.07639613002538681,0.17354175448417664,0.05580752342939377,0.12266339361667633,0.1267121136188507,-999,0,0.08785305917263031,0.16825678944587708
1810,0.23947493731975555,0.22133786976337433,0.137857124209404,0.32163915038108826,0.11173366755247116,0.16574954986572266,-999,0,0.2842932641506195,0.6130937337875366
1811,0.5582359433174133,0.413866251707077,0.08560804277658463,0.6311635971069336,0.13208261132240295,0.25996309518814087,-999,0,0.3065450191497803,0.8918129801750183
1812,0.07327502965927124,0.050808150321245193,0.16726358234882355,0.7413337826728821,0.2534523606300354,1.0600829124450684,0.07213681191205978,0,0.061144959181547165,0.166710764169693
1813,0.16027989983558655,0.047061480581760406,0.09183118492364883,0.42497506737709045,0.21880844235420227,0.13674688339233398,0.06816564500331879,0,0.07177989184856415,0.2438233494758606
1814,0.17211835086345673,0.11230605840682983,0.09429142624139786,0.6826850771903992,0.12972338497638702,0.3172335922718048,0.08046931028366089,0,0.13773797452449799,0.6661773324012756
1815,0.1716594099998474,0.10453206300735474,0.13604165613651276,0.3323838710784912,0.14308734238147736,0.508635401725769,0.07101664692163467,0,0.06377094238996506,0.32331523299217224
1816,0.25615471601486206,0.1581805944442749,0.14519400894641876,0.46952030062675476,0.19513610005378723,0.11120922118425369,0.2669220268726349,0,0.20397023856639862,0.458299458026886
1817,0.1578536331653595,0.10136766731739044,0.14639082551002502,0.4738229513168335,0.16634435951709747,0.13602858781814575,0.10540202260017395,0,0.16892226040363312,0.2969900667667389
1818,0.35768628120422363,0.34210431575775146,0.31167322397232056,0.2615310251712799,0.10473628342151642,0.14728936553001404,0.09558389335870743,0,0.20885658264160156,0.7747184038162231
1819,0.22445306181907654,0.1404496729373932,0.2523133456707001,0.15095238387584686,0.4135715663433075,0.2668684720993042,0.1273723840713501,0,0.2001958191394806,0.20532731711864471
1820,0.170920729637146,0.09607511758804321,0.11975333094596863,0.35869452357292175,0.19788187742233276,0.27275383472442627,0.09755872935056686,0,0.16181647777557373,0.2620633840560913
1821,0.3820648789405823,0.25518566370010376,0.21786046028137207,0.23067666590213776,0.1430644989013672,0.1315615475177765,0.06146229803562164,0,0.29610389471054077,0.8280510306358337
1822,0.24232085049152374,0.36590147018432617,0.27232497930526733,0.20364318788051605,0.17854325473308563,0.08763778954744339,0.06705866008996964,0,0.24321554601192474,1.0302109718322754
1823,0.32639244198799133,0.3149600625038147,0.25175416469573975,0.38675686717033386,0.4711836278438568,0.25832098722457886,0.08625908941030502,0,0.41600778698921204,1.0169442892074585
1824,0.133254736661911,0.1028752252459526,0.11383882910013199,0.5642837882041931,0.1654936522245407,0.28680160641670227,0.5473443865776062,0,0.1373014748096466,0.3036115765571594
1825,0.08536512404680252,0.032170120626688004,-999,0.47772344946861267,0.22130240499973297,0.23751819133758545,0.13480164110660553,0,0.10099290311336517,0.21404801309108734
1826,0.1525743156671524,0.07561912387609482,0.08640051633119583,0.07789984345436096,0.1927153617143631,0.20120030641555786,0.05632731691002846,0,0.23197294771671295,0.3455078899860382
1827,0.13983452320098877,0.11355768889188766,0.11334989219903946,0.09789828211069107,0.18272534012794495,0.11054960638284683,0.07348055392503738,0,0.07925170660018921,0.4643835127353668
1828,0.39523807168006897,0.3584973216056824,0.27016252279281616,0.17476221919059753,0.24559715390205383,0.12079691141843796,0.053980834782123566,0,0.13370110094547272,0.6993982791900635
1829,0.23425577580928802,0.16114187240600586,0.11048445105552673,0.06498385965824127,0.1706860512495041,0.08483580499887466,0.05472077429294586,0,0.12765179574489594,0.2594144344329834
1830,0.27853867411613464,0.14776462316513062,0.10963072627782822,0.06360126286745071,0.30846235156059265,0.020849864929914474,0.0651760846376419,0,0.24672318994998932,0.3449503183364868
1831,0.30942195653915405,0.2564099133014679,0.18531525135040283,0.1409142017364502,0.2317042499780655,0.12483524531126022,-999,0,0.20371349155902863,0.6493551135063171
1832,0.17524532973766327,0.0997501090168953,0.12455539405345917,0.05884498730301857,0.1948316991329193,0.05473526567220688,-999,0,0.1214432641863823,0.26565641164779663
1833,0.05508752539753914,0.14923053979873657,0.2266753762960434,0.04707716777920723,0.21187268197536469,-999,-999,0,0.11366844177246094,0.20940066874027252
1834,0.20862258970737457,0.18308082222938538,0.23319470882415771,0.16955828666687012,0.23574857413768768,0.10910031199455261,-999,0.26020243763923645,0.2060830295085907,0.6498517990112305
1835,0.2332538366317749,0.22993522882461548,0.23656174540519714,0.16693642735481262,0.19331958889961243,0.06979803740978241,-999,0.14129884541034698,0.15683232247829437,0.6528050899505615
1836,0.2826438248157501,0.22939632833003998,0.28680357336997986,0.20414131879806519,0.40046268701553345,0.05741189047694206,-999,0.118085116147995,0.24099388718605042,0.7864188551902771
1837,0.04003299027681351,0.0358230397105217,0.05881020054221153,0.03367137163877487,0.14959250390529633,0.0845426395535469,-999,0.1136217713356018,0.09143197536468506,0.130559504032135
1838,0.08567971736192703,0.07258479297161102,0.16578005254268646,0.10240337997674942,0.1799563616514206,0.11567328870296478,-999,0.2509267032146454,0.3825738728046417,0.6672929525375366
1839,0.11291371285915375,0.11341492831707001,0.11255783587694168,0.07218178361654282,0.13118405640125275,0.09102380275726318,0.10889674723148346,0.1843336820602417,0.15113674104213715,0.26006951928138733
1840,0.31259608268737793,0.23490600287914276,0.17591971158981323,0.12995895743370056,0.19336506724357605,0.06351016461849213,0.04693162068724632,0.11554025858640671,0.2634721100330353,0.6263802647590637
1841,0.54099041223526,0.32264256477355957,0.20910708606243134,0.37593090534210205,0.12135610729455948,0.05472629889845848,0.04680165648460388,0.2627415359020233,-999,1.122289776802063
1842,0.3024209439754486,0.2158314734697342,0.17427854239940643,0.10872992128133774,0.17644087970256805,0.04977905750274658,0.03182115778326988,0.2665022611618042,-999,0.5295636653900146
1843,0.3983529210090637,0.10652066767215729,0.3002038300037384,0.09402201324701309,0.28709539771080017,-999,-999,0.24665848910808563,-999,0.5780079960823059
1844,0.18164846301078796,0.1770605742931366,0.18831513822078705,0.07460740953683853,0.19101084768772125,-999,0.0544460192322731,0.5369384288787842,-999,0.2785087823867798
1845,0.251235693693161,0.12586668133735657,0.23878557980060577,0.09776639938354492,0.252525269985199,-999,0.04670804366469383,0.6677638292312622,-999,0.4974289834499359
1846,0.34065374732017517,0.360860139131546,0.3418723940849304,0.21484485268592834,0.25304150581359863,-999,0.04056496545672417,0.7924908995628357,-999,0.76006019115448
1847,0.07836030423641205,0.06702675670385361,0.08696726709604263,0.03827118128538132,0.13982996344566345,-999,0.05474332347512245,0.25616803765296936,-999,0.18992161750793457
1848,0.2575986683368683,0.24415738880634308,0.2774159610271454,0.10403721034526825,0.21390490233898163,0,0.07668129354715347,0.29178014397621155,-999,0.6366241574287415
1849,0.06750793755054474,0.047105807811021805,0.047256868332624435,0.6076759696006775,0.22380082309246063,0.25144490599632263,0.27743688225746155,0.0762263834476471,-999,0.2864895761013031
1850,0.08966530114412308,0.12478950619697571,0.0788564458489418,0.30343732237815857,0.17322829365730286,0.10465659201145172,0.035514865070581436,0.06986617296934128,-999,0.5996282696723938
1851,0.12419185042381287,0.14178331196308136,0.19745969772338867,0.18881019949913025,0.1632964015007019,0.15712279081344604,0.05149927735328674,0.06809443980455399,-999,0.5266940593719482
1852,0.3405505120754242,0.3281792402267456,0.29234760999679565,0.6779587864875793,0.2514706254005432,0.5495215058326721,0.045599315315485,0.2596505284309387,-999,1.3654565811157227
1853,0.48190152645111084,0.7824220061302185,0.33623775839805603,0.190730482339859,0.17435750365257263,0.7757242321968079,0.04746023193001747,0.20194822549819946,-999,1.0439870357513428
1854,0.19278128445148468,0.39293572306632996,0.3632328510284424,0.11661189049482346,0.18690884113311768,0.6439160704612732,0.04087819531559944,0.07288507372140884,0.4775000214576721,0.594377875328064
1855,0.22487647831439972,0.3975432515144348,0.34402090311050415,0.16291046142578125,0.28573089838027954,0.5628957748413086,0.03819216415286064,0.1834222972393036,0.4021376371383667,0.9046241044998169
1856,0.48785144090652466,0.5408727526664734,0.2585331201553345,0.520348846912384,0.22612828016281128,1.1377967596054077,0.0378798246383667,0.16316427290439606,0.18086162209510803,1.4262834787368774
1857,0.18433919548988342,0.3166044354438782,0.3479419946670532,0.09593662619590759,0.18501043319702148,0.5887800455093384,0.2741781175136566,0.091607004404068,-999,0.8766024112701416
1858,0.2523227632045746,0.17973041534423828,0.17369189858436584,0.19151708483695984,0.18109269440174103,0.5720113515853882,0.027313392609357834,0.16696707904338837,0.32064464688301086,0.8464391827583313
1859,0.38998159766197205,0.20970986783504486,0.21836940944194794,0.30809539556503296,0.2580757439136505,0.36764782667160034,0.43689194321632385,0.215404212474823,0.35985302925109863,0.870532751083374
1860,0.4657420516014099,0.45942455530166626,0.28485965728759766,0.3950730264186859,0.3108768165111542,0.9447932243347168,0.3917684853076935,0.23251844942569733,0.244144469499588,0.7799527645111084
1861,0.4861030578613281,0.28773167729377747,0.27813050150871277,0.2996138334274292,0.09777795523405075,0.6439231038093567,0.28208956122398376,0.13835826516151428,0.22777427732944489,0.24408745765686035
1862,0.3260273039340973,0.44414353370666504,0.21663197875022888,0.22501839697360992,0.2808273434638977,0.5340939164161682,0.13767975568771362,0.17410416901111603,0.24253247678279877,0.18812009692192078
1863,0.8261468410491943,0.6955522298812866,0.5426057577133179,0.4533872902393341,0.3772181570529938,1.1847351789474487,0.17054517567157745,0.25494658946990967,0.4626261293888092,0.14024631679058075
1864,0.24890242516994476,0.3927537798881531,0.26923948526382446,0.2212906926870346,0.16431832313537598,0.6938066482543945,0,0.17951710522174835,0.16875912249088287,0.13079658150672913
1865,0.610421895980835,0.573622465133667,0.33339330554008484,0.45169660449028015,0.4418098032474518,1.4832534790039062,0.5784032344818115,0.22743788361549377,0.2785338759422302,0.31793609261512756
1866,0.10903026908636093,0.17089499533176422,0.0889514908194542,0.13693779706954956,0.12392555922269821,0.19289404153823853,0.21049243211746216,0.09716049581766129,0.0675814226269722,0.12202990055084229
1867,0.11975355446338654,0.10292866826057434,0.06080462038516998,0.20748677849769592,0.11333877593278885,0.18125540018081665,0.2674252986907959,0.12355298548936844,0.07272090762853622,0.5945286750793457
1868,0.33501166105270386,0.405402272939682,0.18603238463401794,0.2857796251773834,0.17485706508159637,0.6051842570304871,0.352612167596817,0.16805694997310638,0.218283548951149,0.38454270362854004
1869,0.05173739045858383,0.0828128531575203,0.054387759417295456,0.048841264098882675,0.07812681794166565,0,0.10372884571552277,0.0425327830016613,0.04255323484539986,0.075309619307518
1870,0.3123423755168915,0.13011328876018524,0.10739931464195251,0.1886827051639557,0.17389602959156036,0.1335003674030304,0.27226582169532776,0.12923862040042877,0.19311173260211945,0.4789234697818756
1871,0.30101531744003296,0.4166705906391144,0.14505361020565033,0.18269142508506775,0.16541975736618042,0.3961632549762726,0.37543603777885437,0.18571564555168152,0.14562153816223145,0.4467337727546692
1872,0.24482788145542145,0.35200273990631104,0.23631088435649872,0.2791365683078766,0.2832120954990387,0.4585328996181488,0.3694462478160858,0.24339288473129272,0.19141659140586853,0.5100951194763184
1873,0.22667144238948822,0.260614275932312,0.060070913285017014,0.2649657428264618,0.20656780898571014,0.14403465390205383,0.42498770356178284,0.21368515491485596,0.11008168756961823,0.5556867122650146
1874,0.06630528718233109,0.19262845814228058,0.05967235565185547,0.32601508498191833,0.20630046725273132,0.08922847360372543,0.22343440353870392,0.11687326431274414,0.06683898717164993,0.3732331097126007
1875,0.42983248829841614,0.3296007513999939,0.18719860911369324,0.6714915037155151,0.11073021590709686,0.711255669593811,0.30687215924263,0.3037468492984772,0.09277039766311646,0.9278847575187683
1876,0.3401738703250885,0.31921714544296265,0.09188015758991241,0.6214038133621216,0.16691410541534424,0.3265876770019531,0.34168264269828796,0.24306219816207886,0.18536309897899628,0.7160464525222778
1877,0.27752628922462463,0.3506893813610077,0.17911894619464874,0.7365159392356873,0.2410842776298523,0.5492836833000183,0.45610007643699646,0.21231552958488464,0.14358004927635193,0.7973936796188354
1878,1.6619535684585571,0.6515202522277832,0.2214919775724411,0.8764312267303467,0.18117283284664154,0.7247321009635925,0.3804752230644226,0.41669487953186035,0.1308278888463974,1.0969910621643066
1879,0.20006033778190613,0.22974306344985962,0.22192606329917908,0.3706687390804291,0.2033814936876297,0.3728874921798706,0.3388957679271698,0.1553056687116623,0.06314515322446823,0.7399209141731262
1880,0.9782523512840271,0.3734896183013916,0.18570193648338318,0.28335070610046387,0.20805515348911285,0.688812255859375,0.44037777185440063,0.40064123272895813,0.08439061790704727,1.4805104732513428
