year,MaxRWKHA_03_,MaxRWKHA_06_,MaxRWKHA_09_,MaxRWKHA_12_,MaxRWKHA_14_,MaxRWKHA_15_,MaxRWKHA_16_,MaxRWKHA_17_,MaxRWKHA_19_,MaxRWKHA_20_
1956,255.7109375,195.4140625,167.9453125,483.9921875,181.5859375,0,397.8046875,425.46875,488.3515625,143.203125
1957,278.4453125,202.875,210.40625,432.203125,219.328125,0,440.890625,410.65625,552.8359375,136.5625
1958,255.734375,152.96875,181.59375,380.4921875,185.546875,0,209.84375,272.6640625,694.515625,108.515625
1959,259.8046875,231.1875,187.5078125,324.65625,209.9921875,0,437.171875,481.296875,599.8046875,169.7421875
1960,353.140625,152.8984375,181.21875,318.5546875,315.7578125,0,282.1015625,583.21875,532.046875,154.296875
1961,283.984375,158.6171875,130.515625,310.4765625,228.8046875,0,295.828125,617.890625,455.7265625,102.1640625
1962,300.109375,228.9921875,84.0078125,309.8671875,237.171875,0,225.1484375,472.5390625,263.5390625,127.5703125
1963,138.1796875,127.6171875,104.1875,201.34375,138.2890625,0,183.78125,364.65625,822.3515625,84.2421875
1964,266.828125,206.90625,164.4375,190.6640625,305.6640625,0,350.21875,545.859375,375.578125,156.21875
1965,179.09375,156.03125,195.578125,103.171875,173.875,0,158.140625,416.2265625,361.71875,156.4296875
1966,260.796875,241.1953125,176.2109375,159.796875,273.140625,0,300.328125,509.421875,458.21875,214.8515625
1967,305.6796875,270.4609375,234.1875,145.953125,301.265625,0,470.078125,589.7265625,632.8671875,202.4375
1968,251.734375,142.375,160.7265625,123.203125,170.9765625,0,275.65625,396.7109375,331.8671875,140.9609375
1969,233.953125,159.5078125,237.3046875,91.2890625,338.734375,0,427.8046875,423.5546875,609.7265625,170.171875
1970,229.171875,115.5703125,198.1484375,110.1953125,351.3046875,0,329.390625,493.7265625,467.203125,197.953125
1971,148.3515625,48.7578125,84.203125,54.109375,142.265625,0,134.2265625,247.8671875,155.484375,47.7734375
1972,343.859375,50.640625,147.0859375,27.09375,226.265625,0,259.2109375,568.40625,402.03125,116.359375
1973,160.1484375,118.46875,124.5,101.03125,73.3046875,0,152.953125,212.9296875,238.1640625,53.9921875
1974,57.0703125,106.9296875,108.6484375,64.1171875,27.921875,0,40.75,155.6796875,79.921875,41.1640625
1975,147.109375,175.046875,126.4921875,126.6875,188.3515625,0,350.7421875,334.6171875,229.984375,132.2265625
1976,252.8515625,158.734375,212.03125,100.078125,208.0390625,0,242.5703125,495.2109375,259.2578125,162.34375
1977,112.265625,87.0390625,88.9296875,45.125,51.1484375,0,151.921875,278.125,120.03125,61.8515625
1978,189.796875,134.3125,173.515625,99.8359375,171.3203125,0,211.484375,399.1875,251.921875,160.453125
1979,356.390625,167.15625,239.3984375,94.1015625,226.1015625,0,310.5546875,608.7578125,422.609375,232.1171875
1980,77.5,76.0234375,90.7421875,30.9296875,47.671875,0,24.3359375,67.1953125,89.0234375,79.109375
1981,192.421875,259.0234375,108.3203125,122.5078125,140.1328125,0,225.875,325.7890625,255.0625,195.953125
1982,196.2734375,172.4765625,173.21875,84.2265625,173.6484375,0,237.390625,457.2734375,271.359375,169.3125
1983,235.9375,170.15625,172.515625,91.25,169.890625,0,149.1875,449.984375,240.640625,196.28125
1984,360.1953125,372.3671875,260.453125,103.7109375,253.21875,0,285.6796875,701.9609375,547.515625,225.4921875
1985,166.40625,145.4296875,37.0234375,53.3359375,64.7265625,0,51.375,334.6015625,129.578125,110.9453125
1986,296.0625,222.765625,229.375,128.8984375,197.953125,0,184.78125,446.9140625,314.203125,199.3515625
1987,177.8984375,166.6484375,194.953125,49.65625,110.8515625,0,89.3203125,301.359375,224.5703125,185.0390625
1988,253.578125,201.5859375,151.0859375,104.828125,173.3046875,0,171.171875,525.5234375,262.1875,212.21875
1989,65.7109375,58.9921875,26.921875,43.9765625,18.59375,0,14.8359375,74.703125,149.5078125,47.1875
1990,370.390625,224.359375,204.0625,129.34375,235.75,0,256.3359375,497.2578125,308.875,276.6875
1991,328.6875,237.75,220.625,136.0703125,228.109375,0,241.359375,565.359375,496.5078125,262.0078125
1992,205.5625,156.3203125,160.2265625,88.7734375,119.8125,0,122.15625,401.8125,415.484375,203.09375
1993,124.390625,130.21875,116.2265625,47.390625,69.1796875,0,141.953125,337.3125,321.0859375,94.5859375
1994,302.625,255.96875,224.5703125,115.5703125,179.7734375,0,239.4921875,510.96875,394.6015625,241.796875
1995,178.953125,182.59375,116.4296875,72.546875,111.65625,0,128.375,373.921875,164.1953125,139.234375
1996,320.5078125,255.4921875,152.8359375,123.9375,172.09375,0,176.5625,513.1796875,247.8203125,207.328125
1997,147.65625,227.3828125,132.40625,80.8125,78.75,0,140.1796875,393.0234375,226.71875,168.421875
1998,296.9375,225.9375,206.390625,122.390625,205.4921875,0,188.9296875,390.34375,279.9140625,194.078125
1999,162.3125,87.0625,103.015625,66.0625,77.8828125,0,22.34375,159.0625,118.96875,143.96875
2000,154.7890625,102.3046875,106.1953125,63.5234375,110.359375,0,96.953125,173.2890625,131.59375,146.8359375
2001,271.015625,231.1796875,165.2734375,154.0234375,220.171875,0,251.96875,345.671875,298.7421875,270.796875
2002,289.2109375,207.3203125,162.0078125,107.203125,224.7109375,0,176.578125,486.6640625,256.5234375,227.140625
2003,227.2421875,176.390625,160.4453125,89.4453125,240.390625,0,130.234375,380.265625,295.28125,207.2421875
2004,256.4765625,154.1171875,173.296875,105.1015625,171.7109375,0,67.375,341.2578125,309.7890625,231.09375
2005,149.4765625,109.1953125,155.3828125,93.125,96.515625,0,97.125,209.5078125,219.9375,163.1875
2006,230.78125,103.8125,148.453125,130.375,97.34375,0,138.890625,234.265625,181.15625,214.71875
2007,199.46875,161.3359375,157.6953125,91.2578125,50.3671875,0,102.2421875,271.4140625,162.1328125,211.9609375
2008,215.2890625,159.5859375,143.109375,105.4140625,109.453125,0,168.8046875,312.0625,154.3515625,162.1640625
2009,300.375,169.7265625,201.2265625,142.6484375,163.984375,0,121.4453125,384.6328125,241.9453125,218.296875
2010,226.0859375,133.4609375,151.8515625,97.1953125,85.953125,0,124,254.2109375,178.5625,150.3125
2011,177.7734375,126.390625,133.4453125,89.2890625,52.1171875,0,50.0234375,253.3828125,143.8203125,93.234375
2012,309.984375,254.4296875,247.578125,159.0078125,197.625,0,165.9140625,387.2265625,315.375,282.15625
2013,258.328125,217.09375,248.90625,126.6796875,128.6484375,0,147.84375,304.515625,227.140625,177.796875
2014,330.9296875,193.734375,233.890625,131.15625,151.390625,0,168.234375,279.7109375,230.6640625,205.5703125
2015,189.390625,155.4609375,13997.78125,102.28125,94.8359375,2286,105.2109375,241.828125,193.25,161.5234375
2016,218.203125,153.34375,245.234375,118.28125,137.0078125,0,73.890625,252.390625,209.1484375,197.578125
2017,181.5234375,107,210.484375,100.7265625,101.046875,0,54.4765625,225,192.0234375,162.734375
2018,265.796875,204.9453125,275.9140625,131.0703125,186.765625,0,180.4375,347.90625,346.25,221.5234375
2019,262.953125,209.8515625,351.03125,173.46875,212.9921875,0,175.234375,500.4765625,401.2421875,230.28125
2020,198.9453125,243.1171875,168.4453125,110.859375,96.328125,0,47.78125,288.7109375,266.90625,153.8984375
2021,253.40625,255.0625,279.0234375,145.3671875,150.671875,0,123.609375,354.15625,323.9921875,194.3203125
2022,225.6328125,289.546875,195.7734375,189.078125,172.5234375,0,64.6796875,333.6796875,276.953125,164.1328125
2023,0,185.6796875,0,0,0,0,0,221.46875
