year,MaxRWKHA_03_,MaxRWKHA_06_,MaxRWKHA_09_,MaxRWKHA_12_,MaxRWKHA_14_,MaxRWKHA_15_,MaxRWKHA_16_,MaxRWKHA_17_,MaxRWKHA_19_,MaxRWKHA_20_
1748,758.9765625,790.7421875,593.4765625,0,462.3671875,900.46875,825.6875,0,0,397.3828125
1749,644.4375,696.0859375,554.140625,0,369.546875,648.375,672.5546875,0,0,353.875
1750,457.765625,474.4765625,323.5546875,0,324.703125,460.0078125,517.0078125,0,0,307.203125
1751,506.40625,403.671875,251.890625,0,265.1171875,370.296875,383.609375,0,0,262.1875
1752,622.390625,685.6171875,361.703125,0,407.234375,573.890625,489.078125,0,0,397.65625
1753,322.671875,390.3046875,258.0234375,0,212.625,360.796875,346.609375,0,0,294.1640625
1754,360.828125,407.7109375,181.25,0,211.3203125,349.59375,286.9765625,0,0,260.734375
1755,426.6875,311.71875,131.2578125,0,149.421875,238.640625,190.03125,0,0,196.6328125
1756,404.890625,423.7734375,188.609375,0,245.65625,240.03125,282.421875,0,0,270.4921875
1757,812.46875,653.7890625,458.4921875,0,454.3984375,869.1484375,638.921875,0,0,534.703125
1758,550.484375,558.1328125,407.015625,0,361.5546875,525.640625,593.96875,0,0,404.0703125
1759,405.1640625,440.5625,339.984375,0,259.59375,413.3984375,520.5546875,0,0,250.546875
1760,167.4765625,182.234375,50.78125,0,31.9609375,132.578125,237.0625,0,0,76.09375
1761,377.9375,305.8515625,144.8515625,855.4140625,138.5,520.6953125,411.1640625,0,0,251.953125
1762,384.21875,323.03125,159.765625,955.71875,129.9453125,455.7421875,289.625,0,0,284.3984375
1763,458.96875,364.6953125,350.671875,1602.34375,234.40625,597.1171875,356.671875,0,0,319.1484375
1764,420.46875,244.296875,282.8203125,1087.6640625,216.6171875,380.7109375,288.3828125,0,0,324.75
1765,743.6484375,566.9296875,448.40625,1118.296875,344.765625,550.40625,587.1328125,0,0,420.359375
