year,CWAKHA_03_,CWAKHA_06_,CWAKHA_09_,CWAKHA_12_,CWAKHA_14_,CWAKHA_15_,CWAKHA_16_,CWAKHA_17_,CWAKHA_19_,CWAKHA_20_
1741,-999,254.31817626953125,343.0956115722656,0,237.8724822998047,216.31246948242188,0,0,0,302.38702392578125
1742,-999,213.72096252441406,307.943115234375,0,232.5232391357422,229.16502380371094,0,0,0,236.04034423828125
1743,-999,295.0022277832031,408.66790771484375,0,229.47967529296875,402.4873352050781,0,0,0,293.45806884765625
1744,-999,393.2578125,483.85107421875,0,242.59527587890625,357.20416259765625,-999,0,0,333.5841369628906
1745,-999,324.0794677734375,357.5776062011719,0,254.1605682373047,347.00921630859375,-999,0,0,285.2657470703125
1746,338.2221374511719,248.16983032226562,305.3408203125,0,265.0278625488281,291.204833984375,-999,0,0,306.9492492675781
1747,282.30096435546875,334.4258728027344,281.943115234375,0,254.23536682128906,340.3537902832031,265.8328552246094,0,0,311.7006530761719
1748,301.17010498046875,310.4405822753906,319.926025390625,0,273.53582763671875,384.0445251464844,338.5865478515625,0,0,275.2159423828125
1749,268.50103759765625,262.0753479003906,387.0933532714844,0,250.91827392578125,299.9666748046875,237.14797973632812,0,0,276.89141845703125
1750,321.561767578125,322.4335021972656,448.3667297363281,0,249.03807067871094,356.92376708984375,337.1896667480469,0,0,277.893798828125
1751,307.7183837890625,273.1412353515625,305.6745300292969,0,266.8643798828125,347.6361083984375,328.3368835449219,0,0,274.8683166503906
1752,394.81475830078125,343.4843444824219,372.8674621582031,0,307.2080383300781,378.2123107910156,298.9255065917969,0,0,339.0001220703125
1753,287.34844970703125,336.0402526855469,372.84002685546875,0,271.5691833496094,330.92840576171875,322.120361328125,0,0,286.8719787597656
1754,249.57180786132812,264.648193359375,247.28977966308594,0,248.25506591796875,467.2805480957031,245.42855834960938,0,0,239.2744598388672
1755,301.3171691894531,267.7187805175781,288.01300048828125,0,250.53636169433594,416.5933837890625,269.3400573730469,0,0,233.840576171875
1756,281.7775573730469,333.2452087402344,318.9436950683594,0,272.1910705566406,454.6006774902344,296.40435791015625,0,0,274.7793884277344
1757,431.60162353515625,313.9897155761719,442.93359375,0,318.5845031738281,432.3831481933594,404.7578430175781,0,0,326.5422058105469
1758,347.321044921875,390.34619140625,353.73046875,0,286.0110778808594,355.61883544921875,292.45751953125,0,0,324.4731140136719
1759,380.4555358886719,304.8560791015625,367.8272399902344,0,322.5582580566406,401.8243408203125,347.6363525390625,0,0,319.0362243652344
1760,274.1245422363281,298.0493469238281,267.7447204589844,0,194.0396270751953,209.697509765625,287.4103698730469,0,0,188.2003631591797
1761,359.6950988769531,340.064453125,304.794189453125,176.16464233398438,214.43569946289062,421.01910400390625,325.9647521972656,0,0,236.66647338867188
1762,383.26861572265625,385.8470153808594,230.225341796875,222.02371215820312,290.9023132324219,464.0413513183594,372.6454772949219,0,0,272.7125244140625
1763,371.6641845703125,339.9125671386719,327.3232116699219,221.94522094726562,288.43218994140625,426.5872802734375,353.6272888183594,0,0,281.9872741699219
1764,332.2039489746094,233.0579071044922,295.5150146484375,197.08070373535156,265.6463317871094,375.22271728515625,417.23858642578125,0,0,300.52166748046875
1765,366.523681640625,352.58636474609375,389.5491943359375,226.4121551513672,284.80767822265625,471.0486755371094,523.8372192382812,0,0,290.463623046875
1766,424.05316162109375,401.085693359375,458.7691955566406,346.9917297363281,316.6385498046875,450.311767578125,454.0281066894531,0,0,328.11016845703125
1767,400.1305236816406,378.54290771484375,400.8044738769531,226.0507049560547,310.06646728515625,434.8369445800781,344.9601745605469,0,0,351.7349853515625
1768,388.52117919921875,353.87249755859375,401.2345886230469,246.45700073242188,319.5526123046875,422.9649658203125,374.72772216796875,0,0,339.1058349609375
1769,338.3203430175781,302.02703857421875,386.6077880859375,227.0539093017578,282.3829040527344,356.7779235839844,323.35577392578125,0,0,304.596435546875
1770,349.44921875,335.4767150878906,383.0476989746094,228.01937866210938,289.2535400390625,340.74163818359375,351.4005432128906,0,0,291.4908142089844
1771,242.97781372070312,215.67869567871094,285.1914978027344,192.15890502929688,256.3620300292969,239.06932067871094,213.30140686035156,0,0,190.9287567138672
1772,332.69244384765625,246.83958435058594,290.7720642089844,239.4344482421875,268.9768371582031,259.87384033203125,254.13424682617188,0,0,256.65087890625
1773,269.7447814941406,210.11903381347656,254.068359375,192.25392150878906,233.67784118652344,277.2270812988281,252.01004028320312,0,0,211.63204956054688
1774,395.5640869140625,305.5802001953125,352.5964660644531,222.3527069091797,326.4625549316406,363.04669189453125,351.9208068847656,0,0,298.9599609375
1775,441.30804443359375,337.9110107421875,393.2857666015625,246.1639862060547,329.2610778808594,422.2413635253906,369.6307067871094,0,0,328.62054443359375
1776,317.24176025390625,280.79705810546875,335.9214782714844,242.90890502929688,290.6588134765625,295.5811767578125,292.18408203125,0,0,280.7486267089844
1777,344.695556640625,283.2688293457031,337.6128845214844,268.8809509277344,302.3541564941406,370.9811706542969,331.71356201171875,0,0,283.39813232421875
1778,403.7961120605469,325.7577819824219,360.8545227050781,263.0975341796875,349.0305480957031,444.5747375488281,372.223876953125,0,0,356.546142578125
1779,382.8337707519531,313.5664367675781,385.3621520996094,260.8923645019531,310.14337158203125,296.8460998535156,332.914794921875,0,0,357.9731140136719
1780,291.0672912597656,236.2476043701172,290.5605773925781,228.8301239013672,243.4281463623047,276.5593566894531,279.257568359375,0,0,291.7119445800781
1781,363.3890075683594,307.2444763183594,319.3026123046875,243.63442993164062,283.7242736816406,328.3918151855469,361.119140625,0,0,332.36474609375
1782,373.7506408691406,357.7583923339844,380.8816833496094,286.9215393066406,338.8418273925781,375.7248229980469,326.6564636230469,0,0,361.2727355957031
1783,279.1238098144531,252.49525451660156,333.449462890625,209.3931121826172,249.43496704101562,299.3514099121094,285.5721130371094,0,0,292.7784423828125
1784,418.9105224609375,382.1070556640625,446.5686340332031,292.74658203125,331.218505859375,434.1549072265625,453.24395751953125,0,0,356.54925537109375
1785,381.88604736328125,368.1321105957031,428.4623718261719,304.94036865234375,342.62103271484375,447.52490234375,389.67303466796875,0,0,388.5134582519531
1786,239.0476531982422,253.1761016845703,311.72845458984375,263.875,265.71282958984375,335.9375305175781,285.79901123046875,0,0,250.5636444091797
1787,326.9063415527344,340.489990234375,395.2029724121094,268.4500732421875,320.16253662109375,455.54052734375,356.760009765625,0,0,382.5476379394531
1788,310.0906982421875,319.73309326171875,380.5970458984375,244.72625732421875,290.5967712402344,440.3736267089844,348.9646301269531,0,0,331.0967712402344
1789,363.4860534667969,371.98321533203125,401.2664794921875,339.8346252441406,307.549560546875,503.8248291015625,417.0859069824219,0,0,378.20648193359375
1790,312.0222473144531,289.82489013671875,432.5932312011719,336.6703186035156,0,403.0077209472656,314.6295471191406,0,0,333.6097106933594
1791,273.99664306640625,289.3415222167969,348.9375915527344,290.37615966796875,0,406.5025939941406,299.8382568359375,0,0,311.9830017089844
1792,304.957275390625,246.22390747070312,393.309326171875,276.7006530761719,0,437.1878967285156,353.6961669921875,0,212.60870361328125,352.6693115234375
1793,405.5144348144531,350.63397216796875,433.77197265625,331.4327087402344,0,518.323486328125,375.0249328613281,0,245.495849609375,415.299560546875
1794,391.5638427734375,387.2286071777344,461.18975830078125,351.8441162109375,389.3900146484375,550.9924926757812,379.2112731933594,0,244.79281616210938,447.1492919921875
1795,324.48443603515625,322.91021728515625,399.7369689941406,284.2979736328125,318.99993896484375,270.4851989746094,345.4728698730469,0,227.16818237304688,343.8443908691406
1796,326.9294128417969,310.4521484375,451.3163757324219,319.4416198730469,-999,438.6709289550781,326.27313232421875,0,225.28292846679688,372.9799499511719
1797,301.0389709472656,288.6018371582031,395.2041320800781,281.7619323730469,401.3138732910156,408.79144287109375,293.9460754394531,0,240.89915466308594,326.89361572265625
1798,256.90582275390625,216.69976806640625,341.9517822265625,258.88812255859375,-999,259.2525939941406,348.080078125,0,228.64089965820312,318.58349609375
1799,283.20770263671875,270.7137145996094,397.5476989746094,271.3447265625,-999,326.7599182128906,-999,0,224.28602600097656,320.7507629394531
1800,236.89309692382812,295.71795654296875,350.6202392578125,251.2480010986328,-999,332.5429992675781,-999,0,224.861083984375,329.20318603515625
1801,308.62396240234375,277.1499938964844,365.1707763671875,258.6802673339844,387.3580627441406,380.2809143066406,-999,0,211.9649200439453,333.92236328125
1802,299.12274169921875,297.79534912109375,419.32965087890625,274.72161865234375,464.6392822265625,375.8583068847656,-999,0,236.34629821777344,340.9589538574219
1803,341.4891357421875,348.6176452636719,336.4800720214844,280.2576599121094,367.3294677734375,484.2591857910156,-999,0,233.716796875,395.2041320800781
1804,385.9795227050781,368.1976318359375,457.7073669433594,299.0120544433594,401.5021667480469,539.0645141601562,-999,0,257.86767578125,418.5419921875
1805,419.0039978027344,370.49176025390625,462.60333251953125,329.3816223144531,419.596435546875,-999,-999,0,250.246826171875,400.952880859375
1806,365.7499084472656,382.0137634277344,442.0399169921875,326.6318054199219,432.8324890136719,473.4493713378906,-999,0,269.8975830078125,382.11279296875
1807,260.8924560546875,254.04714965820312,308.4371643066406,257.2260437011719,424.0476989746094,329.7158508300781,-999,0,209.67539978027344,285.5487976074219
1808,351.3918762207031,323.94525146484375,443.80462646484375,307.24212646484375,391.914794921875,433.1938781738281,-999,0,236.0458984375,346.714599609375
1809,275.266357421875,283.1429443359375,396.7321472167969,235.49203491210938,333.3814697265625,337.6296081542969,-999,0,216.56065368652344,270.9805603027344
1810,269.97528076171875,253.31039428710938,358.3481750488281,248.24407958984375,335.256103515625,348.2215270996094,-999,0,254.4048614501953,321.973388671875
1811,387.8350830078125,367.6271667480469,416.3329772949219,441.83465576171875,360.2376708984375,394.5762634277344,-999,0,320.5536193847656,370.784912109375
1812,211.18174743652344,233.98875427246094,223.91390991210938,469.32965087890625,154.08645629882812,349.1585998535156,-999,0,223.4255828857422,292.47015380859375
1813,259.2565612792969,302.9242858886719,327.7968444824219,446.2019348144531,376.7965393066406,310.0770263671875,528.423583984375,0,254.63772583007812,341.26263427734375
1814,302.5820617675781,315.81207275390625,417.0726318359375,403.7383728027344,368.0579528808594,383.2683410644531,495.0008544921875,0,295.22833251953125,298.1603088378906
1815,304.2107849121094,290.30401611328125,376.5097351074219,354.0412902832031,370.4690856933594,401.5491943359375,324.37396240234375,0,211.72726440429688,302.24249267578125
1816,302.75836181640625,313.7970275878906,375.2788391113281,388.86370849609375,326.26251220703125,340.5808410644531,549.443359375,0,285.4315185546875,324.4031066894531
1817,297.1377258300781,313.4888000488281,438.87030029296875,372.5657043457031,375.6269836425781,351.5301513671875,411.66644287109375,0,310.3713073730469,309.98193359375
1818,380.8723449707031,341.8033752441406,448.6269226074219,319.3685607910156,345.37164306640625,332.271728515625,412.884033203125,0,310.7597961425781,372.62274169921875
1819,297.80615234375,309.65447998046875,433.663330078125,381.10394287109375,316.12969970703125,452.23089599609375,-999,0,272.36370849609375,256.76300048828125
1820,327.2610168457031,289.9065856933594,352.02691650390625,349.05987548828125,446.7762145996094,202.8169403076172,-999,0,293.1634826660156,294.7527770996094
1821,331.1979064941406,338.648681640625,450.7458190917969,444.8625793457031,396.1560974121094,380.8448791503906,449.5616455078125,0,336.3642883300781,309.998046875
1822,349.3756408691406,367.1382141113281,421.26287841796875,385.8572692871094,345.124267578125,369.8554992675781,359.101318359375,0,309.46875,380.2433776855469
1823,335.1058349609375,346.9576416015625,371.39593505859375,367.68994140625,218.9161834716797,391.1918029785156,-999,0,286.1850891113281,309.0256652832031
1824,296.0088806152344,311.9576416015625,336.0960388183594,356.2733459472656,384.24554443359375,390.7428283691406,486.7267150878906,0,244.20834350585938,340.61370849609375
1825,196.1461639404297,227.02719116210938,-999,422.788330078125,279.6136474609375,-999,-999,0,216.74380493164062,182.9502716064453
1826,310.7456359863281,283.9586486816406,345.335205078125,284.7259826660156,453.7423400878906,309.28485107421875,376.139892578125,0,272.8191223144531,304.06427001953125
1827,400.94805908203125,317.2139892578125,388.1992492675781,266.9749755859375,319.95123291015625,316.1712646484375,444.6171875,0,207.32374572753906,326.77227783203125
1828,445.2330017089844,321.1277160644531,463.75634765625,367.7891845703125,394.65167236328125,452.5733337402344,-999,0,292.6085510253906,370.4080810546875
1829,352.0302734375,305.68841552734375,349.011962890625,257.3389892578125,336.5743408203125,434.21710205078125,331.19122314453125,0,270.1667785644531,275.0644836425781
1830,325.2967834472656,217.6427764892578,347.0325622558594,192.09983825683594,353.64697265625,-999,-999,0,273.4166259765625,293.73388671875
1831,399.0083923339844,335.0452880859375,416.4957580566406,323.4247131347656,379.50616455078125,278.90325927734375,-999,0,303.03857421875,347.8774719238281
1832,368.19970703125,283.51513671875,399.6554260253906,251.36322021484375,340.5001525878906,322.2256774902344,-999,0,280.8149719238281,286.4497985839844
1833,245.7485809326172,260.1580810546875,376.6739501953125,241.16128540039062,389.2250671386719,-999,-999,0,271.561279296875,255.43971252441406
