year,CTAKHA_03_,CTAKHA_06_,CTAKHA_09_,CTAKHA_12_,CTAKHA_14_,CTAKHA_15_,CTAKHA_16_,CTAKHA_17_,CTAKHA_19_,CTAKHA_20_
1680,0,0.03085310012102127
1681,0,0.06209801137447357
1682,0,0.051166389137506485
1683,0,0.15172994136810303
1684,0,0.12116502970457077
1685,0,0.08193643391132355
1686,0,0.24396999180316925
1687,0,0.1991756409406662,0.06088860332965851
1688,0,0.0723431408405304,0.10569451749324799
1689,0,0.1501772701740265,0.18023523688316345
1690,0,0.14019955694675446,0.1601414680480957
1691,0,0.10144462436437607,0.2124943733215332
1692,0,0.30762696266174316,0.36060023307800293
1693,0,0.4067975878715515,0.3666611611843109
1694,0,0.20777775347232819,0.36270931363105774
1695,0,0.5516558289527893,0.4392211139202118
1696,0,0.05759682506322861,0.12498988211154938
1697,0,0.11485379934310913,0.24206949770450592
1698,0,0.07945573329925537,0.10091591626405716
1699,0,0.018700798973441124,0.04204922541975975
1700,0,0.15498535335063934,0.188979372382164
1701,0,0.11992385983467102,0.1759389191865921
1702,0,0.02900496870279312,0.11037396639585495
1703,0,0.09298234432935715,0.15582554042339325
1704,0,0.12286929041147232,0.32583874464035034
1705,0,0.27079832553863525,0.5035742521286011
1706,0,0.20178590714931488,0.39710938930511475
1707,0,0.2751830220222473,0.29162314534187317
1708,0,0.22878506779670715,0.162439227104187
1709,0,0.5264575481414795,0.41456806659698486,0,0.17517392337322235
1710,0,0.5422911047935486,0.24600431323051453,0,0.2105487883090973
1711,0,0.45293518900871277,0.13954108953475952,0,0.3236157298088074
1712,0,0.6093698143959045,0.35112354159355164,0,0.6697906255722046
1713,0,0.5987417697906494,0.24706652760505676,0,0.6625730395317078,1.081544041633606
1714,0,0.2396518588066101,0.10756685584783554,0,0.1895197182893753,0.25646623969078064
1715,0,0.8686649799346924,0.2857593297958374,0,0.3941599726676941,1.1390037536621094
1716,0,0.6963757872581482,0.1361105740070343,0,0.2907123267650604,1.28696870803833
1717,0,0.5869870781898499,0.13991837203502655,0,0.4566619396209717,1.0302056074142456
1718,0,0.08768460899591446,0.022136766463518143,0,0.14203065633773804,0.09520824253559113
1719,0,0.44780704379081726,0.21079836785793304,0,0.38169044256210327,0.7065363526344299,0,0,0,0.00039073574589565396
1720,0,0.4720451533794403,0.10663490742444992,0,0.2848920524120331,0.8339501619338989,0,0,0,0.12103240936994553
1721,0,0.30465662479400635,0.11196229606866837,0,0.31078335642814636,0.6874494552612305,0,0,0,0.3095451891422272
1722,0,0.3193579912185669,0.2714504599571228,0,0.37741005420684814,0.4856629967689514,0,0,0,0.3432128429412842
1723,0,0.24374747276306152,0.24619421362876892,0,0.4216013550758362,0.5092211961746216,0,0,0,0.4244523048400879
1724,0,0.2081984430551529,0.3227922022342682,0,0.18609149754047394,0.39846256375312805,0,0,0,0.38769951462745667
1725,0,0.3115888237953186,0.35353192687034607,0,0.45599451661109924,0.3971577286720276,0,0,0,0.4000013768672943
1726,0,0.22456668317317963,0.27564069628715515,0,0.38186225295066833,0.2723006308078766,0,0,0,0.25213345885276794
1727,0,0.5743117928504944,0.6128172278404236,0,0.6721125245094299,1.0715874433517456,0,0,0,0.39423033595085144
1728,0,0.24403037130832672,0.186189666390419,0,0.2228214144706726,0.45399945974349976,0,0,0,0.21105104684829712
1729,0,0.5811461210250854,0.6799584031105042,0,0.5604084730148315,1.2241549491882324,0,0,0,0.47284626960754395
1730,0,0.4052436053752899,0.7423796057701111,0,0.6248131990432739,0.7833624482154846,0,0,0,0.4043465554714203
1731,0,0.2800602316856384,0.736976683139801,0,0.6587282419204712,0.5985186100006104,0,0,0,0.3775663673877716
1732,0,0.2262064814567566,0.4285561740398407,0,0.32707545161247253,0.41102394461631775,0,0,0,0.21640022099018097
1733,0,0.32882389426231384,0.5859769582748413,0,0.314444363117218,0.39399453997612,0,0,0,0.29582786560058594
1734,0,0.3865339457988739,0.6217447519302368,0,0.34670472145080566,0.40202033519744873,0,0,0,0.24063733220100403
1735,0,0.18015791475772858,0.2701302766799927,0,0.26458171010017395,0.19608420133590698,0,0,0,0.16239246726036072
1736,0,0.25859567523002625,0.4659311771392822,0,0.34411776065826416,0.3294719457626343,0,0,0,0.21830984950065613
1737,0,0.4418996274471283,0.4053403437137604,0,0.25204482674598694,0.5576198697090149,0,0,0,0.23634199798107147
1738,0,0.1735183447599411,0.20728087425231934,0,0.23720580339431763,0.18594084680080414,0,0,0,0.1257402002811432
1739,0,0.48046091198921204,0.3253270983695984,0,0.33914512395858765,0.4137326180934906,0,0,0,0.15398399531841278
1740,0,0.4258992671966553,0.22869980335235596,0,0.23860250413417816,0.4689335227012634,0,0,0,0.21307221055030823
1741,0,0.5328210592269897,0.22475403547286987,0,0.2689993679523468,0.30876511335372925,0,0,0,0.20790722966194153
1742,0,0.16452233493328094,0.09952634572982788,0,0.018026957288384438,0.13667623698711395,0,0,0,0.08731617033481598
1743,0,0.44459855556488037,0.31434395909309387,0,0.19279487431049347,0.6091697216033936,0,0,0,0.21127928793430328
1744,0,0.4340256154537201,0.22481665015220642,0,0.3504982590675354,0.8346971869468689,0.0001343347830697894,0,0,0.2884230315685272
1745,0,0.2192571759223938,0.06140199676156044,0,0.2536006271839142,0.7145728468894958,0,0,0,0.24667486548423767
1746,0.03375951573252678,0.702279806137085,0.18544387817382812,0,0.466642290353775,0.7963641881942749,0.000739681941922754,0,0,0.3030222952365875
1747,0.19357185065746307,0.6034620404243469,0.18586678802967072,0,0.5384425520896912,0.5668556690216064,0.4854469299316406,0,0,0.27180784940719604
1748,0.517839789390564,0.660819947719574,0.1667877435684204,0,0.6102541089057922,0.7209927439689636,0.36224794387817383,0,0,0.30727773904800415
1749,0.3411630094051361,0.7074544429779053,0.23842719197273254,0,0.501082718372345,0.6434162855148315,0.35965025424957275,0,0,0.25757133960723877
1750,0.34079936146736145,0.39307671785354614,0.11047883331775665,0,0.3129764199256897,0.36091533303260803,0.33509138226509094,0,0,0.18327604234218597
1751,0.30548399686813354,0.39188864827156067,0.13496114313602448,0,0.31703507900238037,0.38367006182670593,0.30991214513778687,0,0,0.21286959946155548
1752,0.4916837513446808,0.6708394289016724,0.20760202407836914,0,0.4575027823448181,0.49030330777168274,0.3631802201271057,0,0,0.27660632133483887
1753,0.23194797337055206,0.26624178886413574,0.12899349629878998,0,0.213739812374115,0.25601470470428467,0.21719543635845184,0,0,0.234318807721138
1754,0.2880590856075287,0.32226887345314026,0.0800059512257576,0,0.27513587474823,0.28913000226020813,0.2527759075164795,0,0,0.21251706779003143
1755,0.3526192903518677,0.18312354385852814,0.09436502307653427,0,0.19195427000522614,0.2028583437204361,0.1769535094499588,0,0,0.1672723889350891
1756,0.36639344692230225,0.2476988136768341,0.1342228800058365,0,0.3118394911289215,0.16400371491909027,0.2596823573112488,0,0,0.2596791684627533
1757,0.5420364141464233,0.4054732918739319,0.25035157799720764,0,0.512211799621582,0.6907632946968079,0.3804856538772583,0,0,0.33166608214378357
1758,0.4551551342010498,0.25034424662590027,0.24326172471046448,0,0.49736279249191284,0.5984119176864624,0.5288242101669312,0,0,0.30325162410736084
1759,0.35693359375,0.17921854555606842,0.15873469412326813,0,0.2998647093772888,0.4155126214027405,0.4101865291595459,0,0,0.19642476737499237
1760,0.14945878088474274,0.09197176992893219,0.015372109599411488,0,0.009423685260117054,0.11280184239149094,0.20688074827194214,0,0,0.06443964689970016
1761,0.23631374537944794,0.21850678324699402,0.07687269896268845,0.1626228541135788,0.11722853779792786,0.4189988970756531,0.3947793245315552,0,0,0.10683666169643402
1762,0.32696253061294556,0.2617228329181671,0.04366462677717209,0.5011889934539795,0.12774313986301422,0.4097062647342682,0.23212991654872894,0,0,0.1428833305835724
1763,0.3432016372680664,0.3054165542125702,0.07803390175104141,1.1579817533493042,0.19385282695293427,0.5342243909835815,0.2890271544456482,0,0,0.13855363428592682
1764,0.4333164095878601,0.2147720605134964,0.11365066468715668,1.5097594261169434,0.27345794439315796,0.36027035117149353,0.23977288603782654,0,0,0.25355103611946106
1765,0.6874845027923584,0.4400275945663452,0.19881904125213623,1.5828428268432617,0.3707175552845001,0.4565266966819763,0.3354616165161133,0,0,0.25220760703086853
1766,0.37410297989845276,0.5674730539321899,0.15182076394557953,1.0499993562698364,0.3715946078300476,0.6817605495452881,0.3174092173576355,0,0,0.3035510182380676
1767,0.8372088074684143,0.6648993492126465,0.32972005009651184,1.019099235534668,0.4049513339996338,0.7260586023330688,0.5201495289802551,0,0,0.37683194875717163
1768,0.5121469497680664,0.39631110429763794,0.18198052048683167,0.7782257795333862,0.3004032075405121,0.29194504022598267,0.3807229697704315,0,0,0.3057078421115875
1769,0.866409957408905,0.7372872233390808,0.5637881755828857,1.262964129447937,0.6123623847961426,0.8444236516952515,0.5521174669265747,0,0,0.3679925799369812
1770,0.2965323030948639,0.315087229013443,0.166832834482193,0.6369550824165344,0.19586943089962006,0.20699071884155273,0.24629811942577362,0,0,0.12678024172782898
1771,0.24276095628738403,0.2237797975540161,0.13963474333286285,0.5268946290016174,0.19215038418769836,0.14267095923423767,0.10321678221225739,0,0,0.08056213706731796
1772,0.38309624791145325,0.2843230664730072,0.1192714050412178,0.8594785332679749,0.18873749673366547,0.23838256299495697,0.21898183226585388,0,0,0.1715678721666336
1773,0.23310935497283936,0.13990867137908936,0.061607785522937775,0.5293008685112,0.09395930171012878,0.10624933242797852,0.2032005935907364,0,0,0.1177816241979599
1774,0.6732071042060852,0.4740273952484131,0.178329735994339,0.6127288341522217,0.26036790013313293,0.38861462473869324,0.5586490035057068,0,0,0.2928827702999115
1775,0.8984223008155823,0.597850501537323,0.1715468019247055,0.7019304037094116,0.26922279596328735,0.43950560688972473,0.5934280753135681,0,0,0.3774567246437073
1776,0.7505269646644592,0.4861346185207367,0.14084452390670776,0.8101562857627869,0.223905548453331,0.18768081068992615,0.6348713636398315,0,0,0.30335763096809387
1777,0.8227299451828003,0.6075645089149475,0.34256941080093384,1.2482300996780396,0.34980660676956177,0.5150173902511597,0.7341175675392151,0,0,0.32375118136405945
1778,0.8044646382331848,0.5046574473381042,0.25798311829566956,1.014312744140625,0.25397905707359314,0.439895898103714,0.5808808207511902,0,0,0.3707805275917053
1779,0.4511944353580475,0.40836891531944275,0.18642671406269073,0.6319371461868286,0.25823938846588135,0.09132704883813858,0.41063860058784485,0,0,0.26842200756073
1780,0.4609293043613434,0.4966505765914917,0.28613919019699097,0.5733182430267334,0.22847044467926025,0.3160245418548584,0.44232508540153503,0,0,0.34681013226509094
1781,0.43902212381362915,0.3418625295162201,0.14574474096298218,0.571753203868866,0.13149163126945496,0.17566171288490295,0.39299866557121277,0,0,0.28968289494514465
1782,0.6342336535453796,0.5381962656974792,0.28979215025901794,0.7099267244338989,0.27188900113105774,0.5743375420570374,0.601492166519165,0,0,0.39822787046432495
1783,0.5513936877250671,0.38981515169143677,0.34449994564056396,0.7373372912406921,0.2021019458770752,0.2521243393421173,0.4722871482372284,0,0,0.36475884914398193
1784,0.8209279179573059,0.7369552254676819,0.4837116003036499,0.8964022994041443,0.31035664677619934,0.5356314778327942,0.40700823068618774,0,0,0.4006677567958832
1785,0.48326629400253296,0.5021361708641052,0.36331459879875183,0.8344528079032898,0.4960426390171051,0.6330468654632568,0.40863823890686035,0,0,0.36226555705070496
1786,0.17552189528942108,0.1788511723279953,0.11035256087779999,0.528698205947876,0.1460893154144287,0.1545265018939972,0.22344228625297546,0,0,0.11431553959846497
1787,0.7051231861114502,0.45997297763824463,0.6416200995445251,0.9816200137138367,0.31015002727508545,0.9533061981201172,0.678259551525116,0,0,0.4625316858291626
1788,0.34689468145370483,0.32333168387413025,0.3927363455295563,0.6124302744865417,0.11608795821666718,0.4726582169532776,0.5154075622558594,0,0,0.3626314699649811
1789,0.4317147135734558,0.4006568193435669,0.34407055377960205,0.9410423636436462,0.08804137259721756,0.5021297335624695,0.6286716461181641,0,0,0.324091374874115
