year,MinRWKHA_03_,MinRWKHA_06_,MinRWKHA_09_,MinRWKHA_12_,MinRWKHA_14_,MinRWKHA_15_,MinRWKHA_16_,MinRWKHA_17_,MinRWKHA_19_,MinRWKHA_20_
1963,96.140625,94.1796875,27.6171875,168.34375,96.1015625,0,139.015625,326.34375,285.71875,43
1964,232.6484375,161.84375,131.9921875,148.640625,212.421875,0,275.296875,481.046875,319.140625,121
1965,141.859375,108.734375,149.65625,39.0625,131.1640625,0,87.703125,363.9765625,314.90625,70.171875
1966,216.109375,194.5078125,137.03125,106.640625,213.078125,0,235.3984375,466.4453125,375.9609375,164.453125
1967,254.46875,227.1953125,195.421875,95.5,271.6328125,0,381.390625,530.625,583.5078125,155.1171875
1968,208.2109375,100.7734375,121.671875,69.4609375,119.0078125,0,229.390625,349.9453125,248.9765625,97.2578125
1969,171.765625,114.0546875,170.90625,59.734375,277.2421875,0,333.5,380.3515625,507.71875,136.59375
1970,193.1640625,78.25,147.5859375,86.4140625,267.0859375,0,266.1953125,435.921875,398.1796875,148.5234375
1971,74.890625,11.0859375,27.9296875,6.5,79.1328125,0,80.1328125,172.3671875,99.96875,18.984375
1972,264.5234375,7.9609375,104.5859375,-11.796875,166.8984375,0,219.828125,501.25,314.5859375,80.6796875
1973,120.59375,9.734375,69.390625,48.9609375,26.484375,0,79.59375,165.8359375,160.4296875,16.2890625
1974,34.6953125,52.140625,59.78125,20.5390625,-1.5234375,0,-17.59375,89.7578125,26.296875,16.671875
1975,114.7734375,117.9921875,85.046875,82.5234375,145.5390625,0,181.2578125,289.3671875,139.0390625,97.3046875
1976,219.3984375,101.1640625,181.203125,49.3203125,170.7578125,0,102.1953125,424.8984375,208.515625,124.8203125
1977,71.4375,43.625,27.8359375,9.015625,6.40625,0,64.8515625,212.6640625,77.3359375,23.5703125
1978,157.4765625,95.8515625,102.7265625,57.4609375,127.34375,0,154.3828125,313.96875,186.1328125,95.4453125
1979,292.140625,118.09375,191.0078125,50.8984375,172.6875,0,246.59375,554.3125,362.328125,180.3203125
1980,38.484375,-13.703125,46.9140625,6.2890625,5.8984375,0,-12.7890625,38.921875,58.578125,42.8515625
1981,125.6875,148.0859375,63.921875,89.4140625,94.1328125,0,162.1484375,280.1796875,186.4296875,137.9921875
1982,155.1171875,110.578125,122.3671875,39.8828125,145.1328125,0,180.3828125,394.2734375,215,126.2734375
1983,188.2421875,141.8828125,131.3671875,51.8359375,121.9765625,0,76.984375,377.0546875,184.78125,146.7578125
1984,252.2578125,253.3203125,216.4609375,72.59375,199.65625,0,204.9453125,644.3828125,456.0859375,156.46875
1985,127.9375,58.609375,16.0078125,27.3203125,32.703125,0,23.65625,289.09375,70.53125,66.6328125
1986,231.8515625,155.1171875,184.53125,77.3671875,145.828125,0,144.9921875,381.4453125,267.84375,152.375
1987,126.4140625,121.1484375,132.140625,20.2734375,59.625,0,41.1953125,194.3984375,163.9453125,142.734375
1988,213.7890625,151.1484375,107.734375,70.328125,111.0234375,0,135.9296875,481.4765625,190.8359375,177.9765625
1989,37.9453125,8.078125,8.1875,9.6171875,-6.328125,0,-14.453125,35.8046875,83.4296875,9.65625
1990,289.359375,169.703125,161.625,89.6484375,206.5625,0,197.0546875,422.578125,256.984375,237.3515625
1991,258.296875,189.359375,173.9921875,106.25,192.171875,0,182.75,515.3046875,439.3203125,195.3984375
1992,147.1015625,123.7421875,116.484375,63.4921875,77.875,0,59.53125,349.671875,341.1796875,158.671875
1993,78.671875,74.390625,76.4296875,21.28125,31.46875,0,71.5546875,256.3125,249.5390625,55.2578125
1994,247.421875,190.9375,173.421875,77.5234375,140.7734375,0,191.6484375,441.15625,326.890625,193.140625
1995,116.2109375,141.84375,81.8359375,16.359375,77.0390625,0,69.3203125,288.5625,111.875,98.5703125
1996,247.96875,218.78125,117.8984375,80.1015625,123.0546875,0,131.8671875,453.6796875,208.84375,141.7890625
1997,84.5390625,179.0703125,106.109375,31.4921875,41.265625,0,93.0703125,331.515625,177.1640625,105.5546875
1998,206.3359375,181.421875,159.9453125,86.2109375,158.9453125,0,121.890625,315.609375,227.546875,144.4921875
1999,103.984375,52.1171875,47.0546875,29.0234375,24.7421875,0,-18.9609375,103.5859375,78.046875,78.4921875
2000,98.921875,67.171875,35.5859375,31.53125,76.859375,0,43.0390625,102.109375,89.0703125,78.890625
2001,196.2734375,176.4140625,130.734375,109.015625,164.203125,0,179.4140625,255.9453125,240.1328125,207.4296875
2002,226,152.8984375,91.5859375,51.1796875,174.3046875,0,123.234375,409.8125,186.3984375,185.2265625
2003,163.546875,134.7890625,107.921875,52.046875,149.09375,0,78.90625,290.8359375,256.7578125,167.9765625
2004,194.1328125,126.8671875,136.578125,63.7578125,138.203125,0,31.0390625,269.21875,271.84375,173.96875
2005,113.7421875,58.8359375,136.234375,48.4765625,65.7734375,0,35.3984375,140.125,160.0078125,123.78125
2006,179.9296875,61.40625,113.3515625,89.390625,70.953125,0,82.6640625,180.75,101,161.2734375
2007,165,86.5546875,106.4921875,54.3828125,28.203125,0,24.8828125,201.9921875,113.7578125,148.1328125
2008,160.8828125,121.0859375,82.1640625,74.59375,73.6015625,0,95.0546875,264.765625,120.015625,120.265625
2009,259.0859375,124.015625,169.46875,86.484375,120.9375,0,90.0390625,323.578125,193.96875,172.8515625
2010,168.8046875,95.9140625,95.6171875,57.109375,64.1796875,0,85.390625,184.75,124.796875,106.046875
2011,139.3125,63.2265625,72.828125,54.8125,29.0859375,0,-9.359375,209.09375,102.53125,58.203125
2012,268.859375,181.28125,179.7578125,106.75,141.859375,0,105.3046875,338.171875,263.3046875,170.265625
2013,208.9296875,164.4921875,203.4140625,93.890625,98.9375,0,95.84375,229.40625,191.390625,122.921875
2014,234.8125,148.53125,178.53125,81.8203125,94,0,68.359375,236.90625,191.765625,159.3359375
2015,140.484375,104.0546875,13810.6484375,69.078125,56.5546875,2286,5.2265625,194.4921875,143.90625,127.5
2016,160.8515625,104.78125,200.734375,74.8359375,72.5390625,0,39.8203125,184.796875,170.8984375,158.6484375
2017,138.796875,61.46875,176.75,63.6640625,47.21875,0,-9.265625,190.078125,149.1796875,130.828125
2018,185.0078125,145.4453125,242.7578125,93.703125,141.1015625,0,140.234375,294.0546875,291.0859375,171.90625
2019,214.015625,149.9921875,280.828125,120.25,150.7734375,0,95.8515625,434.96875,356.0703125,183.9765625
2020,134.609375,167.125,111.265625,71.203125,60.3828125,0,-13.5,239.59375,215.9375,92.8046875
2021,214.8671875,188.7265625,230.4609375,82.046875,107.09375,0,54.9609375,301.234375,274.5625,134.0390625
2022,184.21875,259.4609375,158.5,90.3984375,98.40625,0,29.1015625,282.8828125,218.109375,112.5234375
2023,0,107.84375,0,0,0,0,0,174.171875
