year,rTSRKHA_03_,rTSRKHA_06_,rTSRKHA_09_,rTSRKHA_12_,rTSRKHA_14_,rTSRKHA_15_,rTSRKHA_16_,rTSRKHA_17_,rTSRKHA_19_,rTSRKHA_20_
1766,1.8651634454727173,1.725305199623108,1.9253281354904175,1.5704516172409058,1.3197553157806396,1.280135989189148,1.7668864727020264,0,0,2.5019354820251465
1767,1.2958074808120728,1.6011415719985962,1.2222654819488525,0.6611893177032471,1.0319360494613647,1.2560958862304688,1.343598484992981,0,0,2.5115747451782227
1768,1.2243248224258423,1.4812806844711304,1.3691625595092773,0.7352761626243591,1.0255807638168335,1.4568026065826416,1.213316798210144,0,0,1.9621977806091309
1769,1.0599923133850098,1.1328848600387573,1.1736559867858887,0.6051534414291382,0.7979645133018494,1.0031358003616333,1.3062355518341064,0,0,2.052298069000244
1770,1.466687798500061,1.7702523469924927,1.355216383934021,0.9262697100639343,1.2514410018920898,1.9204167127609253,1.8511898517608643,0,0,2.7146239280700684
1771,1.1760153770446777,0.8365511298179626,1.0459500551223755,0.5825230479240417,1.148279070854187,0.9492910504341125,0.7580920457839966,0,0,1.0643222332000732
1772,1.1320964097976685,0.8517898321151733,1.2044745683670044,0.6635837554931641,0.9441382884979248,0.8047645688056946,1.0769959688186646,0,0,1.6897450685501099
1773,0.7667492032051086,0.9101136326789856,0.9860864281654358,0.49547600746154785,0.7824898958206177,0.7343430519104004,0.8638050556182861,0,0,1.000748872756958
1774,1.2323623895645142,1.0779531002044678,1.0310947895050049,0.6309061050415039,0.9581685066223145,1.1217767000198364,1.0961052179336548,0,0,1.8587908744812012
1775,1.3191009759902954,1.2275676727294922,1.3193289041519165,0.828179121017456,0.9843764901161194,1.5318068265914917,1.5499602556228638,0,0,2.474080801010132
1776,0.9202659130096436,0.9731762409210205,1.219752311706543,0.7172759175300598,0.9272474646568298,1.4267634153366089,1.0503778457641602,0,0,2.100832223892212
1777,1.0888891220092773,0.9067498445510864,1.0863189697265625,0.6894866228103638,1.0561262369155884,1.0735437870025635,1.230644702911377,0,0,2.075176477432251
1778,1.1304010152816772,1.164695143699646,1.3524216413497925,0.8613086342811584,1.3551032543182373,1.5476350784301758,1.4242699146270752,0,0,2.254023790359497
1779,1.1619058847427368,1.262410044670105,0.964200496673584,0.7554816603660583,0.8336281776428223,1.836730718612671,1.1451095342636108,0,0,1.847681999206543
1780,0.8879693150520325,0.7410190105438232,0.8268831968307495,0.6189046502113342,0.7494798302650452,0.8682687878608704,0.8683868646621704,0,0,1.3760508298873901
1781,1.0792741775512695,1.2383664846420288,1.1975996494293213,0.7474939227104187,1.0019809007644653,1.4583901166915894,1.3908920288085938,0,0,1.7718696594238281
1782,1.2227369546890259,1.092438817024231,1.462202787399292,0.8341103792190552,1.2693016529083252,1.0624096393585205,1.138051152229309,0,0,1.8832800388336182
1783,0.827832818031311,0.8488452434539795,0.8346803784370422,0.5539671778678894,0.7591515183448792,0.580879271030426,0.886425256729126,0,0,1.0463509559631348
1784,1.5313773155212402,1.1728883981704712,1.4283437728881836,0.9823886156082153,0.7681021094322205,1.83511483669281,1.7062870264053345,0,0,2.6136462688446045
1785,1.41215980052948,0.9209232330322266,1.4399288892745972,1.0076967477798462,0.9225001931190491,1.4920778274536133,1.4567432403564453,0,0,2.333176612854004
1786,1.0149000883102417,1.4838500022888184,1.325127124786377,0.8982406854629517,0.8752878308296204,1.0744799375534058,1.6081385612487793,0,0,1.1433496475219727
1787,0.9673476219177246,1.1788591146469116,0.6546261310577393,0.710044264793396,0.7366576194763184,1.3921220302581787,1.2411491870880127,0,0,1.796730637550354
1788,1.1530473232269287,1.213368535041809,0.7489421963691711,0.7063327431678772,0.6746259331703186,1.1741961240768433,1.153607726097107,0,0,1.3777153491973877
1789,1.204561471939087,1.2425329685211182,0.8363729119300842,0.896112322807312,0.6924837231636047,1.5645607709884644,1.4268627166748047,0,0,2.0178704261779785
1790,0.9781760573387146,0.9439953565597534,0.793128252029419,0.9228047132492065,0,1.069700837135315,0.878017246723175,0,0,1.8314146995544434
1791,1.2742873430252075,1.565440058708191,1.3397208452224731,1.277064561843872,0,2.014364004135132,1.2237300872802734,0,0,2.6571600437164307
1792,1.1564370393753052,1.0611804723739624,0.9915758967399597,0.9454851746559143,0,1.4027860164642334,0.9570096135139465,0,0.7347057461738586,2.308034658432007
1793,1.3056013584136963,1.2464910745620728,1.1689780950546265,0.8662447929382324,0,2.02811861038208,1.148817777633667,0,0.638259768486023,2.193613290786743
1794,1.1084656715393066,1.369391918182373,1.10271155834198,0.9013032913208008,0.7063826322555542,2.068535327911377,1.0085567235946655,0,0.6431818604469299,2.0690293312072754
1795,1.0066190958023071,1.1278049945831299,1.0278167724609375,0.8827087879180908,0.526155948638916,1.1739182472229004,0.6927958726882935,0,0.7312160730361938,1.527646780014038
1796,0.9192582964897156,0.9903416633605957,0.968841552734375,0.7101407647132874,0.46126022934913635,1.231305718421936,0.6340373754501343,0,0.6416860818862915,1.5700901746749878
1797,0.9071069955825806,0.9044085144996643,0.7847974896430969,0.5250226855278015,0.4717579782009125,1.3253427743911743,0.5145065188407898,0,0.676368772983551,1.2476537227630615
1798,1.025671124458313,1.01222825050354,0.9428916573524475,0.6413284540176392,0.5092779397964478,1.1379518508911133,0.9918072819709778,0,0.8464050889015198,1.595655918121338
1799,0.8676660656929016,0.8393920063972473,0.7822785377502441,0.5310086607933044,0.45674803853034973,0.988092839717865,0.3783651292324066,0,0.7418821454048157,1.353827953338623
1800,1.2227565050125122,1.390193223953247,1.0156266689300537,0.8868104815483093,-999,1.0382591485977173,-999,0,1.1248146295547485,1.5874974727630615
1801,1.0376203060150146,0.914194643497467,0.7881144881248474,0.571358323097229,0.4572727084159851,1.21770441532135,-999,0,0.9102595448493958,1.7502702474594116
1802,0.9294151067733765,0.8298813104629517,0.7855226993560791,0.5079399943351746,0.6052969694137573,1.09738028049469,-999,0,0.685581624507904,1.21304452419281
1803,0.983161985874176,1.1955920457839966,0.6591958403587341,0.895097553730011,0.5302903056144714,1.4966646432876587,-999,0,0.7832001447677612,1.7129195928573608
1804,1.4745272397994995,1.3867981433868408,0.9726542234420776,0.7691032886505127,0.6697585582733154,1.7218937873840332,-999,0,0.8929644227027893,2.146026611328125
1805,1.1976308822631836,1.195496678352356,0.9691829085350037,0.7856734395027161,0.5608316659927368,0.8156872391700745,-999,0,0.8652393221855164,1.6277508735656738
1806,1.3693714141845703,1.692665696144104,1.101772665977478,1.069420337677002,0.5724211931228638,1.4478199481964111,-999,0,1.1359297037124634,2.2347052097320557
1807,1.4155422449111938,1.098148226737976,1.3435384035110474,0.7076328992843628,1.2105817794799805,1.2401838302612305,-999,0,0.7451345324516296,1.7985451221466064
1808,1.5767755508422852,1.3216689825057983,1.1417590379714966,0.9859794974327087,0.8195147514343262,1.6956758499145508,-999,0,0.8496145606040955,2.054940938949585
1809,1.0335530042648315,0.7632030844688416,0.9667505621910095,0.5842284560203552,0.9064436554908752,2.1140694618225098,-999,0,0.7070252299308777,1.1295379400253296
1810,1.0937309265136719,1.2875853776931763,0.7255123257637024,1.3136740922927856,0.6657613515853882,1.144469976425171,-999,0,1.0085378885269165,2.19753098487854
1811,1.8435465097427368,2.033525228500366,0.5127595067024231,1.6035048961639404,0.6736871004104614,1.2323895692825317,-999,0,1.170164704322815,2.9449687004089355
1812,0.9040319919586182,0.8451749682426453,1.1589542627334595,1.809822916984558,1.4009599685668945,3.91684627532959,0.5557125210762024,0,0.6422992944717407,1.230090856552124
1813,1.000848650932312,0.813625156879425,0.7947072386741638,1.3704757690429688,0.971600353717804,0.9377796649932861,0.45506271719932556,0,0.7259045243263245,1.0930068492889404
1814,1.1758133172988892,1.300572395324707,0.6930457949638367,1.4515094757080078,0.8547758460044861,1.0472614765167236,0.475680410861969,0,0.8053658604621887,2.1119143962860107
1815,1.3222020864486694,1.122820258140564,0.9841192364692688,1.2879133224487305,0.9972502589225769,2.01352858543396,0.41811075806617737,0,0.7392551898956299,1.6211483478546143
1816,1.6412650346755981,1.1843953132629395,1.200770378112793,1.5084664821624756,1.018060326576233,0.8301880955696106,0.8037545680999756,0,1.1009948253631592,1.913467526435852
1817,1.1471400260925293,0.8737843632698059,1.0399879217147827,1.3458211421966553,0.9100425243377686,1.2097417116165161,0.6226704716682434,0,0.9282782077789307,1.393944501876831
1818,1.37496018409729,1.4876595735549927,1.1548620462417603,1.1859058141708374,0.6974939107894897,1.137062430381775,0.4609092175960541,0,0.9655522704124451,2.8308489322662354
1819,1.5089426040649414,0.9912408590316772,1.4911216497421265,0.925009548664093,2.4963643550872803,1.1143195629119873,0.6401205658912659,0,1.1126723289489746,1.6961719989776611
1820,1.281280517578125,0.9945464134216309,0.999362051486969,1.751816749572754,1.747269868850708,1.5721912384033203,0.4925137162208557,0,0.9559680223464966,1.6287914514541626
1821,1.3980311155319214,1.2763203382492065,0.9821923971176147,1.2035025358200073,0.8328317999839783,0.7352457046508789,0.41674184799194336,0,1.0856001377105713,2.09240460395813
1822,1.0012460947036743,1.3552581071853638,1.1672292947769165,0.8923127055168152,0.866929292678833,0.5563793182373047,0.41110458970069885,0,1.0417925119400024,2.593625545501709
1823,1.6644693613052368,1.5116525888442993,1.8921910524368286,1.2744004726409912,3.177870035171509,1.2106163501739502,0.44976216554641724,0,1.357966423034668,3.058234691619873
1824,1.0575716495513916,0.9018177390098572,1.1386468410491943,1.4955755472183228,0.9995250105857849,2.273709535598755,1.813393473625183,0,0.8632187247276306,1.6300132274627686
1825,0.9998864531517029,0.6351460218429565,-999,1.5667026042938232,1.8166322708129883,1.7722455263137817,0.5505673289299011,0,0.8326836228370667,2.098480701446533
1826,1.2033956050872803,0.8894791603088379,1.0833454132080078,0.8629379272460938,1.3987685441970825,1.419129490852356,0.4035112261772156,0,1.137261986732483,1.902888298034668
1827,0.7370139360427856,1.022562026977539,0.9324495792388916,0.9358863830566406,0.8559203743934631,0.8923715949058533,0.4327547252178192,0,0.7867882251739502,1.8400473594665527
1828,1.3092386722564697,1.7235894203186035,1.249592900276184,1.0628736019134521,1.1269553899765015,0.6364313960075378,0.4000047743320465,0,0.8221691250801086,2.2450203895568848
1829,1.0061808824539185,1.0517005920410156,0.926910936832428,0.696072518825531,1.2087100744247437,0.6505020260810852,0.4017445147037506,0,0.8139823079109192,1.4681247472763062
1830,1.4675540924072266,1.8869839906692505,1.4296181201934814,1.0784968137741089,2.0329205989837646,0.37003177404403687,0.7152127027511597,0,1.2465215921401978,1.8315430879592896
1831,1.222699761390686,1.653322458267212,1.1322925090789795,0.9784762859344482,0.8280242681503296,0.8750879168510437,-999,0,0.9014235138893127,2.3843188285827637
1832,1.0423775911331177,0.9656367301940918,1.0958504676818848,0.6644880771636963,1.083249807357788,0.3972485065460205,-999,0,0.9035133719444275,1.4265646934509277
1833,0.7928572297096252,1.107076644897461,2.549126386642456,0.6772906184196472,1.4806041717529297,-999,-999,0,0.9628596305847168,1.364548683166504
1834,1.1103931665420532,1.2861607074737549,1.27622389793396,0.9454841017723083,1.030442476272583,0.7687857747077942,-999,1.0643607378005981,0.9840222001075745,2.019693374633789
1835,1.133395791053772,1.2411054372787476,1.0162419080734253,0.9105082154273987,0.8583478927612305,0.4629160463809967,-999,0.7952532172203064,0.8394231200218201,2.0034680366516113
1836,1.4810906648635864,1.591599464416504,1.363065481185913,1.0956251621246338,1.2973265647888184,0.42225757241249084,-999,0.6960265636444092,1.0779184103012085,2.881441831588745
1837,0.5866757035255432,0.5750858187675476,0.7792441248893738,0.5440464019775391,1.2113521099090576,0.44743889570236206,-999,0.6703184843063354,0.8038589954376221,1.0340802669525146
1838,0.9199798107147217,0.8833824396133423,1.3375812768936157,1.1414155960083008,1.0972959995269775,0.5792549848556519,-999,0.8806036710739136,1.2386149168014526,1.8755981922149658
1839,0.8990856409072876,1.0260961055755615,1.0942507982254028,0.7971698641777039,0.8858346939086914,0.9767831563949585,0.33898502588272095,0.8866845369338989,1.0618234872817993,1.4117237329483032
1840,1.4300817251205444,1.2921977043151855,1.0734500885009766,0.9878767132759094,1.0894126892089844,0.39843806624412537,0.30313462018966675,0.7396379709243774,0.9154469966888428,2.2669191360473633
1841,2.0894997119903564,1.5995312929153442,1.0451098680496216,1.3831868171691895,0.6010807156562805,0.3777288794517517,0.284015417098999,1.0400465726852417,-999,2.8997795581817627
1842,1.3798569440841675,1.5375051498413086,0.9882243275642395,0.8456429839134216,0.9269498586654663,0.34165987372398376,0.25972655415534973,1.09989595413208,-999,1.732548475265503
1843,1.3097128868103027,0.962062656879425,1.7745946645736694,0.8651758432388306,1.415488600730896,-999,-999,1.0051664113998413,-999,1.7786502838134766
1844,1.248705506324768,1.045191764831543,1.2602894306182861,0.7972134947776794,0.966185450553894,-999,0.4217512905597687,1.3803601264953613,-999,1.5633900165557861
1845,1.4754198789596558,1.220851182937622,1.6480801105499268,0.935879647731781,1.284345269203186,-999,0.37071603536605835,1.5940402746200562,-999,1.7870019674301147
1846,1.6365916728973389,2.093601942062378,1.4311308860778809,1.1998460292816162,0.9361021518707275,-999,0.33116066455841064,1.6708341836929321,-999,1.9010231494903564
1847,0.8570362329483032,0.7496286630630493,1.1705083847045898,0.5274237394332886,0.9470691084861755,-999,0.4735392928123474,1.0551390647888184,-999,1.2112751007080078
1848,1.534457802772522,1.3312119245529175,1.3931188583374023,0.9726582765579224,0.9626125693321228,0,0.5425547361373901,1.0313422679901123,-999,1.8936876058578491
1849,0.765119731426239,0.5925741195678711,0.6338852047920227,1.6960506439208984,1.5028955936431885,1.1980479955673218,1.3829315900802612,0.6763487458229065,-999,1.2801929712295532
1850,0.8960478901863098,0.826749324798584,0.7721631526947021,1.33254075050354,0.880465567111969,0.7538964152336121,0.30680224299430847,0.605371356010437,-999,2.1223742961883545
1851,1.2135701179504395,1.3437150716781616,1.309092402458191,1.0322569608688354,0.9366477727890015,0.7951340079307556,0.36713919043540955,0.6779705286026001,-999,2.2876298427581787
1852,1.3662675619125366,1.6008002758026123,1.0422841310501099,1.525696039199829,0.9645333290100098,1.8171404600143433,0.3575168251991272,0.9165546894073486,-999,2.679075002670288
1853,1.8614311218261719,3.075155735015869,1.045405387878418,1.1436678171157837,0.7629389762878418,2.28713059425354,0.3536418378353119,0.8890179395675659,-999,3.2656359672546387
1854,1.0313488245010376,1.6055641174316406,1.7968144416809082,0.7379344701766968,0.9712063670158386,2.049450159072876,0.34074339270591736,0.5658639073371887,1.7884762287139893,2.0332682132720947
1855,1.0104007720947266,1.9212236404418945,1.4170777797698975,0.9746185541152954,1.1672495603561401,1.8126251697540283,0.35170528292655945,0.8332253694534302,1.4430738687515259,2.700944423675537
1856,1.6423014402389526,2.3200721740722656,1.2204279899597168,1.6644129753112793,0.8611695170402527,2.4568593502044678,0.32771599292755127,0.7759722471237183,0.7900040745735168,3.042600393295288
1857,0.9128685593605042,1.6460723876953125,1.3556145429611206,0.6518058180809021,0.8568573594093323,1.741633415222168,0.7009108066558838,0.6196635365486145,-999,2.169384717941284
1858,1.2735965251922607,1.4709537029266357,0.9745827913284302,0.9080718755722046,0.6673643589019775,1.8560611009597778,0.2741912305355072,0.8834850788116455,1.228122591972351,1.3841302394866943
1859,1.7777328491210938,1.3234996795654297,1.4635196924209595,1.1991164684295654,1.083609938621521,1.5144803524017334,1.1628457307815552,0.9936587810516357,1.3139907121658325,2.0897016525268555
1860,1.7096751928329468,2.0529754161834717,1.1391302347183228,1.213071584701538,1.2324424982070923,2.4971699714660645,1.0001609325408936,0.9680824875831604,0.9999896287918091,3.03348445892334
1861,1.3265405893325806,1.6966602802276611,1.0956648588180542,1.1134095191955566,0.5775037407875061,2.103515863418579,0.824519693851471,0.7275692820549011,0.9270328283309937,0.9602727293968201
1862,1.4238817691802979,1.7591272592544556,0.935427188873291,1.0422922372817993,1.0455962419509888,1.8969902992248535,0.5470723509788513,0.859804093837738,1.0371007919311523,1.0921730995178223
1863,2.434724807739258,2.5114028453826904,1.8466029167175293,1.3279709815979004,0.9941834807395935,3.0156774520874023,0.6588751077651978,0.9857021570205688,1.2390758991241455,0.7285352945327759
1864,1.2469419240951538,1.7814809083938599,1.2883161306381226,0.9732480645179749,0.9479355216026306,2.2249679565429688,0,0.8545233011245728,0.8375990390777588,0.49364471435546875
1865,1.862728238105774,2.0721471309661865,1.2421406507492065,1.2916765213012695,1.1625876426696777,2.833360433578491,1.5738757848739624,0.9078245759010315,0.9238291382789612,1.0809407234191895
1866,1.0601840019226074,1.4535514116287231,1.0890541076660156,0.9065086841583252,0.9480425119400024,1.1708072423934937,1.3659223318099976,0.826486349105835,0.6688610911369324,0.6515030860900879
1867,0.9374588131904602,1.1056733131408691,0.9192619323730469,0.9165163636207581,0.8976033329963684,1.4110262393951416,1.2913463115692139,0.790518581867218,0.7172201871871948,1.4867407083511353
1868,1.3775999546051025,1.824910283088684,0.8560699224472046,1.0395985841751099,0.7067961096763611,1.621731162071228,1.157511591911316,0.7290133237838745,0.8363865613937378,0.988133430480957
1869,0.6215898990631104,0.5869722962379456,0.7410927414894104,0.5428717136383057,0.696985125541687,0,0.8645235300064087,0.6193405389785767,0.5381252765655518,0.6217184662818909
1870,1.2321186065673828,1.4360283613204956,1.0435791015625,1.121438980102539,1.105507731437683,0.9124302268028259,1.2881397008895874,0.9394863247871399,1.1185083389282227,1.297842025756836
1871,1.0934550762176514,2.171261787414551,1.0144922733306885,0.9286119937896729,0.8888493180274963,1.250486969947815,1.3330259323120117,0.9503127336502075,0.8319941759109497,1.160132646560669
1872,1.1021900177001953,1.5750298500061035,1.8539103269577026,1.0064151287078857,1.26960289478302,1.5109649896621704,1.3046722412109375,0.9681203365325928,0.85592120885849,1.1622825860977173
1873,1.6970000267028809,1.6938321590423584,0.7725065350532532,1.2541228532791138,1.019612431526184,1.252907156944275,1.752104640007019,1.1089714765548706,1.0990983247756958,1.5465058088302612
1874,0.8588917255401611,1.477792739868164,0.5161134004592896,1.3173372745513916,1.577670693397522,0.7950842380523682,0.9502996206283569,0.8835795521736145,0.7067850232124329,1.23012113571167
1875,1.261002540588379,1.9096425771713257,0.843807578086853,1.6242036819458008,0.9960594773292542,2.0520215034484863,1.136370062828064,1.2677463293075562,0.486860066652298,2.2700564861297607
1876,1.4462206363677979,1.8249704837799072,0.8783944845199585,1.619239330291748,1.0477219820022583,1.6365976333618164,1.4372568130493164,1.0645688772201538,1.075767159461975,1.6789666414260864
1877,1.1332823038101196,2.00913405418396,0.7793501019477844,1.6646252870559692,1.0170201063156128,1.7496559619903564,1.5463056564331055,0.9416190981864929,0.6454849243164062,2.1169660091400146
1878,3.9045495986938477,2.746999740600586,0.9808992743492126,1.8555165529251099,0.6961133480072021,2.004906177520752,1.170203447341919,1.2658767700195312,0.5907716155052185,2.4754655361175537
1879,0.999958336353302,1.333419680595398,1.2614384889602661,1.2668923139572144,1.0105862617492676,1.6984260082244873,1.3124592304229736,0.9724541902542114,0.45957693457603455,2.1006791591644287
1880,2.690711736679077,1.8395037651062012,1.0000308752059937,1.059131145477295,0.8458409905433655,1.7545192241668701,1.3529986143112183,1.2978101968765259,0.4758804440498352,2.6988465785980225
1881,2.2520339488983154,1.6185060739517212,1.6615259647369385,1.222373127937317,1.2835564613342285,1.6396352052688599,1.8000069856643677,1.2013061046600342,0.41914886236190796,2.4316153526306152
1882,1.4903236627578735,1.1596062183380127,0.9766835570335388,1.063093662261963,0.8652305603027344,1.3587692975997925,1.1507961750030518,1.0085443258285522,0.49722617864608765,1.8213403224945068
