year,MLAKHA_03_,MLAKHA_06_,MLAKHA_09_,MLAKHA_12_,MLAKHA_14_,MLAKHA_15_,MLAKHA_16_,MLAKHA_17_,MLAKHA_19_,MLAKHA_20_
1896,261.4231872558594,354.4501953125,0,0,535.5767211914062,298.61065673828125,521.3226928710938,330.1440124511719,731.4186401367188,272.48406982421875
1897,190.24473571777344,341.210693359375,0,0,603.9461669921875,261.08917236328125,530.34228515625,294.2838439941406,776.4415283203125,208.10665893554688
1898,230.15187072753906,327.96563720703125,0,0,370.69561767578125,310.5044250488281,351.1362609863281,332.22918701171875,540.9743041992188,265.3772277832031
1899,241.025390625,246.71217346191406,0,0,453.35321044921875,290.6929931640625,430.0619812011719,398.1053466796875,515.852783203125,318.3499755859375
1900,217.9692840576172,264.1318359375,0,0,441.0189514160156,391.2510986328125,248.66383361816406,251.64500427246094,400.0957946777344,247.97360229492188
1901,238.6823272705078,383.54669189453125,0,0,456.7107238769531,377.3578796386719,442.3557434082031,421.85906982421875,539.2127075195312,354.47735595703125
1902,264.4189453125,320.15509033203125,0,0,526.9092407226562,396.9454040527344,487.0004577636719,421.3055114746094,561.9279174804688,366.389892578125
1903,326.8004455566406,256.9892272949219,0,0,454.26165771484375,292.79119873046875,332.8213806152344,369.083251953125,583.8685302734375,245.95364379882812
1904,255.61997985839844,290.98968505859375,0,0,387.9043884277344,241.49649047851562,411.4197998046875,341.943115234375,666.6239013671875,261.9121398925781
1905,350.52337646484375,259.9833984375,0,203.29568481445312,412.2212219238281,250.48216247558594,331.2090148925781,339.3390197753906,535.1859130859375,256.5626220703125
1906,319.2336730957031,347.806640625,0,354.71087646484375,474.98016357421875,334.68682861328125,464.115966796875,443.09930419921875,613.2601928710938,303.5538024902344
1907,419.4975280761719,351.5000915527344,0,409.70733642578125,528.0497436523438,456.6795349121094,456.83782958984375,497.2088317871094,718.5064697265625,264.39788818359375
1908,312.6982727050781,408.6651306152344,0,275.8831481933594,654.3196411132812,297.6843566894531,493.1658935546875,394.31268310546875,623.2948608398438,251.54953002929688
1909,291.7208251953125,302.92724609375,0,400.1366882324219,522.8091430664062,344.0479736328125,440.0224914550781,351.55548095703125,578.015869140625,255.8338623046875
1910,231.9252166748047,291.6521301269531,0,237.67539978027344,595.2640991210938,298.5681457519531,382.6435241699219,366.0672912597656,584.5547485351562,215.8246612548828
1911,314.67462158203125,344.7398376464844,0,437.0649719238281,562.6124877929688,277.18121337890625,479.4615783691406,400.6251220703125,618.1954956054688,252.94577026367188
1912,292.384033203125,379.3578796386719,0,366.3826904296875,484.7906799316406,331.43609619140625,369.4346618652344,411.26318359375,519.0603637695312,316.281005859375
1913,272.936767578125,437.7322692871094,0,372.77099609375,483.1475830078125,450.8337707519531,502.35113525390625,442.9195556640625,648.0906982421875,211.3227081298828
1914,216.1685028076172,442.1507568359375,0,388.9589538574219,773.9326782226562,287.0083312988281,682.4616088867188,431.55523681640625,778.840576171875,215.82115173339844
1915,248.38548278808594,487.1187744140625,0,359.2260437011719,359.74591064453125,392.88433837890625,672.6485595703125,414.8084411621094,734.5261840820312,296.0401306152344
1916,265.4197998046875,794.0120239257812,0,357.296630859375,400.1226501464844,302.8485107421875,607.807373046875,432.3409729003906,702.71728515625,247.63511657714844
1917,226.60597229003906,655.9625244140625,0,387.87750244140625,440.7248229980469,240.7625274658203,637.9810180664062,366.8291320800781,741.9227905273438,259.70147705078125
1918,268.4432678222656,727.4578857421875,0,377.4914855957031,515.1749267578125,355.05438232421875,622.3208618164062,409.8916320800781,683.6846923828125,252.4431610107422
1919,251.6951904296875,653.123046875,0,450.43450927734375,463.6402893066406,310.22015380859375,726.5157470703125,461.1719970703125,778.7926635742188,220.91561889648438
1920,308.8284606933594,715.1682739257812,0,321.81103515625,492.6622619628906,380.4981994628906,727.3453369140625,516.2406005859375,779.0738525390625,287.6622314453125
1921,289.3895568847656,630.5410766601562,0,343.3869323730469,376.68695068359375,209.81146240234375,670.2174682617188,353.4903869628906,669.5098876953125,179.84762573242188
1922,230.35009765625,600.0288696289062,0,221.88739013671875,443.99591064453125,228.34764099121094,532.8779296875,390.4048767089844,744.1860961914062,207.62355041503906
1923,321.2392578125,648.094970703125,0,308.8851318359375,495.1910400390625,347.54638671875,653.9169311523438,474.4273681640625,743.5336303710938,368.4380187988281
1924,290.9396057128906,493.3968505859375,0,248.9792938232422,430.392578125,331.07781982421875,747.7920532226562,363.842041015625,788.8867797851562,226.33001708984375
1925,300.0924377441406,497.471923828125,0,361.44622802734375,473.4741516113281,365.57403564453125,752.3173217773438,486.7494812011719,751.764892578125,229.32115173339844
1926,328.1728515625,498.4805908203125,0,280.556396484375,385.8575439453125,344.91436767578125,632.1864013671875,430.4242858886719,734.7247924804688,229.39437866210938
1927,334.9671630859375,475.42059326171875,0,341.8238525390625,385.9992370605469,411.4700012207031,566.7593994140625,488.2600402832031,598.4612426757812,264.1431884765625
1928,304.8367004394531,444.3853759765625,0,269.7195129394531,416.5957336425781,438.0287780761719,858.6090698242188,454.0477294921875,705.1485595703125,219.27188110351562
1929,391.9554443359375,501.15020751953125,0,327.69317626953125,355.19329833984375,345.0921936035156,772.6403198242188,391.72882080078125,654.4114990234375,240.05210876464844
1930,408.8327331542969,392.33319091796875,0,286.10650634765625,332.0650329589844,380.4896240234375,677.71630859375,408.4249572753906,553.2913208007812,220.46337890625
1931,445.9289855957031,506.4223327636719,0,351.0435485839844,345.5270690917969,347.45294189453125,467.7503967285156,372.17529296875,631.7819213867188,264.15771484375
1932,0,412.59136962890625,0,296.08099365234375,283.5807800292969,562.7169189453125,517.7965087890625,371.2315673828125,708.0081787109375,268.011474609375
1933,0,456.9435119628906,0,280.7394104003906,364.2552185058594,0,558.2408447265625,506.443359375,729.2955322265625,244.8565216064453
1934,0,394.49310302734375,0,332.132568359375,370.8245849609375,0,485.54779052734375,356.55352783203125,608.1768188476562,226.26766967773438
1935,0,390.10687255859375,0,366.9751892089844,416.14862060546875,0,461.749267578125,375.2553405761719,675.9204711914062,173.82789611816406
1936,0,434.88916015625,0,360.165283203125,373.4989318847656,410.8221740722656,419.7381896972656,355.1231384277344,537.2958374023438,202.34373474121094
1937,325.150390625,516.4227294921875,0,431.4923400878906,264.4449768066406,500.91650390625,469.67205810546875,522.3587036132812,671.615966796875,246.86245727539062
1938,282.81268310546875,381.9993896484375,0,289.7852478027344,273.0847473144531,419.7695007324219,462.0115966796875,382.1320495605469,395.3674011230469,224.85733032226562
1939,197.83563232421875,439.5799255371094,0,319.2341613769531,272.6591491699219,442.3723449707031,483.3533630371094,469.3085632324219,442.7710266113281,286.8217468261719
1940,253.67401123046875,412.2575988769531,0,252.7299346923828,398.17724609375,520.0682983398438,602.6680908203125,453.4928894042969,450.1895446777344,237.880615234375
1941,174.51727294921875,539.4168701171875,408.57098388671875,261.5693664550781,431.08843994140625,425.939697265625,518.1044921875,121.53890228271484,399.9999694824219,303.8282775878906
1942,248.02871704101562,445.296875,355.3460998535156,217.04193115234375,322.4106140136719,415.97430419921875,571.8696899414062,515.3359375,276.6644592285156,225.40908813476562
1943,211.4532928466797,546.9606323242188,382.6440124511719,161.6094970703125,392.0915222167969,448.2726745605469,542.642333984375,507.0248107910156,338.77374267578125,438.350341796875
1944,220.11509704589844,467.9888916015625,251.09036254882812,214.2944793701172,449.710205078125,423.89471435546875,468.84478759765625,517.449951171875,274.282470703125,310.28424072265625
1945,212.770263671875,514.2078857421875,443.3629455566406,151.18247985839844,532.076904296875,501.6745300292969,556.5474243164062,527.0994262695312,328.2888488769531,498.7132873535156
1946,186.61849975585938,451.806640625,429.51666259765625,161.94351196289062,396.92071533203125,463.0209045410156,453.5322265625,495.0494689941406,311.042236328125,274.5320129394531
1947,182.51171875,455.2613525390625,145.2676544189453,166.51510620117188,145.11428833007812,215.14422607421875,187.98977661132812,349.9247741699219,313.4507141113281,251.80960083007812
1948,168.6698760986328,493.71484375,469.56951904296875,158.0333251953125,347.31671142578125,348.504638671875,495.9981994628906,559.5282592773438,250.35980224609375,376.8949890136719
1949,196.7235870361328,392.7900695800781,223.65545654296875,141.20880126953125,243.24246215820312,341.6106262207031,365.50567626953125,374.5064697265625,249.3017120361328,284.9821472167969
1950,193.04953002929688,565.1248168945312,332.7050476074219,187.40960693359375,412.3936767578125,333.4329833984375,478.8128356933594,519.2877807617188,313.53778076171875,442.6578674316406
1951,176.55941772460938,499.5946044921875,342.8675842285156,161.33816528320312,434.90032958984375,384.79669189453125,578.4520874023438,548.1343383789062,330.5283203125,345.60101318359375
1952,194.2887725830078,479.71966552734375,422.05462646484375,183.3307342529297,438.3839111328125,346.47491455078125,524.3405151367188,602.380615234375,323.4245910644531,407.02117919921875
1953,140.95565795898438,503.243896484375,441.6296081542969,113.12979125976562,307.7305603027344,375.02288818359375,441.68115234375,423.6648864746094,263.5686950683594,417.1761474609375
1954,202.8974151611328,601.9732055664062,333.370849609375,178.03631591796875,389.69842529296875,381.5489807128906,559.83837890625,579.7581176757812,336.64080810546875,434.2962341308594
1955,306.27960205078125,618.0164184570312,413.1260070800781,218.91705322265625,422.84197998046875,0,629.0057983398438,580.6026611328125,331.1416931152344,403.8318176269531
1956,210.26414489746094,499.4145812988281,303.8594055175781,111.18497467041016,398.419677734375,0,463.6913757324219,457.1822814941406,241.6151580810547,354.3912658691406
1957,323.7186584472656,550.7503051757812,407.9600830078125,109.13044738769531,480.98974609375,0,563.6018676757812,482.2224426269531,222.36456298828125,382.48858642578125
1958,198.92440795898438,523.1751098632812,190.7845001220703,139.60427856445312,387.49993896484375,0,422.49078369140625,388.7014465332031,291.98980712890625,347.51422119140625
1959,268.8721618652344,665.9978637695312,357.446044921875,130.2367706298828,498.8583679199219,0,584.9569091796875,494.4537048339844,485.7779846191406,345.2818298339844
1960,358.4183654785156,658.9309692382812,312.3252868652344,228.2699737548828,493.33941650390625,0,624.7892456054688,672.9197998046875,660.6220092773438,476.796630859375
1961,315.0967712402344,571.8776245117188,334.7188720703125,263.83575439453125,406.9708251953125,0,563.926025390625,670.0790405273438,660.7948608398438,430.78021240234375
1962,315.8084411621094,618.677734375,300.44281005859375,223.3761749267578,443.16107177734375,0,560.4828491210938,653.2304077148438,697.3218994140625,448.9617614746094
1963,339.7838439941406,543.081787109375,216.23252868652344,255.50999450683594,407.56317138671875,0,448.63067626953125,593.6861572265625,352.0469970703125,374.7484130859375
1964,283.2570495605469,606.3692016601562,301.71026611328125,257.0279235839844,467.3612976074219,0,550.7908935546875,546.814208984375,494.43121337890625,409.41070556640625
1965,362.43304443359375,536.5230102539062,307.5179748535156,230.10293579101562,390.4318542480469,0,456.6201171875,438.9639892578125,341.9866638183594,285.2696838378906
1966,332.309326171875,654.1553344726562,336.4156799316406,294.26318359375,363.4788818359375,0,533.6168823242188,646.3365478515625,425.025146484375,416.07684326171875
1967,361.5733337402344,718.0074462890625,355.3298645019531,269.3528747558594,464.4519348144531,0,554.1840209960938,575.9392700195312,407.55059814453125,356.12689208984375
1968,368.4629821777344,665.2608642578125,341.9989013671875,337.7381591796875,384.2687683105469,0,562.724853515625,660.9883422851562,373.5423889160156,394.3136291503906
1969,334.80694580078125,606.8812866210938,355.20794677734375,322.9687194824219,509.962890625,0,575.396728515625,545.4805908203125,376.0198059082031,357.5633544921875
1970,302.3953552246094,605.96923828125,280.178466796875,330.5041198730469,320.1744384765625,0,390.7099304199219,452.0582580566406,338.8883056640625,394.8299255371094
1971,372.1490478515625,208.71177673339844,142.48883056640625,134.36276245117188,192.5677490234375,0,292.9728088378906,361.2062072753906,297.4205322265625,160.07069396972656
1972,405.82421875,102.41221618652344,363.43438720703125,188.23406982421875,447.5412292480469,0,630.44580078125,725.3436279296875,387.8215637207031,420.0510559082031
1973,365.37640380859375,626.6511840820312,295.32305908203125,314.9371337890625,219.38027954101562,0,330.9962158203125,530.3662719726562,342.8658447265625,213.04022216796875
1974,207.21444702148438,402.4327087402344,275.5222473144531,258.3378601074219,90.51380157470703,0,184.21270751953125,387.1145324707031,215.1795654296875,165.23886108398438
1975,376.49176025390625,679.655029296875,365.42767333984375,337.1885070800781,484.77288818359375,0,608.2566528320312,737.08740234375,377.2176818847656,437.9635009765625
1976,338.8873596191406,618.0975341796875,347.23590087890625,308.2216491699219,424.35333251953125,0,583.83154296875,669.0045776367188,356.87481689453125,399.97021484375
1977,328.34832763671875,468.963623046875,221.6829071044922,237.93971252441406,154.35018920898438,0,431.8492431640625,433.69158935546875,350.0321044921875,298.62933349609375
1978,330.08306884765625,558.2933349609375,364.1941223144531,283.1324462890625,430.9517517089844,0,643.085693359375,510.2342224121094,392.6959228515625,398.9076232910156
1979,347.1690673828125,629.7101440429688,374.7978515625,291.1492614746094,423.9864196777344,0,561.5756225585938,490.38031005859375,387.7229919433594,450.5218505859375
1980,182.31822204589844,113.3254623413086,225.09735107421875,95.77338409423828,138.40164184570312,0,138.25730895996094,168.1348419189453,201.01295471191406,232.0528106689453
1981,379.4973449707031,704.05615234375,353.99908447265625,330.6885681152344,401.09613037109375,0,633.9921264648438,511.85693359375,384.1117248535156,362.1557312011719
1982,328.024658203125,687.9398803710938,370.2660827636719,342.7367858886719,442.8056945800781,0,633.46484375,534.9200439453125,382.7239074707031,321.6037292480469
1983,362.4276428222656,634.7549438476562,391.51220703125,360.82952880859375,424.6143493652344,0,594.76123046875,529.2066040039062,348.56390380859375,392.436279296875
1984,271.6633605957031,728.223876953125,339.8837890625,293.1202697753906,416.7167053222656,0,615.24658203125,418.3262939453125,209.94900512695312,378.4289855957031
1985,478.6509704589844,506.83990478515625,214.44911193847656,349.85174560546875,342.69573974609375,0,412.0976257324219,528.3153686523438,464.3013916015625,486.17315673828125
1986,289.9349365234375,610.2418212890625,334.6805419921875,273.7311096191406,468.7917175292969,0,501.8887023925781,456.8643493652344,345.8334655761719,379.8293762207031
1987,273.0232849121094,507.4930419921875,353.5877685546875,224.3677978515625,275.00482177734375,0,231.88064575195312,373.35107421875,351.6286926269531,357.7528381347656
1988,402.3383483886719,610.952392578125,398.2421569824219,385.2679443359375,424.47674560546875,0,560.6344604492188,549.3898315429688,441.7831726074219,409.06121826171875
1989,309.1587829589844,154.98391723632812,179.38226318359375,290.2948913574219,179.7115936279297,0,66.09402465820312,221.8521728515625,412.07513427734375,292.121337890625
1990,345.6815185546875,475.611572265625,387.2269592285156,335.3787841796875,468.5221252441406,0,591.9806518554688,417.5375671386719,401.71881103515625,376.08734130859375
1991,363.18499755859375,582.1094360351562,338.30218505859375,359.7328796386719,467.2105712890625,0,476.7228088378906,436.5913391113281,309.5906982421875,389.4776916503906
1992,427.6392822265625,572.0255126953125,356.5909423828125,367.7990417480469,390.2081298828125,0,310.0469055175781,394.3831787109375,266.7312927246094,466.9928283691406
1993,444.0337219238281,637.7861938476562,388.39190673828125,321.1969909667969,324.20098876953125,0,445.0149230957031,462.93267822265625,387.3467712402344,468.2826232910156
1994,397.84063720703125,604.7972412109375,332.4773864746094,330.7687072753906,425.355224609375,0,450.167236328125,471.5488586425781,262.42681884765625,431.1340026855469
1995,397.7408447265625,619.2752685546875,347.8836975097656,241.58668518066406,379.4879150390625,0,370.9673767089844,370.16827392578125,260.8551940917969,396.98602294921875
1996,443.84075927734375,682.4021606445312,439.9867248535156,405.477783203125,434.6809997558594,0,516.5652465820312,398.32379150390625,301.1769104003906,423.8450622558594
1997,356.56988525390625,550.4898681640625,337.93115234375,262.7113342285156,134.91749572753906,0,312.8763122558594,300.0512390136719,237.58950805664062,371.5217590332031
1998,538.806884765625,745.68994140625,361.8538818359375,374.789794921875,434.2445983886719,0,543.4756469726562,394.9718322753906,271.9488525390625,510.7805480957031
1999,525.4719848632812,491.0877685546875,312.1942138671875,362.544921875,286.4842224121094,0,298.03802490234375,353.0687255859375,295.16912841796875,452.7668762207031
2000,529.2830200195312,643.3135986328125,362.8691711425781,343.8334655761719,371.890625,0,473.65924072265625,358.4388122558594,333.2215881347656,479.0426330566406
2001,557.9920043945312,768.9151611328125,447.0087890625,437.5535583496094,495.1683349609375,0,577.110107421875,383.0548095703125,288.2012023925781,484.55548095703125
2002,505.6496276855469,641.91357421875,410.6297607421875,381.198486328125,460.91748046875,0,514.418701171875,341.5028381347656,310.57281494140625,458.3431091308594
2003,534.6227416992188,754.0519409179688,421.4567565917969,356.48260498046875,408.3753356933594,0,412.3599853515625,371.50189208984375,355.1657409667969,429.7225341796875
2004,381.04229736328125,573.6422729492188,344.6256408691406,343.74859619140625,359.0615234375,0,219.56915283203125,317.55084228515625,347.2602233886719,427.1722717285156
2005,568.8900756835938,510.7841491699219,334.7554626464844,288.4989318847656,359.2246398925781,0,296.9776611328125,317.8416442871094,271.0343017578125,394.8724060058594
2006,593.2640991210938,467.8654479980469,409.5558166503906,351.7728576660156,442.41986083984375,0,454.1089782714844,412.42010498046875,318.87445068359375,420.9461364746094
2007,547.7274780273438,517.633544921875,350.074951171875,329.3033142089844,164.09901428222656,0,248.75941467285156,351.0906982421875,406.46429443359375,408.7002258300781
2008,563.3512573242188,658.9673461914062,427.05950927734375,337.73773193359375,477.8746643066406,0,553.4988403320312,374.09100341796875,417.3317565917969,485.289306640625
2009,644.8174438476562,592.651123046875,409.6395568847656,358.6589660644531,467.71942138671875,0,510.80120849609375,370.6570739746094,301.3867492675781,432.4068298339844
2010,566.6190795898438,609.9447631835938,390.01806640625,416.3987731933594,433.3807678222656,0,442.7395935058594,405.53271484375,376.39520263671875,526.4674072265625
2011,611.31005859375,562.375,404.6877746582031,378.2514953613281,286.2957763671875,0,174.8115997314453,383.9553527832031,338.94586181640625,478.5484924316406
2012,496.609375,643.1701049804688,387.7144470214844,396.3359680175781,444.2660827636719,0,451.4325256347656,387.6285400390625,322.867431640625,395.3257141113281
2013,574.9288940429688,610.5803833007812,376.1304931640625,405.2112731933594,508.19805908203125,0,452.5581359863281,444.8409118652344,328.3823547363281,394.7796936035156
2014,629.8239135742188,628.134033203125,388.4765930175781,387.0515441894531,530.56591796875,0,477.35205078125,410.0834655761719,397.154296875,415.9786071777344
2015,650.2259521484375,614.2054443359375,468.75909423828125,429.2987365722656,456.7801818847656,248.9897918701172,535.54443359375,429.2504577636719,387.5026550292969,487.44073486328125
2016,595.902587890625,485.5770263671875,382.5534362792969,407.9361572265625,448.7774963378906,0,301.5744323730469,381.2825012207031,376.8381652832031,383.7938537597656
2017,693.0261840820312,568.9697265625,420.7018127441406,377.5966796875,464.4005432128906,0,235.2036590576172,417.1534423828125,304.8110656738281,424.6308898925781
2018,610.5125732421875,547.5341186523438,366.6123352050781,369.7816467285156,500.6402282714844,0,463.26611328125,371.9369201660156,359.7910461425781,397.62176513671875
2019,684.4680786132812,622.9059448242188,391.05474853515625,336.15985107421875,522.891845703125,0,496.29449462890625,365.708251953125,405.992919921875,421.5576477050781
2020,748.4766845703125,498.84649658203125,364.5726013183594,386.4098205566406,509.24530029296875,0,180.034423828125,417.82958984375,296.9484558105469,429.74285888671875
2021,659.8944702148438,586.7600708007812,349.67059326171875,368.07916259765625,560.0394897460938,0,444.00775146484375,388.83721923828125,471.32806396484375,400.9904479980469
2022,734.1493530273438,650.414306640625,419.4881591796875,392.969482421875,593.7410888671875,0,383.02471923828125,468.7589111328125,553.0919189453125,422.84368896484375
2023,0,1389.26513671875,0,0,0,0,0,614.7307739257812
