year,RAKHA_03_,RAKHA_06_,RAKHA_09_,RAKHA_12_,RAKHA_14_,RAKHA_15_,RAKHA_16_,RAKHA_17_,RAKHA_19_,RAKHA_20_
1747,2.015521220967443,2.9593649203123817,2.6597311475863847,0,1.4657204361670466,3.0376098043128508,2.571463790371041,0,0,1.3943211233903412
1748,2.583386397825464,2.5709810612463997,2.0041999757997644,0,1.3895851358216618,3.0074329664958697,2.7825375046482037,0,0,1.2341278509065035
1749,2.1294086952162274,2.4049533061291726,1.7260167468619727,0,1.2052162922301761,2.146968596426518,2.244419980425505,0,0,1.0861453797782445
1750,1.3982305176785133,1.5615102617911987,1.0412771379724717,0,0.9433689023728107,1.4870212590275997,1.5982862025820168,0,0,0.9131797154157226
1751,1.6267031061419601,1.290238848839067,0.8434038731164009,0,0.7619799185538483,1.2366425783783654,1.1980517112457392,0,0,0.8185269237967532
1752,2.0325939993123256,2.21298554619122,1.2132157150321206,0,1.1478681702438536,1.9017092955028119,1.591481392744484,0,0,1.2637766702760302
1753,1.0371384037129303,1.2727357523933165,0.8409740116960478,0,0.6274882069608623,1.1641861421618955,1.0665669279014196,0,0,0.9073251047530988
1754,1.1387721964837567,1.3720619581100806,0.5599935518489048,0,0.6589654484435101,1.1273275559708225,0.8531783756790645,0,0,0.7371130817219154
1755,1.395502361102558,1.0141281246488774,0.3863568240817159,0,0.45540177668814863,0.7414928034754098,0.5830570186603694,0,0,0.601956661216704
1756,1.2738669423748235,1.4449946253924395,0.6077725498576001,0,0.7471429219515926,0.7490063650492118,0.9297497563120629,0,0,0.8555420624340115
1757,2.7287411332250002,2.030329918307885,1.5372281782534714,0,1.4157029035140312,2.90726373558995,2.1304445543993893,0,0,1.5759911323695945
1758,1.829441200800403,1.8689417391319552,1.3595784932516608,0,1.1928447471039192,1.7654926008132037,1.8658857348827524,0,0,1.2513594679885642
1759,1.2588965221216881,1.3995810108679763,1.0253210607294676,0,0.8456234440637758,1.3587479214287015,1.7361846416332298,0,0,0.8270076040398919
1760,0.4858292077600055,0.5627094323803021,0.12791187905381207,0,0.049826470534597433,0.2651349788579438,0.6959976358514837,0,0,0.21509237038380036
1761,1.2319147945919582,0.983573200923459,0.442528247232886,2.0721675666829498,0.31993626305710166,1.6982259033069624,1.368753589952746,0,0,0.6965400139196873
