year,DhKHA_03_,DhKHA_06_,DhKHA_09_,DhKHA_12_,DhKHA_14_,DhKHA_15_,DhKHA_16_,DhKHA_17_,DhKHA_19_,DhKHA_20_
1762,26.075401306152344,29.960472106933594,28.22165298461914,14.948128700256348,26.192472457885742,32.62908172607422,27.006101608276367,0,0,23.58211326599121
1763,26.21478843688965,28.39786720275879,26.353435516357422,16.79831886291504,25.61908721923828,32.22263717651367,27.89113998413086,0,0,23.545251846313477
1764,25.574705123901367,27.542299270629883,24.557735443115234,20.287961959838867,27.241262435913086,33.867713928222656,26.53785514831543,0,0,23.57357406616211
1765,27.868431091308594,29.070470809936523,27.987319946289062,21.57136344909668,28.2135066986084,32.996856689453125,22.88498306274414,0,0,24.18988609313965
1766,22.937808990478516,29.150651931762695,24.562335968017578,18.80821418762207,29.24761199951172,33.16560363769531,26.093290328979492,0,0,24.454347610473633
1767,27.018712997436523,29.491878509521484,30.42547607421875,22.269987106323242,28.793731689453125,30.944185256958008,26.003562927246094,0,0,23.121612548828125
1768,23.273221969604492,28.65675163269043,27.210247039794922,22.900209426879883,27.95952796936035,29.645549774169922,26.76519012451172,0,0,23.626489639282227
1769,27.268394470214844,29.073863983154297,29.04108428955078,22.89488410949707,27.114479064941406,28.772539138793945,24.482969284057617,0,0,24.442325592041016
1770,24.84763526916504,27.26661491394043,25.714466094970703,22.387279510498047,28.23038673400879,28.164701461791992,24.09229278564453,0,0,23.858915328979492
1771,26.37491226196289,27.020456314086914,24.190967559814453,21.09330177307129,26.97490119934082,28.03104591369629,20.89644432067871,0,0,22.743886947631836
1772,29.2237491607666,27.55796241760254,25.152082443237305,24.103160858154297,27.18475341796875,27.499950408935547,24.251686096191406,0,0,25.47492218017578
1773,28.136972427368164,28.11305046081543,24.448104858398438,24.3972225189209,24.704029083251953,26.078489303588867,26.563705444335938,0,0,25.27605628967285
1774,29.083263397216797,30.236425399780273,29.83038902282715,23.18097496032715,27.382892608642578,32.358612060546875,26.626220703125,0,0,25.718236923217773
1775,26.82109260559082,29.740432739257812,28.364727020263672,23.570470809936523,26.972625732421875,29.806594848632812,24.32026481628418,0,0,23.933748245239258
1776,25.230867385864258,27.329343795776367,25.687265396118164,22.901596069335938,27.187908172607422,29.9822998046875,22.83737564086914,0,0,22.722949981689453
1777,29.87590217590332,28.16173553466797,30.376829147338867,25.692888259887695,29.082746505737305,27.31612205505371,23.33013343811035,0,0,22.135334014892578
1778,29.516822814941406,30.19341278076172,30.2486629486084,25.609020233154297,28.42569923400879,27.128631591796875,21.294048309326172,0,0,25.239625930786133
1779,31.422334671020508,31.707889556884766,31.3272705078125,25.49042510986328,29.296899795532227,25.480161666870117,25.07568359375,0,0,25.696056365966797
1780,29.87227439880371,30.001083374023438,28.39388656616211,25.179338455200195,28.23532485961914,27.688758850097656,24.382333755493164,0,0,25.17414093017578
1781,30.963266372680664,30.03074073791504,30.074264526367188,24.988889694213867,26.729652404785156,29.434219360351562,25.277067184448242,0,0,27.849937438964844
