year,DradKHA_03_,DradKHA_06_,DradKHA_09_,DradKHA_12_,DradKHA_14_,DradKHA_15_,DradKHA_16_,DradKHA_17_,DradKHA_19_,DradKHA_20_
1881,14.906888008117676,17.157630920410156,20.753366470336914,24.684520721435547,21.632287979125977,16.413848876953125,17.453645706176758,20.29330062866211,36.42611312866211,13.02637004852295
1882,17.740333557128906,19.674837112426758,27.249324798583984,23.7862491607666,26.233171463012695,21.009122848510742,23.099733352661133,22.902029037475586,35.3675537109375,15.114367485046387
1883,17.139083862304688,17.375286102294922,23.060394287109375,30.10443115234375,23.838491439819336,19.31920051574707,21.98535919189453,21.407316207885742,40.63283157348633,14.182363510131836
1884,19.49675750732422,19.207595825195312,21.279991149902344,28.723913192749023,12.817092895507812,21.93635368347168,21.832950592041016,22.01657485961914,28.929344177246094,18.134166717529297
1885,18.00448226928711,18.261432647705078,13.015807151794434,0,11.363588333129883,20.195178985595703,22.500009536743164,22.085615158081055,23.08726692199707,18.35727882385254
1886,14.96132755279541,16.574615478515625,21.604646682739258,0,22.763105392456055,21.274301528930664,20.97833824157715,20.884300231933594,31.054109573364258,15.930778503417969
1887,20.195755004882812,17.871353149414062,31.966320037841797,0,25.96548843383789,18.86126708984375,23.829727172851562,19.937715530395508,36.716121673583984,15.369551658630371
1888,19.71929168701172,15.269145965576172,30.34601402282715,0,25.536705017089844,17.80048370361328,24.903772354125977,20.164777755737305,32.12062454223633,12.527045249938965
1889,16.272525787353516,14.050334930419922,0,0,20.062925338745117,20.452451705932617,17.25651741027832,20.550106048583984,32.15597915649414,13.435423851013184
1890,15.79038143157959,15.767502784729004,0,0,23.748315811157227,20.79546546936035,24.516958236694336,23.758596420288086,38.33560562133789,15.38845157623291
1891,17.351104736328125,17.51568031311035,0,0,28.69563865661621,21.998369216918945,26.691171646118164,23.272903442382812,43.732025146484375,14.350830078125
1892,14.40689468383789,14.828309059143066,0,0,23.096275329589844,18.188051223754883,20.84818458557129,20.33400535583496,0,13.465738296508789
1893,15.897255897521973,17.3861083984375,0,0,28.915740966796875,17.503910064697266,23.425676345825195,21.213056564331055,37.77796173095703,14.131958961486816
1894,14.662303924560547,16.787240982055664,0,0,26.462221145629883,17.40605926513672,23.192264556884766,19.197101593017578,20.48337745666504,12.773500442504883
1895,17.7052001953125,17.512786865234375,0,0,25.6059627532959,14.92315673828125,25.612525939941406,19.651212692260742,21.603900909423828,13.636202812194824
1896,16.054210662841797,18.304752349853516,0,0,29.587371826171875,18.09598731994629,30.0919132232666,21.44837760925293,33.80730056762695,17.515140533447266
1897,13.772936820983887,17.09726333618164,0,0,31.540124893188477,17.32027244567871,30.373350143432617,20.01089096069336,35.884681701660156,14.827003479003906
1898,13.168050765991211,17.095338821411133,0,0,20.207569122314453,18.856521606445312,21.030033111572266,20.433094024658203,25.07204818725586,14.505711555480957
1899,14.582154273986816,13.958311080932617,0,0,22.727710723876953,16.424907684326172,23.870222091674805,24.224754333496094,26.960538864135742,16.08355712890625
