year,AOIARKHA_03_,AOIARKHA_06_,AOIARKHA_09_,AOIARKHA_12_,AOIARKHA_14_,AOIARKHA_15_,AOIARKHA_16_,AOIARKHA_17_,AOIARKHA_19_,AOIARKHA_20_
1680,0,0.9318558573722839
1681,0,0.5201603770256042
1682,0,0.391994446516037
1683,0,0.6309772729873657
1684,0,0.40689024329185486
1685,0,0.2660667300224304
1686,0,0.6936164498329163
1687,0,0.5613234639167786,0.23806244134902954
1688,0,0.22961433231830597,0.38326001167297363
1689,0,0.4362269639968872,0.6154165267944336
1690,0,0.37893134355545044,0.44528818130493164
1691,0,0.2762754559516907,0.9544712901115417
1692,0,0.6789465546607971,1.0877904891967773
1693,0,0.961613118648529,1.0741114616394043
1694,0,0.5193106532096863,1.2229453325271606
1695,0,1.1321231126785278,1.384567379951477
1696,0,0.1328219473361969,0.37563300132751465
1697,0,0.2416171133518219,0.6445364356040955
1698,0,0.15772758424282074,0.24001441895961761
1699,0,0.05731561779975891,0.14722701907157898
1700,0,0.34262341260910034,0.5934253931045532
1701,0,0.2893528938293457,0.6075819134712219
1702,0,0.06427362561225891,0.3121325373649597
1703,0,0.24510657787322998,0.5005658268928528
1704,0,0.30825620889663696,0.9830496907234192
1705,0,0.5609459280967712,1.9066476821899414
1706,0,0.4487594664096832,1.4367592334747314
1707,0,0.6912622451782227,1.2513667345046997
1708,0,0.6815220713615417,0.960856556892395
1709,0,1.1750986576080322,1.537893295288086,0,0.656352698802948
1710,0,1.3776963949203491,1.056424856185913,0,0.6016703248023987
1711,0,1.1853773593902588,0.6267966032028198,0,0.9354401230812073
1712,0,1.3279414176940918,1.069927453994751,0,1.6552802324295044
1713,0,1.454726219177246,1.0602244138717651,0,1.8526380062103271,2.6634485721588135
1714,0,0.6582754850387573,0.5542217493057251,0,0.5286678671836853,0.6145954132080078
1715,0,2.074741840362549,1.5865267515182495,0,1.1020002365112305,2.7131266593933105
1716,0,1.8336255550384521,1.1649054288864136,0,0.8374611139297485,3.2903337478637695
1717,0,1.473731279373169,1.2872756719589233,0,1.197330117225647,2.5875747203826904
1718,0,0.2229193150997162,0.2490435093641281,0,0.3642258942127228,0.24848155677318573
1719,0,1.2358781099319458,1.1683295965194702,0,1.002691626548767,2.185074806213379,0,0,0,2.7068030834198
1720,0,1.4864170551300049,0.7803182601928711,0,0.7058795690536499,2.6275932788848877,0,0,0,0.9500192999839783
1721,0,0.8646840453147888,0.550743579864502,0,0.8823022246360779,1.9057682752609253,0,0,0,0.8999906182289124
1722,0,0.856930136680603,1.0797247886657715,0,1.0416117906570435,1.5438282489776611,0,0,0,1.1305336952209473
1723,0,0.638183057308197,0.8128536939620972,0,0.9864200353622437,1.5048878192901611,0,0,0,1.3015495538711548
1724,0,0.6563289761543274,1.117562174797058,0,0.5872470736503601,1.320125699043274,0,0,0,1.4362088441848755
1725,0,0.9154323935508728,1.3769068717956543,0,1.2101250886917114,1.292672038078308,0,0,0,1.3783923387527466
1726,0,0.6675763726234436,1.2483211755752563,0,1.211800217628479,0.7623573541641235,0,0,0,0.8710181713104248
1727,0,1.8488316535949707,3.0689351558685303,0,1.9954262971878052,3.263850450515747,0,0,0,1.4798471927642822
1728,0,0.8184977769851685,0.800861120223999,0,0.7581839561462402,1.6140737533569336,0,0,0,0.6738516688346863
1729,0,1.8219643831253052,2.208871364593506,0,1.7128465175628662,3.3734333515167236,0,0,0,1.6418291330337524
1730,0,1.3768410682678223,2.3550033569335938,0,1.512578010559082,2.2021560668945312,0,0,0,1.3253663778305054
1731,0,0.9506770372390747,1.7066272497177124,0,1.3997561931610107,1.5370556116104126,0,0,0,1.134075403213501
1732,0,0.7862995862960815,0.9711878895759583,0,0.6893228888511658,0.8625863194465637,0,0,0,0.7275198101997375
1733,0,1.2261239290237427,1.4927642345428467,0,0.7725920081138611,1.3686283826828003,0,0,0,0.9639869928359985
1734,0,1.3434146642684937,1.8527696132659912,0,0.9347068071365356,1.5208898782730103,0,0,0,0.9751178622245789
1735,0,0.6580581665039062,0.9281097650527954,0,0.6672423481941223,0.5333815217018127,0,0,0,0.5971367359161377
1736,0,0.9156123995780945,1.2294723987579346,0,0.8253828883171082,1.1170458793640137,0,0,0,0.7908708453178406
1737,0,1.537367820739746,1.1716634035110474,0,0.6232481002807617,2.226761817932129,0,0,0,0.7282511591911316
1738,0,0.6261582374572754,0.5225430727005005,0,0.5459301471710205,0.49877044558525085,0,0,0,0.4779719412326813
1739,0,1.5674407482147217,0.9952658414840698,0,0.730840802192688,1.5577374696731567,0,0,0,0.672673761844635
1740,0,1.4079433679580688,0.8699462413787842,0,0.6062885522842407,1.488203763961792,0,0,0,0.7493795156478882
1741,0,1.3911164999008179,0.7750328779220581,0,0.6102617383003235,0.8191439509391785,0,0,0,0.7786350250244141
1742,0,0.4445202648639679,0.34438279271125793,0,0.07380205392837524,0.328207790851593,0,0,0,0.244400292634964
1743,0.000056106662668753415,1.3799610137939453,1.1993749141693115,0,0.4587733745574951,2.1712493896484375,0,0,0,0.8970274329185486
1744,0.000550527882296592,1.8789108991622925,1.7185587882995605,0,0.8694587349891663,3.2144086360931396,0.0014599952846765518,0,0,1.5096755027770996
1745,0.0024138218723237514,0.8967224955558777,0.6298590898513794,0,0.5948237776756287,2.3680458068847656,0.0008337874314747751,0,0,0.8323655128479004
1746,0.2082548290491104,1.8683321475982666,2.2288289070129395,0,1.079417109489441,2.449211359024048,0.011567763052880764,0,0,1.1058450937271118
1747,0.6021839380264282,2.6954996585845947,2.0194976329803467,0,1.2282589673995972,2.191897392272949,1.8027215003967285,0,0,1.1157212257385254
1748,2.229189395904541,2.076838970184326,1.4933091402053833,0,1.3540335893630981,2.5749738216400146,2.7389347553253174,0,0,1.1622720956802368
1749,1.659338355064392,2.2682440280914307,1.7071841955184937,0,1.1925679445266724,2.1247239112854004,1.9623236656188965,0,0,1.0220741033554077
1750,1.2773383855819702,1.4386804103851318,1.029541254043579,0,0.7243138551712036,1.471183180809021,1.468767523765564,0,0,0.8318359851837158
1751,1.24678635597229,1.2196201086044312,0.833777129650116,0,0.7436285018920898,1.2236002683639526,1.1640346050262451,0,0,0.7604499459266663
1752,2.011542320251465,2.119784116744995,1.2000430822372437,0,1.1151660680770874,1.8826987743377686,1.54635751247406,0,0,1.1967885494232178
1753,1.0254050493240356,1.2418668270111084,0.8312674164772034,0,0.620343804359436,1.1520136594772339,1.036999225616455,0,0,0.8978036046028137
1754,1.126570224761963,1.2063872814178467,0.5530255436897278,0,0.6429362893104553,1.1151314973831177,0.8180702328681946,0,0,0.7283194661140442
1755,1.3812341690063477,0.8411064743995667,0.3816973865032196,0,0.450138121843338,0.7329342365264893,0.5485737919807434,0,0,0.5947204232215881
1756,1.2605117559432983,1.3383311033248901,0.6003580689430237,0,0.7176481485366821,0.6968779563903809,0.8788679838180542,0,0,0.8466256260871887
1757,2.580375909805298,1.7910867929458618,1.5215003490447998,0,1.3054577112197876,2.636669158935547,1.9850490093231201,0,0,1.444750428199768
