year,CWTbaKHA_03_,CWTbaKHA_06_,CWTbaKHA_09_,CWTbaKHA_12_,CWTbaKHA_14_,CWTbaKHA_15_,CWTbaKHA_16_,CWTbaKHA_17_,CWTbaKHA_19_,CWTbaKHA_20_
1777,3.9179203510284424,3.237799644470215,3.7878878116607666,2.992685556411743,3.288174629211426,4.10899019241333,4.201237678527832,0,0,4.638346195220947
1778,4.236687660217285,3.5443570613861084,4.20413875579834,3.062833786010742,3.669495105743408,5.2312541007995605,4.660861968994141,0,0,5.082113265991211
1779,3.548109292984009,3.209684133529663,3.62709903717041,2.8309030532836914,2.9652297496795654,3.7503342628479004,3.6861495971679688,0,0,4.347540855407715
1780,3.0276644229888916,2.6991872787475586,3.0852065086364746,2.484361171722412,2.525599479675293,3.178363800048828,3.2078182697296143,0,0,3.7969956398010254
1781,3.44866943359375,3.0615363121032715,3.3502988815307617,2.628796100616455,2.975576877593994,3.5177664756774902,4.042322158813477,0,0,3.6047310829162598
1782,4.037160396575928,3.6580185890197754,4.157374382019043,3.254530191421509,3.6435017585754395,4.032655239105225,3.8818490505218506,0,0,4.122066020965576
1783,2.9300971031188965,2.5868446826934814,2.9619362354278564,2.2492191791534424,2.6561338901519775,2.6049890518188477,3.18333101272583,0,0,3.21891450881958
1784,4.884896755218506,3.887751340866089,4.54318380355835,3.372184991836548,3.0376486778259277,5.24876594543457,5.109882354736328,0,0,4.7287750244140625
1785,4.453815937042236,3.4513049125671387,4.653077125549316,3.4820375442504883,3.3640520572662354,4.953402996063232,4.504356384277344,0,0,5.154329299926758
1786,2.7207391262054443,2.759018659591675,3.2697103023529053,2.8264975547790527,2.785353660583496,3.2403783798217773,3.4923627376556396,0,0,3.23941969871521
1787,3.4111337661743164,3.338193416595459,3.3024635314941406,2.6960294246673584,3.0244951248168945,4.21969747543335,3.9168131351470947,0,0,4.112176895141602
1788,3.389436960220337,3.2473247051239014,3.2844438552856445,2.5679609775543213,2.7430315017700195,3.974170684814453,3.776498317718506,0,0,3.6884677410125732
1789,4.056303024291992,3.803622007369995,3.6349973678588867,3.521890878677368,3.181028127670288,5.169678688049316,4.832915782928467,0,0,4.621735095977783
1790,3.5492262840270996,3.23529052734375,3.493605613708496,3.6569011211395264,0,4.553051948547363,3.749943733215332,0,0,4.191860675811768
1791,3.3773839473724365,3.284233331680298,3.602724075317383,3.616297721862793,0,4.715753555297852,3.7533648014068604,0,0,4.448618412017822
1792,3.5825374126434326,2.8214950561523438,3.7255899906158447,3.2479796409606934,0,4.693233489990234,3.695014238357544,0,2.78474760055542,4.636499881744385
1793,4.26812744140625,3.4997353553771973,4.069360733032227,3.5130045413970947,0,5.952386379241943,4.140970230102539,0,2.837625503540039,4.971686363220215
1794,4.088899612426758,4.117019176483154,4.292612552642822,3.683730363845825,4.0272369384765625,6.357729434967041,3.877955198287964,0,2.7857141494750977,5.35841703414917
1795,3.5115437507629395,3.220937967300415,3.719205617904663,3.0332579612731934,3.008044719696045,3.0879430770874023,3.1484737396240234,0,2.6201515197753906,3.813406467437744
1796,3.434319257736206,3.125675916671753,3.9776535034179688,3.1722867488861084,3.4230337142944336,4.553404808044434,3.5617923736572266,0,2.5497071743011475,4.284332752227783
1797,3.350003480911255,2.881269931793213,3.473313331604004,2.610332727432251,3.580641031265259,4.372828006744385,3.0598506927490234,0,2.674306869506836,3.815464735031128
1798,2.8088228702545166,2.370818853378296,3.1230478286743164,2.494701385498047,3.312412738800049,2.9101388454437256,3.755720853805542,0,2.599924087524414,3.727048873901367
1799,2.9313933849334717,2.6675939559936523,3.161576271057129,2.484867811203003,3.7111856937408447,3.4943747520446777,2.9262278079986572,0,2.4967546463012695,3.862069606781006
1800,2.8851261138916016,3.494762659072876,3.451234817504883,2.6219429969787598,-999,3.275848388671875,-999,0,3.0378518104553223,4.126547813415527
1801,3.279111623764038,2.8119242191314697,3.2500524520874023,2.5039618015289307,3.4980058670043945,3.9716029167175293,-999,0,2.8131613731384277,4.193927764892578
1802,3.2654542922973633,2.938265800476074,3.4731030464172363,2.528721332550049,3.649203300476074,3.747406482696533,-999,0,2.7459161281585693,4.004271507263184
1803,3.597069263458252,3.5437264442443848,2.8338210582733154,2.950246572494507,3.1918141841888428,4.9392571449279785,-999,0,2.852109432220459,4.55031156539917
1804,4.574451923370361,3.8611156940460205,3.9162676334381104,2.9469950199127197,3.6684834957122803,5.4391045570373535,-999,0,3.0792911052703857,5.182807445526123
1805,4.291593074798584,3.7677977085113525,3.917621612548828,3.1684322357177734,3.758777141571045,4.613790035247803,-999,0,2.880878448486328,4.599778652191162
1806,4.46083402633667,3.9455690383911133,3.5802907943725586,3.316699743270874,3.6085336208343506,4.925961017608643,-999,0,3.180922269821167,4.881157875061035
1807,3.23500919342041,2.866589069366455,3.652662992477417,2.4810233116149902,4.121762752532959,3.57369065284729,-999,0,2.436281204223633,4.021840572357178
1808,4.2105231285095215,3.411133050918579,3.560636043548584,3.2203454971313477,3.6430585384368896,4.684006214141846,-999,0,2.6612017154693604,4.405796051025391
1809,3.2647664546966553,2.7303826808929443,3.486274003982544,2.3331453800201416,3.49222993850708,3.4630119800567627,-999,0,2.5342657566070557,3.370166778564453
1810,3.033647060394287,2.9474568367004395,2.7724242210388184,3.0329084396362305,3.3897488117218018,3.4654200077056885,-999,0,3.0531258583068848,3.9334559440612793
1811,4.323549747467041,4.200342178344727,2.7824296951293945,5.0923027992248535,3.5917410850524902,4.084096908569336,-999,0,3.626938581466675,5.003396987915039
1812,2.665386438369751,2.391709089279175,3.9272449016571045,5.202856063842773,4.677322864532471,3.5911788940429688,3.0025365352630615,0,2.349578857421875,3.6919519901275635
1813,2.9348788261413574,2.6235263347625732,3.2256128787994385,4.711494445800781,3.7438442707061768,3.37363600730896,3.448666572570801,0,2.5167605876922607,3.5443289279937744
1814,3.179260492324829,3.110786199569702,2.954719066619873,4.551831245422363,3.457710027694702,3.6187562942504883,3.5108039379119873,0,2.9550726413726807,4.218627452850342
1815,3.401477813720703,2.9514102935791016,3.2015011310577393,3.9788968563079834,3.7573611736297607,4.424127101898193,2.840777635574341,0,2.4116785526275635,4.008133411407471
1816,3.6144635677337646,3.312896728515625,3.469667911529541,4.4875593185424805,3.8129358291625977,3.234955310821533,3.875453233718872,0,3.3908159732818604,4.315487384796143
1817,3.3591673374176025,3.0267727375030518,3.3631093502044678,4.473630905151367,3.5829899311065674,3.5051653385162354,3.4020328521728516,0,3.436225652694702,3.711899995803833
1818,4.100884914398193,3.629866600036621,3.6059937477111816,3.608912229537964,3.609226942062378,3.4373297691345215,3.24827241897583,0,3.442209482192993,5.004360675811768
1819,3.4887630939483643,3.190390110015869,3.9351418018341064,3.4539921283721924,5.769041061401367,3.7896876335144043,3.533579111099243,0,3.219850778579712,3.3817737102508545
1820,3.3191113471984863,2.8942534923553467,3.267136335372925,4.050643444061279,5.45918083190918,3.5492866039276123,3.33361554145813,0,3.091306209564209,3.845985174179077
1821,3.7673115730285645,3.450469493865967,3.4653780460357666,4.198179244995117,3.4167520999908447,3.280304431915283,3.10941481590271,0,3.7162575721740723,4.1982340812683105
1822,3.4950671195983887,3.619481086730957,3.4720418453216553,3.755889415740967,3.5729832649230957,3.2606539726257324,2.903400182723999,0,3.4698104858398438,4.958619117736816
1823,3.8303470611572266,3.6864054203033447,4.1158599853515625,4.014791011810303,5.955289840698242,4.096765041351318,3.0140671730041504,0,3.8308706283569336,4.619270324707031
1824,3.3162057399749756,3.1423416137695312,3.2947998046875,4.134912490844727,3.680382013320923,4.539278507232666,4.604352951049805,0,3.0588748455047607,4.158592700958252
1825,2.360865831375122,2.1811652183532715,-999,4.786890983581543,4.176975727081299,4.677898406982422,2.430222511291504,0,2.5792152881622314,3.0452654361724854
1826,3.0557801723480225,2.7589809894561768,3.107529401779175,2.7155380249023438,4.656711578369141,3.5300235748291016,2.8632469177246094,0,3.3641908168792725,3.89422869682312
1827,2.95613431930542,2.897913694381714,3.1598048210144043,2.672606945037842,3.436340808868408,3.245717763900757,2.942628860473633,0,2.419844627380371,3.9210011959075928
1828,4.807737350463867,4.041247844696045,4.0915093421936035,3.5070042610168457,4.071717739105225,3.2605905532836914,3.2519662380218506,0,3.1218552589416504,4.933200836181641
1829,3.747544050216675,3.408325672149658,3.0456719398498535,2.549410343170166,3.787041187286377,3.5088348388671875,2.6610934734344482,0,2.9971868991851807,3.5953176021575928
1830,3.5862228870391846,2.8526337146759033,3.3595902919769287,2.2916743755340576,4.382962226867676,2.62121319770813,2.636606454849243,0,3.270277261734009,3.550454616546631
1831,3.919177770614624,3.600053548812866,3.3784658908843994,3.1593379974365234,3.795536994934082,3.057034969329834,-999,0,3.2558212280273438,4.427671909332275
1832,3.518026351928711,2.9303629398345947,3.403045654296875,2.43583607673645,4.11533784866333,3.32393217086792,-999,0,3.137805223464966,3.7784817218780518
1833,2.340764045715332,2.7262651920318604,4.1795735359191895,2.240328788757324,5.51497745513916,-999,-999,0,2.9834165573120117,3.3512637615203857
1834,3.5096144676208496,3.3865506649017334,3.8468198776245117,3.302525758743286,3.96699857711792,3.9206814765930176,-999,2.763791561126709,3.5163981914520264,4.738613128662109
1835,3.5431771278381348,3.6368463039398193,3.7522971630096436,3.258920192718506,3.9382030963897705,3.3224198818206787,-999,2.437077760696411,3.2840371131896973,4.70566987991333
1836,3.865341901779175,3.606205940246582,3.978609800338745,3.6418471336364746,4.498901844024658,3.345050096511841,-999,2.4409401416778564,3.8361828327178955,4.902796268463135
1837,2.14174485206604,2.103874683380127,2.5823311805725098,2.014406681060791,4.704631328582764,3.6290135383605957,-999,2.1410739421844482,2.6766738891601562,3.1421642303466797
1838,2.499234914779663,2.233659267425537,3.0866591930389404,2.672541856765747,3.7982187271118164,3.173813819885254,-999,2.51127290725708,3.769289016723633,3.892535448074341
1839,2.8565480709075928,2.808608055114746,3.3622469902038574,2.6163973808288574,3.565326452255249,7.455083847045898,2.267695665359497,2.8310210704803467,3.46004319190979,3.7000539302825928
1840,3.7918858528137207,3.346165180206299,3.3793110847473145,2.9929039478302,4.038788795471191,3.343069314956665,2.2490432262420654,2.180464267730713,3.895390510559082,4.429564476013184
1841,4.79888391494751,3.4026734828948975,3.165919303894043,3.388732671737671,3.487942695617676,3.2877542972564697,2.5959434509277344,3.2706902027130127,-999,5.141745567321777
1842,3.818828582763672,3.4366629123687744,3.546663284301758,3.2254130840301514,3.9463889598846436,3.392030954360962,2.3573787212371826,3.2112417221069336,-999,4.357770919799805
1843,4.299008369445801,2.82757830619812,3.8113842010498047,2.767575263977051,4.281130313873291,-999,-999,3.3943631649017334,-999,4.3987627029418945
1844,3.338231086730957,2.708120584487915,3.394702672958374,2.5155253410339355,3.9194960594177246,-999,2.674607515335083,4.072759628295898,-999,3.3249306678771973
1845,3.6514534950256348,2.9456710815429688,3.7016286849975586,2.6716575622558594,4.074224948883057,-999,2.610743761062622,4.267625331878662,-999,3.8199942111968994
1846,4.233965873718262,3.8224213123321533,3.9402012825012207,3.332613468170166,4.036003112792969,-999,2.609938144683838,4.5507378578186035,-999,4.267372131347656
1847,2.7030832767486572,2.350086212158203,3.1015381813049316,2.069889783859253,4.040886402130127,-999,2.7380313873291016,3.1109445095062256,-999,3.5347657203674316
1848,3.5932681560516357,3.1043145656585693,3.23982310295105,2.6294353008270264,3.844745635986328,0,3.0808613300323486,2.9923012256622314,-999,4.067702293395996
1849,2.2470993995666504,1.9644415378570557,2.1295652389526367,4.579430103302002,5.425236225128174,3.1371121406555176,3.9863479137420654,1.980905532836914,-999,2.5677433013916016
1850,2.822194814682007,2.5432777404785156,3.0363733768463135,3.6826069355010986,3.927899122238159,2.998865842819214,2.6675684452056885,2.1016485691070557,-999,3.855649471282959
1851,2.8339829444885254,2.7680680751800537,3.591038942337036,3.383441686630249,3.8917837142944336,2.668707847595215,2.685814619064331,1.989198923110962,-999,3.9553754329681396
1852,3.7489542961120605,3.632032871246338,3.604811191558838,4.200527191162109,4.0888519287109375,4.875997066497803,2.9063966274261475,3.158775806427002,-999,5.209868907928467
1853,4.523300647735596,4.625770092010498,3.114105224609375,2.7525644302368164,4.21398401260376,5.664987564086914,2.8000881671905518,2.903132677078247,-999,4.825065612792969
1854,3.5672953128814697,4.267096042633057,4.533265113830566,3.0535335540771484,4.081389904022217,5.362331390380859,2.635991334915161,2.4786720275878906,5.501490116119385,4.5814433097839355
1855,3.5143845081329346,4.3490495681762695,4.065237998962402,3.512458562850952,4.356925964355469,5.32936429977417,2.4278512001037598,2.9113073348999023,5.4454193115234375,4.743241310119629
1856,4.013552665710449,4.283235549926758,3.465824842453003,3.9015402793884277,4.2357354164123535,6.475399017333984,2.3619163036346436,2.810267925262451,4.467641830444336,5.192882537841797
1857,3.486323595046997,3.9606213569641113,4.300747871398926,2.993518352508545,4.083389759063721,5.265261650085449,3.1930506229400635,2.4506478309631348,-999,5.069760799407959
1858,3.3371691703796387,3.2784297466278076,3.5206551551818848,3.4212427139282227,4.023547172546387,4.718562602996826,2.3329288959503174,2.5941686630249023,4.260013580322266,3.9803249835968018
1859,4.125419616699219,3.737645387649536,3.837615966796875,4.3912200927734375,4.285074710845947,4.523708820343018,3.9944729804992676,3.030851125717163,4.980930328369141,4.05151891708374
1860,4.597080707550049,4.525084018707275,3.728909492492676,4.371571063995361,4.416893005371094,6.097067356109619,3.7323336601257324,3.264378309249878,4.356349945068359,4.6937665939331055
1861,3.9604897499084473,3.8634302616119385,3.700545072555542,3.92738676071167,3.8118526935577393,5.424398422241211,2.9580116271972656,2.618800163269043,4.0875043869018555,3.855708599090576
1862,3.878239870071411,4.128801345825195,3.356011390686035,3.8252174854278564,4.317813396453857,4.701635360717773,3.0365540981292725,2.9560742378234863,4.154527187347412,3.64237117767334
1863,5.595402240753174,5.017715930938721,4.912347316741943,4.43153190612793,4.8282365798950195,7.114605903625488,3.943614959716797,3.4937679767608643,5.174222469329834,3.906033515930176
1864,3.883579730987549,4.389273643493652,3.9928605556488037,4.017796516418457,4.069079875946045,5.672733783721924,0,3.0746610164642334,4.149535655975342,3.627190113067627
1865,4.989887714385986,4.612167835235596,3.7079830169677734,4.611964702606201,4.841557025909424,6.777256965637207,4.747966766357422,3.187638759613037,4.259438991546631,3.6277921199798584
1866,2.8080101013183594,3.057370185852051,3.212233781814575,3.285707712173462,3.650709867477417,3.6940343379974365,3.8096983432769775,2.604487657546997,2.821080207824707,3.2303028106689453
1867,3.0775249004364014,2.353658676147461,2.608686923980713,3.593140125274658,3.4806907176971436,3.472217321395874,3.6044223308563232,2.745736598968506,2.8190114498138428,3.9183006286621094
1868,4.232733249664307,3.8624143600463867,3.1655385494232178,4.020446300506592,3.9811980724334717,4.9813690185546875,4.005232810974121,2.84024715423584,3.5573678016662598,3.4529201984405518
1869,2.284970998764038,2.2536606788635254,2.474935293197632,2.198621988296509,3.23309063911438,0,3.374330997467041,1.958461046218872,2.328646421432495,2.3849825859069824
1870,4.28598165512085,3.1345338821411133,3.1837146282196045,3.4874515533447266,3.6648168563842773,3.655123233795166,4.093708515167236,2.8340797424316406,3.357091188430786,3.175326108932495
1871,4.071275234222412,4.438482284545898,3.527878522872925,3.5970075130462646,3.8323426246643066,4.28013801574707,4.337830543518066,3.3699967861175537,3.4033963680267334,3.272078275680542
1872,3.956993579864502,4.1132073402404785,3.9643890857696533,3.9576187133789062,4.287745952606201,4.617502212524414,4.595180034637451,3.6737513542175293,3.703521490097046,3.577580690383911
1873,3.377650499343872,3.1791937351226807,3.1259055137634277,3.4393985271453857,3.704509973526001,3.2399232387542725,4.2032294273376465,3.1474735736846924,3.2384302616119385,3.367604970932007
1874,2.6746232509613037,3.082231044769287,2.891651153564453,4.372082710266113,5.264802932739258,2.9915435314178467,3.447172164916992,2.8522543907165527,2.824068546295166,3.185647964477539
1875,3.7731664180755615,3.6770200729370117,3.249732255935669,5.223072052001953,3.5690972805023193,4.915721893310547,4.127269744873047,3.33296275138855,3.120004415512085,4.183422565460205
1876,4.076315879821777,4.037946701049805,3.1623659133911133,4.949446201324463,4.0002665519714355,4.318282127380371,4.327370643615723,3.6725852489471436,3.6041269302368164,3.9016897678375244
1877,4.017376899719238,4.228537082672119,3.1807377338409424,5.788045883178711,4.107698917388916,5.121372222900391,4.716610431671143,3.567915439605713,3.3372442722320557,4.5603790283203125
1878,6.729853630065918,5.170713901519775,3.3354506492614746,5.688006401062012,3.9490833282470703,5.702305316925049,4.408766746520996,3.832127809524536,3.5548038482666016,5.17275857925415
1879,3.769925594329834,4.006265640258789,4.070821285247803,4.981213569641113,4.269946098327637,5.142976760864258,4.837043762207031,3.213409900665283,3.594374895095825,5.305386066436768
1880,5.880080699920654,4.07055139541626,3.5528645515441895,4.174485683441162,3.9248931407928467,5.4192094802856445,4.927768707275391,3.7388463020324707,3.4198977947235107,5.574846267700195
1881,5.645196437835693,3.5564396381378174,3.8792388439178467,4.507861614227295,3.9826128482818604,4.70045280456543,5.302160739898682,3.6406590938568115,3.3536667823791504,5.229374408721924
1882,4.412679672241211,3.085188865661621,3.5437920093536377,4.548289775848389,3.669013261795044,4.016167640686035,4.196663856506348,3.253283977508545,3.756897449493408,4.356099605560303
1883,5.027414798736572,3.6940646171569824,4.184964179992676,3.5924859046936035,4.002201557159424,4.419079780578613,4.241885662078857,3.5565080642700195,3.96207857131958,4.922909259796143
1884,3.1442275047302246,2.7632830142974854,2.9631803035736084,2.4949886798858643,4.29713249206543,2.444932460784912,3.5927064418792725,2.447810649871826,3.238527774810791,2.958913803100586
1885,2.9764649868011475,2.5899345874786377,3.1585693359375,0,3.6992268562316895,2.270559549331665,3.485550880432129,2.573641777038574,4.019913196563721,2.687767744064331
1886,4.118984222412109,2.7338976860046387,3.1063597202301025,0,3.528623104095459,3.211790084838867,3.9464499950408936,3.288963556289673,3.5749993324279785,3.7596094608306885
1887,4.139919281005859,3.4228477478027344,2.907266855239868,0,3.86719012260437,4.043416976928711,4.063508033752441,3.649998664855957,3.4914844036102295,4.607686519622803
1888,4.882898330688477,3.133960485458374,2.9761438369750977,0,3.4570746421813965,4.67422342300415,4.118958950042725,3.9450724124908447,3.753514289855957,5.095101833343506
1889,4.507508754730225,3.394294023513794,0,0,4.367265224456787,4.054354190826416,4.479794979095459,3.139753580093384,4.162649631500244,5.007086277008057
