year,CWTbaKHA_03_,CWTbaKHA_06_,CWTbaKHA_09_,CWTbaKHA_12_,CWTbaKHA_14_,CWTbaKHA_15_,CWTbaKHA_16_,CWTbaKHA_17_,CWTbaKHA_19_,CWTbaKHA_20_
1680,0,3.0604870319366455
1681,0,2.6564671993255615
1682,0,2.5057578086853027
1683,0,2.403916358947754
1684,0,2.0508222579956055
1685,0,2.022984027862549
1686,0,2.099961280822754
1687,0,2.1401593685150146,2.6444594860076904
1688,0,2.2505412101745605,2.789560317993164
1689,0,2.4251561164855957,3.2435073852539062
1690,0,2.468893051147461,3.0203912258148193
1691,0,2.2270448207855225,3.7483787536621094
1692,0,2.2600200176239014,3.4489667415618896
1693,0,2.8003830909729004,3.281724691390991
1694,0,2.7765777111053467,4.065245151519775
1695,0,2.3902876377105713,3.4786601066589355
1696,0,2.0504703521728516,3.0033233165740967
1697,0,2.0209121704101562,3.0406696796417236
1698,0,2.001509428024292,2.8081226348876953
1699,0,2.0001490116119385,3.1006388664245605
1700,0,2.197794198989868,3.468714714050293
1701,0,2.410472869873047,3.442666530609131
1702,0,2.0057406425476074,2.9077634811401367
1703,0,2.4472579956054688,3.2587029933929443
1704,0,2.552530288696289,3.548129081726074
1705,0,2.390279531478882,4.139072895050049
1706,0,2.417599678039551,3.8419435024261475
1707,0,3.1023671627044678,4.230956077575684
1708,0,3.360612392425537,4.703488349914551
1709,0,2.901904582977295,4.038349628448486,0,3.2793750762939453
1710,0,3.248192310333252,3.7382423877716064,0,2.4157040119171143
1711,0,3.46539306640625,4.051876068115234,0,2.7222836017608643
1712,0,2.5125608444213867,3.4080255031585693,0,2.6284477710723877
1713,0,2.9238510131835938,4.034338474273682,0,2.9589033126831055,3.8840248584747314
1714,0,3.013404369354248,4.212320804595947,0,2.356663227081299,2.8551294803619385
1715,0,3.202608346939087,4.488582134246826,0,2.7954118251800537,3.8701469898223877
1716,0,3.2294859886169434,5.773320198059082,0,2.5534896850585938,3.742504835128784
1717,0,2.953206777572632,6.222647190093994,0,2.9696879386901855,3.1395537853240967
1718,0,2.1950879096984863,4.579066276550293,0,2.6996285915374756,2.197563886642456
1719,0,3.13932466506958,5.285378932952881,0,2.9942376613616943,3.6136109828948975,0,0,0,4.49189567565918
1720,0,3.7945821285247803,6.217574119567871,0,3.329200267791748,3.5496599674224854,0,0,0,3.4567627906799316
1721,0,2.91373348236084,3.8030121326446533,0,3.3361525535583496,3.1818747520446777,0,0,0,3.5747480392456055
1722,0,2.883962631225586,4.153840065002441,0,2.9241981506347656,3.5058867931365967,0,0,0,3.7027509212493896
1723,0,2.950469732284546,3.3285112380981445,0,2.733936071395874,3.331768274307251,0,0,0,4.040350437164307
1724,0,3.882528781890869,3.7679901123046875,0,2.6947827339172363,3.4754204750061035,0,0,0,4.085568904876709
1725,0,3.34761118888855,4.127146244049072,0,3.2903313636779785,3.6715290546417236,0,0,0,3.840597152709961
1726,0,3.321261405944824,4.185287952423096,0,3.3292739391326904,3.1625421047210693,0,0,0,3.7232375144958496
1727,0,3.7617146968841553,5.147364139556885,0,3.1993722915649414,3.701719284057617,0,0,0,3.919811964035034
1728,0,3.695563316345215,4.648042678833008,0,3.084019184112549,4.655315399169922,0,0,0,3.601027727127075
1729,0,3.1730029582977295,4.149217128753662,0,3.211919069290161,3.698035478591919,0,0,0,3.902503728866577
1730,0,3.3441686630249023,4.379387378692627,0,3.098519802093506,4.269343376159668,0,0,0,4.221644401550293
1731,0,2.2068328857421875,2.7220048904418945,0,2.2878501415252686,2.346590280532837,0,0,0,3.0817840099334717
1732,0,2.578810930252075,3.089611530303955,0,2.347843647003174,2.8002607822418213,0,0,0,3.206988573074341
1733,0,3.242262840270996,3.35591459274292,0,2.5534110069274902,3.747081995010376,0,0,0,3.5110340118408203
1734,0,4.045829772949219,4.34528923034668,0,3.2044851779937744,5.011936187744141,0,0,0,4.652018070220947
1735,0,3.7216761112213135,4.230313777923584,0,2.9624996185302734,3.474148988723755,0,0,0,3.7397022247314453
1736,0,3.133237838745117,3.448733329772949,0,2.947617292404175,4.095346450805664,0,0,0,3.929011583328247
1737,0,3.423811674118042,3.6456873416900635,0,2.648087501525879,4.939983367919922,0,0,0,3.504119873046875
1738,0,2.774780750274658,2.712090492248535,0,2.4248850345611572,2.1976664066314697,0,0,0,2.69132137298584
1739,0,3.2426412105560303,3.4100143909454346,0,2.4043002128601074,4.154115200042725,0,0,0,3.9167001247406006
1740,-999,4.062173366546631,3.8766164779663086,0,2.796431064605713,4.2297186851501465,0,0,0,3.938276529312134
1741,-999,2.9652373790740967,3.320343255996704,0,2.5244264602661133,2.466294288635254,0,0,0,4.104737281799316
1742,-999,2.915484666824341,3.462263345718384,0,3.116467237472534,2.7051265239715576,0,0,0,2.8210108280181885
1743,-999,3.6357462406158447,4.2436089515686035,0,2.508787155151367,5.151646614074707,0,0,0,4.2612223625183105
1744,-999,4.965801239013672,5.325176239013672,0,2.5866262912750244,5.1279497146606445,-999,0,0,5.013221740722656
1745,-999,4.109067916870117,4.500981330871582,0,2.5791218280792236,4.386236190795898,-999,0,0,3.669996976852417
1746,3.550666332244873,2.963094472885132,3.8194453716278076,0,2.662614107131958,3.5853421688079834,2.6819164752960205,0,0,4.180466651916504
1747,3.0189926624298096,4.543180465698242,4.485727787017822,0,2.2948288917541504,4.895746231079102,3.0189054012298584,0,0,4.801150798797607
1748,3.4770162105560303,3.558364152908325,4.315877914428711,0,2.7874622344970703,3.7591118812561035,3.3995447158813477,0,0,3.924703359603882
1749,3.730623722076416,3.268354892730713,4.478273391723633,0,2.816948652267456,3.4451797008514404,3.3273725509643555,0,0,4.136664390563965
1750,3.5346736907958984,4.134967803955078,5.328615188598633,0,2.6294748783111572,4.494524002075195,3.9880566596984863,0,0,4.52057409286499
1751,4.083670616149902,3.5026965141296387,3.693614959716797,0,2.8640997409820557,3.4529898166656494,3.4738588333129883,0,0,3.830291986465454
1752,4.85844612121582,4.183366298675537,4.707413673400879,0,3.043743848800659,4.587640762329102,3.5812056064605713,0,0,5.177633285522461
1753,3.681295871734619,4.602651596069336,4.61451530456543,0,2.8029351234436035,4.1843581199646,3.7580199241638184,0,0,4.070624351501465
1754,3.311474084854126,3.354297637939453,3.0431206226348877,0,2.6344921588897705,3.624343156814575,3.0457851886749268,0,0,3.3534045219421387
1755,3.6998085975646973,3.0259509086608887,3.164891004562378,0,2.7998876571655273,3.152651786804199,3.028285026550293,0,0,3.2809481620788574
1756,3.191040515899658,3.0851223468780518,3.6291990280151367,0,2.6975016593933105,3.6866884231567383,3.2027363777160645,0,0,3.896775007247925
1757,4.837091445922852,3.8743507862091064,5.043025970458984,0,3.248114824295044,5.190285682678223,5.0814008712768555,0,0,5.078598499298096
1758,4.439508438110352,4.088441371917725,4.03337287902832,0,3.179060697555542,3.9582695960998535,3.7243425846099854,0,0,4.67594575881958
1759,4.2302565574646,4.219741344451904,4.425689220428467,0,3.378103733062744,4.700974941253662,4.450379848480225,0,0,4.5466203689575195
1760,2.8761367797851562,3.645317316055298,3.724254608154297,0,3.4086387157440186,2.378751277923584,3.4232265949249268,0,0,2.7744247913360596
1761,3.581770896911621,4.081732273101807,3.571078300476074,3.1277122497558594,2.344606637954712,4.868467807769775,3.700350046157837,0,0,3.8653411865234375
1762,4.3112406730651855,4.488063812255859,3.355137348175049,3.53277850151062,3.0668787956237793,5.091021537780762,3.9098196029663086,0,0,4.092828273773193
1763,4.656815528869629,4.281198978424072,5.4301981925964355,3.3523645401000977,2.8293988704681396,4.681264400482178,4.107864856719971,0,0,4.637978553771973
1764,3.6541945934295654,2.891289234161377,4.335101127624512,2.402045726776123,2.656240940093994,3.487539768218994,3.778064012527466,0,0,3.9640731811523438
1765,4.095393180847168,4.332428932189941,4.688544750213623,3.0207011699676514,2.7859227657318115,5.366783142089844,5.295914173126221,0,0,4.506164073944092
1766,5.476592063903809,4.5859808921813965,5.535943984985352,4.919649600982666,3.4891839027404785,4.70650053024292,4.924816131591797,0,0,5.071625232696533
1767,4.511441707611084,4.333032131195068,4.38896369934082,2.6543960571289062,3.2247154712677,4.596124649047852,3.9202754497528076,0,0,5.302164077758789
1768,4.383769512176514,3.9106252193450928,4.549870014190674,2.858034133911133,3.3220083713531494,4.530404090881348,3.9890124797821045,0,0,4.677774906158447
1769,3.735582113265991,3.502056360244751,4.21901273727417,2.5517663955688477,2.8523082733154297,4.099613666534424,3.9337921142578125,0,0,4.431334018707275
1770,3.873427152633667,4.233060836791992,4.579773426055908,2.8406670093536377,3.1126179695129395,4.093879699707031,4.387471675872803,0,0,4.306684494018555
1771,2.79766583442688,2.543243646621704,3.0161306858062744,2.2219021320343018,2.8375375270843506,2.498770236968994,2.421529769897461,0,0,2.43176007270813
1772,3.340756893157959,2.8849589824676514,3.7565505504608154,2.5884928703308105,2.8849968910217285,2.921438217163086,3.1059727668762207,0,0,3.5374979972839355
1773,2.6031672954559326,2.3764760494232178,2.8654775619506836,1.9656023979187012,2.3991451263427734,2.410874128341675,2.6461021900177,0,0,2.505704879760742
1774,4.336869239807129,3.308773994445801,3.715914726257324,2.4197592735290527,3.223902463912964,3.639425039291382,3.7883310317993164,0,0,4.16703987121582
1775,4.860133171081543,3.6751697063446045,4.613059043884277,2.8329131603240967,3.154172658920288,4.5842390060424805,4.4901442527771,0,0,4.984816074371338
1776,3.5540754795074463,3.2369916439056396,3.9393374919891357,2.8203868865966797,2.948641538619995,3.5097196102142334,3.6523044109344482,0,0,4.5508317947387695
