year,CD*KHA_03_,CD*KHA_06_,CD*KHA_09_,CD*KHA_12_,CD*KHA_14_,CD*KHA_15_,CD*KHA_16_,CD*KHA_17_,CD*KHA_19_,CD*KHA_20_
1738,0,1234.51220703125,1266.8812255859375,0,1688.8607177734375,0,0,0,0,1284.59423828125
1739,0,1066.70703125,743.5199584960938,0,1494.16943359375,0,0,0,0,1042.10986328125
1740,0,1266.3861083984375,721.8836669921875,0,1368.985107421875,0,0,0,0,1293.06982421875
1741,0,1296.800048828125,638.6825561523438,0,1517.3817138671875,0,0,0,0,1408.875732421875
1742,0,2159.631591796875,908.8723754882812,0,2601.5537109375,0,0,0,0,1783.9586181640625
1743,0,1176.1202392578125,632.8296508789062,0,1488.75244140625,0,0,0,0,1368.9659423828125
1744,0,1212.936767578125,420.70135498046875,0,1329.5628662109375,0,684.9337158203125,0,0,1388.3778076171875
1745,0,1209.9617919921875,466.77105712890625,0,1390.3277587890625,0,0,0,0,1128.1102294921875
1746,629.0370483398438,1144.336181640625,273.68634033203125,0,1325.7154541015625,0,172.89427185058594,0,0,1330.204345703125
1747,1079.4044189453125,1025.0418701171875,305.5215148925781,0,1205.771728515625,0,1120.528076171875,0,0,1244.9346923828125
1748,836.1784057617188,1077.11767578125,557.15185546875,0,1318.283447265625,0,408.5530090332031,0,0,1232.929931640625
1749,963.6370849609375,1089.829833984375,476.2227783203125,0,1541.2120361328125,0,687.4503173828125,0,0,1354.1092529296875
1750,977.0316162109375,1212.221923828125,534.218505859375,0,1306.0635986328125,0,1037.6046142578125,0,0,1352.4300537109375
1751,1173.416748046875,1352.060302734375,678.8385009765625,0,1542.4368896484375,0,984.5068359375,0,0,1449.14208984375
1752,1135.4471435546875,1218.9920654296875,500.8153381347656,0,1169.33251953125,0,867.19921875,0,0,1463.917724609375
1753,1009.3572387695312,1145.05029296875,739.8341064453125,0,1150.974609375,0,1000.965087890625,0,0,1331.026123046875
1754,1013.6962280273438,897.7216796875,632.8821411132812,0,1378.0526123046875,0,1202.8306884765625,0,0,1345.5633544921875
1755,1117.8408203125,675.3009643554688,843.6002197265625,0,1637.2752685546875,0,1237.755126953125,0,0,1427.5615234375
1756,990.0740966796875,391.53240966796875,712.9078979492188,0,1298.6865234375,0,1086.6251220703125,0,0,1442.1959228515625
1757,868.8656616210938,710.183349609375,552.0866088867188,0,1152.8524169921875,0,1022.1409912109375,0,0,1563.591796875
1758,1322.0277099609375,534.2864379882812,612.165771484375,0,1497.14013671875,0,1345.457275390625,0,0,1543.6851806640625
1759,964.693115234375,616.1063232421875,680.12158203125,0,1272.9263916015625,0,1260.01953125,0,0,1537.2637939453125
1760,1132.8245849609375,717.1084594726562,1121.1864013671875,0,2199.63720703125,0,1241.8656005859375,0,0,1876.2540283203125
1761,902.95751953125,920.3536376953125,871.2743530273438,2376.751708984375,1597.1131591796875,0,1129.344482421875,0,0,1302.705078125
1762,1064.2896728515625,988.2094116210938,455.0228271484375,2323.6435546875,1249.32861328125,0,998.6705322265625,0,0,1232.1695556640625
1763,1092.5767822265625,1159.0970458984375,355.7550964355469,2371.997802734375,1155.5855712890625,0,1006.2608032226562,0,0,1492.7972412109375
1764,1214.6939697265625,1048.0567626953125,622.9845581054688,2045.6781005859375,1289.1300048828125,0,973.192138671875,0,0,1176.2730712890625
1765,853.625732421875,977.813232421875,589.1865234375,1808.859375,1037.92138671875,0,1038.6768798828125,0,0,1271.015380859375
1766,1132.6326904296875,1062.7530517578125,676.6453857421875,1755.8358154296875,1131.887451171875,0,1092.0191650390625,0,0,1402.0906982421875
1767,1054.2882080078125,951.8854370117188,549.7474365234375,215712.421875,1051.7462158203125,0,1243.841064453125,0,0,1510.3876953125
1768,1207.66064453125,956.8168334960938,675.8733520507812,1770.73583984375,1162.7069091796875,0,1135.9248046875,0,0,1352.576416015625
1769,1260.7705078125,994.9515380859375,822.7208251953125,1795.4512939453125,1211.669921875,0,1498.3480224609375,0,0,1244.4090576171875
1770,1202.7088623046875,1154.870849609375,681.5640869140625,2028,1161.8892822265625,0,1257.652099609375,0,0,1388.1488037109375
1771,1551.2091064453125,1308.4951171875,799.7717895507812,2132.6416015625,1413.29345703125,0,1689.4642333984375,0,0,1805.3236083984375
1772,1161.426513671875,946.995849609375,631.4070434570312,1680.501220703125,1339.0938720703125,0,1435.2481689453125,0,0,1327.49755859375
1773,1215.0592041015625,1341.3292236328125,1149.2596435546875,1777.4771728515625,1525.962158203125,0,1429.006591796875,0,0,1124.662841796875
1774,1080.90966796875,889.6026611328125,613.9708862304688,1799.2369384765625,1085.50048828125,0,1122.2152099609375,0,0,1191.9637451171875
1775,1118.901123046875,926.5934448242188,705.8704223632812,1719.76513671875,1072.6668701171875,0,1311.62255859375,0,0,1381.4322509765625
1776,1284.19677734375,1062.2734375,913.1210327148438,1818.94091796875,1264.6947021484375,0,1584.51220703125,0,0,1579.0919189453125
1777,1146.4036865234375,1087.8232421875,816.027587890625,1481.7138671875,1178.4825439453125,0,1392.61083984375,0,0,1374.1446533203125
1778,1023.7169799804688,987.2066040039062,819.0822143554688,1529.8612060546875,1121.068603515625,0,1320.791015625,0,0,1377.7301025390625
1779,984.0582885742188,873.1746215820312,657.2146606445312,1475.12158203125,1022.0648803710938,0,1276.9466552734375,0,0,1325.66552734375
1780,1268.9708251953125,1003.15283203125,944.685302734375,1540.71435546875,1071.1883544921875,0,1499.4437255859375,0,0,1454.2679443359375
1781,1039.160400390625,1035.214111328125,928.5714111328125,1474.21630859375,1158.9420166015625,0,1290.48681640625,0,0,1274.71875
1782,1156.6591796875,919.696044921875,755.0081176757812,1515.2164306640625,1119.690185546875,0,1432.60888671875,0,0,1145.5565185546875
1783,1038.900146484375,823.3833618164062,657.0669555664062,1309.386474609375,1047.1231689453125,0,1032.7701416015625,0,0,1037.8533935546875
1784,1022.0361938476562,874.0110473632812,683.2724609375,1315.02294921875,972.689697265625,0,1010.6397094726562,0,0,1176.878173828125
1785,1137.434326171875,705.5791015625,623.2559814453125,1473.662841796875,938.1656494140625,0,1287.6339111328125,0,0,1139.11376953125
1786,1403.569091796875,1111.00048828125,853.2404174804688,1373.04931640625,1248.9696044921875,0,1466.4678955078125,0,0,1185.9627685546875
1787,1018.5330810546875,746.7610473632812,634.8154907226562,1244.3785400390625,955.6332397460938,0,1198.137939453125,0,0,1064.5201416015625
1788,1113.877685546875,795.87890625,677.6468505859375,1263.814697265625,1111.293701171875,0,1102.7889404296875,0,0,1025.602294921875
1789,1117.010009765625,803.0390014648438,601.11181640625,1202.068115234375,1018.5015869140625,0,1176.64453125,0,0,1037.07763671875
1790,1203.013916015625,974.6334228515625,671.0960693359375,1326.54248046875,0,0,1342.5958251953125,0,0,1196.5040283203125
1791,1367.3994140625,1425.5968017578125,710.8088989257812,1466.2352294921875,0,0,1407.5576171875,0,0,1287.839599609375
1792,1257.4678955078125,1300.636474609375,685.0317993164062,1593.8701171875,0,0,1085.0191650390625,0,1802.601318359375,1143.8092041015625
1793,1017.93994140625,969.8159790039062,610.2911376953125,1144.0963134765625,0,0,851.6071166992188,0,1509.01123046875,854.1905517578125
1794,970.8469848632812,997.8082885742188,826.4978637695312,1083.7054443359375,325.525634765625,0,1143.136962890625,0,1452.3924560546875,906.6626586914062
1795,1061.177734375,939.8065795898438,1018.656494140625,1325.9151611328125,496.7467346191406,0,754.6950073242188,0,1641.817138671875,1011.68017578125
1796,1079.0048828125,981.1951293945312,930.519775390625,1125.603271484375,98.34793853759766,0,497.5791320800781,0,1477.856201171875,961.0560913085938
1797,1116.7239990234375,1008.103759765625,979.4962158203125,1238.7864990234375,142.4728546142578,0,373.21099853515625,0,1517.1695556640625,926.2669067382812
1798,1377.8583984375,1370.1837158203125,1171.0380859375,1324.60302734375,76.66771697998047,0,331.86083984375,0,1773.3817138671875,997.6592407226562
1799,1191.8026123046875,958.5291748046875,911.84716796875,1250.4249267578125,136.67636108398438,0,160.6537628173828,0,1591.1136474609375,789.3345947265625
1800,1745.3055419921875,1322.78173828125,1178.5440673828125,1498.3778076171875,36.35293197631836,0,0,0,2115.44580078125,1121.3931884765625
1801,1054.129638671875,1062.1484375,1042.8016357421875,1413.73828125,205.5174102783203,0,0,0,2030.7891845703125,896.4265747070312
1802,1045.6810302734375,945.3055419921875,895.2300415039062,1212.869873046875,279.07794189453125,0,0,0,1583.070556640625,814.0371704101562
1803,1008.7146606445312,980.5472412109375,1019.3529663085938,1313.101318359375,781.3158569335938,0,0,0,1438.3583984375,810.482421875
1804,1112.122802734375,1048.1412353515625,814.0230712890625,1274.29296875,840.56689453125,0,0,0,1427.74072265625,733.7239379882812
1805,976.3501586914062,958.3641357421875,887.7269287109375,1153.3641357421875,760.873779296875,0,0,0,1427.383056640625,788.9631958007812
1806,1049.428955078125,959.898681640625,782.264404296875,1061.5472412109375,664.3756713867188,0,0,0,1335.9779052734375,750.9459228515625
1807,1494.938232421875,1493.565673828125,1111.93017578125,1293.975341796875,859.3674926757812,0,0,0,1562.8699951171875,928.098388671875
1808,1113.7431640625,1024.0643310546875,886.08251953125,1202.219970703125,649.0388793945312,0,0,0,1373.533935546875,952.4097290039062
1809,1172.5814208984375,994.636962890625,1039.1666259765625,1346.93359375,950.9307861328125,0,0,0,1703.88916015625,917.4472045898438
1810,1118.2802734375,1367.265380859375,1002.3626708984375,1031.4044189453125,894.2294311523438,0,0,0,1631.61328125,927.4859619140625
1811,914.148193359375,892.3019409179688,745.3402709960938,1215.5723876953125,817.0115356445312,0,9.429533958435059,0,1456.6995849609375,663.5158081054688
1812,1568.164306640625,1460.8701171875,972.9601440429688,1144.220947265625,875.5443725585938,0,166.80511474609375,0,1658.3583984375,973.7809448242188
1813,825.593017578125,939.843505859375,963.2353515625,1149.377197265625,963.0156860351562,0,307.5396728515625,0,1392.5657958984375,692.1485595703125
1814,786.3893432617188,918.7083129882812,702.7066650390625,1049.3988037109375,648.9309692382812,0,172.04698181152344,0,1487.5377197265625,723.11572265625
1815,1005.5717163085938,1224.2828369140625,930.0802001953125,1517.94287109375,676.0198974609375,0,245.13320922851562,0,1560.165283203125,710.9116821289062
1816,1124.48779296875,1193.4815673828125,1038.6385498046875,1343.6385498046875,771.0059814453125,0,256.7307434082031,0,1616.3974609375,1097.6160888671875
1817,1056.79736328125,1111.2244873046875,929.51904296875,1420.5076904296875,897.6318359375,0,285.4132080078125,0,1560.533935546875,896.3655395507812
1818,823.637451171875,1126.2501220703125,740.204833984375,1398.584228515625,732.0442504882812,0,162.36155700683594,0,1434.6810302734375,801.5081787109375
1819,1231.7542724609375,1305.3380126953125,957.328369140625,1037.6640625,1062.83544921875,0,173.09451293945312,0,1767.8743896484375,1694.5328369140625
1820,902.96142578125,1244.1112060546875,994.0767211914062,1304.3153076171875,954.95263671875,0,161.54769897460938,0,1403.4029541015625,815.0125732421875
1821,862.69091796875,1058.1768798828125,819.3778686523438,1067.2379150390625,782.515625,0,287.4753723144531,0,1262.27001953125,752.51416015625
1822,777.3935546875,972.7041625976562,810.8370361328125,1141.7252197265625,897.0943603515625,0,255.19236755371094,0,1419.06396484375,828.3292846679688
1823,809.4860229492188,1111.765869140625,969.69189453125,1286.248779296875,653.8574829101562,0,126.27381134033203,0,1622.8541259765625,861.1580200195312
1824,880.8985595703125,1210.269775390625,1115.504150390625,1187.5247802734375,1090.2498779296875,0,192.92044067382812,0,1507.0772705078125,923.9093017578125
1825,1805.93359375,1463.2744140625,0,1305.4549560546875,455.2945556640625,0,464.1914978027344,0,1775.910888671875,1954.2213134765625
1826,850.2864379882812,946.67431640625,1092.9786376953125,1117.565185546875,903.85107421875,0,280.6119384765625,0,1489.4527587890625,889.41015625
1827,638.908447265625,719.834228515625,921.849609375,1208.5201416015625,883.6024780273438,0,455.3900451660156,0,1755.765869140625,676.9583740234375
1828,1152.06005859375,830.121337890625,847.49658203125,1100.4874267578125,722.1709594726562,0,126.75298309326172,0,1316.2890625,817.88818359375
1829,1360.8663330078125,903.335693359375,1138.0906982421875,1259.5555419921875,1080.451416015625,0,130.3983612060547,0,1375.3973388671875,964.9989013671875
1830,1360.2037353515625,2428.04541015625,1477.6326904296875,2095.648193359375,1150.1781005859375,0,142.94015502929688,0,1340.7042236328125,1360.8746337890625
1831,909.1006469726562,863.80908203125,929.0269775390625,1137.256103515625,577.4522094726562,0,263.9889221191406,0,1115.4381103515625,722.6121826171875
1832,1029.126220703125,921.43994140625,1002.6206665039062,1164.1279296875,907.4400024414062,0,351.04254150390625,0,1304.115234375,794.0952758789062
1833,1316.223388671875,917.9722900390625,1704.7801513671875,1349.0595703125,1182.87109375,0,0,0,1316.36572265625,928.8524780273438
1834,1038.284912109375,977.6564331054688,1037.5478515625,1148.7493896484375,724.384521484375,0,0,2454.424072265625,1301.2239990234375,864.0336303710938
1835,958.492431640625,858.9334716796875,872.8795166015625,1186.8516845703125,709.1680297851562,0,164.23504638671875,3211.447265625,1225.7921142578125,769.7460327148438
1836,997.2781982421875,968.6068115234375,978.5130615234375,1137.561767578125,718.4212646484375,0,0,2832.395751953125,1137.4443359375,722.0377807617188
1837,1182.6883544921875,1112.921875,1280.8763427734375,1138.5318603515625,1100.4832763671875,0,1145.4503173828125,3034.6806640625,1346.1768798828125,823.0874633789062
1838,1433.187255859375,1366.8228759765625,1289.410888671875,1829.1644287109375,845.4495849609375,0,920.5909423828125,2716.55908203125,1257.6656494140625,828.7186889648438
1839,842.1378784179688,790.7413940429688,982.0718994140625,1060.0010986328125,900.0210571289062,0,788.5721435546875,2638.86328125,1154.8458251953125,700.9742431640625
1840,857.5824584960938,846.162841796875,924.7882080078125,1012.9642944335938,732.5986938476562,0,274.3257141113281,3017.5185546875,983.1799926757812,707.8137817382812
1841,828.7772216796875,972.9935302734375,780.5033569335938,850.9915161132812,807.4478759765625,0,364.2858581542969,2667.026123046875,0,801.4566040039062
1842,823.3060913085938,927.3062133789062,845.39599609375,846.60888671875,734.1216430664062,0,192.889892578125,2443.708740234375,0,591.2312622070312
1843,964.843994140625,966.1260986328125,1068.6787109375,1206.831787109375,904.7710571289062,0,0,2595.25146484375,0,868.1324462890625
1844,1291.927001953125,811.4022216796875,956.2094116210938,1164.321533203125,811.0098876953125,0,295.78057861328125,2152.162841796875,0,951.949462890625
1845,1076.2598876953125,1047.9315185546875,1164.517333984375,1294.5411376953125,860.0726928710938,0,187.91383361816406,2063.2958984375,0,905.2525634765625
1846,910.6358642578125,997.790283203125,793.97216796875,1100.185546875,662.4829711914062,0,169.69512939453125,1734.14208984375,0,775.9415283203125
1847,952.1023559570312,1126.458740234375,1025.957275390625,1309.7294921875,854.7116088867188,0,131.23355102539062,2273.71923828125,0,667.7311401367188
1848,1105.932861328125,1475.2020263671875,1019.0188598632812,1271.0272216796875,740.71435546875,0,223.0615997314453,2072.90966796875,0,777.6361694335938
1849,991.5743408203125,1428.1361083984375,202.01316833496094,1635.5670166015625,907.9791259765625,0,604.163818359375,2638.100830078125,0,815.24072265625
1850,751.5498046875,849.1248779296875,867.1845092773438,1420.9757080078125,794.8150634765625,0,307.5729675292969,2258.3427734375,0,553.1881713867188
1851,1103.878662109375,1016.7782592773438,968.2691650390625,1259.1572265625,959.3820190429688,0,411.3556213378906,2634.490234375,0,792.1492309570312
1852,797.3241577148438,944.481201171875,722.1046752929688,1290.9375,764.5444946289062,0,459.01519775390625,1983.7115478515625,0,642.8068237304688
1853,795.2669067382812,919.8873291015625,710.9404907226562,1185.3411865234375,777.140380859375,0,491.94830322265625,2360.70458984375,0,539.002197265625
1854,1059.481201171875,949.2939453125,815.1837158203125,1166.5693359375,865.4511108398438,0,458.6434631347656,2072.40625,1198.05810546875,543.5406494140625
1855,1292.8509521484375,840.8333129882812,723.2283935546875,1180.8729248046875,828.1351928710938,0,564.0966796875,2305.889404296875,1174.0992431640625,561.825439453125
1856,1088.9866943359375,964.7540893554688,674.987060546875,1115.497314453125,728.2794189453125,0,686.5973510742188,2147.04638671875,963.7139892578125,624.208984375
1857,889.6502075195312,920.7202758789062,761.0933227539062,866.9729614257812,622.349853515625,0,413.6480407714844,1965.6566162109375,0,424.3212890625
1858,724.8795776367188,638.4492797851562,713.8458862304688,834.9974975585938,552.6422119140625,0,541.36669921875,1814.351318359375,775.5584106445312,315.3611145019531
1859,978.2529296875,995.7650756835938,931.5140991210938,1182.0341796875,782.21484375,0,495.4964599609375,1937.97998046875,1049.8857421875,333.6368103027344
1860,920.6663818359375,732.7600708007812,670.9074096679688,987.384033203125,626.1033935546875,0,455.8971252441406,1642.76123046875,868.5255126953125,408.1873779296875
1861,858.2434692382812,682.6314697265625,828.8003540039062,959.7463989257812,719.9842529296875,0,496.5309753417969,1759.3612060546875,883.7224731445312,300.29620361328125
1862,914.88916015625,698.8604125976562,717.47314453125,987.0720825195312,729.7227783203125,0,505.7984619140625,1562.246826171875,808.933349609375,139.40802001953125
1863,941.5028686523438,865.585205078125,801.3353271484375,1017.0460205078125,698.3079833984375,0,571.645263671875,1572.2247314453125,843.4111328125,102.15821075439453
1864,829.6793823242188,769.47265625,865.5996704101562,1053.258544921875,809.4717407226562,0,0,1571.2222900390625,851.3406982421875,142.05313110351562
1865,842.2843017578125,890.4724731445312,765.3286743164062,1071.5830078125,868.508056640625,0,762.1881103515625,1579.693359375,906.071533203125,247.8358917236328
1866,953.6172485351562,839.6738891601562,983.3192138671875,1194.7906494140625,974.8121948242188,0,952.6026611328125,1638.4979248046875,1220.1912841796875,355.4477233886719
1867,1176.6224365234375,1348.8134765625,1359.7689208984375,1387.232177734375,1118.772216796875,0,1292.31982421875,1845.998046875,1221.4732666015625,472.74481201171875
1868,887.55078125,829.6309814453125,794.43212890625,1077.0076904296875,827.6256713867188,0,867.50537109375,1382.0224609375,873.8323974609375,406.94232177734375
1869,1099.2225341796875,755.0458984375,197.28030395507812,1377.8094482421875,1122.95947265625,0,921.5906982421875,1714.259765625,1431.8900146484375,666.1838989257812
1870,1259.374755859375,1225.3992919921875,905.2302856445312,1751.149169921875,1133.6053466796875,0,1081.7366943359375,1739.8446044921875,1593.3634033203125,499.6899719238281
1871,887.8461303710938,776.7630004882812,727.9083251953125,1070.2674560546875,815.405029296875,0,884.6259155273438,1405.093505859375,964.430908203125,416.827880859375
1872,1093.8978271484375,970.1969604492188,952.220703125,1129.0992431640625,1008.9989013671875,0,1075.6685791015625,1449.9376220703125,896.505859375,474.6456604003906
1873,1504.1103515625,898.359619140625,832.1813354492188,1099.3564453125,919.392578125,0,1097.8472900390625,1429.171875,1040.551025390625,622.349609375
1874,1205.88720703125,795.15771484375,261.468994140625,1111.9454345703125,1063.7469482421875,0,1047.6927490234375,1406.06689453125,1080.4595947265625,566.0679321289062
1875,704.5795288085938,819.6251220703125,709.5042114257812,1003.6190795898438,1027.9700927734375,0,763.07861328125,1216.3966064453125,717.1883544921875,530.8425903320312
1876,971.5640869140625,788.30859375,895.9297485351562,1139.78466796875,779.9305419921875,0,1010.2575073242188,1456.302978515625,909.739501953125,597.6296997070312
1877,782.358642578125,722.5291137695312,684.1055297851562,1064.8079833984375,666.1228637695312,0,816.5914306640625,1343.8607177734375,763.6254272460938,566.1271362304688
1878,494.51531982421875,667.9764404296875,663.1553344726562,1107.3140869140625,648.4708251953125,0,771.4267578125,1466.4849853515625,743.1162719726562,755.0610961914062
1879,237.66299438476562,760.7903442382812,758.2832641601562,1111.799072265625,715.5033569335938,0,766.4637451171875,1207.5538330078125,616.66015625,922.5820922851562
1880,479.4194030761719,777.0355834960938,594.82568359375,997.8182983398438,714.0074462890625,0,700.8117065429688,1201.6744384765625,661.8413696289062,1087.882080078125
1881,652.5236206054688,738.3007202148438,851.3116455078125,987.0615234375,946.8162231445312,0,1061.6474609375,1367.300537109375,650.5350341796875,1340.602783203125
1882,676.7993774414062,695.3261108398438,704.7625732421875,1115.6624755859375,825.1663818359375,0,881.1346435546875,1227.4764404296875,441.1446838378906,1412.6148681640625
1883,736.4988403320312,773.5574951171875,633.2108154296875,904.8943481445312,855.5963745117188,0,982.3777465820312,1226.208740234375,381.16705322265625,1318.6806640625
1884,774.0865478515625,500.8352355957031,1043.8568115234375,1094.7120361328125,1249.45556640625,0,1008.5833129882812,1283.435546875,512.7069091796875,1096.765625
1885,708.6364135742188,1041.38232421875,1377.3089599609375,0,1032.1536865234375,0,956.8511352539062,1330.100341796875,556.9410400390625,1249.21630859375
1886,935.866455078125,690.8469848632812,1038.0703125,0,1034.39697265625,0,1000.3379516601562,1376.833984375,413.6816101074219,1199.9490966796875
1887,687.9927978515625,741.7446899414062,640.2725830078125,0,852.8763427734375,0,840.5477294921875,1279.569580078125,314.8482360839844,1084.406494140625
1888,599.9407348632812,624.0292358398438,88.61461639404297,0,745.8864135742188,0,735.6347045898438,1170.6431884765625,329.32366943359375,1109.0137939453125
1889,594.956787109375,1107.4462890625,0,0,1004.980224609375,0,1004.9945068359375,1342.0142822265625,222.83885192871094,955.3309936523438
1890,673.1846923828125,697.3145751953125,0,0,896.3719482421875,0,754.89990234375,1193.4451904296875,306.9416809082031,978.8805541992188
1891,606.3193969726562,867.2996826171875,0,0,782.2134399414062,0,800.4175415039062,1075.072509765625,375.0855407714844,1161.97607421875
1892,855.0724487304688,1034.07666015625,0,0,867.8001098632812,0,868.1303100585938,1229.5081787109375,0,1275.4422607421875
1893,700.5797729492188,812.0504150390625,0,0,876.700927734375,0,783.5926513671875,1070.3668212890625,275.2907409667969,1207.527099609375
1894,649.305419921875,819.643798828125,0,0,852.404296875,0,778.1018676757812,1168.554443359375,23.630878448486328,1045.5445556640625
1895,629.9283447265625,761.400390625,0,0,807.8692016601562,0,703.5614013671875,1105.908203125,144.48602294921875,744.0697021484375
1896,681.3147583007812,649.2969360351562,0,0,744.3721313476562,0,678.9716186523438,1077.5511474609375,157.57357788085938,749.947998046875
1897,608.72314453125,779.5810546875,0,0,754.3942260742188,0,795.265625,1068.491455078125,224.3748779296875,656.65380859375
1898,900.304931640625,772.8670043945312,0,0,976.6681518554688,0,1066.2972412109375,1026.138427734375,157.60479736328125,698.6310424804688
1899,596.3419189453125,839.5162353515625,0,0,904.3866577148438,0,863.210205078125,995.2119750976562,297.1788635253906,768.3038330078125
1900,655.4376831054688,1169.150390625,0,0,917.240234375,0,1032.7760009765625,1494.334716796875,365.0715637207031,832.4235229492188
1901,651.0132446289062,695.904052734375,0,0,947.0381469726562,0,841.874755859375,997.7495727539062,225.7686767578125,613.2061767578125
1902,689.437744140625,809.0712280273438,0,0,925.2374877929688,0,737.6674194335938,938.3551025390625,163.93040466308594,661.7025146484375
1903,320.1771240234375,1034.1004638671875,0,0,940.3394775390625,0,766.2988891601562,1009.703125,386.0120544433594,715.6765747070312
1904,411.1851806640625,808.8351440429688,0,0,891.1912841796875,0,733.1046142578125,993.7421264648438,428.7756042480469,760.6364135742188
1905,361.0775146484375,977.3381958007812,0,1392.815673828125,966.8642578125,0,985.0725708007812,1177.9219970703125,388.190185546875,925.3922119140625
1906,279.2879638671875,636.08642578125,0,1299.40087890625,864.0323486328125,0,718.8446044921875,896.0567626953125,372.2755432128906,712.3639526367188
1907,248.29579162597656,602.313720703125,0,1179.6705322265625,860.4337768554688,0,739.9440307617188,835.4618530273438,252.34385681152344,707.6754760742188
1908,297.26312255859375,672.8417358398438,0,1146.2652587890625,716.6932983398438,0,764.2898559570312,949.1310424804688,407.1322021484375,722.4934692382812
1909,379.41253662109375,1174.867431640625,0,1115.54296875,728.655517578125,0,554.0466918945312,1022.7385864257812,374.73388671875,625.6163330078125
1910,492.8217468261719,747.5296020507812,0,1446.1748046875,560.229736328125,0,522.1840209960938,996.3118286132812,214.9608612060547,675.144775390625
1911,329.6988525390625,748.6290283203125,0,972.7905883789062,616.9630737304688,0,490.4021301269531,1027.3421630859375,408.86798095703125,672.8916015625
1912,769.3406982421875,736.91064453125,0,1484.902099609375,895.7616577148438,0,852.6587524414062,1252.2379150390625,617.5443725585938,609.24267578125
