year,Dh2KHA_03_,Dh2KHA_06_,Dh2KHA_09_,Dh2KHA_12_,Dh2KHA_14_,Dh2KHA_15_,Dh2KHA_16_,Dh2KHA_17_,Dh2KHA_19_,Dh2KHA_20_
1778,22.83846664428711,23.21065902709961,22.28287124633789,19.80795669555664,21.90605354309082,19.839523315429688,16.848886489868164,0,0,17.11472511291504
1779,24.492101669311523,24.579355239868164,24.736286163330078,20.276695251464844,24.046321868896484,17.648345947265625,19.650310516357422,0,0,19.279666900634766
1780,23.0928897857666,23.871912002563477,22.515092849731445,20.268081665039062,22.583526611328125,21.422847747802734,19.494340896606445,0,0,19.083202362060547
1781,24.806169509887695,23.591310501098633,22.953670501708984,20.013500213623047,21.777273178100586,22.053668975830078,19.82363510131836,0,0,21.577651977539062
1782,22.160127639770508,24.0372371673584,23.605741500854492,19.367605209350586,22.00151824951172,22.16806411743164,18.642744064331055,0,0,22.092227935791016
1783,23.89130401611328,24.957469940185547,26.594484329223633,22.00016975402832,23.738872528076172,24.90984344482422,21.78101348876953,0,0,22.48984146118164
1784,22.737747192382812,24.98646354675293,23.957120895385742,20.860668182373047,23.969173431396484,21.280691146850586,17.387296676635742,0,0,19.927698135375977
1785,18.86397361755371,24.678390502929688,22.28068733215332,20.468263626098633,23.75503158569336,22.2392578125,17.847654342651367,0,0,19.999223709106445
1786,20.042295455932617,20.951435089111328,20.344772338867188,22.044601440429688,22.08142852783203,22.39325523376465,19.20956039428711,0,0,19.222270965576172
1787,21.78079605102539,24.91077423095703,28.465679168701172,22.5989990234375,23.39607048034668,24.982534408569336,20.741987228393555,0,0,21.91221809387207
1788,21.060319900512695,24.460886001586914,27.03769874572754,22.14339828491211,22.31525230407715,25.879039764404297,21.65036392211914,0,0,22.963237762451172
1789,20.80052375793457,23.798391342163086,27.578290939331055,22.318586349487305,23.528730392456055,24.044727325439453,18.980913162231445,0,0,21.660579681396484
1790,21.04759979248047,22.106143951416016,27.95254135131836,21.510787963867188,0,20.63210105895996,19.782222747802734,0,0,20.1649112701416
1791,19.3968505859375,21.06104850769043,25.98506736755371,19.40117645263672,0,17.590322494506836,17.96851348876953,0,0,18.492034912109375
1792,19.629919052124023,21.51548194885254,25.597780227661133,19.779420852661133,0,19.69739532470703,20.327388763427734,0,17.343244552612305,19.747228622436523
1793,20.44370460510254,25.60003089904785,26.782785415649414,22.356950759887695,0,20.57332420349121,21.289213180541992,0,19.012046813964844,21.296382904052734
1794,21.739032745361328,24.89577293395996,27.184383392333984,23.84814453125,23.541059494018555,20.059783935546875,21.19813346862793,0,19.549114227294922,21.24469757080078
1795,21.07018280029297,24.092147827148438,24.579999923706055,22.005659103393555,22.281160354614258,22.229856491088867,23.02782440185547,0,19.143115997314453,20.004493713378906
1796,21.561660766601562,24.225299835205078,26.058446884155273,25.261388778686523,26.85753059387207,23.593029022216797,23.70464324951172,0,20.460052490234375,20.568859100341797
1797,21.0938720703125,23.494842529296875,25.37287139892578,25.258155822753906,26.98780632019043,21.687196731567383,23.9703311920166,0,20.15654754638672,20.87681007385254
1798,20.747451782226562,21.851533889770508,23.61083984375,24.845048904418945,25.20279884338379,19.93231964111328,20.589601516723633,0,18.669095993041992,20.38396453857422
1799,21.10641098022461,24.578521728515625,27.493879318237305,25.224712371826172,27.96139907836914,23.401180267333984,30.880229949951172,0,19.99457359313965,22.697433471679688
1800,18.152225494384766,21.079633712768555,23.038753509521484,23.0250244140625,22.02136993408203,21.29923439025879,0,0,16.034954071044922,19.79854965209961
1801,21.104778289794922,25.04894256591797,24.796672821044922,23.35767364501953,27.405277252197266,22.751861572265625,0,0,16.936180114746094,20.296260833740234
1802,20.897645950317383,25.40843391418457,26.30577278137207,25.25389289855957,28.275894165039062,23.968395233154297,0,0,19.659687042236328,22.052127838134766
1803,21.24249267578125,24.879600524902344,24.107860565185547,22.629619598388672,23.59151840209961,23.211833953857422,0,0,18.716917037963867,21.603281021118164
1804,18.923566818237305,23.90715980529785,25.572845458984375,23.57984733581543,22.7486515045166,22.868030548095703,0,0,18.695894241333008,20.552698135375977
1805,21.52537727355957,24.90017318725586,25.55352210998535,24.55775260925293,25.606285095214844,26.916492462158203,0,0,19.734895706176758,22.004863739013672
1806,19.44068145751953,25.774715423583984,27.055307388305664,25.67241096496582,25.847064971923828,22.88102149963379,0,0,19.627500534057617,21.11880874633789
1807,17.249786376953125,19.715421676635742,18.299840927124023,24.38448143005371,21.636144638061523,23.42286491394043,0,0,19.95240592956543,19.651371002197266
1808,18.96518325805664,24.999818801879883,27.60122299194336,23.86591911315918,23.991802215576172,24.052902221679688,0,0,21.207853317260742,19.392778396606445
1809,19.416582107543945,25.203125,23.710535049438477,24.659982681274414,21.874645233154297,19.162639617919922,0,0,19.114521026611328,19.657245635986328
1810,19.655162811279297,21.673433303833008,24.86515235900879,23.115602493286133,21.966096878051758,22.77758026123047,0,0,16.897035598754883,19.4261417388916
1811,20.54383087158203,25.15949821472168,28.249483108520508,21.090465545654297,22.272401809692383,24.985963821411133,16.93512725830078,0,17.848289489746094,20.26661491394043
1812,19.31255340576172,22.660236358642578,19.924116134643555,21.53382110595703,19.116065979003906,6.661815166473389,26.09105110168457,0,19.308393478393555,18.76222801208496
1813,21.678564071655273,27.417877197265625,22.01911163330078,22.122928619384766,21.492618560791016,22.72000503540039,28.192413330078125,0,20.29588508605957,21.45704460144043
1814,22.99911117553711,26.4633846282959,26.582801818847656,22.427879333496094,23.152406692504883,22.83275604248047,26.807512283325195,0,19.23044776916504,20.964574813842773
1815,21.3221492767334,24.3218936920166,23.74250602722168,20.317873001098633,22.943115234375,22.754661560058594,25.770971298217773,0,19.28582191467285,21.31594467163086
1816,20.85551643371582,24.76355743408203,23.712841033935547,19.415132522583008,20.760772705078125,24.86135482788086,25.364482879638672,0,18.31382942199707,19.261512756347656
1817,20.82038688659668,26.088516235351562,25.301443099975586,18.720409393310547,22.616992950439453,23.077972412109375,23.025569915771484,0,17.999786376953125,20.07205581665039
1818,21.053316116333008,24.929275512695312,25.94233512878418,22.066539764404297,23.586727142333984,21.890869140625,26.783117294311523,0,18.606504440307617,18.842416763305664
1819,20.499996185302734,23.543903350830078,23.806970596313477,27.0273494720459,15.009818077087402,24.56904411315918,24.483861923217773,0,16.626285552978516,14.949005126953125
1820,21.706876754760742,24.89423942565918,24.640243530273438,21.64356803894043,18.169696807861328,15.556391716003418,27.399965286254883,0,19.153276443481445,20.541135787963867
1821,21.32548713684082,25.19495391845703,26.742141723632812,25.87037467956543,22.58504867553711,27.66303253173828,27.883872985839844,0,18.449094772338867,20.20003890991211
1822,23.74808692932129,26.313745498657227,26.192354202270508,25.889572143554688,22.210039138793945,27.420846939086914,26.365880966186523,0,17.80205726623535,19.94550895690918
1823,22.58283042907715,23.678302764892578,22.934959411621094,23.275724411010742,14.04871940612793,19.552278518676758,26.107500076293945,0,16.819538116455078,18.75077247619629
1824,23.03582763671875,24.2112979888916,23.93182945251465,22.14190101623535,20.05071449279785,14.104549407958984,19.171859741210938,0,18.040393829345703,20.565872192382812
1825,16.698328018188477,23.692508697509766,0,20.410409927368164,16.930126190185547,18.305912017822266,20.7258358001709,0,17.284738540649414,12.199674606323242
1826,23.693696975708008,26.43090057373047,23.316822052001953,24.775846481323242,19.110504150390625,16.229917526245117,27.229965209960938,0,18.149364471435547,20.539030075073242
1827,25.585268020629883,27.119773864746094,27.147504806518555,23.880796432495117,22.113813400268555,21.181089401245117,25.79771614074707,0,17.710508346557617,22.175308227539062
1828,22.150148391723633,22.97966957092285,26.433727264404297,25.342880249023438,22.55314064025879,27.832725524902344,29.295955657958984,0,19.546606063842773,19.76228904724121
1829,21.375822067260742,23.71295928955078,24.425588607788086,24.206756591796875,21.331809997558594,28.315200805664062,28.971237182617188,0,19.764949798583984,19.324594497680664
1830,20.808637619018555,11.83242416381836,16.814746856689453,18.213943481445312,15.7132568359375,29.797704696655273,22.267070770263672,0,18.171279907226562,18.75604820251465
1831,24.824195861816406,24.18033790588379,26.230634689331055,25.217830657958984,23.51508331298828,25.55763816833496,28.52077865600586,0,20.66474723815918,21.15580177307129
1832,24.751070022583008,24.191429138183594,26.79521369934082,24.86909294128418,21.238740921020508,29.89834976196289,27.632505416870117,0,20.27197265625,21.95486068725586
1833,22.182235717773438,24.922082901000977,14.578035354614258,23.554603576660156,18.80282211303711,0,0,0,20.02983283996582,20.98375701904297
1834,24.355487823486328,23.442852020263672,25.286319732666016,24.48333168029785,23.485557556152344,25.848106384277344,0,9.198577880859375,20.341312408447266,20.772981643676758
1835,24.21412467956543,25.556686401367188,26.70893096923828,23.497135162353516,24.129995346069336,28.290863037109375,36.53529357910156,11.504778861999512,20.957984924316406,22.093820571899414
1836,23.917112350463867,22.491188049316406,24.82616424560547,24.373842239379883,21.555776596069336,29.1749267578125,0,13.209880828857422,20.818700790405273,19.663272857666016
1837,24.546783447265625,25.285486221313477,22.98595428466797,25.616458892822266,19.739442825317383,31.775894165039062,33.892940521240234,12.433332443237305,21.63882827758789,19.915205001831055
1838,20.62083625793457,20.721214294433594,22.41645050048828,19.8820858001709,21.61310577392578,24.590778350830078,21.44228744506836,11.392882347106934,19.49319076538086,19.950206756591797
1839,25.99952507019043,24.536256790161133,25.648685455322266,25.538604736328125,23.20838165283203,30.348501205444336,17.797937393188477,13.397846221923828,21.767127990722656,23.2220516204834
1840,25.65180015563965,24.12325668334961,25.591732025146484,25.55678939819336,23.613296508789062,31.516746520996094,23.643157958984375,13.28513240814209,22.982959747314453,22.08404541015625
1841,24.13422203063965,21.365079879760742,27.255857467651367,26.279457092285156,25.132349014282227,31.032291412353516,28.235029220581055,12.462156295776367,0,20.237760543823242
1842,25.721914291381836,21.655010223388672,28.216259002685547,27.917905807495117,23.990703582763672,31.47763442993164,30.179738998413086,12.636341094970703,0,24.021541595458984
1843,22.618473052978516,21.894699096679688,22.857135772705078,25.38562774658203,21.269367218017578,0,0,13.25112247467041,0,20.5096492767334
1844,21.21842384338379,24.288774490356445,26.413021087646484,25.4235897064209,23.59621810913086,0,26.614261627197266,13.000765800476074,0,21.282400131225586
1845,21.89494514465332,21.819351196289062,24.218135833740234,24.46438217163086,22.356592178344727,0,28.82672119140625,12.060826301574707,0,20.08331298828125
1846,23.300317764282227,21.74146270751953,27.489198684692383,26.063566207885742,24.649616241455078,0,30.829540252685547,12.369382858276367,0,22.145118713378906
1847,25.129152297973633,23.005342483520508,23.99738121032715,25.041669845581055,21.91423988342285,0,29.91789436340332,13.85500431060791,0,23.927207946777344
1848,22.303531646728516,19.658859252929688,23.762449264526367,23.737567901611328,22.600332260131836,0,25.44004249572754,15.287328720092773,0,21.382665634155273
1849,22.756912231445312,21.40555191040039,21.476470947265625,18.949146270751953,17.726852416992188,25.175792694091797,16.835620880126953,15.509021759033203,0,19.786521911621094
1850,25.514497756958008,24.678054809570312,27.70022964477539,22.977075576782227,22.689041137695312,29.336883544921875,30.238637924194336,17.176467895507812,0,20.668304443359375
1851,22.602087020874023,21.970876693725586,25.423538208007812,24.818382263183594,21.713390350341797,23.87027931213379,27.64407730102539,15.987785339355469,0,18.411209106445312
1852,25.75634765625,22.992568969726562,27.930076599121094,22.74662208557129,23.94034194946289,22.861989974975586,28.97818946838379,15.850346565246582,0,20.325298309326172
1853,22.820995330810547,21.362306594848633,25.739694595336914,23.77103614807129,23.597278594970703,18.745512008666992,28.89516258239746,15.364103317260742,0,18.82857322692871
1854,23.26629638671875,21.540939331054688,24.337114334106445,25.562166213989258,22.23887825012207,18.48084259033203,29.687889099121094,17.649015426635742,14.505026817321777,19.854028701782227
1855,21.174165725708008,22.018465042114258,25.714462280273438,24.680763244628906,22.262081146240234,17.6938419342041,29.121702194213867,15.815359115600586,18.040624618530273,20.176166534423828
1856,21.783018112182617,20.600173950195312,25.104000091552734,24.17941665649414,23.113327026367188,17.776521682739258,28.64518165588379,16.7407169342041,23.1765193939209,19.414989471435547
1857,25.35382080078125,22.681852340698242,25.780202865600586,28.7016658782959,24.6365966796875,20.49604034423828,29.10858917236328,18.157527923583984,0,20.581298828125
1858,26.28845977783203,24.83080291748047,28.226543426513672,29.794368743896484,26.479694366455078,23.170808792114258,31.926692962646484,18.54937171936035,24.70796775817871,23.415441513061523
1859,22.596458435058594,22.696958541870117,25.583633422851562,24.53154754638672,22.65237045288086,18.620729446411133,25.610246658325195,17.488859176635742,21.98563575744629,22.123361587524414
1860,23.619985580444336,24.22598648071289,29.208250045776367,27.38259506225586,23.773988723754883,19.08431625366211,26.80750274658203,19.278120040893555,25.903093338012695,21.200674057006836
1861,24.596275329589844,24.868087768554688,26.977588653564453,27.02657127380371,25.54825210571289,21.23781394958496,26.902481079101562,19.252243041992188,25.40337371826172,22.23263168334961
1862,24.546152114868164,25.256481170654297,28.590307235717773,27.160009384155273,25.08492088317871,22.952104568481445,28.7281551361084,20.574695587158203,26.903457641601562,24.947237014770508
1863,21.038026809692383,21.081085205078125,26.057668685913086,26.162067413330078,24.827608108520508,17.533126831054688,29.185794830322266,19.909528732299805,25.263906478881836,24.145912170410156
1864,24.52227783203125,23.68655776977539,26.69676971435547,26.525789260864258,24.556772232055664,19.5306339263916,0,20.575790405273438,25.41958999633789,24.70745849609375
1865,25.39826011657715,22.040739059448242,27.55577850341797,24.39385986328125,23.271385192871094,18.26337432861328,22.059389114379883,20.360382080078125,25.263404846191406,26.5029296875
1866,24.040586471557617,22.820371627807617,24.381786346435547,24.692358016967773,22.92551040649414,21.855260848999023,22.0188045501709,20.927589416503906,23.593364715576172,27.901742935180664
1867,22.193201065063477,19.981019973754883,23.912485122680664,22.829505920410156,23.021854400634766,20.941205978393555,19.96112060546875,19.78984260559082,23.437427520751953,21.08084487915039
1868,25.484556198120117,22.876510620117188,28.3885555267334,25.324403762817383,24.799406051635742,22.2025203704834,23.29623794555664,21.448095321655273,26.25259780883789,26.024473190307617
1869,24.355018615722656,26.31083106994629,16.265666961669922,24.64058494567871,22.33380699157715,0,23.978618621826172,21.018932342529297,21.872743606567383,24.151762008666992
1870,20.81908416748047,20.622575759887695,26.37433624267578,17.084835052490234,20.882558822631836,25.993833541870117,22.33249282836914,19.365514755249023,19.531612396240234,23.38087272644043
1871,25.132251739501953,24.63405990600586,28.249887466430664,26.578889846801758,24.429180145263672,26.12189483642578,23.312341690063477,21.963891983032227,24.86004638671875,25.82895851135254
1872,23.390663146972656,23.094741821289062,24.84617042541504,25.139028549194336,22.394229888916016,24.311918258666992,21.75481605529785,21.35449981689453,26.53252410888672,26.844768524169922
1873,21.06475830078125,24.598764419555664,27.134641647338867,25.62240219116211,21.94407844543457,24.759836196899414,20.12369155883789,22.350631713867188,24.414817810058594,23.370101928710938
1874,25.0004940032959,23.861539840698242,25.013832092285156,24.129985809326172,18.397140502929688,24.500654220581055,22.65534210205078,22.866403579711914,24.649398803710938,25.714378356933594
1875,27.715768814086914,23.47502326965332,28.92369270324707,24.289514541625977,23.442237854003906,23.004636764526367,23.82847023010254,22.92035484313965,27.832324981689453,24.366052627563477
1876,25.589296340942383,24.855648040771484,24.603412628173828,22.856250762939453,24.977176666259766,25.025814056396484,22.37700080871582,21.74177360534668,26.741722106933594,24.427095413208008
1877,29.570709228515625,24.549652099609375,27.89525604248047,22.40033531188965,26.145544052124023,23.123411178588867,23.786884307861328,22.512104034423828,28.11655044555664,24.77338981628418
1878,10.309493064880371,18.828763961791992,28.651290893554688,21.507530212402344,26.821510314941406,22.151588439941406,24.32980728149414,20.97812271118164,29.04390525817871,23.416568756103516
1879,28.14166831970215,24.296165466308594,27.806236267089844,23.302644729614258,26.467313766479492,24.468013763427734,24.255168914794922,23.945369720458984,30.39246368408203,21.037389755249023
1880,22.685625076293945,22.475372314453125,29.246856689453125,25.537769317626953,25.74435043334961,21.82384490966797,25.279752731323242,23.529197692871094,29.35328483581543,17.58966827392578
1881,19.865747451782227,23.190587997436523,25.423654556274414,25.055925369262695,23.7375431060791,20.482667922973633,20.838441848754883,21.93718719482422,31.41364288330078,16.93179702758789
1882,20.85006332397461,22.817245483398438,28.538002014160156,23.264066696166992,26.212820053100586,23.341466903686523,23.906946182250977,22.913833618164062,31.782371520996094,18.663284301757812
1883,20.251983642578125,22.843814849853516,26.47172737121582,26.825347900390625,25.267955780029297,21.080768585205078,23.080551147460938,22.252634048461914,33.599761962890625,17.57394027709961
1884,23.9245548248291,24.097368240356445,24.075786590576172,26.98438262939453,16.359195709228516,24.853052139282227,22.506689071655273,22.199155807495117,29.51980209350586,21.438514709472656
1885,22.48465919494629,22.344179153442383,17.5252628326416,0,14.684759140014648,23.39961051940918,24.01492691040039,21.7005615234375,26.419315338134766,21.67621421813965
1886,20.778026580810547,22.620840072631836,25.399879455566406,0,23.797632217407227,24.593364715576172,22.79830551147461,21.2978458404541,30.331562042236328,20.382020950317383
1887,24.435836791992188,23.351764678955078,28.791522979736328,0,24.792295455932617,23.287748336791992,23.986717224121094,20.820152282714844,31.96892547607422,19.342809677124023
1888,24.52594566345215,21.667585372924805,27.02283477783203,0,25.787784576416016,22.591754913330078,24.9455623626709,21.906566619873047,30.117116928100586,17.21331024169922
1889,23.03386116027832,21.856136322021484,0,0,23.772689819335938,23.416357040405273,21.685365676879883,22.036571502685547,30.64108657836914,17.916433334350586
1890,22.87493324279785,22.330615997314453,0,0,25.707796096801758,24.694236755371094,25.179651260375977,22.632835388183594,33.91545867919922,19.521345138549805
1891,24.019733428955078,23.235363006591797,0,0,26.955507278442383,25.440319061279297,24.759950637817383,22.20248794555664,35.1802864074707,17.088430404663086
1892,19.897462844848633,21.030250549316406,0,0,24.45699119567871,22.49289894104004,23.59935188293457,20.48748016357422,0,16.893997192382812
1893,20.66769027709961,23.337923049926758,0,0,25.936525344848633,21.87180519104004,22.088354110717773,21.2208251953125,27.23876953125,17.828868865966797
1894,20.44720458984375,22.855623245239258,0,0,25.836559295654297,20.69452667236328,22.306652069091797,21.261991500854492,21.672006607055664,17.82608413696289
1895,23.717878341674805,25.631237030029297,0,0,25.2923641204834,20.47737693786621,24.241300582885742,22.10306167602539,24.50632095336914,18.818513870239258
1896,21.75123405456543,25.157028198242188,0,0,26.959125518798828,22.269784927368164,26.41560173034668,22.710493087768555,30.905731201171875,21.493139266967773
1897,18.453750610351562,25.30018424987793,0,0,28.26662254333496,21.21830177307129,26.41510009765625,21.27128791809082,31.29619598388672,19.08786964416504
1898,20.372766494750977,23.83123207092285,0,0,22.968360900878906,22.27960205078125,22.637861251831055,22.124343872070312,27.387731552124023,19.882017135620117
