year,MRadDistKHA_03_,MRadDistKHA_06_,MRadDistKHA_09_,MRadDistKHA_12_,MRadDistKHA_14_,MRadDistKHA_15_,MRadDistKHA_16_,MRadDistKHA_17_,MRadDistKHA_19_,MRadDistKHA_20_
1928,12434.390625,4618.8359375,0,7565.2421875,7230.84375,11192.78125,1615.9921875,2056.1953125,8374.84375,4153.796875
1929,13078.484375,4931.5859375,0,7910.140625,7598.2109375,11762.328125,2030.21875,2508.5234375,8737.953125,4451.6953125
1930,13589.8203125,5241.4140625,0,8447.6640625,8040.4296875,12451.9609375,2554.375,3077.5546875,9144.9375,4758.265625
1931,13816.921875,5465.7109375,0,8592.3203125,8202.015625,12554.1640625,2704.5390625,3377.25,9316.1640625,4893.1171875
1932,456.890625,5760.3046875,0,9067.53125,8609.2421875,13010.2578125,3068.0390625,3901.3828125,9645.1015625,5061.4921875
1933,1109.1953125,6067.609375,0,9586.125,8912.859375,13427.7578125,3471.4140625,4503.7265625,10009.46875,5381.9296875
1934,1587.1328125,6368.90625,0,10116.875,9267.421875,13615.421875,3863.1796875,5148.3671875,10363.2109375,5590.34375
1935,2124.6875,6642.09375,0,10486.6015625,9637.796875,13938.03125,4316.0546875,6023.90625,10889.375,5814.2578125
1936,2759.2421875,7000.5703125,0,10836.546875,10411.078125,1037.234375,4860.7109375,7157.4140625,11518.8125,6070.53125
1937,3232.3828125,7326.9921875,0,11164.109375,10837.828125,1372.875,5355.2109375,8131.9921875,11939.921875,6305.015625
1938,3527.3984375,7668.4921875,0,11601.9609375,11426.5,1782.0859375,5889.75,9084.203125,12315.03125,6512.640625
1939,4096.5,8064.265625,0,12076.34375,11895.390625,2533.3984375,6558.453125,10127.1171875,12990.984375,6894.359375
1940,4585.09375,8478.796875,0,12611.3046875,12316.8671875,3045.921875,7202.375,11115.375,13644.1015625,7205.5703125
1941,5377.4375,8978.7734375,238.4140625,13042.7109375,12920.0390625,3713.578125,7959.203125,394.8125,1796.296875,708.3046875
1942,5819.2265625,9326.109375,473.9609375,13476.953125,13267.796875,4141.125,8652.53125,1574.421875,3468.421875,1008
1943,6604.53125,9718.21875,739.7421875,782.8984375,13704.625,4700.25,9236.59375,2819.46875,4539.3515625,1444.5390625
1944,7176.6796875,10035.765625,859.8203125,1183.359375,986.40625,5071.96875,9603.0859375,3672.734375,5025.546875,1737.7578125
1945,7873.4375,10504.484375,1096.7265625,1758.828125,1481.9375,5796.5,10231.3203125,4870.015625,5562.9921875,2123.2421875
1946,8347.96875,10856.71875,1308.765625,2273.625,1938.7265625,6410.2734375,10698.0703125,5559.8984375,6148.7109375,2414.2421875
1947,8503.265625,10964.03125,1326.8203125,2643.3203125,2004.28125,6557.71875,10910.4765625,5745.5390625,6359.1640625,2489.0390625
1948,9055.4765625,11279.2734375,1525,3242.15625,2469.0078125,7220.640625,11538.140625,6618.640625,6877.609375,2676.3046875
1949,9231.1328125,11376.5078125,1577.046875,3689.0859375,2648.015625,7732.6015625,11885.6171875,6894.546875,7197.75,2769.84375
1950,9530.15625,11560.8046875,1643.4609375,4200.3671875,2868.5546875,8131.828125,12200.34375,7346.203125,7382.8359375,2923.0078125
1951,9806.3984375,11808.953125,1717.7890625,4904.9453125,3289.8984375,8640.6953125,1020.671875,7756.75,7686.15625,3076.8046875
1952,10123.4375,12061.921875,1852.21875,5372.515625,3496.921875,8907.296875,1329.3828125,8174.7109375,7894.1171875,3237.7421875
1953,10592.2734375,12384.71875,2046.171875,6072.5703125,3999.8046875,9549.546875,1901.3359375,972.53125,8392.6328125,3424.2265625
1954,10854.609375,12621.4375,2131.4921875,6280.890625,4163.609375,9810.5546875,2189.84375,1433.5078125,8623.1171875,3517.8046875
1955,293.8828125,12764.3984375,2296.9140625,6439.5625,4344.640625,0,2613.3203125,1983.6875,8994.984375,3594.6015625
1956,11420.1796875,204.703125,2432.7578125,6858.8515625,4485.3515625,0,2957.1640625,2351.2265625,9436.015625,3702.234375
1957,738.8125,13051.875,2620.0546875,7245.3671875,4679.1484375,0,3313.6953125,2727.78125,9948.625,3819.421875
1958,970.8359375,514.2890625,2781.046875,7596.984375,4838.1640625,0,3499.9296875,2977.7265625,10603.265625,3904.5625
1959,1199.4296875,731.9453125,2951.875,7885.40625,5021.890625,0,3893.296875,3416.6640625,11145.2578125,4046.0625
1960,1519.609375,866.8125,3108.0625,8172.8828125,5315.375,0,4150.2578125,3958.3671875,11654.578125,4178.640625
1961,1781.671875,1007.7734375,3219.71875,8452.015625,5523.90625,0,4416.84375,4549.90625,12095.5078125,4260.125
1962,2060.53125,1208.3046875,3277.671875,8718.8203125,5736.46875,0,4621.34375,5002.359375,12338.125,4363.6875
1963,2182.2578125,1320.1953125,3342.7890625,8907.078125,5856.0859375,0,4778.875,5346.6484375,542.9609375,4430.4375
1964,2432.5234375,1504.7421875,3490.3046875,9077.765625,6111.1796875,0,5082.8984375,5859.7890625,894.1875,4567.4765625
1965,2593.609375,1634.4140625,3658.2421875,9148.84375,6265.453125,0,5215.890625,6247.9453125,1230.96875,4667.0234375
1966,2839.1640625,1855.984375,3818.3515625,9281.2421875,6517.03125,0,5477.9453125,6737.2421875,1651.671875,4859.484375
1967,3119.6328125,2098.34375,4034.5859375,9399.53125,6799.734375,0,5897.9609375,7304.2578125,2257.078125,5039.6015625
1968,3356.6171875,2221.671875,4171.8671875,9484.7734375,6932.6484375,0,6152.6328125,7674.1171875,2546.15625,5159.4140625
1969,3547.5,2352.140625,4360.3046875,9557.3515625,7233.9296875,0,6525.1171875,8077.4921875,3101.3515625,5313.3046875
1970,3757.0546875,2448.71875,4535.15625,9655.5390625,7551.4140625,0,6826.0625,8544.3515625,3524.0234375,5486.890625
1971,3854.0859375,2477.0625,4588.5078125,9677.4296875,7658.71875,0,6931.34375,8764.7109375,3653.828125,5522.3984375
1972,4158.1953125,2502.953125,4716.1875,9684.3203125,7855.765625,0,7174.578125,9292.2890625,4005.9921875,5621.34375
1973,4299.125,2591.2890625,4812.0859375,9760.0625,7906.8125,0,7294.28125,9476.7734375,4208.75,5654.5703125
1974,4344.3359375,2659.421875,4894.828125,9802.78125,7917.8203125,0,7299.8125,9602.015625,4266.1953125,5682.9921875
1975,4473.5546875,2815.4140625,5003.6796875,9904.6484375,8085.296875,0,7511.125,9915.6953125,4447.4453125,5797.3125
1976,4705.9453125,2941.515625,5200.9296875,9979.984375,8270.9765625,0,7722.984375,10370.703125,4678.84375,5939.4609375
1977,4793.15625,3007.4609375,5248.0546875,10004.6796875,8298.3515625,0,7815.609375,2467.4453125,4778.640625,5985.078125
1978,4968.1015625,3119.6796875,5376.4609375,10080.3828125,8446.75,0,7998.65625,2838.6015625,5005.4765625,6105.71875
1979,5285.40625,3267.640625,5589.2265625,10150.4921875,8641.546875,0,8282.09375,3420.015625,5399.6640625,6312.078125
1980,5342.71875,3287.875,5654.9609375,10168.8359375,8663.984375,0,8288.8828125,3473.2421875,5474.5859375,6373.9296875
1981,5505.5546875,3472.609375,5738.4140625,10275.2734375,8782.6484375,0,8479.375,3774.84375,5690.2421875,6538.9609375
1982,5682.40625,3616.1640625,5879.2578125,10335.3984375,8944.7734375,0,8685.46875,4197.25,5932.671875,6692.4609375
1983,5892.890625,3771.3984375,6033.75,10408.1015625,9081.40625,0,8806.8515625,4613.984375,6146.25,6863.5234375
1984,6212.4765625,4063.0234375,6274.0234375,10493.4921875,9305.140625,0,9051.6328125,5286.359375,6648.3125,7046.6015625
1985,6355.8046875,4143.015625,6301.4140625,10532.140625,9349.828125,0,9094.203125,5593.859375,6749.515625,7137.3984375
1986,6613,4319.171875,6501.6640625,10635.6328125,9513.71875,0,9261.296875,6010.6640625,7041.765625,7310.6484375
1987,6756.1015625,4463.8359375,6666.703125,10668.3671875,9605.234375,0,9317.3828125,6269.4453125,7229.1640625,7472.109375
1988,6993.4453125,4645.1171875,6792.5234375,10757.703125,9748.4921875,0,9470.25,6775.7265625,7461.046875,7665.234375
1989,7042.9765625,4670.4921875,6809.546875,10784.9296875,9755.953125,0,9471.2734375,6825.203125,7573.9140625,7694.0546875
1990,7372.6328125,4873.0546875,6989.6484375,10892.7265625,9977.09375,0,9694.1796875,7285.828125,7851.8828125,7951.9140625
1991,7669.328125,5084.1796875,7186.859375,11013.828125,10185.7734375,0,9907.0859375,7830.3125,8316.40625,8170.8046875
1992,7844.8203125,5225.4140625,7325.484375,11091.125,10281.875,0,9994.1796875,8210.6328125,929.4140625,8349.9765625
1993,7949.125,5335.8515625,7420.140625,11128.0859375,10333.5078125,0,10095.1796875,8507.8828125,1212.453125,8424.671875
1994,8222.859375,5553.1796875,7616.5703125,11222.1328125,10490.0703125,0,10308.625,8975.5078125,1571.5625,8639.5078125
1995,8363.890625,5714.046875,7716.6328125,11262.5703125,10584.0703125,0,10404.1171875,9306.2421875,1704.421875,8757.28125
1996,8640.90625,5954.8359375,7852.828125,11367.796875,10728.125,0,10564.28125,9793.3828125,1933.75,8931.1796875
1997,8756.859375,6158.96875,7975.5390625,11421.4609375,10785.9375,0,10683.3828125,10149.6015625,2136.8203125,9070.078125
1998,8991.9140625,6364.2265625,8153.4140625,11523.3515625,10962.1796875,0,10833.1640625,1207.15625,2390.2890625,9238.03125
1999,9116.8046875,6434.8515625,8228.453125,11567.9453125,11016.4765625,0,10835.015625,1338.6484375,2494.0703125,9354.5234375
2000,9236.84375,6519.71875,8295.796875,11612.5390625,11109.9609375,0,10906.7734375,1463.2265625,2595.8671875,9454.96875
2001,9466.7265625,6720.4609375,8445.7890625,11740,11294.375,0,11115.6171875,1768.953125,2852.5078125,9697.6015625
2002,9729.1328125,6902.0390625,8561.1796875,11821.234375,11492.75,0,11265.921875,2211.1640625,3072.671875,9901.859375
2003,9922.015625,7059.171875,8690.46875,11894.1875,11690.7890625,0,11368.0703125,2536.40625,3342.3671875,10090.34375
2004,10151.0390625,7199.8671875,8847.3203125,11984.4921875,11846.6015625,0,11423.09375,2846.9375,3632.5703125,10285.5
2005,10277.6015625,7287.140625,8988.96875,12050.1484375,11928.3984375,0,11485.0703125,3015.1953125,3812.8984375,10430.0546875
2006,10489.265625,7373.2578125,9116.5,12165.0625,12013.640625,0,11590.4609375,3219.078125,3967.9609375,10607.3125
2007,10670.6484375,7501.3046875,9249.4921875,12239.9296875,12050.734375,0,11647.4609375,3457.4140625,4104.1875,10783.4140625
2008,10850.28125,7640.9921875,9372.0859375,12331.78125,12146.0390625,0,11768.78125,3755.828125,4242.2890625,10928.5703125
2009,11128.0078125,7784.40625,9558.2890625,12438.109375,12282.6484375,0,11873.171875,4104.1796875,4457.53125,11123.46875
2010,11323.078125,7898.203125,9683.125,12515.0390625,12358.9609375,0,11974.0703125,4320.3203125,4605.40625,11253.21875
2011,11483.0390625,7980.09375,9776.5859375,12587.9921875,12396.5703125,0,12001.2890625,4548.8515625,4723.6171875,11326.7421875
2012,11771.0390625,8185.8828125,10001.2890625,12715.359375,12555.359375,0,12136.8359375,4907.1171875,5009.28125,11539.0234375
2013,12001.3046875,8376.46875,10227.671875,12823.359375,12668.03125,0,12253.578125,5168.984375,5221.8984375,11694.6953125
2014,12271.5703125,8539.453125,10434.625,12932.5234375,12789.8359375,0,12353.4296875,5425.9296875,5432.4296875,11884.703125
2015,12437.5,8664.21875,13907.40625,13013.703125,12865.578125,2286,12433.5390625,5644.421875,5605.296875,12031.046875
2016,12624.703125,8791.625,10835.3984375,13103.9453125,12968.140625,0,12490.65625,5866.0546875,5793.1171875,12212.9140625
2017,12783.25,8879.328125,11028.1953125,13184.46875,13038.359375,0,12511.1328125,6075.9140625,5967.375,12359.140625
2018,13003.4609375,9047,11288.3515625,13298.09375,13207.7890625,0,12672.0625,6397.4296875,6281.09375,12553.8359375
2019,13242.203125,9222.984375,11598.046875,13444.953125,13388.046875,0,12798.171875,6862.4609375,6654.8125,12762.2265625
2020,13412.2578125,9427.875,11737.8515625,13533.296875,13471.4375,0,12822.375,7124.6015625,6901.5390625,12882.90625
2021,13645.78125,9642.796875,11989.0390625,13635.3671875,13609.7890625,0,12899.78125,7454.078125,7199.984375,13045.453125
2022,13847.65625,9916.796875,12163.8125,13748.21875,13740.5234375,0,12948.9140625,7759.3125,7447.8125,13188.6640625
2023,0,10066.6875,0,0,0,0,0,7964.015625
