year,Ks*KHA_03_,Ks*KHA_06_,Ks*KHA_09_,Ks*KHA_12_,Ks*KHA_14_,Ks*KHA_15_,Ks*KHA_16_,Ks*KHA_17_,Ks*KHA_19_,Ks*KHA_20_
1738,0,0.003038129673143724,0.006735069648322162,0,0.005661723419267096,0,0,0,0,0.0032956930547497552
1739,0,0.00459971082610835,0.007373753444023637,0,0.006271205817403573,0,0,0,0,0.00285514708181707
1740,0,0.0047944509646706554,0.005337182853868657,0,0.005666420434699292,0,0,0,0,0.004248496445298921
1741,0,0.005654467335641522,0.0065391596614650825,0,0.00634782567399743,0,0,0,0,0.003316012080266682
1742,0,0.003948446924048503,0.004625183152904745,0,0.0009090053344619571,0,0,0,0,0.004463344933653967
1743,0,0.0051520366549900965,0.006255141513771958,0,0.0059841059183641954,0,0,0,0,0.0028296428120530284
1744,0,0.0025588468259175284,0.0019138882361710336,0,0.00593193924226145,0,0.00023034184822705187,0,0,0.001917887167559182
1745,0,0.0028055338694338975,0.001119420161264901,0,0.006634374061078064,0,0,0,0,0.004070048035432347
1746,0.0020644536109004578,0.006999839617792036,0.0015424063201183603,0,0.006728689310386252,0,0.0014234433031616782,0,0,0.003493282245479992
1747,0.0037392023797651343,0.003562788803427859,0.001618401945223481,0,0.007109227931811383,0,0.0033715934478271937,0,0,0.0031955638767484783
1748,0.002947962776830378,0.004752494891813784,0.0014279795604575762,0,0.0076102015195752765,0,0.001980428352172405,0,0,0.003241423411166946
1749,0.0023944391402105493,0.004777868494591661,0.002857543843725431,0,0.00630226101940155,0,0.002772226766549379,0,0,0.00314008086166633
1750,0.0035127572239212015,0.0039081506845640365,0.0016017600288875382,0,0.00689456067368546,0,0.002828276495485836,0,0,0.0027570405231659764
1751,0.0027459467122168063,0.00401366363405994,0.0024863975531258047,0,0.0062061996619901475,0,0.0038436228300981518,0,0,0.003160802678111247
1752,0.003102844756510419,0.004723281162101037,0.004103337843769129,0,0.006949901550558139,0,0.003204676111710289,0,0,0.002478955062646675
1753,0.002597846478646273,0.0024794520627030945,0.002621062550671407,0,0.005428463066730664,0,0.002324941719218539,0,0,0.0034534178348927967
1754,0.003320855851919175,0.004084541238972792,0.0022998176578193866,0,0.006966715268977262,0,0.003983977413904486,0,0,0.003496056337335135
1755,0.002980607029535217,0.0035502918984006795,0.004173958395650179,0,0.006313579507799297,0,0.004363036055376891,0,0,0.0036367646049818396
1756,0.004285015709138622,0.0038199133611239245,0.004462063503412323,0,0.007377395794379197,0,0.004239770867615115,0,0,0.004132933803311755
1757,0.002709479871433507,0.004217592762656824,0.0031894502189318374,0,0.006576689248884969,0,0.0020591487013924864,0,0,0.002547402455080122
1758,0.0024400346709558974,0.004029733778282361,0.0032367594986760385,0,0.0062982275884555985,0,0.003600858157817814,0,0,0.00298612729413257
1759,0.00458635635645544,0.002206083817112951,0.002926371292030605,0,0.0055296401691801575,0,0.002809653533026572,0,0,0.002827245970369826
1760,0.0047640262680365315,0.002856464947222278,0.0007719605019207704,0,0.0005059159690761191,0,0.004499445324119222,0,0,0.003090268820689094
1761,0.005017462206819599,0.004243466129931528,0.0030620550398904683,0.0008104841353071368,0.004379614523021948,0,0.004575930154240834,0,0,0.002236346683660992
1762,0.004351441056301544,0.005704961515924894,0.0015234518710266845,0.0015122140322868407,0.005935090216866256,0,0.004743560470658565,0,0,0.0024043304937445865
1763,0.003605715319375718,0.004650855055222846,0.0011935054443972782,0.0021169801146259425,0.006762656167236054,0,0.0044808604570260955,0,0,0.0017362442473946433
1764,0.004797413096730401,0.005103307885352133,0.0019396158727542005,0.004959739062549772,0.007291330543975919,0,0.004778672881597248,0,0,0.003078923055458226
1765,0.005096626398135433,0.005369793259598322,0.0036372868714098392,0.0048412214686611,0.007620804617107105,0,0.0026854437743375017,0,0,0.002529344655084731
1766,0.0022085453062408245,0.006155179910864681,0.0021309374562836878,0.0020634960734030516,0.007106734260974171,0,0.003506116476205019,0,0,0.0023062494047318264
1767,0.005005129222122158,0.006609270537523188,0.004885874545856707,0.7291900484175262,0.007330709615539474,0,0.005433270582270799,0,0,0.002401310141616007
1768,0.003588026575163303,0.005534771350573994,0.003457309643562994,0.005594725600787665,0.00717711337743137,0,0.005783915039078981,0,0,0.0030102086789918063
1769,0.006832074541905023,0.006642592260545534,0.0049879099559995985,0.006158431192720873,0.007289694465029374,0,0.004470630181810145,0,0,0.003246315214240225
1770,0.004139367383888283,0.003935943617327488,0.0026858019935476576,0.004998225378608286,0.006450344499345814,0,0.0033273453210708286,0,0,0.0024636948280917924
1771,0.006336867371746068,0.005720252394498481,0.0027707461731207588,0.005625777146706215,0.006154701494100011,0,0.0034979533348958817,0,0,0.0038913198988119384
1772,0.007842374946940447,0.005054937078908945,0.0024017388824711947,0.0066190029400300015,0.006804470367152589,0,0.004071887483964902,0,0,0.003365983764304767
1773,0.008562083647414356,0.006495773286508941,0.004444450218040208,0.0074574674992616856,0.006280731354671663,0,0.006657484529475868,0,0,0.004259761364150663
1774,0.006963625353170724,0.0071585629318880704,0.005494917526342302,0.006150000749853291,0.0072550141025626855,0,0.005554608627664254,0,0,0.003451388537844676
1775,0.0046296549019759475,0.006943644817913072,0.00436710647275994,0.005906136797442627,0.006501033250981672,0,0.0034125604750602605,0,0,0.0022977833895205593
1776,0.005594725623591002,0.005710750401427906,0.003495622175478776,0.005723986708650475,0.006584885415019013,0,0.004160873990729029,0,0,0.00212255846406702
1777,0.007441411468463337,0.006953136844331473,0.005634380912157857,0.0069812679224920465,0.0069084816166109205,0,0.003901677055482584,0,0,0.0019069994275765594
1778,0.007070482034391028,0.007160497059813757,0.005100801277730261,0.006160536720533679,0.006513429564970841,0,0.0027500543083898298,0,0,0.0029748102227605978
1779,0.009087754012540332,0.007953331959428453,0.006181097617909237,0.006480098625632922,0.008592175472325114,0,0.004920690789015016,0,0,0.004581452794948552
1780,0.009031470650055079,0.00812668315438299,0.0060786300651978434,0.006638513701249259,0.0069723262132539736,0,0.005465491168077259,0,0,0.004865358236610759
1781,0.009903970460549312,0.007952945711252442,0.006455649982738441,0.006188185447380022,0.0065161398163146025,0,0.005052167060330814,0,0,0.00696987332354794
1782,0.007103615115362715,0.0076105856210248275,0.005933767906526945,0.005448125596427501,0.006558661817897113,0,0.004393852023033521,0,0,0.0069190627115848745
1783,0.008525107836215568,0.007986535695042448,0.008288100500259361,0.007988863574129828,0.008380614536732715,0,0.0059243485964491915,0,0,0.006838576513220315
1784,0.006982872993981695,0.008472006968817157,0.0056852288438428876,0.006452287028248348,0.008048364369847396,0,0.0023699434473628002,0,0,0.004756800224407707
1785,0.0036217726309705836,0.006483233720241056,0.003844547691295355,0.006617832217825722,0.007500525728350765,0,0.003289963091509719,0,0,0.0046358040167053015
1786,0.005685586454253336,0.005348967232644575,0.00362678439092738,0.008359616321377935,0.00744366243908904,0,0.004973674866386638,0,0,0.004102913368781014
1787,0.005830746373252087,0.007166084964285632,0.010493152827982183,0.008358393098410239,0.007222043669660642,0,0.0056312013829746465,0,0,0.006314844500815522
1788,0.005631539965582538,0.007128383476641308,0.009239953666525334,0.007854569079029853,0.007027254190697361,0,0.006205067657719258,0,0,0.007359209837766036
1789,0.005311716054295774,0.006440994089243152,0.008696663366490213,0.007668950470041808,0.00788658522645319,0,0.003848127806190459,0,0,0.005821944614595537
1790,0.00605796040970773,0.00582431980646071,0.010298560311010483,0.007392589142904659,0,0,0.005251339143524627,0,0,0.005130341955819913
1791,0.004850980123178722,0.006977958555960753,0.008087051576170562,0.0052165033123954905,0,0,0.003662014191114519,0,0,0.0037752575516041467
1792,0.004719313322716596,0.006973464185887194,0.007393041995879144,0.006172044818283396,0,0,0.004608691831883511,0,0.0041969043179147045,0.004364315441012538
1793,0.00454331672295221,0.010457487006991364,0.007939174679800603,0.0073777239732263095,0,0,0.004469509551141482,0,0.005186276182999372,0.004498353423866925
1794,0.005579688604413483,0.009593157084939715,0.01152889476551442,0.009029334514064452,0.0024988751636638097,0,0.0058619898454273876,0,0.005600298421408781,0.004810566282344873
1795,0.00538069244488709,0.00796352605729323,0.009265588175916068,0.007823684581663343,0.003042644306371408,0,0.005258252008573064,0,0.0056579726613915065,0.004071965580081172
1796,0.005974304169988663,0.008445895164242836,0.010821462337554483,0.011672933040728526,0.0012710615786240748,0,0.00396183549431025,0,0.006719818969553506,0.004406884837580425
1797,0.005612284751425287,0.007714881442947181,0.01028554579424736,0.012779796385285236,0.0018681829905335134,0,0.00313164390683132,0,0.00651587351017013,0.004558718343635923
1798,0.00642448141565123,0.007815172855446174,0.009074058953545228,0.012672264749089616,0.0007697813333226475,0,0.0014697659382369927,0,0.00546717486544405,0.004347575413264039
1799,0.0060371956274010135,0.008841257966360762,0.013268241787730756,0.012790208258277676,0.0020779757927658713,0,0.0036144871542465157,0,0.0066523268464727565,0.005436146521600766
1800,0.004771353375424313,0.006556168589319527,0.008348687773713373,0.010619858382700452,0.00021544032917239842,0,0,0,0.003580801872057546,0.00434267401644519
1801,0.005262932875555725,0.01037686597421041,0.009902535649342003,0.010593899538269062,0.002884047157138878,0,0,0,0.004209662947485833,0.003907837366314676
1802,0.005061459514406801,0.009856808717969517,0.010921715176081134,0.012495966507367794,0.004472151622192459,0,0,0,0.006159509602535128,0.004973883859669216
1803,0.00517286457676996,0.009414040396727575,0.008607236870759132,0.008631660309136644,0.006074088784012969,0,0,0,0.004638505528156719,0.0045201327335984524
1804,0.003613325969849744,0.008613910220621754,0.008905789291988294,0.009907959923109748,0.005626255856678901,0,0,0,0.004563045019718584,0.0033686727353782063
1805,0.005324626412481928,0.009225081968482084,0.009691825092112727,0.010602956780733626,0.008135459451893746,0,0,0,0.0056144760754339666,0.004738865210434412
1806,0.0038230519599544766,0.010524882104865664,0.010661759435784027,0.011605123402099262,0.007410895595869964,0,0,0,0.005166640603136141,0.003853430200379519
1807,0.003364244340378845,0.005655617735091889,0.0031067220685015435,0.01146859528917069,0.004705697900149083,0,0,0,0.006397888771569744,0.003485215290348505
1808,0.0036567267065309235,0.009931454793577958,0.012961078705243153,0.009798965544464662,0.0053754050759100835,0,0,0,0.007123571895618451,0.0035049831508323593
1809,0.0042432528331253164,0.010012923444230628,0.008254710716307321,0.012530953337944406,0.005462135553913555,0,0,0,0.005835650010574812,0.0035438048842256075
1810,0.0042376714791072054,0.007511521920628501,0.009490437093048464,0.007384738925419578,0.005196183104601898,0,0,0,0.003346508281231651,0.003321272436125459
1811,0.004110201405313525,0.00890547346561875,0.011881156520777654,0.0060599316823275505,0.005067480487983416,0,0.000020194978400389586,0,0.003811223193989828,0.0028974402266042417
1812,0.0054455656218147745,0.009592318955365112,0.0038134367990663833,0.006361499312160417,0.0029297985027510226,0,0.0018962967355669838,0,0.005955397914496671,0.0030454741045216225
1813,0.004586029065356783,0.013171545663783415,0.0056144963575539605,0.007034175252141799,0.005101353540046715,0,0.004800752923924062,0,0.006192209787359593,0.003762331916471481
1814,0.0055241050549827055,0.01115939302202684,0.00884252006093067,0.006708954917953043,0.00467336919482211,0,0.002224769895031693,0,0.005148250592078785,0.003589145448402444
1815,0.0052208530402453,0.010699258273870381,0.0073483392737093665,0.00644824563474633,0.004644084112368977,0,0.0026676406146557566,0,0.0054465584056034135,0.003806516089249834
1816,0.005333555095522354,0.011135749998777592,0.008233485817027814,0.0048203516825954485,0.0035720966468306475,0,0.0026355058977948504,0,0.004685788357060234,0.0038621721726045774
1817,0.004976966910772874,0.012762119219637599,0.009581613130227654,0.004409141554531902,0.005830743606486577,0,0.001989090183592285,0,0.004151139808372435,0.003706115022551242
1818,0.0041539407800556035,0.010787793263593871,0.008600389492514859,0.008436382674542638,0.005675823226346638,0,0.0020938378706343947,0,0.004422031917584377,0.002637253439244696
1819,0.005459881694122517,0.009979832800670298,0.007768839589675156,0.013808972712500088,0.0014065759092539282,0,0.0015383203777922468,0,0.0034406562267034536,0.0021656980615502425
1820,0.005077108143294888,0.011839036684079,0.009221996368365478,0.007066512453852786,0.002607383013349986,0,0.0022765986117827515,0,0.004797581225968062,0.0036738440168689436
1821,0.0044916289164907905,0.01054486179212859,0.010511282686687337,0.011940107174030986,0.00504471746465168,0,0.004300137098982181,0,0.0037643801303931406,0.003216360119576052
1822,0.006208818666959244,0.0115591513401729,0.009486713265052349,0.012844944646199192,0.005419635426100588,0,0.003045557688608293,0,0.003615915936550708,0.003367907405770169
1823,0.005277877750314504,0.00866436016690519,0.006641204098878959,0.009457629877564069,0.000653582498881962,0,0.0014433306931551863,0,0.0032990957814590847,0.002729209530314512
1824,0.0062526882000851994,0.010321444255038021,0.009230837756661484,0.007178153770686813,0.004446630483708549,0,0.0006518019974453948,0,0.004087442225691629,0.004192611930446417
1825,0.0036159857673391657,0.011454267299085863,0,0.005614128864444219,0.0009270624735201561,0,0.002117454181719491,0,0.0039829019836131845,0.0012157964101734105
1826,0.006704711519857534,0.01143630701972546,0.008006701924256277,0.01055394770609229,0.003011693586847261,0,0.0037939143890785565,0,0.004150050452148749,0.003989306785142194
1827,0.00678971447075274,0.009596590633121231,0.012440980182711562,0.00977695695211896,0.00523482626237229,0,0.004990593545923404,0,0.0043322910088724855,0.004147585311311721
1828,0.007112575384706039,0.005881172346057669,0.010592052795984292,0.01145796349417213,0.004694169699906264,0,0.0023492587423175233,0,0.004931334795111326,0.003332549034999769
1829,0.007202939550380885,0.007146848887255616,0.010095843303813313,0.01085397153161685,0.005568997263032786,0,0.0022638599050225187,0,0.005369621097762236,0.0034414055192723584
1830,0.006480719806126985,0.0013038209909276904,0.0029901711658023894,0.005749634971716085,0.0017794266420074333,0,0.0008747740984913151,0,0.0037239995813955176,0.0042133454830070634
1831,0.008880457453420493,0.007402536733523272,0.01096489070771641,0.011518055058610229,0.004415741185810312,0,0.004471864492097315,0,0.005314894138914056,0.003772805714256123
1832,0.009750641194049373,0.007932637627065439,0.012859881381140591,0.011191407854188968,0.004610740416904614,0,0.005001858222439089,0,0.0057047223526836555,0.004749748218825417
1833,0.00795189709544866,0.008798025863521923,0.001999129467410699,0.010366323222114244,0.0036994568359831437,0,0,0,0.0054332872355204,0.0045578462996671565
1834,0.009394490169522516,0.007367179618347637,0.010583139977218268,0.010366938484542077,0.005520914704873103,0,0,0.00046310309612097183,0.005709718013143684,0.004165532859420029
1835,0.008422482201034288,0.009203644790594651,0.01119482831195505,0.009089587967375986,0.006072009566620918,0,0.007152571779126236,0.0014611672864267742,0.006082919476845536,0.004740824239796186
1836,0.008227521924717963,0.006212312368016772,0.009329713418508972,0.010129959159718102,0.003907301540835615,0,0,0.002218116641222507,0.0055532759105967455,0.0027990587572768065
1837,0.010738764248249348,0.01128050593392,0.008917161715218969,0.012327927167224998,0.004161463282273571,0,0.03689516297783915,0.0018610522638719622,0.00754814164274234,0.003278503828241532
1838,0.006491750523612479,0.006348803869118098,0.008056376636325925,0.007193970464600049,0.004633508483697481,0,0.004801989996275824,0.0011726502483210232,0.00455897647300728,0.0033055025685328073
1839,0.009849584245285465,0.007185544470510585,0.010732863900263026,0.011265948767177182,0.006508383883576559,0,0.0021136471397145214,0.002190097976146305,0.006640037076766644,0.0051747747972208874
1840,0.009432642694931227,0.007200246977822557,0.00995810858530645,0.01081956025520603,0.00571606996078306,0,0.002148514090863451,0.002372905815999516,0.00701010503863751,0.004295728960294318
1841,0.007141292695723985,0.005080362835724847,0.010806765865519425,0.010125012334779238,0.008042022517251758,0,0.005858671050060134,0.0016107162597224882,0,0.003431071468662106
1842,0.009274874110064368,0.0051508852179391025,0.013447123334012752,0.012931569402088776,0.006084180052273853,0,0.003936003746564326,0.0015886043278379141,0,0.005023245785430865
1843,0.006507510827535305,0.005625902318390344,0.0072293775364447345,0.01261392665602102,0.004652037096529359,0,0,0.0020599216110068364,0,0.003953640480494987
1844,0.006583163225160771,0.00705058327462335,0.0115294526272758,0.012146835286594123,0.006286489589995809,0,0.0036552650851061747,0.0015528227077543483,0,0.0048859891683826475
1845,0.006350183345383591,0.005983113369019954,0.009972227619580509,0.011638270172304281,0.0053802146647118475,0,0.0031957903350432163,0.0011177790118535712,0,0.0037573708833660625
1846,0.006835549253676004,0.005563690104926586,0.011373101074869094,0.012688198401518016,0.006140682116898499,0,0.0037779126585147146,0.0010218748896019749,0,0.004708012500128632
1847,0.009679223519061787,0.007880710014636505,0.008523952466254252,0.012999060306929489,0.004934759553975776,0,0.0025878915981212168,0.0021829597346479123,0,0.005578195598914641
1848,0.00691969042843908,0.005563510515643116,0.008085478129584048,0.010191058996167951,0.004840122905021302,0,0.002306774455106414,0.0028487354007596067,0,0.00410003973728793
1849,0.006757810525029744,0.0075295912199908385,0.001051780156935228,0.005264337591202951,0.002313548328363236,0,0.0012478420942813506,0.003852111674791742,0,0.0031320050873889092
1850,0.008167983180842787,0.007906514320622336,0.012706569430550714,0.00996444071317093,0.005326084451792712,0,0.006433813466929922,0.004968264844226435,0,0.002656730545510538
1851,0.007294850112060888,0.005918948523343225,0.010112587813276041,0.01212830094670684,0.005313536267865941,0,0.005938641675491965,0.004345205178294029,0,0.0023368992759160135
1852,0.008947511086039679,0.0066145975313067614,0.01111542756189278,0.008653616097866064,0.00632724301570717,0,0.008066949881399084,0.0032290378953433083,0,0.002877154655174753
1853,0.0055263041909796706,0.0048039371843629376,0.007788524486085362,0.009493951704775658,0.006087712248411596,0,0.00846919573995475,0.003371979538606173,0,0.0017628868040832745
1854,0.007958147006831146,0.00512884067983721,0.007180098499779266,0.012518487563968306,0.005350377135423481,0,0.008813883762379059,0.005191352884449746,0.0013428207752870654,0.0022029320262845634
1855,0.006643793849233458,0.004942717454825412,0.007928579415593134,0.01091934951549341,0.00517336173597485,0,0.00997128386708933,0.0036622951316025863,0.0032264583541549187,0.002419106297113273
1856,0.006194277908191429,0.0043649053656012685,0.00669240958117834,0.009554971229421026,0.005262754283532198,0,0.01140014699766496,0.004286145963844696,0.007046163440557528,0.0023196076141506396
1857,0.009407453987306531,0.006085779960409407,0.008411442132189622,0.014919393518977324,0.005895501309029346,0,0.0074006052568664805,0.005441126618315063,0,0.0020041043699253053
1858,0.008816212471106541,0.0061065267518623225,0.011425743678621989,0.016937737337553136,0.006975913595959193,0,0.014103945407477966,0.00553774349192623,0.0073767722295529975,0.0024897413354433707
1859,0.006458118513212055,0.006600153965793702,0.009958617927416952,0.010737356616959895,0.005262937319186153,0,0.005314933678332549,0.004674886250310103,0.0062289639305817155,0.002073039760506951
1860,0.007305786316257147,0.006344913693236098,0.012273413745450528,0.01404363610246563,0.005164360836602434,0,0.0059314193851454705,0.0057831486120573155,0.010140233132267642,0.00216612169704422
1861,0.008035497630170606,0.0064983217957603565,0.011025758820815034,0.012929970424171601,0.007787561364120892,0,0.006603856110311919,0.0061737486343333755,0.009447470094629214,0.001889981821828838
1862,0.008504375653839628,0.007123225940129001,0.012115063192958292,0.013527079920327449,0.007375830885871756,0,0.008712372730981723,0.007095334261588183,0.010846882918563684,0.0014319564739595524
1863,0.004648719452342305,0.004281986806269974,0.00940796525567113,0.011990185931719598,0.006763949129862925,0,0.010523319503393072,0.006211969103407418,0.00889114204593563,0.000889610200241008
1864,0.007637694972881018,0.006039920448321395,0.011117971066301049,0.013202457340060139,0.007588741428372145,0,0,0.007161013954473926,0.009279873694787076,0.0013598412628347445
1865,0.008844599892811687,0.00524905937802312,0.01106355439698553,0.009522634274933215,0.006528677285446939,0,0.004548439103292215,0.006824918301710313,0.009462355327713943,0.003063458894196519
1866,0.008052930180558379,0.0057064440572254386,0.00864160102499681,0.011262424585139331,0.00673955256257779,0,0.005664122515357285,0.007984350870570842,0.009443481144580854,0.005396571522202479
1867,0.007215833661348769,0.005416101056289297,0.011029320128308807,0.009380949416535458,0.007868085766666567,0,0.005126013568173598,0.007155748445660013,0.009254546013663623,0.0023127025386227777
1868,0.00951318470550785,0.005705567893347245,0.012895569609154804,0.011134431840569753,0.008084292945080666,0,0.006478884558591059,0.007439123616654482,0.010657499225098621,0.004678472455340787
1869,0.009791030465532738,0.009020204767735482,0.0003529177805826847,0.012783108830388445,0.006965884760956595,0,0.007660551632038936,0.0085488196466505,0.008223081058292918,0.005622222731755739
1870,0.005920656919038411,0.005566040147070761,0.010946035076309731,0.0037906228618293943,0.005353200081171616,0,0.006757509615507884,0.006210676205280256,0.005834904396937614,0.0036909477795209204
1871,0.008980298411573277,0.007158020225158073,0.011615616585597798,0.013400233575935802,0.007284562364254404,0,0.006665883176903947,0.008311974232391472,0.009486124543693616,0.0046306316869852825
1872,0.00830081837732689,0.006906247498013401,0.00901966079636528,0.011442868199265436,0.006451715452048066,0,0.006118498987890687,0.007631320152970018,0.011379967852661809,0.006169762662983072
1873,0.007426917342943731,0.008190684951383415,0.011189801427729728,0.012078953513207449,0.005354469337167479,0,0.00453972467285998,0.008964374368064881,0.009261474601317158,0.004631669960844472
1874,0.011745090720280628,0.006446256225613934,0.002501106266843813,0.009576991092988542,0.0030714606621920293,0,0.00692268270595712,0.009685726298866782,0.009923857510736411,0.006166038930815925
1875,0.010605309970404634,0.006230082788697584,0.0124004886069968,0.008938847773442246,0.0076908654729951,0,0.00634831196352476,0.00848386927649829,0.011089110244937058,0.004729084709401378
1876,0.010560454599547983,0.007510861081114333,0.008148855890289996,0.007873632824080896,0.007545338840498109,0,0.006398485602713698,0.008143805545429822,0.011779734403654275,0.00534988446615873
1877,0.015066156231781194,0.006574766019870592,0.010454223730820666,0.007006201190979518,0.007928218365158219,0,0.006732669497488767,0.008813328379891123,0.012352422549014945,0.005379255573966322
1878,0.00014222176705006238,0.00211251310243554,0.01122697393840898,0.006060400946737211,0.00857349359261223,0,0.0068779847361088095,0.007151093676643289,0.013497222009237336,0.00572187056190412
1879,0.0038184436171904237,0.006694662348960648,0.011407143317374333,0.008622489900106242,0.008932257228344745,0,0.006816539877929816,0.010087734640441137,0.013398364787609585,0.004534932724171835
1880,0.0032607082715303925,0.005048209644173633,0.010979385959668917,0.0112558778357533,0.007943620339992406,0,0.007402991329324454,0.009477922457874951,0.012617123246179097,0.002625933352131766
1881,0.002562351408737976,0.005376729797461462,0.008870134505332262,0.00995095846851813,0.007499629434461806,0,0.005037370223548444,0.008026362748454629,0.015907691361451304,0.002795544070353174
1882,0.0032356674246423124,0.0047692279122225345,0.01171095783835753,0.008280225624141888,0.009750450720841679,0,0.007253916017968175,0.00866395092205628,0.011182976683522174,0.004303114742160703
1883,0.0031323899669327892,0.005298425637412671,0.0077842195743029205,0.012031252056768995,0.008737338424319539,0,0.0069952052144612725,0.007641026662077695,0.012132233795177277,0.0031936807196846434
1884,0.0063838550492091965,0.004234420012685756,0.008707328712097024,0.014515237518055564,0.0022463017100980347,0,0.006449081669782587,0.00803914081186851,0.009590259363563426,0.005803774097493956
1885,0.004604509211570087,0.006523755831886501,0.0032569491975280563,0,0.0012125206931296198,0,0.007942075065845926,0.007609483590678338,0.006682823941578576,0.006951372367121225
1886,0.004408941536817195,0.004539916548989458,0.010769907664846702,0,0.008263990821624075,0,0.006818400098331408,0.0072183850757196796,0.008651198782320553,0.00526003998017513
1887,0.00616388359751302,0.005498410608341842,0.011132276789844724,0,0.008097176233346258,0,0.007017955117438299,0.0061213441050558485,0.008168949800536146,0.0038265865913125986
1888,0.00547618522190478,0.0034738641465798027,0.001201883253133212,0,0.008176372595467787,0,0.007172227835965986,0.006828936614344779,0.0066836239008026006,0.002484859441117607
1889,0.00421691597496748,0.006301740186740714,0,0,0.008010529041785541,0,0.0055700187739975045,0.007994406380326322,0.00486962334671451,0.002512461254143585
