year,cTSRKHA_03_,cTSRKHA_06_,cTSRKHA_09_,cTSRKHA_12_,cTSRKHA_14_,cTSRKHA_15_,cTSRKHA_16_,cTSRKHA_17_,cTSRKHA_19_,cTSRKHA_20_
1680,0,1.7025158405303955
1681,0,1.3365954160690308
1682,0,1.1533989906311035
1683,0,0.9827216267585754
1684,0,0.8562695980072021
1685,0,0.868145763874054
1686,0,0.7368199229240417
1687,0,0.9020359516143799,0.7523590922355652
1688,0,1.071455478668213,0.827316164970398
1689,0,1.0744211673736572,1.0524985790252686
1690,0,1.14278244972229,0.859640896320343
1691,0,1.0258426666259766,1.497511386871338
1692,0,0.7707045674324036,0.9954665303230286
1693,0,1.227074384689331,0.9595142602920532
1694,0,1.1317089796066284,1.4193695783615112
1695,0,0.8039925694465637,1.2026811838150024
1696,0,0.8625864386558533,1.1593687534332275
1697,0,0.7688496708869934,0.9528365135192871
1698,0,0.805047869682312,0.8699750900268555
1699,0,0.9867693185806274,1.0735054016113281
1700,0,0.9516452550888062,1.2664711475372314
1701,0,1.2047967910766602,1.1840919256210327
1702,0,0.8704858422279358,1.0078037977218628
1703,0,1.2368062734603882,1.0860146284103394
1704,0,1.2971583604812622,1.0586711168289185
1705,0,0.9287353754043579,1.3264527320861816
1706,0,0.9926528930664062,1.138995885848999
1707,0,1.52118980884552,1.223125696182251
1708,0,1.5796035528182983,1.4840863943099976
1709,0,1.0566800832748413,1.2307085990905762,0,1.06572425365448
1710,0,1.4128423929214478,1.1967802047729492,0,0.847388744354248
1711,0,1.4687684774398804,1.459716796875,0,0.9676352739334106
1712,0,0.7619678378105164,0.9747119545936584,0,0.717450737953186
1713,0,1.1492303609848022,1.417351484298706,0,0.9911026954650879,1.0811370611190796
1714,0,1.3012466430664062,1.3650894165039062,0,0.7352226376533508,1.0087374448776245
1715,0,1.0970038175582886,1.531126618385315,0,0.8176013231277466,1.0078442096710205
1716,0,1.349785566329956,1.5149794816970825,0,0.7007604837417603,1.0601481199264526
1717,0,1.096993327140808,2.0963327884674072,0,0.8242332935333252,0.8496473431587219
1718,0,0.9617900252342224,1.3339396715164185,0,0.880963146686554,0.780441164970398
1719,0,1.3428077697753906,1.429568886756897,0,0.8883330225944519,1.1361006498336792,0,0,0,1.6597524881362915
1720,0,1.870837688446045,1.6808761358261108,0,0.8840401768684387,1.1873277425765991,0,0,0,1.1788939237594604
1721,0,1.0508912801742554,1.4217736721038818,0,1.2080121040344238,0.8709368109703064,0,0,0,1.2869280576705933
1722,0,1.1092253923416138,1.3710510730743408,0,0.8718210458755493,1.0484341382980347,0,0,0,1.2276241779327393
1723,0,1.1523293256759644,1.0304319858551025,0,0.8097779154777527,0.9638577103614807,0,0,0,1.1195443868637085
1724,0,1.6928752660751343,1.1662960052490234,0,0.9942306280136108,1.0829285383224487,0,0,0,1.452529788017273
1725,0,1.2371082305908203,1.2558104991912842,0,1.0985000133514404,1.0784392356872559,0,0,0,1.3761224746704102
1726,0,1.4795279502868652,1.3749526739120483,0,1.0430657863616943,1.178868055343628,0,0,0,1.4513510465621948
1727,0,1.4115437269210815,1.6268779039382935,0,0.9425970315933228,1.0765131711959839,0,0,0,1.4178019762039185
1728,0,1.5344202518463135,1.502763271331787,0,0.9496379494667053,1.534184455871582,0,0,0,1.6329997777938843
1729,0,1.0897611379623413,1.1836624145507812,0,0.9165526628494263,0.9885383248329163,0,0,0,1.4330379962921143
1730,0,1.1715092658996582,1.1770131587982178,0,0.9954062700271606,1.184432029724121,0,0,0,1.6408857107162476
