year,MRWKHA_03_,MRWKHA_06_,MRWKHA_09_,MRWKHA_12_,MRWKHA_14_,MRWKHA_15_,MRWKHA_16_,MRWKHA_17_,MRWKHA_19_,MRWKHA_20_
1749,597.19287109375,679.7503051757812,486.5359802246094,0,340.8176574707031,606.2364501953125,634.3551635742188,0,0,306.8163146972656
1750,392.67718505859375,441.4300537109375,294.2022399902344,0,266.1363525390625,419.8892517089844,451.4747619628906,0,0,257.4198913574219
1751,455.73675537109375,364.679931640625,238.0133514404297,0,215.19296264648438,348.6388244628906,338.5898132324219,0,0,231.275146484375
1752,570.0957641601562,625.526123046875,342.5909729003906,0,323.1563720703125,536.7113647460938,448.8836975097656,0,0,356.7931823730469
1753,290.8896484375,359.2904052734375,237.21347045898438,0,177.55316162109375,328.48211669921875,300.72283935546875,0,0,256.2764892578125
1754,319.74200439453125,387.96209716796875,157.85635375976562,0,186.5237579345703,317.7430725097656,240.9079132080078,0,0,207.70960998535156
1755,391.81353759765625,286.7145690917969,109.09256744384766,0,128.91993713378906,209.16287231445312,164.4788818359375,0,0,170.1155548095703
1756,358.3716735839844,408.4488830566406,171.60275268554688,0,211.07139587402344,211.47476196289062,262.1595458984375,0,0,241.76895141601562
1757,767.1687622070312,574.1302490234375,434.5254211425781,0,399.984130859375,826.90625,600.5955810546875,0,0,444.8092041015625
1758,514.5838623046875,527.2108154296875,384.4947204589844,0,337.0408020019531,498.94781494140625,526.4585571289062,0,0,353.5236511230469
1759,353.9246520996094,400.65625,289.1794738769531,0,238.9889678955078,384.2638244628906,487.76873779296875,0,0,233.5361328125
1760,136.57061767578125,158.84922790527344,36.16500473022461,0,14.062817573547363,74.19740295410156,195.32791137695312,0,0,60.86617660522461
1761,346.16302490234375,278.019287109375,124.9771499633789,589.6953125,89.9744873046875,480.18841552734375,383.5495300292969,0,0,196.7433624267578
1762,348.308349609375,284.710693359375,124.0130615234375,685.8201293945312,99.15975952148438,426.6565856933594,239.91134643554688,0,0,222.6825408935547
1763,432.7658386230469,338.15997314453125,312.6373596191406,1150.4798583984375,197.27093505859375,535.9813232421875,323.7149963378906,0,0,262.8896484375
1764,391.29736328125,211.14840698242188,250.30038452148438,911.4118041992188,186.65284729003906,322.54278564453125,251.55255126953125,0,0,292.2325439453125
1765,692.5811157226562,514.1842651367188,407.9792785644531,1039.559814453125,312.40777587890625,507.1159362792969,536.4917602539062,0,0,378.5392150878906
1766,554.8329467773438,558.0614013671875,352.0394287109375,1112.06201171875,290.1783142089844,659.8302001953125,396.9212951660156,0,0,426.7469787597656
1767,777.8071899414062,643.1945190429688,478.974365234375,819.4974365234375,330.04888916015625,683.89501953125,466.6312561035156,0,0,506.38555908203125
1768,489.8722839355469,432.18670654296875,322.9547119140625,524.7946166992188,223.08815002441406,268.09942626953125,348.5791931152344,0,0,345.1122131347656
1769,610.1180419921875,697.1530151367188,704.9033813476562,736.5435180664062,429.5758361816406,855.9095458984375,533.4364624023438,0,0,427.5005798339844
1770,287.0754699707031,363.33538818359375,309.53594970703125,395.05145263671875,158.70091247558594,218.64678955078125,310.7389221191406,0,0,190.5519561767578
1771,171.2125244140625,173.29676818847656,190.55018615722656,288.2319641113281,144.61013793945312,110.1338119506836,93.50717163085938,0,0,64.01640319824219
1772,271.4834289550781,291.50640869140625,199.0891571044922,479.9367370605469,132.64483642578125,198.45799255371094,201.9252166748047,0,0,197.0542755126953
1773,148.92601013183594,105.75114440917969,58.33197021484375,272.7940979003906,62.150291442871094,76.45372009277344,136.3640899658203,0,0,112.03077697753906
1774,527.215087890625,459.27978515625,286.4778747558594,350.8094482421875,192.1474609375,458.7745361328125,457.649169921875,0,0,336.6501159667969
1775,885.512451171875,551.4307861328125,342.7037658691406,448.5478820800781,209.12269592285156,532.783203125,617.4692993164062,0,0,530.7919311523438
1776,567.4440307617188,432.5168151855469,259.3291320800781,483.59796142578125,168.4286346435547,165.15847778320312,508.85882568359375,0,0,405.5700988769531
1777,606.538818359375,481.36181640625,424.8045654296875,780.2759399414062,274.54833984375,600.5399780273438,658.2740478515625,0,0,467.3125915527344
1778,664.0971069335938,469.3464660644531,409.66314697265625,686.3615112304688,207.37474060058594,566.3114624023438,601.9752197265625,0,0,463.4371032714844
1779,336.52557373046875,378.6630859375,243.6867218017578,430.9620666503906,176.43040466308594,96.90735626220703,330.2914123535156,0,0,251.23423767089844
1780,289.7033996582031,400.75592041015625,307.7801513671875,429.9932861328125,172.90121459960938,332.0965576171875,308.91143798828125,0,0,287.73138427734375
1781,283.6787109375,274.90924072265625,142.50523376464844,427.0188293457031,99.38546752929688,161.09706115722656,324.6258544921875,0,0,218.6831817626953
1782,494.73126220703125,464.2936096191406,414.8470458984375,572.8565063476562,224.7060089111328,560.5376586914062,497.50372314453125,0,0,313.3639831542969
1783,407.3857421875,389.5688781738281,352.2763977050781,598.5988159179688,167.7856903076172,186.27847290039062,388.5241394042969,0,0,275.88665771484375
1784,742.6531372070312,663.90185546875,666.2426147460938,697.771240234375,279.7037658691406,547.6961059570312,536.4498291015625,0,0,403.031494140625
1785,573.573486328125,583.2647094726562,629.310546875,574.0730590820312,400.20538330078125,614.468994140625,414.3525695800781,0,0,360.800048828125
1786,150.77052307128906,178.53350830078125,137.32424926757812,337.6269836425781,109.61557006835938,129.54092407226562,192.15374755859375,0,0,107.29180908203125
1787,701.89697265625,514.2476806640625,616.2820434570312,649.3947143554688,346.3725280761719,809.3485717773438,540.9384765625,0,0,372.9104919433594
1788,325.3189697265625,351.7376708984375,393.161376953125,468.9573059082031,170.77340698242188,377.424560546875,408.4142761230469,0,0,271.35870361328125
1789,408.9998474121094,466.6177062988281,388.04443359375,693.96044921875,216.30479431152344,493.7399597167969,613.1702270507812,0,0,291.78631591796875
1790,679.6754150390625,413.9052429199219,484.8954162597656,662.8434448242188,0,642.7182006835938,741.95458984375,0,0,393.9383850097656
1791,253.5446319580078,217.3127899169922,303.9344787597656,404.2511291503906,0,347.4263000488281,647.7041625976562,0,0,219.83750915527344
1792,344.0548400878906,207.78805541992188,373.3671875,454.5285339355469,0,344.95538330078125,608.5928955078125,0,649.2421875,192.2642059326172
1793,583.9401245117188,436.6391296386719,667.9658813476562,691.1549682617188,0,774.9196166992188,817.8194580078125,0,571.523193359375,293.5768127441406
1794,1115.586669921875,647.2529907226562,1092.609375,1028.9132080078125,831.4765625,1024.78369140625,702.4847412109375,0,603.0473022460938,572.0425415039062
1795,510.2514343261719,377.1788635253906,424.3811340332031,502.04364013671875,262.8409118652344,167.987060546875,451.5087890625,0,269.3232421875,207.501220703125
1796,610.6224975585938,330.6319274902344,506.7829284667969,767.9588012695312,288.2754821777344,514.1660766601562,463.3025817871094,0,431.06475830078125,259.3724670410156
1797,502.1285095214844,340.9523620605469,444.0932312011719,677.8823852539062,246.2003173828125,396.4312438964844,477.3335876464844,0,366.3387756347656,288.0779724121094
1798,161.2927703857422,137.34616088867188,178.55126953125,436.515380859375,121.8033218383789,73.79559326171875,188.56436157226562,0,143.91282653808594,124.13929748535156
1799,267.8828125,269.90325927734375,293.2960205078125,429.3436584472656,172.5320587158203,294.74169921875,388.0460205078125,0,173.88522338867188,233.1982421875
1800,117.60442352294922,249.38893127441406,178.81788635253906,335.6704406738281,70.41179656982422,66.10609436035156,152.21791076660156,0,125.36924743652344,166.4526824951172
1801,415.6783447265625,462.9911804199219,383.6972351074219,551.4514770507812,363.759521484375,524.408203125,490.8058166503906,0,235.54212951660156,284.8551330566406
1802,505.66943359375,415.75323486328125,601.24609375,592.8124389648438,379.0336608886719,465.66827392578125,593.5183715820312,0,451.638916015625,353.6856384277344
1803,559.7353515625,491.9637145996094,320.8409118652344,461.3251037597656,296.0948486328125,535.4313354492188,650.5506591796875,0,409.20098876953125,285.9259033203125
1804,466.0347900390625,365.3426513671875,352.8973693847656,370.9952697753906,238.3566131591797,446.54241943359375,483.2945556640625,0,251.0044403076172,324.99505615234375
1805,704.14501953125,395.6368713378906,529.6254272460938,605.8544311523438,320.1319274902344,-0.5920484066009521,531.7101440429688,0,342.5722961425781,404.3945007324219
1806,1077.6602783203125,482.7787780761719,694.88232421875,719.552734375,475.6194152832031,484.5927734375,708.1754760742188,0,451.6683044433594,492.32501220703125
1807,214.76852416992188,78.02171325683594,69.37606811523438,239.46475219726562,152.64907836914062,3.761380910873413,243.75962829589844,0,174.09954833984375,142.6434326171875
1808,492.2525634765625,360.91217041015625,466.90423583984375,570.9815673828125,310.7879943847656,556.31298828125,523.2489624023438,0,426.5125732421875,285.795654296875
1809,421.177978515625,325.0655517578125,309.9703063964844,452.37274169921875,324.20404052734375,3.336015462875366,417.1317138671875,0,338.9432067871094,228.9526824951172
1810,235.55276489257812,181.34378051757812,267.5845642089844,315.9703063964844,284.31842041015625,76.2911605834961,447.4075012207031,0,412.50537109375,151.59707641601562
1811,289.94219970703125,250.9676971435547,199.61366271972656,446.8216247558594,188.4539337158203,480.8623046875,315.9715881347656,0,238.57472229003906,161.67185974121094
1812,40.309669494628906,48.60177993774414,51.619728088378906,411.1240539550781,48.32014465332031,2.6824426651000977,122.65030670166016,0,78.0054931640625,47.14338684082031
1813,145.76280212402344,125.11067199707031,56.29135513305664,417.9834289550781,67.07713317871094,298.8271179199219,204.4262237548828,0,144.05059814453125,83.2163314819336
1814,244.36447143554688,188.07395935058594,158.4770050048828,538.7992553710938,120.66499328613281,344.77301025390625,319.8011779785156,0,162.8485107421875,139.1000213623047
1815,145.5001678466797,122.159912109375,89.66327667236328,367.6767883300781,94.43814849853516,163.9994354248047,209.01010131835938,0,67.96240997314453,152.09671020507812
