year,RAOIARKHA_03_,RAOIARKHA_06_,RAOIARKHA_09_,RAOIARKHA_12_,RAOIARKHA_14_,RAOIARKHA_15_,RAOIARKHA_16_,RAOIARKHA_17_,RAOIARKHA_19_,RAOIARKHA_20_
1758,0.978685736656189,0.6204696893692017,0.9876787662506104,0,0.9721032977104187,0.9904392957687378,0.9281980395317078,0,0,0.9147474765777588
1759,0.9905566573143005,0.9492725729942322,0.9334734678268433,0,0.9604434370994568,0.9903478026390076,0.9517001509666443,0,0,0.9558597207069397
1760,0.9458999633789062,0.9913792610168457,0.8675110936164856,0,3.369004249572754,0.9865736365318298,0.9624083042144775,0,0,0.9395950436592102
1761,0.621295690536499,0.9558597803115845,0.8998650312423706,0.3555040657520294,0.9882146716117859,0.845736563205719,0.9454993009567261,0,0,0.7530587315559387
1762,0.9178388714790344,0.9173994064331055,0.9902744293212891,0.7172908782958984,0.9936748147010803,0.9556111097335815,0.9527259469032288,0,0,0.864886999130249
1763,0.8896665573120117,0.9494515657424927,0.8819530010223389,0.8359616994857788,0.6724844574928284,0.9500552415847778,0.9409537315368652,0,0,0.8774893283843994
1764,0.885891318321228,0.9512911438941956,0.8912190198898315,0.9270139336585999,0.9758208394050598,0.9862641096115112,0.9058138728141785,0,0,0.9563145041465759
1765,0.9692510366439819,0.8808128237724304,0.6869913935661316,0.973592221736908,0.8268225789070129,0.9902095794677734,0.7780834436416626,0,0,0.8586121201515198
1766,0.9252336025238037,0.9018309116363525,0.7592424750328064,0.9791227579116821,0.9719449877738953,0.9905272126197815,0.9118973612785339,0,0,0.9373511672019958
1767,0.9577821493148804,0.9160119891166687,0.8766030669212341,1.9158107042312622,0.9038494825363159,0.9358002543449402,0.8876487016677856,0,0,0.9284482002258301
1768,0.9830279350280762,0.8915102481842041,0.7790610194206238,0.9580320119857788,0.9687483906745911,0.989179253578186,0.8876463770866394,0,0,0.9775152206420898
1769,0.9844436645507812,0.8981969356536865,0.8612285256385803,0.9043774604797363,0.965662956237793,0.8267221450805664,0.8593174815177917,0,0,0.9610797762870789
1770,0.971645176410675,0.9712131023406982,0.8431733250617981,0.956092357635498,0.9895167350769043,0.9394202828407288,0.8700736165046692,0,0,0.8991177082061768
1771,0.9904330968856812,0.9751873016357422,0.9903292059898376,0.9610468149185181,0.9907513856887817,0.9354973435401917,0.8673721551895142,0,0,0.9888961911201477
1772,0.9891882538795471,0.9131841659545898,0.9911845326423645,0.9853659272193909,0.9897705316543579,0.9508625864982605,0.97719407081604,0,0,0.957366943359375
1773,0.968235433101654,0.9666728377342224,0.9426987767219543,0.983240008354187,0.9832510948181152,0.9454461336135864,0.9914827942848206,0,0,0.9872221946716309
1774,0.9841022491455078,0.8817816376686096,0.6900297999382019,0.9825211763381958,0.9682565331459045,0.7669177055358887,0.9897485375404358,0,0,0.9733667373657227
1775,0.914679229259491,0.9263003468513489,0.6070780158042908,0.9512240886688232,0.9905937910079956,0.8426066637039185,0.9731523394584656,0,0,0.9904071688652039
1776,0.9631646871566772,0.9587544202804565,0.635034441947937,0.9858815670013428,0.9659070372581482,0.9905710220336914,0.9765530824661255,0,0,0.9904407858848572
1777,0.9902101159095764,0.9546621441841125,0.8178719878196716,0.942336916923523,0.9595110416412354,0.7806366086006165,0.980130136013031,0,0,0.9901357293128967
1778,0.9309941530227661,0.8917807936668396,0.689217746257782,0.9324362277984619,0.9914228320121765,0.8547730445861816,0.9884202480316162,0,0,0.990344762802124
1779,0.9140214920043945,0.9131898880004883,0.7906942963600159,0.9810228943824768,0.9907805323600769,0.9480162858963013,0.9904108047485352,0,0,0.9911925196647644
1780,0.9905505180358887,0.8976991772651672,0.7939519286155701,0.805540919303894,0.9910836219787598,0.9347053170204163,0.9904330372810364,0,0,0.9908401966094971
1781,0.9903634190559387,0.9506336450576782,0.9004815220832825,0.8339826464653015,0.991096019744873,0.9892904162406921,0.9891645908355713,0,0,0.9630891680717468
1782,0.9570861458778381,0.9477992057800293,0.7331131100654602,0.8534945249557495,0.9520853757858276,0.9903578162193298,0.991209864616394,0,0,0.9853962659835815
1783,0.9395737051963806,0.8271732926368713,0.8576859831809998,0.7210259437561035,0.8303423523902893,0.9912444949150085,0.9906614422798157,0,0,0.9906973242759705
1784,0.9084323048591614,0.8850991725921631,0.8087354898452759,0.8887106776237488,0.7658259868621826,0.9906178116798401,0.9902037978172302,0,0,0.9875831007957458
1785,0.903659462928772,0.8477634191513062,0.8122506141662598,0.9247338771820068,0.9342197775840759,0.9468140602111816,0.9911003112792969,0,0,0.9903734922409058
1786,0.8778297305107117,0.970415472984314,0.9760292172431946,0.9196040034294128,0.9083252549171448,0.9892541766166687,0.9908108711242676,0,0,0.9883922338485718
1787,0.831903874874115,0.8272044062614441,0.7796222567558289,0.8995739817619324,0.6490940451622009,0.9634774327278137,0.9912437200546265,0,0,0.9900445938110352
1788,0.8863024711608887,0.8507591485977173,0.7723909616470337,0.8224005103111267,0.46561139822006226,0.9898346066474915,0.9911760687828064,0,0,0.9905328750610352
1789,0.93751460313797,0.8210179805755615,0.7755683660507202,0.905347466468811,0.27200621366500854,0.9448190331459045,0.9909083247184753,0,0,0.9903156161308289
1790,0.9869158864021301,0.8809423446655273,0.6733583807945251,0.9056809544563293,0,0.9518246650695801,0.9902908802032471,0,0,0.9676975011825562
1791,0.9851436018943787,0.9681175947189331,0.9357744455337524,0.9227551817893982,0,0.9905232191085815,0.9120591878890991,0,0,0.9902117848396301
1792,0.9603606462478638,0.9407456517219543,0.8967576026916504,0.9016303420066833,0,0.9886478781700134,0.9639776349067688,0,0.503610372543335,0.9909473657608032
1793,0.8837056159973145,0.9850470423698425,0.827199399471283,0.9071751832962036,0,0.9084792733192444,0.917025089263916,0,0.8474107980728149,0.9706845283508301
1794,0.9027162790298462,0.9473982453346252,0.6821426153182983,0.9264911413192749,0.15567617118358612,0.9159008264541626,0.9040255546569824,0,0.89885014295578,0.9267116189002991
1795,0.9178764224052429,0.990155816078186,0.9673793911933899,0.9013440608978271,0.35432007908821106,0.9910019040107727,0.7865976095199585,0,0.8995989561080933,0.9429851174354553
1796,0.8852031826972961,0.9696582555770874,0.9503622651100159,0.9183309078216553,0.7520627379417419,0.9535375833511353,0.8149177432060242,0,0.9354838132858276,0.9587756991386414
1797,0.9851092100143433,0.9634100794792175,0.8615826368331909,0.9593197703361511,0.782801628112793,0.9778549671173096,0.5573682188987732,0,0.9476849436759949,0.9830028414726257
1798,0.9896001815795898,0.9863665103912354,0.9322528839111328,0.9473212361335754,0.8453887701034546,0.9572045803070068,0.28923889994621277,0,0.9423663020133972,0.9905367493629456
1799,0.9276493787765503,0.990289032459259,0.9277586936950684,0.928885817527771,0.9904125332832336,0.8615378737449646,0.13634884357452393,0,0.9530854821205139,0.9906129240989685
1800,0.9894265532493591,0.9867791533470154,0.9585444927215576,0.9232600927352905,0.9896591305732727,0.9662389755249023,0,0,0.9055802226066589,0.9906781315803528
1801,0.9152246117591858,0.9871307015419006,0.9538877606391907,0.9220569729804993,0.9890404939651489,0.722551167011261,0,0,0.9027227759361267,0.9903900027275085
1802,0.9084798097610474,0.9911054968833923,0.8878646492958069,0.8693375587463379,0.4937382638454437,0.8324170708656311,0,0,0.8982664346694946,0.9902712106704712
1803,0.9313242435455322,0.985142171382904,0.8435443043708801,0.903253972530365,0.6072399020195007,0.9445086121559143,0.013274439610540867,0,0.8641238808631897,0.9904007315635681
1804,0.8247926831245422,0.9900723695755005,0.8316726684570312,0.962986409664154,0.45454108715057373,0.9586994051933289,0.0037442753091454506,0,0.8911052942276001,0.9642686247825623
1805,0.8777522444725037,0.9904729127883911,0.8840526342391968,0.961661696434021,0.585261344909668,32.59062194824219,0,0,0.856920063495636,0.9817781448364258
1806,0.9590085744857788,0.9905335307121277,0.8388418555259705,0.9114615321159363,0.608507513999939,0.908993124961853,0,0,0.8254597187042236,0.9229263663291931
1807,0.9844738841056824,0.9912059903144836,0.9580777883529663,0.9006512761116028,0.8964428305625916,4.490340709686279,0,0,0.9321439862251282,0.9541111588478088
1808,0.7463358044624329,0.9589430689811707,0.9468268752098083,0.7617712020874023,0.7226719856262207,0.9354265332221985,0,0,0.983648419380188,0.9466086626052856
1809,0.8086183667182922,0.9824679493904114,0.9015535116195679,0.7207247018814087,0.7171942591667175,5.811708927154541,0,0,0.9215356707572937,0.990465521812439
1810,0.9357097148895264,0.9888269901275635,0.6701263785362244,0.7856223583221436,0.6154675483703613,0.9387667775154114,0,0,0.6629013419151306,0.9912064671516418
1811,0.7332049012184143,0.9700868725776672,0.619682252407074,0.8104395866394043,0.5926682949066162,0.8593164682388306,0.09463159739971161,0,0.9276654124259949,0.9909719824790955
1812,0.9903679490089417,0.9912272691726685,0.9694342017173767,0.9525741934776306,0.810019314289093,148.8340606689453,0.9649453163146973,0,0.9511675834655762,0.991208553314209
1813,0.967937171459198,0.990470826625824,0.9816266298294067,0.9904186129570007,0.8915499448776245,0.9902451634407043,0.9908856749534607,0,0.9619991779327393,0.9902187585830688
1814,0.9171401858329773,0.9904076457023621,0.9291238784790039,0.9906682968139648,0.9528424739837646,0.9914559721946716,0.9906061291694641,0,0.979452908039093,0.9911626577377319
1815,0.9522740840911865,0.990361750125885,0.9740434885025024,0.9903900623321533,0.948954701423645,0.9845588207244873,0.9911367297172546,0,0.9720361232757568,0.9913689494132996
1816,0.9468783140182495,0.986579179763794,0.9633609056472778,0.9906853437423706,0.9563350677490234,0.963930070400238,0.9903822541236877,0,0.9854535460472107,0.9915481209754944
1817,0.8993831276893616,0.9847161173820496,0.9490174651145935,0.9906107783317566,0.940425455570221,0.9707947969436646,0.9897052049636841,0,0.9922285676002502,0.9836082458496094
1818,0.8796617984771729,0.9805516600608826,0.9094630479812622,0.9618123769760132,0.5674317479133606,0.9601280093193054,0.9902167320251465,0,0.9799444675445557,0.9347490072250366
1819,0.9911305904388428,0.9905770421028137,0.9317214488983154,0.9917109608650208,0.693122923374176,0.9631962180137634,0.9890272617340088,0,0.9544808864593506,0.9912512898445129
1820,0.9886680245399475,0.9907199144363403,0.947723925113678,0.9898847937583923,0.8915320038795471,0.9811741709709167,0.9582928419113159,0,0.9629763960838318,0.9914679527282715
1821,0.9623998999595642,0.9907484650611877,0.9706710577011108,0.990095317363739,0.9459916949272156,0.9885175228118896,0.9272899031639099,0,0.958412766456604,0.9786202907562256
1822,0.9514114856719971,0.9785853624343872,0.9225387573242188,0.8608474135398865,0.9092350602149963,0.7434247732162476,0.9239678382873535,0,0.950899600982666,0.9458335638046265
1823,0.8346602320671082,0.9862457513809204,0.9801604747772217,0.6973166465759277,0.848906397819519,0.7373182773590088,0.9339864253997803,0,0.9455695748329163,0.9873990416526794
1824,0.9898614883422852,0.9907882213592529,0.9884897470474243,0.4676468074321747,0.9602075815200806,0.9261787533760071,0.9205886721611023,0,0.9638357758522034,0.9541657567024231
1825,0.9878753423690796,0.9862067699432373,825.7760009765625,0.4421558082103729,0.9727596640586853,1,0.8716174364089966,0,0.9776636362075806,0.9898138046264648
1826,0.9906413555145264,0.9901031851768494,0.9911802411079407,0.9414347410202026,0.9836162328720093,0.9430568218231201,0.9338694214820862,0,0.9406429529190063,0.9890835285186768
1827,0.9825003147125244,0.9900908470153809,0.9785855412483215,0.7419292330741882,0.9855901598930359,0.9548038244247437,0.9330965876579285,0,0.9719118475914001,0.963047444820404
1828,0.7241600751876831,0.9906876683235168,0.913679301738739,0.8502886295318604,0.9470739960670471,0.9687615633010864,0.937584400177002,0,0.9586097598075867,0.9610022306442261
1829,0.979755163192749,0.9900755882263184,0.9604942202568054,0.849052369594574,0.9913832545280457,0.6387479305267334,0.9405682682991028,0,0.9884517192840576,0.9895382523536682
1830,0.9614548087120056,0.9769375324249268,0.9779360890388489,0.9748103618621826,0.9926378130912781,0.8411533236503601,0.9893812537193298,0,0.9416181445121765,0.9904444813728333
1831,0.9445470571517944,0.89309161901474,0.9492177367210388,0.9159116148948669,0.9877022504806519,0.750605583190918,0.004106767941266298,0,0.9176619052886963,0.9845669865608215
1832,0.9715360999107361,0.9426103830337524,0.9251560568809509,0.9124945998191833,0.9645357131958008,0.9423912167549133,0.004872742109000683,0,0.9248215556144714,0.9582184553146362
1833,0.9848651885986328,0.9903975129127502,8.579146385192871,0.9841451644897461,0.9577300548553467,3.0500128269195557,0.005942950490862131,0,0.9513171911239624,0.9671527743339539
1834,0.9163094162940979,0.9518682956695557,0.9879342913627625,0.8972875475883484,0.8400583267211914,0.9913959503173828,0.004831286612898111,0.0806359201669693,0.9289616942405701,0.9760554432868958
1835,0.8986507058143616,0.9004284143447876,0.9590926766395569,0.9638330340385437,0.9342836737632751,0.9903327822685242,0.005778592079877853,0.2430446594953537,0.9217265844345093,0.9570173025131226
1836,0.9436608552932739,0.922856867313385,0.9908468127250671,0.9878959059715271,0.9656699895858765,0.9905472993850708,0.006161483470350504,0.4722966253757477,0.9896284341812134,0.9905738234519958
1837,0.9497342705726624,0.9458810091018677,0.989241361618042,0.9529432058334351,0.9913552403450012,0.9899841547012329,0.004234506282955408,2.976702928543091,0.9927868843078613,0.9907448887825012
1838,0.9339524507522583,0.909561276435852,0.9912033677101135,0.9907590746879578,0.9897236824035645,0.991377055644989,0.006494157016277313,0.39935302734375,0.9787731170654297,0.9875300526618958
1839,0.8631178736686707,0.7599824666976929,0.9903475046157837,0.9013708233833313,0.9904382824897766,0.9897463321685791,0.00579469371587038,0.5029646754264832,0.9874011874198914,0.9446620345115662
1840,0.7740128040313721,0.8719837665557861,0.9907235503196716,0.9720601439476013,0.9919677972793579,0.9901909232139587,0.006184886209666729,0.318507581949234,0.8991587162017822,0.9449213147163391
1841,0.8536753058433533,0.35503247380256653,0.9901965856552124,0.9480782151222229,0.562394380569458,0.9815609455108643,0.007185547146946192,0.38032111525535583,0,0.9087913632392883
1842,0.7097457647323608,0.5844228863716125,0.9770930409431458,0.8516165018081665,0.88072270154953,0.5152329802513123,0.007334970403462648,0.702969491481781,0,0.9678138494491577
1843,0.9529023170471191,0.8274736404418945,0.9487918019294739,0.9893671870231628,0.9897765517234802,0.003407758194953203,0.009172373451292515,0.6977318525314331,0,0.9047001004219055
1844,0.9267821311950684,0.8554739356040955,0.9602240324020386,0.9344062805175781,0.990402102470398,0.0014430086594074965,0.9714553952217102,0.7827510237693787,0,0.9898417592048645
1845,0.848971962928772,0.8562394976615906,0.9673194885253906,0.939894437789917,0.9906381964683533,0.0010139603400602937,0.9893441796302795,0.8273038864135742,0,0.9659863710403442
1846,0.7798238396644592,0.928405225276947,0.9770718216896057,0.9283536076545715,0.9894363284111023,0.0017636356642469764,0.9908347129821777,0.9257240891456604,0,0.9113680720329285
1847,0.8132853507995605,0.990033745765686,0.9231786131858826,0.9746844172477722,0.9900211691856384,0.0015771453035995364,0.9895762801170349,0.9196189045906067,0,0.9876672625541687
1848,0.8637397885322571,0.9908238649368286,0.9648919105529785,0.9367534518241882,0.9899066686630249,0,0.9899478554725647,0.9599616527557373,0,0.8497129678726196
1849,0.8399054408073425,0.991832971572876,486385.21875,0.9730872511863708,0.9921101927757263,0.22833672165870667,0.9934646487236023,0.9902303814888,0,0.9914608597755432
1850,0.7881275415420532,0.8917226791381836,0.9894252419471741,0.9903536438941956,0.9898881316184998,0.9882904887199402,0.9908393025398254,0.9896531701087952,0,0.8819895386695862
1851,0.8971959352493286,0.9898242354393005,0.9798474907875061,0.9902905821800232,0.9880490899085999,0.9344934225082397,0.3835952579975128,0.9898032546043396,0,0.9887624979019165
1852,0.7242938876152039,0.9886692762374878,0.9409195184707642,0.9771562218666077,0.9897648692131042,0.8468493819236755,0.45452797412872314,0.9897037148475647,0,0.9234270453453064
1853,0.7487841248512268,0.9148923754692078,0.8916434645652771,0.9011042714118958,0.6009703874588013,0.9817052483558655,0.4414823055267334,0.9799627661705017,0,0.9811362028121948
1854,0.7603962421417236,0.835422933101654,0.8792271614074707,0.9025152921676636,0.9608511924743652,0.7322295904159546,0.42136362195014954,0.9901085495948792,0.005702491849660873,0.9586805105209351
1855,0.8728771209716797,0.8163015246391296,0.8683623671531677,0.9584840536117554,0.9901749491691589,0.9840789437294006,0.47927209734916687,0.9898732900619507,0.04933876916766167,0.8305642008781433
1856,0.7960913777351379,0.664500892162323,0.8702132105827332,0.8984456658363342,0.7684885263442993,0.7989056706428528,0.5167405605316162,0.9896150231361389,0.06402578204870224,0.8781440258026123
1857,0.8974812626838684,0.5486029982566833,0.6211289763450623,0.9907567501068115,0.8712020516395569,0.95395427942276,0.975639283657074,0.9899792075157166,0,0.7992297410964966
1858,0.8869527578353882,0.6183335185050964,0.9737895727157593,0.9181119203567505,0.737410843372345,0.9902682900428772,0.5417930483818054,0.9801270961761475,0.6364992260932922,0.8116570711135864
1859,0.9373496770858765,0.9894357323646545,0.9906226396560669,0.6870787739753723,0.9829345941543579,0.9796135425567627,0.9779741168022156,0.9907411932945251,0.9677789807319641,0.6855455040931702
1860,0.8543202877044678,0.6535857915878296,0.9032552242279053,0.8734671473503113,0.9907662868499756,0.792485773563385,0.7367839217185974,0.9903709888458252,0.968136191368103,0.7238792181015015
1861,0.9016605019569397,0.710048258304596,0.91939777135849,0.9816577434539795,0.7596800327301025,0.9908860325813293,0.9800993204116821,0.9900176525115967,0.9293230772018433,0.75102698802948
1862,0.8190752267837524,0.8002250790596008,0.9081100821495056,0.9819642305374146,0.9004129767417908,0.9906130433082581,0.9681996703147888,0.9905707836151123,0.9897787570953369,0.7206261157989502
1863,0.8047528862953186,0.9622219204902649,0.85136479139328,0.9903736114501953,0.7966673374176025,0.9906697273254395,0.5145294666290283,0.9905369281768799,0.940880537033081,0.6138458251953125
1864,0.9243694543838501,0.9123990535736084,0.8960105180740356,0.9837134480476379,0.9892555475234985,0.991091787815094,0,0.9904636740684509,0.990430474281311,0.5920605063438416
1865,0.9907031059265137,0.8850305676460266,0.8833292722702026,0.9888033270835876,0.9630300998687744,0.9898481965065002,0.4630199074745178,0.9845877885818481,0.8883805274963379,0.7259784936904907
1866,0.9899733066558838,0.9902433753013611,0.9784049391746521,0.9729883074760437,0.9897153973579407,0.9910399913787842,0.9360147714614868,0.9907269477844238,0.9875589609146118,0.9904775023460388
1867,0.9905162453651428,0.9854595065116882,0.9767060875892639,0.980553388595581,0.9726904034614563,0.9899877309799194,0.983455240726471,0.9902176260948181,0.9902024269104004,0.9897977113723755
1868,0.9335393309593201,0.7716713547706604,0.9480661749839783,0.9896424412727356,0.8883338570594788,0.9903422594070435,0.9811251163482666,0.9832189679145813,0.9203513264656067,0.8871002197265625
1869,0.9691421389579773,0.9907065629959106,72.85993194580078,0.9763174057006836,0.9408993124961853,0,0.7649343013763428,0.9895625114440918,0.989697277545929,0.9435682892799377
1870,0.9749834537506104,0.9864509701728821,0.9552872180938721,0.9755162000656128,0.9555851817131042,0.5628089904785156,0.9901750087738037,0.990950882434845,0.9901781678199768,0.9346497654914856
1871,0.9752693176269531,0.8564509749412537,0.9794184565544128,0.9886147379875183,0.9894598126411438,0.9902938008308411,0.9904388785362244,0.9904686212539673,0.9910242557525635,0.9541420936584473
1872,0.9584424495697021,0.9212729930877686,0.9904052019119263,0.969559371471405,0.9902516007423401,0.9908595085144043,0.9903165102005005,0.9907976984977722,0.8389455676078796,0.876843273639679
1873,0.9810240864753723,0.9906600713729858,0.990688145160675,0.9908129572868347,0.991955041885376,0.9850777387619019,0.9896666407585144,0.9909968376159668,0.9762678146362305,0.9859856367111206
1874,0.9911059141159058,0.9862374663352966,6.53996467590332,0.990467369556427,0.9897032976150513,0.9318422675132751,0.9905553460121155,0.9907830357551575,0.9904391169548035,0.9912204742431641
1875,0.9809201955795288,0.6952989101409912,0.9880830645561218,0.9789420366287231,0.9556804299354553,0.847646951675415,0.9903059005737305,0.954842209815979,0.7775726318359375,0.9759684205055237
1876,0.9900912046432495,0.9544386267662048,0.9332953691482544,0.9904441237449646,0.9802689552307129,0.9710664749145508,0.9902784824371338,0.9902340173721313,0.9789905548095703,0.9789911508560181
1877,0.7987687587738037,0.6151559948921204,0.9358319640159607,0.9884496331214905,0.9789141416549683,0.9501974582672119,0.9906443953514099,0.9881267547607422,0.7561956644058228,0.9442194104194641
1878,0.5347117781639099,0.9498739838600159,0.8153656125068665,0.9605700373649597,0.7500121593475342,0.9509336948394775,0.9907755255699158,0.9901471138000488,0.719875693321228,0.9270933866500854
1879,0.9188821315765381,0.8589207530021667,0.7420893907546997,0.9885385036468506,0.9882621169090271,0.7878090739250183,0.9909921884536743,0.9906590580940247,0.7333088517189026,0.9597055315971375
1880,0.9175717830657959,0.6460898518562317,0.5800273418426514,0.977234959602356,0.9907656311988831,0.9585253000259399,0.9907597899436951,0.984711229801178,0.6733124852180481,0.9548130035400391
