year,CWTradKHA_03_,CWTradKHA_06_,CWTradKHA_09_,CWTradKHA_12_,CWTradKHA_14_,CWTradKHA_15_,CWTradKHA_16_,CWTradKHA_17_,CWTradKHA_19_,CWTradKHA_20_
1897,6.576054096221924,5.990590572357178,0,0,4.312837600708008,5.6497979164123535,3.883206367492676,4.423272609710693,4.028556823730469,6.047422409057617
1898,5.007249355316162,4.547659873962402,0,0,3.836245059967041,4.428731918334961,4.135013580322266,3.964369297027588,4.210730075836182,4.648894786834717
1899,4.793636798858643,5.0681986808776855,0,0,3.9313838481903076,3.629953145980835,3.481473922729492,3.4600892066955566,3.7238659858703613,4.243804931640625
1900,5.555145740509033,4.1017632484436035,0,0,4.410874843597412,3.852956771850586,4.396083831787109,3.75026798248291,3.947660207748413,5.038374423980713
1901,5.253479957580566,4.546780586242676,0,0,4.057068824768066,4.71442985534668,3.632230520248413,3.5803802013397217,3.749800682067871,5.150825023651123
1902,4.433962821960449,4.023548603057861,0,0,3.881970167160034,4.6518096923828125,3.406013250350952,3.4065346717834473,3.4930074214935303,4.376841068267822
1903,4.682838439941406,4.639962673187256,0,0,4.3182454109191895,5.023709774017334,4.05753755569458,3.9988796710968018,3.902822971343994,4.597987651824951
1904,5.388023853302002,5.353557586669922,0,0,4.047545433044434,5.868790626525879,3.5473313331604004,4.251842975616455,3.9405150413513184,4.665844917297363
1905,4.895290374755859,4.162238121032715,0,5.6209797859191895,4.237839221954346,4.950930118560791,3.8445334434509277,3.6683640480041504,4.123007297515869,4.307456016540527
1906,4.39376163482666,4.175293445587158,0,4.107219219207764,4.142876148223877,4.341254234313965,3.361963987350464,3.4184231758117676,3.798130750656128,4.393311023712158
1907,4.520130157470703,4.322758197784424,0,3.948756694793701,3.942021369934082,4.123451232910156,3.4586122035980225,3.6408562660217285,3.807633638381958,4.557538986206055
1908,5.09328031539917,5.219404220581055,0,4.885723114013672,3.851043701171875,5.406016826629639,3.316962242126465,4.109778881072998,3.908684015274048,5.274227619171143
1909,4.662774085998535,3.399709701538086,0,3.6131069660186768,4.169201850891113,3.7673885822296143,3.2280380725860596,4.594272136688232,3.6899569034576416,5.546812534332275
1910,5.125770092010498,5.978392601013184,0,4.0866498947143555,4.272037506103516,5.809983730316162,4.089323997497559,4.746962070465088,4.988627910614014,5.931539058685303
1911,4.85158109664917,5.119980812072754,0,3.830512523651123,3.8342599868774414,6.070804595947266,3.5069756507873535,4.858258247375488,3.556718349456787,4.850162029266357
1912,3.644057512283325,3.254695415496826,0,2.428699493408203,3.606163263320923,2.8201777935028076,3.0139427185058594,3.715733766555786,3.518432378768921,3.5660805702209473
1913,4.06944465637207,4.101971626281738,0,2.8086798191070557,4.0030741691589355,3.931748390197754,3.5021846294403076,3.7445030212402344,3.455092430114746,6.029356479644775
1914,5.554867267608643,5.125030994415283,0,3.8160641193389893,3.824211835861206,5.962457180023193,3.3656005859375,4.465524196624756,3.5305681228637695,6.049086093902588
1915,4.93606424331665,4.717482566833496,0,3.0403707027435303,4.357352256774902,4.550665855407715,2.843459129333496,4.983194828033447,3.8470959663391113,5.593091011047363
1916,4.803462028503418,4.726208686828613,0,4.384190082550049,3.8224194049835205,5.488992691040039,3.2360148429870605,5.168154239654541,3.6583409309387207,5.940006732940674
1917,5.67717981338501,4.57633638381958,0,4.303249359130859,4.197576522827148,6.228370189666748,2.86586332321167,5.568170070648193,4.04738712310791,5.867639064788818
1918,5.348995208740234,4.598788261413574,0,4.726017475128174,3.7554163932800293,4.998215675354004,3.7800400257110596,5.083919048309326,4.141470909118652,5.3472161293029785
1919,5.437320232391357,4.28205680847168,0,4.275841236114502,4.148542404174805,5.471902370452881,3.249262571334839,5.055392742156982,3.2568063735961914,6.298137664794922
1920,5.394468784332275,4.3484649658203125,0,5.593611717224121,3.995286464691162,4.860732078552246,3.229787588119507,5.193946838378906,3.745076894760132,5.514521598815918
1921,4.882441997528076,4.504879951477051,0,4.684463977813721,4.499651908874512,5.922773361206055,3.5940163135528564,5.512578010559082,3.5834238529205322,5.478973388671875
1922,5.853930473327637,4.677992820739746,0,5.577213287353516,4.647228240966797,5.956228733062744,3.254063129425049,6.006473064422607,3.6985340118408203,6.218487739562988
1923,4.998170852661133,4.767946720123291,0,4.7279133796691895,3.987319231033325,4.988024711608887,2.997971534729004,5.418752670288086,3.8331525325775146,5.378840923309326
1924,5.373096942901611,4.946783542633057,0,5.131136894226074,4.353285312652588,5.045102119445801,3.8894894123077393,5.85038423538208,3.787879705429077,6.203817844390869
1925,4.636509895324707,4.958285331726074,0,4.5036797523498535,4.003408908843994,4.743195533752441,4.178536891937256,4.783712863922119,3.5722880363464355,4.863232612609863
1926,4.959833145141602,4.987077713012695,0,4.870734691619873,4.0720672607421875,4.781400203704834,3.7468924522399902,5.1451849937438965,3.6909945011138916,5.552337646484375
1927,4.59455680847168,4.5695977210998535,0,4.349890232086182,3.643334150314331,4.101789474487305,4.287304401397705,4.843127727508545,3.8043997287750244,4.434940338134766
1928,5.687774181365967,5.370202541351318,0,4.635983943939209,4.472759246826172,4.8143630027771,3.7127044200897217,5.182396411895752,4.163671016693115,5.505288600921631
1929,4.988259792327881,5.347867012023926,0,3.9661128520965576,4.032656192779541,4.858397006988525,3.8173792362213135,5.302084922790527,4.109464168548584,5.940211772918701
1930,4.767725944519043,5.368668079376221,0,5.20507287979126,4.105233192443848,4.413755893707275,4.357821464538574,5.316687107086182,4.49808931350708,5.294816970825195
1931,4.219981670379639,4.409585475921631,0,3.038511037826538,3.523407220840454,2.941415786743164,3.6749625205993652,4.740415573120117,3.2569961547851562,4.275820732116699
1932,-999,5.633824825286865,0,5.47626256942749,5.1038970947265625,2.280986785888672,4.739583969116211,6.003654956817627,3.666348457336426,4.890610694885254
1933,-999,5.566751480102539,0,5.266766548156738,4.190577983856201,-999,4.752352714538574,5.564210414886475,3.7956764698028564,5.725893020629883
1934,-999,5.408208847045898,0,4.818945407867432,4.490252494812012,-999,4.938591480255127,6.027083396911621,4.3654656410217285,5.370644569396973
1935,-999,5.711554050445557,0,4.323768615722656,4.413778781890869,-999,5.207065582275391,6.0334038734436035,4.494560718536377,6.4184136390686035
1936,-999,5.628742694854736,0,3.887352705001831,4.355444431304932,5.103230953216553,5.154122352600098,5.820653915405273,4.829790115356445,5.817205905914307
1937,2.128619909286499,4.769638538360596,0,3.759981632232666,4.525663375854492,4.502705097198486,4.957839012145996,5.222967147827148,3.825756788253784,5.600636005401611
1938,4.491194725036621,5.777205944061279,0,5.1369171142578125,5.0720744132995605,5.5048346519470215,4.976348400115967,5.762400150299072,5.426751613616943,5.157737731933594
1939,5.4943647384643555,5.977388381958008,0,5.268062591552734,5.0875630378723145,5.687243938446045,5.137748718261719,5.711428642272949,5.76503849029541,5.989673614501953
1940,4.825335502624512,5.954953670501709,0,5.718059062957764,4.168054103851318,4.424709320068359,4.817683696746826,5.387439727783203,5.977570533752441,5.918171405792236
1941,5.9200053215026855,5.098440647125244,5.961492538452148,4.911865711212158,4.006564140319824,5.254932403564453,5.241847991943359,6.496027946472168,4.92484712600708,5.958117485046387
1942,4.692417144775391,5.983262538909912,5.894191741943359,5.5202860832214355,4.935960292816162,5.3512349128723145,5.434967041015625,4.138238430023193,5.591371536254883,6.206700325012207
1943,5.12680721282959,5.425033092498779,5.299013137817383,5.551636219024658,4.4271159172058105,5.157342433929443,5.272912979125977,4.483827114105225,4.724986553192139,5.115767478942871
1944,4.401575088500977,5.056864261627197,4.500759601593018,4.670289516448975,3.993812322616577,4.360869884490967,4.756704807281494,4.27375602722168,4.238569259643555,4.530641078948975
1945,4.458238124847412,5.432379245758057,4.5093913078308105,5.652634143829346,3.8476834297180176,4.437098503112793,4.765044212341309,4.6723737716674805,4.850562572479248,4.304009437561035
1946,5.377366542816162,5.47420072555542,4.624413967132568,5.755242347717285,4.411509990692139,5.216438293457031,5.360317230224609,4.597986221313477,5.412843227386475,5.998138904571533
1947,4.2408928871154785,4.168116569519043,4.49488639831543,5.5178351402282715,4.759141445159912,5.528857231140137,6.407862186431885,3.8859591484069824,4.501000881195068,3.5380985736846924
1948,5.384804725646973,5.221311569213867,4.2789506912231445,5.898641586303711,5.125833988189697,5.672534942626953,5.471779823303223,4.778995037078857,6.0259175300598145,4.437849998474121
1949,4.297727108001709,4.584767818450928,4.721462249755859,5.7669572830200195,4.878949165344238,4.728012561798096,4.937112331390381,4.234369277954102,5.173832893371582,3.620126724243164
1950,5.363365650177002,4.518151760101318,4.37945556640625,5.607044219970703,4.344555377960205,5.103831768035889,4.543948650360107,4.198887825012207,4.5121378898620605,3.6924731731414795
1951,5.538249969482422,5.153564929962158,4.005263328552246,5.786660194396973,4.444530010223389,4.660982608795166,4.22962760925293,4.063441276550293,4.784452438354492,4.340786457061768
1952,5.054486274719238,5.089010715484619,3.9473018646240234,5.1305389404296875,4.188961505889893,4.28542947769165,4.1102519035339355,4.073663711547852,4.407693862915039,4.041719913482666
1953,6.099899768829346,5.457139015197754,4.2675862312316895,6.117243766784668,5.639399528503418,5.395591735839844,4.888309001922607,5.300745964050293,6.184732913970947,4.381468296051025
1954,4.992702007293701,4.765587329864502,4.858126163482666,4.785212993621826,3.6585631370544434,4.379870891571045,4.1347551345825195,3.9386446475982666,5.176145553588867,3.5431158542633057
1955,4.628008842468262,3.9212698936462402,4.180044651031494,3.600163221359253,3.6243481636047363,0,3.776973009109497,3.2708475589752197,5.077230453491211,3.0433876514434814
1956,5.22344970703125,4.407907009124756,4.299046039581299,5.98760461807251,4.18861198425293,0,4.746838092803955,4.162513732910156,5.940091133117676,3.6053011417388916
1957,5.326564311981201,5.008622169494629,4.2943315505981445,6.2677226066589355,4.370743751525879,0,4.502946853637695,4.399022102355957,6.270773410797119,4.385096549987793
1958,5.4456939697265625,4.640610218048096,5.480973243713379,5.408343315124512,3.7111268043518066,0,3.4979188442230225,4.107523441314697,4.693975925445557,3.4319546222686768
1959,5.86395788192749,4.4686970710754395,4.323215961456299,5.670838832855225,3.7541472911834717,0,4.088618278503418,4.828582286834717,4.094346046447754,4.783423900604248
1960,5.104580402374268,4.574609279632568,5.325236797332764,4.743503570556641,4.35154914855957,0,4.17084264755249,4.124208450317383,3.9344828128814697,4.336485862731934
1961,5.012350559234619,4.326637268066406,4.2606940269470215,4.5621161460876465,4.424973011016846,0,4.019213676452637,3.9838695526123047,4.110645294189453,3.9216959476470947
1962,5.299798011779785,4.496697425842285,3.9412648677825928,4.859818935394287,4.119717121124268,0,4.1359076499938965,3.928288221359253,3.989541530609131,4.15191125869751
1963,4.448831558227539,4.245274066925049,4.352177619934082,4.164184093475342,4.407261371612549,0,4.642007350921631,4.044442653656006,4.081658840179443,3.9263012409210205
1964,5.393751621246338,4.053813934326172,4.481653690338135,4.074863433837891,4.631195545196533,0,4.173840522766113,4.341957092285156,3.712796211242676,4.351799488067627
1965,4.2781572341918945,4.047989368438721,4.84567928314209,3.331481456756592,4.609738826751709,0,4.172872066497803,4.978294372558594,4.789355278015137,4.7291765213012695
1966,5.184457778930664,4.676365375518799,5.561331748962402,3.991037130355835,5.274372577667236,0,4.7683424949646,4.280488967895508,4.584527492523193,4.961307525634766
1967,5.306463718414307,4.093164920806885,4.3225812911987305,3.712026596069336,4.018279075622559,0,4.199896335601807,4.686018943786621,4.65403413772583,4.618897438049316
1968,4.880040168762207,3.8170182704925537,4.715218544006348,3.344304084777832,3.9315245151519775,0,3.715546131134033,3.967745780944824,3.964329242706299,3.9413301944732666
1969,4.757368564605713,4.215620040893555,4.300795078277588,3.5183207988739014,4.068906784057617,0,4.147655010223389,4.2788496017456055,4.887146472930908,4.787930011749268
1970,5.2687578201293945,4.023118019104004,4.904230117797852,3.7875936031341553,4.619588375091553,0,4.192031383514404,4.8173723220825195,4.632730484008789,4.848313331604004
1971,3.5648465156555176,3.824862241744995,4.2516937255859375,3.2531862258911133,4.889125823974609,0,3.991384744644165,4.6973137855529785,4.067280292510986,3.8732826709747314
1972,4.594768047332764,4.204249382019043,4.688667297363281,3.666440963745117,3.8579750061035156,0,3.698902130126953,3.945507049560547,3.8393075466156006,3.986503839492798
1973,4.106452465057373,4.06417179107666,4.578780174255371,3.188427686691284,4.275584697723389,0,3.6761133670806885,3.689678430557251,3.9513487815856934,3.837942361831665
1974,4.094189643859863,3.757711887359619,4.502667427062988,2.9329280853271484,4.1947712898254395,0,3.27697491645813,4.052151679992676,3.6793200969696045,3.838247537612915
1975,3.9662857055664062,3.8058414459228516,4.348606109619141,3.492974042892456,4.072749614715576,0,3.5952117443084717,3.9330925941467285,4.127767562866211,4.1342926025390625
1976,4.919557094573975,4.02654504776001,4.589842796325684,3.5991172790527344,4.202480316162109,0,3.3466498851776123,4.141794204711914,4.201983451843262,4.4364471435546875
1977,3.7180285453796387,3.5850443840026855,3.6273365020751953,2.897217035293579,3.672780990600586,0,3.2603044509887695,3.9685935974121094,3.691664457321167,3.447044849395752
1978,4.349581718444824,4.148796081542969,4.425575256347656,3.133467435836792,3.5559167861938477,0,3.339211940765381,4.346506118774414,4.44762659072876,4.104530334472656
1979,5.051042556762695,3.8237128257751465,4.0909881591796875,3.113328218460083,3.816568613052368,0,3.535311460494995,4.096403121948242,3.9801828861236572,4.350404262542725
1980,4.433198928833008,5.117393970489502,4.210879325866699,3.7442212104797363,3.973630666732788,0,3.2051615715026855,3.326700210571289,4.696905612945557,3.9013545513153076
1981,4.713979721069336,3.8381474018096924,4.092100620269775,3.5150387287139893,3.8986852169036865,0,3.5400516986846924,3.9956893920898438,4.3963751792907715,4.695218563079834
1982,5.112002372741699,3.8050835132598877,4.304346561431885,3.2665531635284424,4.009253978729248,0,3.684793472290039,4.204177379608154,4.246953964233398,4.865612983703613
1983,5.133059978485107,4.1568403244018555,4.054690361022949,3.3298399448394775,4.112954616546631,0,3.3589301109313965,4.204859256744385,4.456498622894287,5.015683174133301
1984,6.17856502532959,4.072908401489258,4.877121448516846,3.867039203643799,4.091508865356445,0,3.5729598999023438,4.678637504577637,5.787497043609619,5.007630825042725
1985,3.658033847808838,3.878790855407715,3.0057544708251953,2.915370225906372,3.5950818061828613,0,2.6601104736328125,3.5571227073669434,3.2786622047424316,3.614232063293457
1986,5.726578712463379,4.46901798248291,4.599350929260254,4.057394981384277,4.257064342498779,0,4.03866720199585,4.392603874206543,4.638028144836426,4.852254867553711
1987,5.10163688659668,4.472644805908203,4.517157077789307,3.101060390472412,4.762965679168701,0,4.003881454467773,4.328945636749268,4.420496940612793,4.633031845092773
1988,4.991562843322754,4.134279251098633,3.6996593475341797,3.3470652103424072,4.232532024383545,0,3.711653470993042,4.084478855133057,4.11769962310791,4.596618175506592
1989,3.2157680988311768,4.0431389808654785,2.6077497005462646,2.412419557571411,4.741184711456299,0,5.340782642364502,2.566774606704712,2.5937557220458984,2.417490005493164
1990,5.93781042098999,4.210041046142578,3.726456642150879,3.4304981231689453,3.9201221466064453,0,3.538161039352417,4.0033111572265625,4.115876197814941,5.146061897277832
1991,5.270529270172119,4.079544544219971,4.189336776733398,3.569218158721924,3.97301983833313,0,4.082729816436768,4.347253799438477,5.1031670570373535,4.5336737632751465
1992,4.664128303527832,4.119971752166748,4.037697792053223,3.3031246662139893,3.9166245460510254,0,4.01332426071167,4.32041597366333,5.373919486999512,4.335115432739258
1993,3.751124382019043,3.2664575576782227,2.8477163314819336,2.7313151359558105,3.591097354888916,0,3.2926132678985596,3.497993230819702,3.7110259532928467,3.1437880992889404
1994,4.785284996032715,3.6997246742248535,3.955360174179077,3.3732848167419434,4.008481979370117,0,3.698298215866089,3.7372539043426514,4.386775970458984,3.849095582962036
1995,4.225696563720703,4.178735256195068,3.771751880645752,3.3940165042877197,4.123788356781006,0,4.202159881591797,4.619711875915527,4.273110866546631,4.26788854598999
1996,4.964641094207764,4.276118755340576,3.635014057159424,3.4141528606414795,3.8365275859832764,0,3.8104424476623535,4.4556884765625,4.775345802307129,4.297560214996338
1997,4.5294904708862305,4.626826286315918,4.303471088409424,3.6476283073425293,4.365968227386475,0,4.510360240936279,5.047148704528809,5.211090087890625,4.755430221557617
1998,4.048893928527832,4.161462306976318,3.7258708477020264,3.7534003257751465,3.8957276344299316,0,3.5878398418426514,3.7207462787628174,4.3200907707214355,3.8273322582244873
1999,3.447289228439331,4.42465877532959,3.543034553527832,3.5578110218048096,4.023271560668945,0,3.050929546356201,3.3095366954803467,4.073191165924072,4.05662202835083
2000,3.1224138736724854,3.849501132965088,3.5961337089538574,3.1974599361419678,4.10116720199585,0,3.172328233718872,3.321474313735962,3.386733055114746,3.0654823780059814
2001,3.7135910987854004,3.891193151473999,3.5306756496429443,3.6554932594299316,3.5253913402557373,0,3.5101354122161865,3.9422993659973145,4.288454532623291,3.9491119384765625
2002,4.108543395996094,4.168822765350342,3.7779383659362793,3.547865867614746,4.0301737785339355,0,3.2973804473876953,4.422651767730713,3.921083927154541,4.431178569793701
2003,3.928398370742798,4.015826225280762,3.8199715614318848,3.8709280490875244,4.261517524719238,0,3.826078176498413,4.231344223022461,4.287953853607178,4.760630130767822
2004,5.32004976272583,4.576184272766113,4.559256553649902,3.894521474838257,4.529702186584473,0,4.1569342613220215,4.580816745758057,3.969597339630127,4.466858386993408
2005,3.4566967487335205,4.589078426361084,4.4451751708984375,3.862386703491211,3.944700002670288,0,3.693380832672119,4.504637241363525,4.44258451461792,4.540236949920654
2006,4.270735263824463,4.5950469970703125,4.1204328536987305,3.7714645862579346,3.7344772815704346,0,3.788421392440796,4.129001617431641,4.3811163902282715,4.516317367553711
2007,3.9018619060516357,4.506502151489258,4.15971565246582,3.447913408279419,4.955065727233887,0,3.8666183948516846,4.408483028411865,3.9873263835906982,4.45552921295166
2008,4.133731365203857,4.204342842102051,3.6832845211029053,3.625173330307007,3.5063517093658447,0,3.6242449283599854,4.139547348022461,3.9728360176086426,4.0534281730651855
2009,3.8244190216064453,4.175355434417725,3.944869041442871,3.5479047298431396,3.8166515827178955,0,3.543207883834839,4.487035274505615,4.915973663330078,4.678537368774414
2010,4.421174049377441,4.043233871459961,3.864659547805786,3.1006033420562744,3.776442289352417,0,3.507200241088867,3.985527276992798,3.973280668258667,3.991253614425659
2011,4.0100555419921875,3.515824794769287,3.4488322734832764,3.1952786445617676,3.9207112789154053,0,3.4574174880981445,3.9325666427612305,3.4656639099121094,3.525468587875366
2012,4.85056209564209,4.247601509094238,3.8724663257598877,3.688232421875,3.5995802879333496,0,3.3315963745117188,4.509869575500488,4.679713726043701,4.760759353637695
2013,4.621311187744141,4.664939880371094,4.232787132263184,3.696850061416626,3.4523487091064453,0,3.8268916606903076,4.389558792114258,4.602509021759033,4.496292591094971
2014,4.303465843200684,4.208092212677002,4.300783157348633,3.607503652572632,3.8433847427368164,0,3.9003400802612305,4.3311028480529785,4.341216564178467,4.944500923156738
2015,3.6099369525909424,4.156136989593506,4.7688703536987305,3.3968498706817627,3.899691581726074,-9999,3.4569613933563232,4.547558784484863,3.5831613540649414,4.036316394805908
2016,4.333978652954102,4.740884780883789,4.090810775756836,3.6764168739318848,3.9243428707122803,0,3.7502925395965576,4.4926605224609375,4.575389862060547,5.015835285186768
2017,3.7078824043273926,3.8025460243225098,4.013590335845947,3.3087518215179443,3.9104294776916504,0,3.1328604221343994,4.576498031616211,4.112443923950195,4.733636379241943
2018,4.444655418395996,4.291236877441406,4.217799663543701,3.36087703704834,3.9403483867645264,0,3.8413403034210205,4.877676963806152,4.301795482635498,5.1574482917785645
2019,4.086081027984619,4.598134994506836,4.169949054718018,3.7347569465637207,3.8739233016967773,0,4.065483570098877,5.300127983093262,4.286831855773926,5.000797271728516
2020,3.4596643447875977,4.606943130493164,4.01442813873291,3.161546468734741,3.7460153102874756,0,3.666872978210449,3.8698360919952393,4.977810382843018,4.197330474853516
2021,4.062687873840332,4.143001556396484,4.350705146789551,3.568843364715576,4.03714656829834,0,3.4520695209503174,4.769213676452637,3.9814984798431396,4.2971038818359375
2022,4.056987762451172,4.597805976867676,4.098573207855225,3.4518582820892334,4.207359313964844,0,3.280153274536133,4.469991207122803,4.46140718460083,4.387531280517578
2023,0,3.2609493732452393,0,0,0,0,0,2.657386302947998
