year,KhKHA_03_,KhKHA_06_,KhKHA_09_,KhKHA_12_,KhKHA_14_,KhKHA_15_,KhKHA_16_,KhKHA_17_,KhKHA_19_,KhKHA_20_
1772,7.549143455473676e-9,4.756038583774258e-9,1.6736669190100087e-9,1.1481332412726763e-8,3.155548830530909e-9,4.016367886342403e-9,2.71223096083739e-9,0,0,2.2389221755782417e-9
1773,4.4464292237304305e-9,2.3390665998418534e-9,8.585248284908379e-10,7.287644165913029e-9,1.3500203390308608e-9,1.7509388726413964e-9,3.200609460058388e-9,0,0,1.6589642483119346e-9
1774,1.3045809951987339e-8,1.0243731134395537e-8,3.839464988833319e-9,7.687343312814287e-9,4.765382357207003e-9,8.815755067419295e-9,8.963874715366655e-9,0,0,3.998752333805089e-9
1775,1.3530214532367291e-8,1.2537016637421244e-8,3.210969420102028e-9,9.107682187834437e-9,4.751531124634417e-9,8.042659863942599e-9,7.282397759631144e-9,0,0,4.274768737621493e-9
1776,1.1000402843485587e-8,8.381137386208917e-9,2.0327813648396294e-9,9.846583795687482e-9,3.785270507243476e-9,3.1554863417416723e-9,7.3448249445016984e-9,0,0,3.021680719935254e-9
1777,1.611088973589465e-8,1.1313467131080944e-8,6.925359239287316e-9,1.8483672744541997e-8,6.436677968895522e-9,8.021816404504392e-9,8.909404036215463e-9,0,0,3.1308135404101566e-9
1778,1.5754129173956246e-8,1.0597058623948066e-8,5.0940618126173695e-9,1.4178574176260352e-8,4.71773505544572e-9,6.55624082799603e-9,5.794558813806833e-9,0,0,4.843110613697705e-9
1779,1.0075358124173881e-8,9.737012334282158e-9,4.213435717575182e-9,9.001103791635378e-9,5.30461700540399e-9,1.1390158625153638e-9,5.691592998103518e-9,0,0,4.036566495717183e-9
1780,9.359068132012528e-9,1.0353259105287054e-8,5.257031742580723e-9,8.126254436382376e-9,4.217808662335847e-9,5.1463282939727855e-9,5.912210564071127e-9,0,0,4.911299711754422e-9
1781,1.0045402320210667e-8,7.3674368793708685e-9,2.926892529398167e-9,7.807554857490143e-9,2.2658633884410436e-9,3.3333444491339743e-9,5.754948569038676e-9,0,0,5.194384827612382e-9
1782,1.214173369824535e-8,1.1866507121734774e-8,6.389538511154182e-9,9.434877293630164e-9,4.955503054036124e-9,1.0190486214884801e-8,7.643034560036377e-9,0,0,7.561972570174825e-9
1783,1.176725652740305e-8,9.107977108046228e-9,8.854876366275902e-9,1.2196351519286e-8,4.121785125057461e-9,5.2724308670829125e-9,8.042386301446012e-9,0,0,6.61551143514897e-9
1784,1.6957805070718936e-8,1.7641714142278743e-8,1.0833405835151696e-8,1.4180063671941495e-8,6.098187846467211e-9,9.756545135865626e-9,4.443762621900597e-9,0,0,6.69739492331078e-9
1785,6.724945702465194e-9,1.1357021622926208e-8,6.945718793678941e-9,1.2443832091156455e-8,9.921651028704304e-9,1.1864870441555136e-8,4.7677146150287824e-9,0,0,5.8684472465786225e-9
1786,2.701887759650162e-9,3.278708273098373e-9,1.7129921762064253e-9,9.199509518599125e-9,2.616371068640091e-9,2.858533893795161e-9,3.3339444191440645e-9,0,0,1.539505673051867e-9
1787,1.2233579016836258e-8,1.0814942499879921e-8,1.7818750241879773e-8,1.7309507557991807e-8,5.736019591004114e-9,2.120701043933665e-8,1.0678311346428006e-8,0,0,8.245624846568617e-9
1788,5.8343902772838815e-9,7.559385732434998e-9,9.912901341853785e-9,1.0720821131749413e-8,1.97292867555068e-9,1.1430850248873571e-8,8.912699895020914e-9,0,0,6.988937170431174e-9
1789,7.318404430443087e-9,8.742643347238614e-9,9.259283641394457e-9,1.7040438135308467e-8,1.6338407858806313e-9,1.1479436715680029e-8,8.3134206660602e-9,0,0,5.9450120752390574e-9
1790,1.4623535333815357e-8,7.517692343803443e-9,1.1877711899646896e-8,1.5681929179321542e-8,0,9.665875354084985e-9,1.3720956214674781e-8,0,0,6.911895932604951e-9
1791,4.363542555801852e-9,5.188449040608819e-9,8.123357762174079e-9,6.8735794850612075e-9,0,3.485610391634994e-9,7.68536196297657e-9,0,0,2.9021509798361808e-9
1792,5.625790123023265e-9,4.820058985963862e-9,8.75252370129074e-9,8.93741565613679e-9,0,4.452018655214203e-9,9.569769203579318e-9,0,4.817146607623313e-9,2.9341944820838043e-9
1793,8.484631284878954e-9,1.5926432347787597e-8,1.5506527062549306e-8,1.6340541011054792e-8,0,7.960516427691978e-9,1.187170743395886e-8,0,9.142075727536855e-9,4.5289473030347744e-9
1794,2.0431430504755656e-8,2.087249009281178e-8,3.024163125937466e-8,3.042812864581836e-8,1.136111842405739e-9,1.1583918948982005e-8,1.3189179461858926e-8,0,1.093922379569574e-8,9.014545657750378e-9
1795,9.172518329563155e-9,1.0558080358058403e-8,1.3443726473338283e-8,1.2515155374215179e-8,1.010648438525817e-9,3.186490529966614e-9,6.5981152235251805e-9,0,4.9245696318066194e-9,2.8134424863139243e-9
1796,1.173261600608047e-8,9.614871142469338e-9,1.842109875924434e-8,2.916150708274979e-8,9.822339219438473e-10,9.99874262288633e-9,5.286915323821056e-9,0,9.666931728914002e-9,3.874714311363902e-9
