year,MaxLAKHA_03_,MaxLAKHA_06_,MaxLAKHA_09_,MaxLAKHA_12_,MaxLAKHA_14_,MaxLAKHA_15_,MaxLAKHA_16_,MaxLAKHA_17_,MaxLAKHA_19_,MaxLAKHA_20_
1756,1391.7215576171875,1566.341552734375,1173.324462890625,0,1535.546142578125,2253.230712890625,1932.6575927734375,0,0,1355.62744140625
1757,1580.347900390625,1665.1231689453125,1580.1734619140625,0,1201.524169921875,2249.183837890625,1330.3892822265625,0,0,1196.2669677734375
1758,1662.64208984375,2024.884033203125,1545.62548828125,0,1688.324951171875,2269.044921875,1329.30224609375,0,0,1021.6815185546875
1759,1731.79736328125,1433.8551025390625,1337.5023193359375,0,1225.507568359375,2283.29638671875,1440.3277587890625,0,0,958.8983764648438
1760,1482.5858154296875,1302.1199951171875,507.5761413574219,0,337.4302673339844,924.0193481445312,1092.5936279296875,0,0,757.800048828125
1761,2005.4368896484375,1159.4112548828125,1237.3416748046875,401.4612121582031,1043.234375,2068.3623046875,1256.010498046875,0,0,1017.1370849609375
1762,1918.337890625,2013.1915283203125,1373.87548828125,567.955810546875,1455.4140625,2277.056396484375,1494.8973388671875,0,0,1115.1285400390625
1763,2073.9765625,1467.9317626953125,1129.9932861328125,632.6942138671875,1060.428955078125,2243.198974609375,2411.328125,0,0,1066.7314453125
1764,2126.902099609375,1232.2689208984375,962.0641479492188,886.9100952148438,2131.425048828125,2486.859375,1231.6988525390625,0,0,1004.6346435546875
1765,2364.611328125,1499.4705810546875,1513.84716796875,989.1797485351562,2488.83154296875,2178.472412109375,1106.42138671875,0,0,1582.0458984375
1766,1309.8782958984375,1965.07861328125,1113.4144287109375,775.2997436523438,1850.318115234375,2226.3837890625,1422.147705078125,0,0,1614.0028076171875
1767,1955.5325927734375,1809.7498779296875,2197.508544921875,2090.10107421875,2160.7021484375,2454.8212890625,2316.4873046875,0,0,972.6809692382812
1768,1549.9490966796875,1841.01171875,1619.9718017578125,1393.88037109375,1566.08154296875,2288.324951171875,1543.00830078125,0,0,965.568359375
1769,2241.98876953125,1618.314208984375,1513.6353759765625,1370.060546875,1342.04833984375,1930.1719970703125,1335.1448974609375,0,0,949.6381225585938
1770,1699.9921875,1356.427001953125,1218.1719970703125,1785.5726318359375,1703.2313232421875,2088.750244140625,898.3560791015625,0,0,870.7030029296875
1771,1281.3062744140625,1706.34033203125,1293.2720947265625,872.217041015625,1384.614501953125,1301.7772216796875,777.4108276367188,0,0,1117.1998291015625
1772,1986.7109375,1598.79052734375,1249.98681640625,1539.9232177734375,1327.274658203125,1783.7882080078125,1700.2769775390625,0,0,1297.3294677734375
1773,1686.421875,1336.179931640625,863.9898071289062,1712.2860107421875,837.11669921875,925.5304565429688,1650.28369140625,0,0,1059.328369140625
1774,1886.087158203125,1711.8292236328125,1343.2060546875,1273.4735107421875,1404.447265625,2395.32763671875,2278.67431640625,0,0,1105.9608154296875
1775,2464.628173828125,1916.4666748046875,1198.9534912109375,1428.4224853515625,1079.67431640625,2459.66162109375,2164.523681640625,0,0,1331.8526611328125
1776,1285.19140625,1572.9219970703125,1185.273681640625,1172.1324462890625,1866.068359375,2353.991455078125,1702.531494140625,0,0,987.1311645507812
1777,2307.6259765625,2470.55908203125,2332.024658203125,2303.356689453125,2260.142578125,1520.121337890625,1439.1180419921875,0,0,1101.645751953125
1778,2330.23583984375,1620.9649658203125,1639.965087890625,1844.35498046875,2388.76953125,2153.90185546875,1166.0726318359375,0,0,1412.962158203125
1779,2445.9248046875,1751.201171875,1479.696044921875,1848.8433837890625,1322.1806640625,1043.0394287109375,2197.16845703125,0,0,1117.0135498046875
1780,2140.695068359375,1684.629150390625,1363.7921142578125,1660.7745361328125,1403.4241943359375,2160.10595703125,1870.9034423828125,0,0,1124.636962890625
1781,1923.0618896484375,1681.8319091796875,1918.8577880859375,1452.1976318359375,1202.2161865234375,2327.371337890625,2156.98974609375,0,0,1372.8802490234375
1782,2446.285400390625,1562.8629150390625,1959.759765625,1136.78515625,1465.63232421875,2067.007568359375,1776.9815673828125,0,0,1275.16943359375
1783,2161.093505859375,2104.540283203125,1764.461181640625,2053.469482421875,1962.24609375,1629.0042724609375,2426.688720703125,0,0,1463.5185546875
1784,2122.2109375,1802.25341796875,1762.7633056640625,2392.0712890625,1355.61865234375,2243.272705078125,1869.02783203125,0,0,1285.89208984375
1785,2270.2255859375,1564.796630859375,1397.7659912109375,2129.110107421875,1773.756103515625,2308.62744140625,1288.8023681640625,0,0,1164.2872314453125
1786,1495.183837890625,1591.61279296875,1115.712158203125,1989.4852294921875,1946.9512939453125,1531.4739990234375,1737.6707763671875,0,0,954.7579345703125
1787,2018.4642333984375,1847.90771484375,2024.31689453125,2046.7100830078125,1603.05224609375,2441.561279296875,2418.971923828125,0,0,1317.1922607421875
1788,2482.98486328125,1793.6640625,2476.665771484375,2187.6201171875,1867.284423828125,2025.05859375,1993.30810546875,0,0,1642.4984130859375
1789,2028.2852783203125,1792.012451171875,1596.6968994140625,1994.2584228515625,1267.396728515625,1732.8521728515625,1911.0804443359375,0,0,1301.53857421875
1790,2480.42236328125,1739.929931640625,1909.0748291015625,2290.49853515625,0,2094.613037109375,2349.63037109375,0,0,1407.84130859375
1791,2386.848876953125,1834.6629638671875,2497.81298828125,1308.591552734375,0,1791.27978515625,1003.1639404296875,0,0,948.1058349609375
1792,2025.033203125,1703.1131591796875,1609.5892333984375,1858.898193359375,0,1214.9664306640625,1072.681396484375,0,1116.8009033203125,1083.588623046875
1793,2124.158203125,1892.2154541015625,1931.816162109375,1957.791259765625,0,1672.3826904296875,1580.667236328125,0,1380.6767578125,1147.8648681640625
1794,2223.17529296875,1972.371826171875,2146.2890625,2338.832763671875,1074.901123046875,2168.79052734375,2004.3642578125,0,1487.7435302734375,1281.3546142578125
1795,2144.10791015625,1863.9088134765625,2058.260009765625,1645.6112060546875,845.4883422851562,1654.8294677734375,1163.7135009765625,0,2351.772705078125,1162.4033203125
1796,1774.7633056640625,1914.667724609375,1983.5506591796875,2056.513671875,1131.5723876953125,1514.842041015625,1603.115234375,0,1499.3253173828125,1170.127685546875
1797,2459.90234375,1891.5604248046875,2379.48486328125,2384.326904296875,977.7710571289062,1637.808837890625,1125.50732421875,0,2000.42578125,1316.6087646484375
1798,1887.6417236328125,1765.334228515625,1868.729248046875,2330.67578125,1250.200439453125,966.7685546875,654.7350463867188,0,932.1972045898438,1136.833740234375
1799,2446.904541015625,1939.694580078125,2130.548583984375,2365.6376953125,1150.8687744140625,1399.1065673828125,1249.025390625,0,1540.606689453125,1913.5081787109375
1800,1669.35986328125,1832.2197265625,1299.7607421875,2322.624267578125,580.15673828125,1093.372314453125,0,0,791.0678100585938,1660.3096923828125
1801,1803.4268798828125,1682.146484375,2081.961669921875,2459.810546875,1273.510498046875,1722.353271484375,0,0,1383.271728515625,1032.725341796875
1802,2097.643798828125,1746.029052734375,2358.088623046875,2411.630615234375,1426.6519775390625,1950.574951171875,0,0,2135.365478515625,1571.05419921875
1803,2327.8193359375,1995.638671875,1573.1971435546875,2060.552490234375,1085.9244384765625,1663.0556640625,0,0,2028.4034423828125,1713.85986328125
1804,1810.0283203125,1989.9666748046875,1710.4598388671875,2363.8076171875,1136.2022705078125,1530.276611328125,0,0,1387.91748046875,1235.5960693359375
1805,2469.090087890625,1948.479248046875,1627.3681640625,2435.839111328125,1211.2890625,1384.069580078125,0,0,1441.6790771484375,1547.373291015625
1806,2146.88525390625,1982.8336181640625,1657.538818359375,2471.448486328125,1317.0885009765625,1648.595703125,0,0,2155.6279296875,1367.5137939453125
1807,1354.1243896484375,1054.5096435546875,831.18603515625,2454.54736328125,1143.4537353515625,781.3518676757812,0,0,2039.7984619140625,1224.9110107421875
1808,1831.542724609375,1637.3221435546875,2281.183349609375,2150.403564453125,1071.864013671875,1489.8936767578125,0,0,2045.65234375,1164.46435546875
1809,2423.6474609375,1931.459716796875,1493.093505859375,2469.997802734375,1265.3701171875,898.0448608398438,0,0,1552.1512451171875,1261.125
1810,2136.478515625,1990.424560546875,1337.4873046875,2455.900634765625,955.8726196289062,1152.9459228515625,0,0,1472.455322265625,988.2394409179688
1811,1984.021240234375,1997.624755859375,1600.9049072265625,1554.1502685546875,1464.6353759765625,2126.02783203125,269.4617614746094,0,948.048095703125,1125.5069580078125
1812,908.6451416015625,1096.1873779296875,853.9132080078125,1474.1177978515625,808.7487182617188,129.41323852539062,1207.0706787109375,0,1039.0037841796875,797.0882568359375
1813,1459.011474609375,1964.9024658203125,1225.6422119140625,1520.9674072265625,1124.6251220703125,1478.74365234375,1279.3177490234375,0,1421.979248046875,1538.2808837890625
1814,1919.134033203125,1554.8828125,1874.2120361328125,1448.3685302734375,1611.21484375,1478.821044921875,1277.173095703125,0,1869.4656982421875,1252.061279296875
1815,1961.2030029296875,1977.64990234375,1272.9296875,1966.078857421875,922.7382202148438,1333.2958984375,1025.919189453125,0,1019.23828125,1220.41650390625
1816,1659.36767578125,1959.8953857421875,1404.07861328125,1651.1976318359375,872.2600708007812,1301.5186767578125,1294.7825927734375,0,1108.3538818359375,1463.6007080078125
1817,2021.4500732421875,1970.8287353515625,1747.7313232421875,1460.0621337890625,1064.5438232421875,1180.38720703125,894.7359008789062,0,960.9822998046875,1309.33544921875
1818,1832.277587890625,1921.5516357421875,1963.1304931640625,2338.644775390625,973.5450439453125,1133.833984375,1129.4481201171875,0,1138.68994140625,1339.6929931640625
1819,2259.867919921875,1717.53271484375,2132.955810546875,2494.303466796875,523.8309326171875,1522.23291015625,1117.690185546875,0,951.2177124023438,825.2738037109375
1820,2029.6561279296875,1871.209228515625,1407.3333740234375,1329.879150390625,735.2258911132812,540.9777221679688,1300.822265625,0,930.1895141601562,1177.954345703125
1821,2430.928466796875,1730.553955078125,2056.011474609375,1689.269775390625,924.4970092773438,1930.278564453125,1286.45166015625,0,1023.404296875,1158.102783203125
1822,1684.2073974609375,1975.328857421875,1384.8685302734375,1595.21875,1060.560302734375,1713.7525634765625,1393.636962890625,0,1066.82568359375,1693.184814453125
1823,1998.375,1398.6529541015625,1205.6431884765625,1694.4808349609375,494.4547424316406,904.7423095703125,973.9715576171875,0,970.4285278320312,1144.11962890625
1824,2387.453125,1940.058349609375,1639.960693359375,1261.9840087890625,1080.935791015625,562.7837524414062,1102.027099609375,0,1698.20703125,1427.1103515625
1825,581.7249145507812,1288.246337890625,0,1168.4534912109375,570.7064819335938,579.8513793945312,651.0242919921875,0,763.2310791015625,417.40582275390625
1826,1674.20166015625,1771.471435546875,1261.5274658203125,2206.955322265625,795.0151977539062,589.6146850585938,1042.787353515625,0,1728.3348388671875,1061.8946533203125
1827,1779.631591796875,1530.6036376953125,1373.160888671875,2477.333984375,1004.6055908203125,997.257080078125,1006.6519165039062,0,901.6063232421875,1377.3319091796875
1828,2422.8671875,1686.723388671875,2240.681884765625,2030.8768310546875,1115.414794921875,1458.2532958984375,1362.1439208984375,0,1670.6273193359375,1332.0008544921875
1829,2472.0595703125,1955.3594970703125,1368.5621337890625,1912.2940673828125,1163.094970703125,2478.37060546875,1251.281494140625,0,2141.76806640625,1140.5172119140625
1830,2057.36572265625,494.9978332519531,795.1939086914062,846.5828857421875,837.2368774414062,807.967529296875,723.2214965820312,0,1202.53076171875,1268.8057861328125
1831,1963.630859375,1506.964599609375,1591.2711181640625,2376.36865234375,969.029296875,1247.424072265625,741.7223510742188,0,2403.80322265625,1380.369384765625
1832,2346.984130859375,2011.0728759765625,1762.611083984375,2106.576904296875,968.0652465820312,1496.430908203125,603.1024169921875,0,1535.1419677734375,1496.143310546875
1833,1343.978515625,1488.9920654296875,1068.3463134765625,1919.017822265625,956.1538696289062,0,0,0,1868.8702392578125,1389.060791015625
1834,1887.36865234375,1626.98876953125,1424.43212890625,2483.94189453125,1485.929443359375,1095.6141357421875,0,172.5779571533203,2115.25634765625,1549.9173583984375
1835,2488.634521484375,1708.2607421875,1702.5216064453125,2484.229736328125,1624.9114990234375,1268.654052734375,1053.8170166015625,306.66217041015625,1990.3995361328125,1749.47021484375
1836,2240.8076171875,1553.736572265625,1696.712646484375,2240.872802734375,1111.6282958984375,1349.2032470703125,0,394.292236328125,2031.8675537109375,1287.8682861328125
1837,2200.794921875,1376.185546875,1364.7523193359375,2390.10791015625,907.7454833984375,1410.2550048828125,915.1939086914062,393.7713928222656,2454.05859375,932.6838989257812
1838,1347.741455078125,1183.8470458984375,1043.5460205078125,2186.407470703125,1691.85009765625,996.4408569335938,518.2644653320312,402.4673156738281,1648.7757568359375,1217.26318359375
1839,2077.212890625,1295.058349609375,1380.406005859375,2179.73876953125,1065.0806884765625,1152.323974609375,372.3553466796875,441.3147277832031,2266.728271484375,1446.215576171875
1840,2077.09130859375,1880.60791015625,1317.4637451171875,2298.41064453125,1149.0875244140625,1517.9510498046875,543.5081787109375,469.5745544433594,1631.329345703125,1416.273681640625
1841,2497.202880859375,1341.94091796875,1593.83984375,2475.905029296875,1471.6240234375,1422.26220703125,819.484619140625,335.34185791015625,0,1521.99658203125
1842,2408.811279296875,1640.2333984375,2211.53466796875,2243.022216796875,1263.8505859375,1625.862060546875,771.8801879882812,437.0545654296875,0,1513.1494140625
1843,1856.071044921875,1654.1376953125,1520.23486328125,2458.26171875,1078.287353515625,0,0,496.0837097167969,0,1569.8182373046875
1844,2176.614013671875,1749.930908203125,1532.1165771484375,2331.38525390625,1393.833740234375,0,1034.918212890625,1428.85693359375,0,1202.2557373046875
1845,1838.32275390625,1477.04052734375,1723.70556640625,2056.06640625,1203.718017578125,0,1290.58447265625,543.891357421875,0,1400.0928955078125
1846,1604.376220703125,1552.5098876953125,2477.458984375,2354.00439453125,1792.1644287109375,0,1285.195068359375,614.99462890625,0,1439.0875244140625
1847,2486.88671875,1376.041748046875,1467.7957763671875,2264.944091796875,1012.7140502929688,0,1354.2843017578125,546.0548706054688,0,1464.9710693359375
1848,2412.574462890625,1433.20849609375,1362.0157470703125,2346.83154296875,1110.6002197265625,0,1032.8223876953125,584.5637817382812,0,1372.1522216796875
1849,1597.1312255859375,1220.227783203125,613.0869140625,1120.9923095703125,611.416259765625,1279.1134033203125,659.8865356445312,687.8684692382812,0,1053.6575927734375
1850,2104.552734375,1776.3465576171875,1668.0328369140625,1426.1715087890625,1240.0576171875,1926.15673828125,1489.2564697265625,784.0657348632812,0,1349.67578125
1851,2196.283203125,1451.19921875,1662.8634033203125,1747.1015625,1057.7120361328125,1278.9669189453125,1121.299560546875,870.04541015625,0,1000.0524291992188
1852,2444.984130859375,1404.007080078125,1862.217041015625,1628.022216796875,1690.996826171875,1799.7572021484375,1462.895751953125,773.368896484375,0,1720.009521484375
1853,1848.822021484375,2050.591552734375,2327.15087890625,2020.420654296875,1373.8529052734375,1381.6080322265625,1292.977783203125,1818.8345947265625,0,1122.9097900390625
1854,2495.07861328125,1701.47607421875,1501.0755615234375,2473.88232421875,1714.4896240234375,1316.5452880859375,1418.8272705078125,1633.590087890625,334.074462890625,1576.4251708984375
1855,2362.881103515625,1800.8809814453125,2423.703857421875,2351.205810546875,2013.471435546875,1781.199462890625,1298.409423828125,1032.9444580078125,1029.9981689453125,1267.455810546875
1856,2210.2060546875,1469.9503173828125,1412.3446044921875,2433.332763671875,1422.2420654296875,1493.2838134765625,1685.7283935546875,1726.75830078125,927.2740478515625,1470.60302734375
1857,2453.63037109375,1620.5982666015625,1580.243896484375,2423.372802734375,1774.436279296875,1796.231689453125,1613.8377685546875,1694.8446044921875,0,1249.2938232421875
1858,2117.957275390625,1761.0242919921875,2292.434326171875,2496.2919921875,2344.772705078125,1534.12109375,2363.865966796875,1837.6434326171875,1760.2784423828125,1568.0452880859375
1859,2150.032958984375,1800.728759765625,1977.9664306640625,1694.5863037109375,1521.6875,1184.2525634765625,1536.222900390625,1489.8656005859375,1598.613037109375,1463.5284423828125
1860,2159.083251953125,2407.697021484375,1784.011962890625,2061.348876953125,2499.251220703125,1678.8807373046875,2487.297119140625,2032.0196533203125,2037.7047119140625,1474.2742919921875
1861,2376.579833984375,1538.450439453125,2393.652587890625,1981.9779052734375,1553.1614990234375,1381.2626953125,2456.581298828125,1900.5013427734375,1964.7911376953125,1243.2408447265625
1862,2439.98388671875,1841.379150390625,2304.309814453125,1885.7237548828125,1562.5848388671875,1463.209716796875,2442.86279296875,2107.2109375,1872.0654296875,1437.755615234375
1863,2395.444580078125,1747.11572265625,2308.53515625,1838.5762939453125,1289.3631591796875,1296.0987548828125,2284.69091796875,2267.041259765625,1849.675537109375,1207.2698974609375
1864,2491.9619140625,2160.75634765625,2413.399658203125,2316.19482421875,2000.6416015625,1346.356689453125,0,2186.93310546875,2215.849853515625,1068.7532958984375
1865,2462.14501953125,1521.7899169921875,2490.710693359375,2286.22802734375,1402.9547119140625,1560.5155029296875,1875.1881103515625,2035.4713134765625,1587.2841796875,1631.7506103515625
1866,2338.00830078125,1740.63037109375,1329.9569091796875,1866.3070068359375,1255.2421875,1066.4259033203125,1706.9847412109375,1612.6290283203125,1221.2978515625,1768.4827880859375
1867,2131.063720703125,1325.7039794921875,2134.183837890625,1912.5809326171875,1374.1055908203125,1316.322998046875,1260.8985595703125,2156.97705078125,1406.8388671875,1154.100341796875
1868,2387.741455078125,2470.133544921875,2295.287353515625,2274.35009765625,1451.2236328125,1475.048095703125,1685.15234375,2056.159423828125,1705.2418212890625,2115.74365234375
1869,2023.17626953125,1490.2139892578125,308.29840087890625,2398.93701171875,1123.125732421875,0,2253.059814453125,2458.902587890625,1047.3974609375,1314.861572265625
1870,2308.251953125,1521.5723876953125,1718.209228515625,995.10791015625,1057.039306640625,1806.4366455078125,1285.6241455078125,2120.078369140625,1466.6728515625,1284.5440673828125
1871,2451.149658203125,1635.921142578125,2177.077880859375,2242.333740234375,1238.220947265625,2450.975830078125,1648.6383056640625,1938.8082275390625,1535.1107177734375,1676.8953857421875
1872,2345.494140625,1497.367919921875,2450.387939453125,2056.34521484375,1305.0321044921875,2112.97802734375,1388.8089599609375,2273.475341796875,1869.570068359375,1776.1844482421875
1873,2107.318359375,1778.321533203125,1333.79150390625,1962.9617919921875,1189.939208984375,1839.4580078125,1047.5933837890625,2202.284423828125,1341.68701171875,1680.4666748046875
1874,2012.525634765625,1503.4508056640625,673.68310546875,1648.4393310546875,707.3995971679688,1351.0826416015625,1273.5360107421875,2047.4158935546875,1589.2109375,1780.7861328125
1875,2499.8193359375,1425.66650390625,1644.1883544921875,2296.53466796875,1287.52294921875,2246.63916015625,1966.9508056640625,2205.70458984375,1861.8818359375,2104.9619140625
1876,2445.068359375,1847.820556640625,1253.330810546875,1577.0521240234375,1395.0106201171875,2043.340087890625,1327.972900390625,2093.82763671875,1706.9459228515625,1523.1795654296875
1877,2493.65625,1775.10546875,2017.4329833984375,1943.88232421875,2067.153564453125,2007.404052734375,1629.1263427734375,2062.14599609375,1760.978271484375,1787.788330078125
1878,535.7379150390625,2172.42236328125,1868.2020263671875,1525.4404296875,1740.1116943359375,2208.528564453125,1732.973876953125,1922.017578125,1868.2908935546875,1816.8897705078125
1879,1944.7930908203125,1961.9091796875,1775.3594970703125,1958.3182373046875,1835.6365966796875,2257.065673828125,2322.809326171875,2352.630859375,2123.47998046875,1513.1846923828125
1880,2165.563720703125,2198.797607421875,2125.17041015625,2427.423095703125,1468.2205810546875,2465.943115234375,2120.6640625,2339.214599609375,2102.364501953125,2098.905517578125
1881,1867.6441650390625,2131.461181640625,1552.7510986328125,2175.296630859375,1403.591552734375,1644.13671875,1659.773681640625,2466.96142578125,2097.362060546875,1312.5272216796875
1882,2115.72509765625,1368.6978759765625,1815.2581787109375,2090.28955078125,1345.703857421875,2065.99755859375,2274.971435546875,2346.707763671875,1760.63818359375,1243.4107666015625
1883,1989.82275390625,1392.68212890625,1405.8421630859375,2291.368896484375,1360.174072265625,1966.65869140625,1412.658203125,2375.183349609375,1932.7100830078125,1374.74560546875
1884,2410.22265625,1496.646728515625,1218.048095703125,1470.98046875,589.4144287109375,1857.43115234375,1173.8387451171875,2242.007080078125,1573.260986328125,1071.6788330078125
1885,2486.371337890625,1033.4451904296875,732.9998779296875,0,446.4963073730469,1305.1544189453125,1276.0880126953125,2232.232177734375,1285.7596435546875,1843.1683349609375
1886,1331.59912109375,1582.93115234375,1469.84375,0,1509.349609375,2374.216796875,1293.1175537109375,2494.176025390625,1466.784423828125,1509.3265380859375
1887,2289.962158203125,1299.139892578125,2248.04345703125,0,1615.5186767578125,2181.7509765625,1393.935302734375,2137.05810546875,1775.566162109375,1384.2259521484375
1888,2107.68310546875,1400.1112060546875,1834.6844482421875,0,1330.332763671875,2232.864501953125,2082.557373046875,2381.47802734375,1473.0264892578125,1184.162841796875
1889,2472.007568359375,1552.7669677734375,0,0,1509.4349365234375,1858.61083984375,1445.2384033203125,2236.059326171875,1416.357421875,1197.8720703125
1890,1740.93310546875,1345.0101318359375,0,0,1705.1826171875,2095.751708984375,1466.533935546875,2425.39013671875,1915.5506591796875,1813.077880859375
1891,2389.887451171875,1963.5638427734375,0,0,1993.8438720703125,2470.06591796875,1778.52783203125,2493.125,2079.643310546875,1279.603515625
1892,1792.8245849609375,2054.59130859375,0,0,1604.0419921875,2362.702392578125,1698.4169921875,2442.5185546875,0,1731.6513671875
1893,1660.2489013671875,2026.46826171875,0,0,1678.326416015625,2422.5595703125,2212.5517578125,2338.311767578125,816.693603515625,1208.49267578125
1894,1621.199462890625,1641.9398193359375,0,0,1540.451904296875,1955.302734375,1518.0299072265625,2422.0234375,822.3340454101562,1820.819580078125
